ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bearish_vol_oi,entry_price,stop_price,target_1,rr_ratio
ADMA,LONG,0.7903576666666667,7.903576666666668,0.0,4.7421,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,32.803469159204205,3,1.0,99.0,0.00118,0.0,370839.5656240848,0.0,745.720988,2,0,0.221674,0.0,,,,,
BTDR,LONG,0.7536212374014787,7.536212374014787,0.0,4.5217,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.75,0.0,0.0,0.0,0.0,4.604785875694179,6,1.0,46.92004277453653,0.000387,2.3e-05,22715.236619007348,2420.6325565558614,3.524955,2,0,0.572415,0.0,12.120879,,,,
IGV,LONG,0.7187922720040384,7.187922720040384,0.0,4.3128,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.9468933811973907,15,1.0,4.728782793537887,0.000114,2.6e-05,141118.0716876991,26112.071143440095,0.78628,1,0,0.738363,0.869069,1.078666,,,,
ROP,LONG,0.6214963576484491,6.214963576484491,0.0,3.729,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.71,0.0,0.0,0.0,0.0,4.040327869719038,7,1.0,3.4165374487833735,2.1e-05,6e-06,119115.86357201189,87161.2453819502,46.88,1,0,0.52874,0.257505,87.4,,,,
MARA,LONG,0.6000000000000001,6.000000000000001,0.0,3.6,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.45,0.0,0.0,0.0,0.0,0.0,1,1.0,99.0,0.0001,0.0,229204.41406820176,0.0,11.617363,0,0,0.0,0.0,,,,,
RIG,LONG,0.5933333333333333,5.933333333333333,8.31,6.2197,"wall_proximity (1.1%, 0.2 ATR to call wall)","confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakout, trend_aligned",none,3.8,POSITIVE,structural_breakout,2982763.28,6.95,7.0,4.0,1.08,42.24,807690.0,513110.0,0.635,85267.0,282189.0,953344.0,60.7,0.603,2.61,0.6,1.0,2.0,1.75,0.34,673065125.4927897,2,1.0,99.0,0.000179,0.0,475948.49474572635,0.0,0.478871,0,0,0.0,0.0,,,,,
VRT,LONG,0.592445271888658,5.92445271888658,4.36,5.2302,price_validation_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",4.8,NEGATIVE,ema_pullback,-7810044.97,250.48,260.0,190.0,3.96,24.03,200886.0,221841.0,1.104,173209.0,95295.0,154223.0,90.4,0.708,1.8,0.76,0.51,1.2,0.09,0.0,8823.570945216996,10,1.0,99.0,2e-05,8e-06,82811.57898970801,6.443375285977798,368.965777,0,0,0.173164,0.347327,5.027447,,,,
GLBE,LONG,0.5785714285714286,5.7857142857142865,0.0,3.4714,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7,99.0,0.000113,0.0,421183.3481860896,0.0,925.0,0,0,0.0,0.0,,,,,
METC,LONG,0.5650183974697681,5.650183974697681,0.0,3.3901,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.82,0.0,0.0,0.0,0.0,1.9532685130386058,2,1.0,99.0,0.000234,0.0,17.875732428961683,0.0,4.620907,0,0,0.338608,0.0,,,,,
MKC,LONG,0.5440278838776901,5.4402788387769005,0.0,3.2642,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,99.0,9.3e-05,0.0,51166.42712524935,0.0,3.990654,1,0,0.0,0.0,,,,,
