ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,entry_price,stop_price,target_1,rr_ratio,bearish_vol_oi
IRDM,LONG,0.6814994530821066,6.814994530821066,6.96,6.3955,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,4.5,NEUTRAL,retest_and_confirm,,,40.0,35.0,2.38,10.42,28165.0,5959.0,0.212,17032.0,12477.0,4615.0,80.8,0.685,2.48,0.63,0.66,1.4,1.63,0.16,False,default,2.5,False,1,1.0,99.0,0.000325,0.0,539549.4883322539,0.0,23.642384,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.5e-05,0.0,0.106736,0.0,0.0,0.0,1.0,0.6814994530821066,0.6814994530821066,n/a,2026-04-30,2026-04-30,False,,,,,
BWA,LONG,0.6277885151034792,6.277885151034792,6.77,6.2699,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none,5.5,NEUTRAL,retest_and_confirm,,,70.0,42.5,22.87,25.4,27573.0,11929.0,0.433,30214.0,3815.0,5473.0,98.8,0.505,1.57,0.6,1.0,1.4,1.64,0.57,False,consolidation_break,3.0,False,1,1.0,99.0,6.3e-05,0.0,361104.59891055396,0.0,833.333333,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,6e-06,0.0,0.173028,0.0,0.0,0.0,1.0,0.6277885151034792,0.6277885151034792,n/a,2026-04-30,2026-04-30,False,,,,,
YPF,LONG,0.5117006563270332,5.117006563270332,6.93,6.0375,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,7.0,NEUTRAL,trend_continuation,,,50.0,40.0,10.72,11.43,103448.0,45690.0,0.442,44978.0,36053.0,68107.0,33.3,0.449,1.8,0.73,0.77,1.4,1.91,0.32,False,sustained_trend,5.0,False,2,1.0,99.0,7e-05,0.0,1.9619558215755976e-06,0.0,18.779273,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.365372,0.0,0.0,0.0,1.0,0.5117006563270332,0.5117006563270332,n/a,2026-04-30,2026-04-30,False,,,,,
SYY,LONG,0.5040160304305834,5.040160304305834,3.46,4.7981,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.2,NEUTRAL,ema_pullback,,,80.0,70.0,7.08,6.3,74460.0,23286.0,0.313,19467.0,48941.0,29338.0,79.5,0.238,0.0,0.84,0.23,1.2,1.2,0.0,False,default,2.5,False,1,1.0,99.0,1.8e-05,0.0,3.277532997758575e-19,0.0,20.417671,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.291476,0.0,0.0,0.0,1.0,0.5040160304305834,0.5040160304305834,n/a,2026-04-30,2026-04-30,False,,,,,
SGI,LONG,0.5028762027234104,5.028762027234103,3.38,4.5484,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.1,NEUTRAL,ema_pullback,,,85.0,60.0,12.05,20.91,24719.0,2521.0,0.102,9857.0,2604.0,14779.0,98.8,0.513,0.0,0.69,1.0,1.2,0.48,0.02,False,default,2.5,False,1,0.7,99.0,0.000123,0.0,73198.91087412491,0.0,1250.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.309492,0.0,0.0,0.0,1.0,0.5028762027234104,0.5028762027234104,n/a,2026-04-30,2026-04-30,False,,,,,
AMZN,LONG,0.488093508696631,4.88093508696631,7.58,5.5545,poor_rr (0.3:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.2,POSITIVE,trend_continuation,1182678199.66,265.09,275.0,200.0,3.75,24.55,3322528.0,2047251.0,0.616,1543008.0,1071871.0,2754900.0,24.1,0.29,2.7,0.49,1.0,1.4,1.01,0.98,False,sustained_trend,5.0,False,21,1.0,4.493955529947167,6e-06,1e-06,29537.164877885003,16431.607233901723,22.564281,1,2,0.902613,0.777988,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.510086,0.488586,0.0,0.0,1.0,0.488093508696631,0.488093508696631,n/a,2026-04-30,2026-04-30,False,265.06,233.25,275.0,0.31,32.776798
IONS,LONG,0.433028310156222,4.33028310156222,4.81,4.8281,price_validation_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target",trend_aligned,6.1,NEUTRAL,ema_pullback,,,80.0,70.0,7.01,6.37,25565.0,16201.0,0.634,1349.0,14187.0,26230.0,0.0,0.306,0.0,0.93,1.0,1.2,1.11,0.56,False,default,2.5,False,1,0.7,99.0,5.6e-05,0.0,401538.65977879014,0.0,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.7e-05,0.0,0.523402,0.0,0.0,0.0,1.0,0.433028310156222,0.433028310156222,n/a,2026-04-30,2026-04-30,False,,,,,
TSEM,LONG,0.3987954265044351,3.987954265044351,6.2,4.634,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, trend_aligned",room_to_target,3.9,NEUTRAL,retest_and_confirm,,,230.0,200.0,4.05,9.52,69489.0,49827.0,0.717,56255.0,44364.0,18697.0,97.9,0.953,2.04,0.45,0.01,1.4,1.96,0.34,False,default,2.5,False,2,1.0,99.0,0.000291,0.0,0.011357093523987685,0.0,77.459954,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.533476,0.0,0.0,0.0,1.0,0.3987954265044351,0.3987954265044351,n/a,2026-04-30,2026-04-30,False,,,,,
CRCL,LONG,0.3790949262954665,3.7909492629546646,3.19,4.1725,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.6,NEGATIVE,ema_pullback,-5876084.7,,120.0,60.0,32.04,33.98,386913.0,275601.0,0.712,200685.0,160575.0,301254.0,76.8,0.926,0.0,0.6,1.0,1.2,0.15,0.24,False,default,2.5,False,3,1.0,99.0,0.000167,0.0,0.0001293588711086662,0.0,9.779189,2,0,0.281338,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.714855,0.0,0.0,0.0,1.0,0.3790949262954665,0.3790949262954665,n/a,2026-04-30,2026-04-30,False,,,,,
GOOG,LONG,0.3593152148446048,3.5931521484460482,0.0,2.1559,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,0.8007192164104542,2e-06,3e-06,749290.278381541,1403657.3552097376,78.402736,3,1,0.502018,0.200818,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,1e-06,0.526559,0.635468,0.0,0.0,,,,,,,False,,,,,83.25
