ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,entry_price,stop_price,target_1,rr_ratio,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi
TTMI,LONG,0.676516373854376,6.765163738543761,7.85,6.8576,poor_rr (1.8:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.6,NEUTRAL,trend_continuation,,,230.0,85.0,22.13,54.87,19449.0,6377.0,0.328,18591.0,995.0,6240.0,85.2,0.888,2.39,0.53,1.0,1.4,1.84,0.69,False,sustained_trend,5.0,False,188.32,165.73,230.0,1.84,1,1.0,99.0,0.000184,0.0,2889547.483915834,0.0,47.849057,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,5.8e-05,0.0,0.362922,0.0,0.0,0.0,1.0,0.676516373854376,0.676516373854376,n/a,2026-05-22,2026-05-22,False,
TRIP,LONG,0.5153124594025149,5.153124594025149,3.15,5.0416,price_validation_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",7.6,NEUTRAL,unknown,,,20.0,8.0,103.98,18.41,123592.0,101635.0,0.822,40945.0,9042.0,175240.0,45.8,0.554,0.0,0.71,1.0,0.0,1.4,0.04,False,default,2.5,False,,,,,1,1.0,99.0,0.000533,0.0,3000.003379626114,0.0,23.465863,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.499092,0.0,0.0,0.0,1.0,0.5153124594025149,0.5153124594025149,n/a,2026-05-22,2026-05-22,False,
BWA,LONG,0.5065163738543761,5.065163738543761,7.4,5.5726,poor_rr (0.4:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.1,NEUTRAL,trend_continuation,,,70.0,60.0,4.44,10.48,31262.0,8300.0,0.265,19858.0,7922.0,11782.0,92.6,0.459,2.17,0.55,1.0,1.4,1.84,0.45,False,sustained_trend,5.0,False,67.03,58.98,70.0,0.37,1,1.0,99.0,5.5e-05,0.0,2.2415068793630585e-21,0.0,833.333333,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.173028,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-05-22,2026-05-22,False,
APH,LONG,0.49580456280850616,4.9580456280850616,5.84,5.271,price_validation_failed,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,5.2,NEUTRAL,flag_breakout,,,150.0,115.0,14.86,11.94,76896.0,77367.0,1.006,62439.0,32783.0,59041.0,70.3,0.492,0.0,0.99,1.0,1.6,1.84,0.41,False,consolidation_break,3.0,False,,,,,6,1.0,99.0,2.2e-05,1e-05,3.124197689033801e-05,5.212545851381259e-12,64.020873,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.443061,0.289316,0.0,0.0,1.0,0.49580456280850616,0.49580456280850616,n/a,2026-05-22,2026-05-22,False,7.742016
ROST,LONG,0.47642249938059084,4.764224993805908,6.95,5.6071,price_validation_failed,"confirmation_volume, consolidation_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,5.7,NEUTRAL,unknown,,,240.0,180.0,3.5,22.37,19056.0,27350.0,1.435,31130.0,628.0,14648.0,50.0,0.267,1.97,0.37,1.0,1.2,1.72,0.7,False,consolidation_break,3.0,False,,,,,1,1.0,99.0,1e-05,0.0,492556.4765829956,0.0,364.705882,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.211949,0.0,0.0,0.0,1.0,0.47642249938059084,0.47642249938059084,n/a,2026-05-22,2026-05-22,False,
SEDG,LONG,0.46117022262005125,4.611702226200513,6.14,5.3079,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,5.8,NEUTRAL,trend_continuation,,,70.0,35.0,13.8,43.1,125239.0,87118.0,0.696,75436.0,17197.0,119724.0,84.8,1.075,2.15,0.58,0.07,1.4,1.51,0.42,False,sustained_trend,5.0,False,,,,,1,0.7,99.0,0.000114,0.0,357839.42921426013,0.0,3.795775,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,5.1e-05,0.0,0.549513,0.0,0.0,0.0,1.0,0.46117022262005125,0.46117022262005125,n/a,2026-05-22,2026-05-22,False,
KORU,LONG,0.36695208066022256,3.6695208066022253,0.0,2.2017,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1.0,99.0,0.000977,0.002973,1172.1068498617974,2.4221567214964858e-15,,5,0,0.701529,0.784239,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2e-06,0.0,0.509652,0.651335,0.0,0.0,,,,,,,False,
AEHR,LONG,0.364846496641795,3.6484649664179503,0.0,2.1891,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,99.0,0.000338,0.00038,43613.98620214875,0.00020022217015605207,1.538079,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,6e-06,0.0,0.400083,0.192207,0.0,0.0,,,,,,,False,4.510417
SATL,LONG,0.36356618482770847,3.635661848277085,8.12,5.6338,poor_rr (1.3:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,6.9,NEUTRAL,trend_continuation,,,12.0,5.0,15.66,51.81,67642.0,21605.0,0.319,26808.0,1137.0,61302.0,23.4,1.198,2.7,0.57,1.0,1.4,1.76,0.69,False,sustained_trend,5.0,False,10.38,9.13,12.0,1.31,1,1.0,99.0,0.000204,0.0,5.955814602160754e-23,0.0,1594.75,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.070481,0.0,0.0,0.0,1.0,0.36356618482770847,0.36356618482770847,n/a,2026-05-22,2026-05-22,False,
EQT,LONG,0.3621898638209436,3.621898638209436,4.02,4.2969,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.4,NEGATIVE,ema_pullback,-6637910.58,57.55,70.0,50.0,21.67,13.1,159058.0,252857.0,1.59,243453.0,19752.0,148710.0,9.3,0.325,0.0,0.94,1.0,1.2,0.78,0.11,False,default,2.5,False,,,,,2,1.0,99.0,2.7e-05,0.0,9.683785150370414e-15,0.0,1.083213,0,0,1e-06,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.15236,0.0,0.0,0.0,1.0,0.3621898638209436,0.3621898638209436,n/a,2026-05-22,2026-05-22,False,
