ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score
AA,0.0,55386.63202771653,0,3,110773.26405543306,3,57.0,1.107961,,1.107961,3,0,0,0.0,0.0,0.0,55385.961438815124,0,3,6531362.927682338,0.0,246917.5,-55386.63202771653,SHORT,0.0,18462.21067590551,0.0,1.2e-05,0.0,1.0,19342091486.0,0.0,1.3e-05,0.0,0.009545095311574056,0.18,0.28591602498135466
AAL,937294.217783405,559424.6096033661,5,5,1844222.081724031,10,47.5,0.825438,1.205665,0.44521,10,1,1,337670.8287459783,34505.01319943412,337670.8287459783,173262.91261193593,5,5,0.877624874446965,1042538.0,580148.0,377869.60818003886,LONG,187458.843556681,111884.92192067322,0.639739,0.690284,1.675461182245718,1.0,7415220355.0,0.000141,7.8e-05,0.25280279557744983,0.15088549842653087,0.5673062737307045,0.4541524726896613
AAPL,0.0,160394.07316693285,0,1,160394.07316693285,1,31.0,0.053418,,0.053418,1,0,1,0.0,160394.07316693285,0.0,160394.07316693285,0,1,0.0,0.0,160550.0,-160394.07316693285,SHORT,0.0,160394.07316693285,0.0,0.0,0.0,1.0,3805351488000.0,0.0,0.0,0.0,0.0004214960790684596,0.05,0.0625
ABVX,3052.2282709986303,0.1292930506158463,2,2,6104.714930867017,4,44.0,0.252141,0.199685,0.304598,4,1,1,0.00019723147586030656,0.09247183319632743,3052.2280737671545,0.09247183319632743,2,2,32972.34625222845,78515.0,144600.0,3052.098977948014,LONG,1526.1141354993151,0.06464652530792316,0.0,0.284789,99.0,1.0,9527252140.0,8e-06,1.5e-05,0.0016018408173453832,6.785432395192509e-08,0.23035434448543418,0.2665340881990813
ACN,5923.3726009352,7.065451560841525e-05,10,5,5923.372671589913,15,56.866667,1.216306,1.266236,1.116447,15,2,1,1.968611163612069e-10,1.596644858585517e-11,5923.143278514403,5.2027936806037334e-05,10,5,10756923571986.74,2115473.5,508850.0,5923.372530280685,LONG,592.3372600935201,1.413090312168305e-05,3.9e-05,0.263629,99.0,1.0,127674014578.0,1.7e-05,4e-06,4.63945041636991e-05,1.1067955502448812e-12,0.4247849387014866,0.30521875479299165
AEHR,3080.772671159365,0.020273391124504946,4,1,6158.600391882108,5,42.0,5.821248,3.262274,16.057143,5,0,0,0.0,0.0,3077.8074473316183,0.020273391124504946,4,1,173096.2532567955,445604.0,241920.0,3080.7523977682404,LONG,770.1931677898413,0.020273391124504946,0.000962,0.0,99.0,1.0,2253940182.0,0.000198,0.000107,0.0034170967532351363,8.994644705484445e-08,0.62,0.5800000000000001
AMZN,1400507.2167639355,674529.7146874664,12,5,3154311.9381184536,17,42.882353,0.218139,0.239091,0.167856,17,0,1,0.0,285298.15642214584,339740.5009195221,285298.15642214584,12,5,0.5081757884100542,2217064.0,951305.0,725977.5020764691,LONG,116708.93473032796,134905.94293749327,0.757416,0.577041,2.0762720844890286,1.0,2575200167504.0,1e-06,0.0,0.00045320335173575077,0.0005238658518271617,0.23897923654538802,0.1719286413072928
APLD,3511558.292950189,154262.3495183815,7,2,3820082.9919869523,9,38.555556,0.958924,1.05102,0.636586,9,2,0,2259481.644696079,0.0,1787644.0047443083,130309.35488025055,7,2,0.43853817362253084,3981491.0,175950.0,3357295.9434318077,LONG,501651.1847071699,77131.17475919075,0.490926,0.155274,22.763547319961965,1.0,7887239276.0,0.000505,2.2e-05,0.6360288653009921,0.09779236062216652,0.6349878065712621,0.19668184877609352
APP,62473.49422622562,43066.55109881491,6,6,150086.29726722479,12,64.833333,1.262447,2.115228,0.551796,12,2,1,55257.82980787341,11652.322851389587,50128.68569202448,12510.107875856485,6,6,8.965092740832752,474834.0,624367.0,19406.943127410712,LONG,10412.24903770427,7177.758516469152,0.197601,0.709517,1.4506268236544426,1.0,128186371500.0,4e-06,5e-06,0.0008122742625337726,0.0005599470858311293,0.3862626624120393,0.3200238890535445
ARKK,79671.18952276057,71231.59763192991,3,3,180710.51311584754,6,51.333333,3.838839,0.520821,7.156858,6,0,2,0.0,71231.5877862595,49863.46356160353,71231.39173589904,3,3,2.481275989664489,328570.0,402780.0,8439.591890830663,LONG,26557.063174253522,23743.86587730997,0.374134,3e-06,1.1184810136428496,1.0,5723514000.0,5.7e-05,7e-05,0.04639992699284657,0.04148476945685809,0.3815584094811446,0.5630750878434355
