ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score
QCOM,0.0,42745.79336428388,0,1,42745.79336428388,1,56.0,0.12,,0.12,1,0,0,0.0,0.0,0.0,42745.79336428388,0,1,-42745.79336428388,SHORT,0.0,42745.79336428388,0.0,1.0,0.0,1.0,0.05,0.5218425217612179
QQQ,0.0,516584.1684674415,0,2,516584.1684674415,2,90.0,0.14,,0.14,2,0,0,0.0,0.0,0.0,340340.84727710736,0,2,-516584.1684674415,SHORT,0.0,258292.08423372076,0.0,0.66,0.0,1.0,0.05,0.6333769520732364
RDDT,0.0,0.4449739005340292,0,1,0.4449739005340292,1,32.0,0.34,,0.34,1,0,0,0.0,0.0,0.0,0.4449739005340292,0,1,-0.4449739005340292,SHORT,0.0,0.4449739005340292,0.0,1.0,0.0,1.0,0.05,0.1637404026924672
SLV,245533.38310928494,0.0,2,0,245533.38310928494,2,90.0,0.07,0.07,,2,0,0,0.0,0.0,125006.09159005705,0.0,2,0,245533.38310928494,LONG,122766.69155464247,0.0,0.51,0.0,inf,1.0,0.5727150354747924,0.05
SOXS,24106.323987292555,0.0,1,0,24106.323987292555,1,56.0,1.33,1.33,,1,1,0,24106.323987292555,0.0,24106.323987292555,0.0,1,0,24106.323987292555,LONG,24106.323987292555,0.0,1.0,0.0,inf,1.0,0.5578201083310356,0.05
SPY,325317.2074978707,365062.9403675973,2,3,690380.147865468,5,51.8,0.84,0.77,0.88,5,1,2,129642.51332662241,219027.35470319883,195674.69417124832,146035.58566439844,2,3,-39745.73286972655,SHORT,162658.60374893536,121687.64678919909,0.6,0.4,0.8911263552808047,1.0,0.6458151573268177,0.7553930468790965
TLT,0.0,39324.03338744043,0,1,39324.03338744043,1,119.0,0.14,,0.14,1,0,1,0.0,39324.03338744043,0.0,39324.03338744043,0,1,-39324.03338744043,SHORT,0.0,39324.03338744043,0.0,1.0,0.0,0.7,0.0,0.5189894234053377
TQQQ,175335.0272121455,0.0,1,0,175335.0272121455,1,90.0,0.28,0.28,,1,0,0,0.0,0.0,175335.0272121455,0.0,1,0,175335.0272121455,LONG,175335.0272121455,0.0,1.0,0.0,inf,1.0,0.5661606385769897,0.05
TSM,86001.42289121466,0.0,1,0,86001.42289121466,1,90.0,0.13,0.13,,1,0,0,0.0,0.0,86001.42289121466,0.0,1,0,86001.42289121466,LONG,86001.42289121466,0.0,1.0,0.0,inf,1.0,0.5388056209889075,0.05
U,0.0,143.84719717308246,0,1,143.84719717308246,1,30.0,0.7,,0.7,1,0,0,0.0,0.0,0.0,143.84719717308246,0,1,-143.84719717308246,SHORT,0.0,143.84719717308246,0.0,1.0,0.0,1.0,0.05,0.32524619150414075
USAR,249.1008535345261,0.0,3,0,249.1008535345261,3,31.33,1.26,1.26,,3,2,0,1.0593990040038825,0.0,248.0414545305222,0.0,3,0,249.1008535345261,LONG,83.03361784484203,0.0,1.0,0.0,inf,1.0,0.48992379314404066,0.05
WFC,0.0,76308.86668629324,0,1,76308.86668629324,1,90.0,0.24,,0.24,1,0,0,0.0,0.0,0.0,76308.86668629324,0,1,-76308.86668629324,SHORT,0.0,76308.86668629324,0.0,1.0,0.0,1.0,0.05,0.5423567048385262
XLI,0.0,82635.05146041042,0,3,82635.05146041042,3,61.0,74.28,,74.28,3,0,1,0.0,47212.4097477182,0.0,47212.4097477182,0,3,-82635.05146041042,SHORT,0.0,27545.01715347014,0.0,0.57,0.0,1.0,0.05,0.8597620168176049
XLU,0.0,21294.918274741773,0,2,21294.918274741773,2,43.0,0.66,,0.66,2,0,2,0.0,21294.918274741773,0.0,21031.25288738545,0,2,-21294.918274741773,SHORT,0.0,10647.459137370886,0.0,0.99,0.0,1.0,0.05,0.6401768164433463
