ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score
ALAB,0.0,645.3691498669147,0,2,645.3691498669147,2,44.0,1.65,,1.65,2,0,0,0.0,0.0,0.0,502.63389826668543,0,2,-645.3691498669147,SHORT,0.0,322.6845749334573,0.0,0.78,0.0,1.0,0.05,0.4105919810545803
AMAT,176339.47466060397,0.0,1,0,176339.47466060397,1,90.0,0.54,0.54,,1,0,0,0.0,0.0,176339.47466060397,0.0,1,0,176339.47466060397,LONG,176339.47466060397,0.0,1.0,0.0,inf,1.0,0.5695283890320794,0.05
BMNR,40061.095644488225,0.0,1,0,40061.095644488225,1,90.0,0.42,0.42,,1,0,0,0.0,0.0,40061.095644488225,0.0,1,0,40061.095644488225,LONG,40061.095644488225,0.0,1.0,0.0,inf,1.0,0.5149534594314632,0.05
CIA,0.0,109724.22985311665,0,1,109724.22985311665,1,56.0,0.22,,0.22,1,0,0,0.0,0.0,0.0,109724.22985311665,0,1,-109724.22985311665,SHORT,0.0,109724.22985311665,0.0,1.0,0.0,1.0,0.05,0.5549565837450388
CMG,0.0,118590.71080475935,0,3,118590.71080475935,3,54.0,37.62,,37.62,3,0,2,0.0,118176.69675114905,0.0,97593.47014598559,0,3,-118590.71080475935,SHORT,0.0,39530.23693491978,0.0,0.82,0.0,1.0,0.05,0.8361405924234124
CRM,2643.6851665046424,554.5038661923664,1,3,3198.189032697009,4,44.0,6.82,0.93,8.79,4,0,0,0.0,0.0,2643.6851665046424,235.38283515551987,1,3,2089.181300312276,LONG,2643.6851665046424,184.83462206412216,1.0,0.42,4.767658672351808,1.0,0.4237477906036514,0.4516823512025782
GLNG,220260.5470152094,0.0,5,0,220260.5470152094,5,83.6,16.44,16.44,,5,1,0,78383.54008898813,0.0,78383.54008898813,0.0,5,0,220260.5470152094,LONG,44052.109403041875,0.0,0.36,0.0,inf,1.0,0.8892876483603361,0.05
HIMS,0.0,43500.0305094221,0,1,43500.0305094221,1,119.0,0.63,,0.63,1,0,0,0.0,0.0,0.0,43500.0305094221,0,1,-43500.0305094221,SHORT,0.0,43500.0305094221,0.0,1.0,0.0,0.7,0.0,0.4738251021866855
HOOD,6.99814772810563,50935.54884337433,1,3,50942.546991102434,4,54.25,0.43,0.96,0.26,4,0,0,0.0,0.0,6.99814772810563,49949.88082046446,1,3,-50928.55069564623,SHORT,6.99814772810563,16978.516281124776,1.0,0.98,0.0001373922120604762,1.0,0.21619869620659865,0.6141035319620156
HPQ,0.0,1.2668808114325834,0,1,1.2668808114325834,1,32.0,1.0,,1.0,1,0,0,0.0,0.0,0.0,1.2668808114325834,0,1,-1.2668808114325834,SHORT,0.0,1.2668808114325834,0.0,1.0,0.0,1.0,0.05,0.18120717899579936
IWM,0.0,162383.77085782736,0,1,162383.77085782736,1,56.0,0.52,,0.52,1,0,1,0.0,162383.77085782736,0.0,162383.77085782736,0,1,-162383.77085782736,SHORT,0.0,162383.77085782736,0.0,1.0,0.0,1.0,0.05,0.6194219362666998
LEU,0.0,76098.03424868075,0,1,76098.03424868075,1,90.0,0.77,,0.77,1,0,0,0.0,0.0,0.0,76098.03424868075,0,1,-76098.03424868075,SHORT,0.0,76098.03424868075,0.0,1.0,0.0,1.0,0.05,0.5436873420301981
NEM,281654.53876339784,0.0,2,0,281654.53876339784,2,90.0,0.47,0.47,,2,0,0,0.0,0.0,140929.15695549693,0.0,2,0,281654.53876339784,LONG,140827.26938169892,0.0,0.5,0.0,inf,1.0,0.5820002363070587,0.05
NFLX,217611.87937408363,0.0,1,0,217611.87937408363,1,90.0,0.26,0.26,,1,0,0,0.0,0.0,217611.87937408363,0.0,1,0,217611.87937408363,LONG,217611.87937408363,0.0,1.0,0.0,inf,1.0,0.5736593519508529,0.05
NOW,316.1269635785632,0.0,1,0,316.1269635785632,1,58.0,0.42,0.42,,1,0,0,0.0,0.0,316.1269635785632,0.0,1,0,316.1269635785632,LONG,316.1269635785632,0.0,1.0,0.0,inf,1.0,0.34152559029416746,0.05
ORCL,62728.5194672737,105329.8477183053,1,1,168058.367185579,2,49.0,0.32,0.59,0.05,2,0,0,0.0,0.0,62728.5194672737,105329.8477183053,1,1,-42601.328251031606,SHORT,62728.5194672737,105329.8477183053,1.0,1.0,0.5955436262951331,1.0,0.5330925067163925,0.5530747688168683
PLTR,0.0,51558.51990086755,0,1,51558.51990086755,1,56.0,0.11,,0.11,1,0,0,0.0,0.0,0.0,51558.51990086755,0,1,-51558.51990086755,SHORT,0.0,51558.51990086755,0.0,1.0,0.0,1.0,0.05,0.5283464297597857
