ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score
AA,0.0,28802.421497703745,0,1,57604.84299540749,1,49.0,1.264706,,1.264706,1,0,0,0.0,0.0,0.0,28802.421497703745,0,1,0.0,0.0,33755.0,-28802.421497703745,SHORT,0.0,28802.421497703745,0.0,0.0,0.0,1.0,15197169139.0,0.0,2e-06,0.05,0.17068598170110805
AAPL,1379242.8498012929,870998.2317559766,11,12,2597836.113507215,23,74.130435,0.498332,0.237097,0.737797,23,2,1,72397.01479407717,5044.158615034489,349154.1382026253,543135.4066925033,11,12,8.668515584181081,2119251.5,1768796.5,508244.6180453163,LONG,125385.71361829936,72583.18597966472,0.746851,0.376422,1.5835196898398627,1.0,3712713494600.0,1e-06,0.0,0.5022163982485637,0.4552953066160825
ABBV,0.0,6.746849736380727,0,2,11.96057865303024,2,52.5,0.140073,,0.140073,2,0,1,0.0,5.213728916649512,0.0,5.213728916649512,0,2,6.801458632025593,0.0,139050.0,-6.746849736380727,SHORT,0.0,3.3734248681903636,0.0,0.227235,0.0,1.0,373295841813.0,0.0,0.0,0.18,0.21492154761904764
ABVX,28212.22988934215,32633.443846780814,2,3,121669.68556207298,5,59.8,0.481236,0.417877,0.607955,5,0,1,0.0,30505.39338679052,22879.898860451798,30505.39338679052,2,3,27.7333659264584,94410.0,141485.0,-4421.213957438664,SHORT,14106.114944671075,10877.814615593605,0.189008,0.065211,0.8645189279379473,1.0,8598166386.0,1.1e-05,1.6e-05,0.2764092645401732,0.30791764934438615
ADBE,213042.5062386899,189994.13827933974,6,4,592776.0129149859,10,80.3,0.348591,0.426235,0.232125,10,0,1,0.0,1432.4047330796725,117045.94106270214,72929.06823710554,6,4,17.586028743999936,635007.0,237563.5,23048.367959350173,LONG,35507.08437311499,47498.534569834934,0.450598,0.616151,1.1213109423695125,1.0,97363696000.0,7e-06,2e-06,0.3725345913881144,0.3645131815730524
ADMA,1396342.8029940734,0.0,3,0,1396342.8029940734,3,60.666667,745.720988,745.720988,,3,2,0,1355035.1254767831,0.0,1086810.029795981,0.0,3,0,32.80346915920423,2329138.0,0.0,1396342.8029940734,LONG,465447.60099802446,0.0,0.221674,0.0,99.0,1.0,1974339569.0,0.00118,0.0,0.7903576666666667,0.18
ALAB,0.0,47280.99648373879,0,1,94561.99296747758,1,112.0,0.516129,,0.516129,1,0,1,0.0,47280.99648373879,0.0,47280.99648373879,0,1,0.0,0.0,60242.5,-47280.99648373879,SHORT,0.0,47280.99648373879,0.0,0.0,0.0,0.7,19337218613.0,0.0,3e-06,0.02857142857142857,0.14056780226746182
AMAT,62628.46002544129,828898.2249898546,6,11,985036.3210322566,17,79.0,0.768697,1.171232,0.527175,17,1,2,2008.1308937597428,338903.6072789357,38824.74074880585,221156.83792892098,6,11,19.231856452979347,485214.5,1257829.0,-766269.7649644134,SHORT,10438.076670906881,75354.38408998678,0.380078,0.733192,0.07555627233513237,1.0,268676620473.0,2e-06,5e-06,0.35297742163628243,0.496377736796258
AMD,644683.1197500967,104602.06759843025,2,2,853887.2549469572,4,77.25,1.211516,2.379376,0.043656,4,0,0,0.0,0.0,623291.810469419,70913.26816096764,2,2,4.231580234344712,854876.0,116827.5,540081.0521516665,LONG,322341.55987504835,52301.033799215125,0.033181,0.322066,6.163196718300541,1.0,332228817478.0,3e-06,0.0,0.46327115745991415,0.3046518789596572
APLD,168698.8164111185,0.0,2,0,168698.8164111185,2,39.5,9.69843,9.69843,,2,0,0,0.0,0.0,168468.65111152158,0.0,2,0,731.9463507599114,259734.0,0.0,168698.8164111185,LONG,84349.40820555924,0.0,0.001364,0.0,99.0,1.0,7189549438.0,3.6e-05,0.0,0.5671013679808241,0.18
APP,63052.004905294256,0.0,1,0,126104.00981058851,1,112.0,0.167364,0.167364,,1,0,0,0.0,0.0,63052.004905294256,0.0,1,0,0.0,63375.0,0.0,63052.004905294256,LONG,63052.004905294256,0.0,0.0,0.0,99.0,0.7,120128854700.0,1e-06,0.0,0.13163003302996507,0.02857142857142857
ARM,155648.1524027525,162574.3378479711,6,13,480466.7514493861,19,56.210526,7.466359,1.860088,10.053869,19,0,8,0.0,72288.58906285914,99736.28806756201,70073.13393629158,6,13,87.51860711573227,551284.0,765789.5,-6926.185445218609,SHORT,25941.35873379208,12505.718295997776,0.35922,0.568978,0.9573968097493005,1.0,163548326642.0,3e-06,5e-06,0.42090708461254217,0.6349855548983473
ASTS,221719.10511186207,56717.201590697616,1,1,335153.5082932573,2,66.0,0.094019,0.148219,0.039819,2,0,1,0.0,56717.201590697616,221719.10511186207,56717.201590697616,1,1,1.954601945207986,259050.0,69225.0,165001.90352116444,LONG,221719.10511186207,56717.201590697616,0.0,0.0,3.909203890415972,1.0,25711090247.0,1e-05,3e-06,0.31593486938010146,0.25312766399607367
AXP,0.0,234.33765849491255,0,2,234.33765849491255,2,58.5,13.989222,,13.989222,2,0,0,0.0,0.0,0.0,227.584730949321,0,2,33.701639683353804,0.0,520240.0,-234.33765849491255,SHORT,0.0,117.16882924745627,0.0,0.028817,0.0,1.0,205565366957.0,0.0,3e-06,0.18,0.3505085974599142
B,3.310356898846441,81.5637995829987,2,3,86.83418595402634,5,62.0,1.739454,0.457267,2.594246,5,1,1,1.9600294721812037,1.2134322553047576,1.9600294721812037,49.87241332694362,2,3,32.86986173653487,193025.0,466363.0,-78.25344268415226,SHORT,1.6551784494232205,27.1879331943329,0.40791,0.388547,0.040586104568091474,1.0,62792507605.0,3e-06,7e-06,0.23500216888848563,0.3865489435430672
