ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score
AAOI,63597.4189852009,20947.76280926445,2,1,123949.7148806248,3,63.0,0.129328,0.121664,0.144654,3,0,0,0.0,0.0,45140.64870830591,20947.76280926445,2,1,1.958543019825636,91411.0,30275.0,42649.65617593645,LONG,31798.70949260045,20947.76280926445,0.290213,0.0,3.036000529711651,1.0,10719591363.0,9e-06,3e-06,0.02966410604265909,0.019541568423557875,0.19876487478027155,0.14742611586311127
ABT,31518.181334080233,1.3742021259156716e-15,4,1,63036.362668160466,5,61.0,1.660078,2.043325,0.127092,5,0,0,0.0,0.0,28459.971239343242,1.3742021259156716e-15,4,1,2.2935622598516007e+19,264038.0,48175.0,31518.181334080233,LONG,7879.545333520058,1.3742021259156716e-15,0.09703,0.0,99.0,1.0,176479074004.0,1e-06,0.0,0.00044648609915878547,7.786770945344628e-23,0.3125995,0.18
ADBE,19828.2749537567,5184.092647852895,10,5,28557.35773756511,15,39.6,0.337805,0.425131,0.163153,15,0,2,0.0,373.3533008392405,11113.09559777165,4354.377691139751,10,5,25.930738483846845,1093678.5,465683.0,14644.182305903803,LONG,1982.82749537567,1036.8185295705791,0.439533,0.16005,3.824830361002327,1.0,98891572000.0,1.1e-05,5e-06,0.0002005052053754055,0.00010484397290909473,0.35879938575971715,0.2768351528630683
AEHR,110259.57122588086,0.0,3,0,220519.14245176173,3,64.0,2.648199,2.648199,,3,0,0,0.0,0.0,70763.57698860024,0.0,3,0,15137.122331412304,215665.0,0.0,110259.57122588086,LONG,36753.19040862696,0.0,0.358209,0.0,99.0,1.0,2303007258.0,9.4e-05,0.0,0.15958781840984956,0.0,0.6464461879155607,0.18
AFRM,109824.15297509155,129.69270748105578,5,2,110083.54815542219,7,50.571429,2.884994,1.436887,6.505262,7,0,1,0.0,58.04436864896051,109341.60380609268,71.64833883209526,5,2,947.1111898273848,511569.5,55825.0,109694.4602676105,LONG,21964.83059501831,64.84635374052789,0.004394,0.447553,99.0,1.0,17433476807.0,2.9e-05,3e-06,0.012599225523504783,3.719645510670044e-05,0.3819073561684287,0.3878338117456285
AKAM,37905.480510549816,0.0,11,0,75590.57351432828,11,30.545455,0.458485,0.458485,,11,8,0,37399.84231574151,0.0,14879.037633260254,0.0,11,0,11.139887264670712,1215841.0,0.0,37905.480510549816,LONG,3445.952773686347,0.0,0.60747,0.0,99.0,1.0,13094987743.0,9.3e-05,0.0,0.002631505153968854,0.0,0.6732109199634623,0.18
ALB,109143.26013418609,24651.700232964056,2,5,157972.01563922546,7,56.142857,1.947905,0.623242,2.477771,7,2,1,109143.26013418609,110.83253615204967,109143.26013320293,24066.222735923257,2,5,149714447737.7238,262168.0,384303.0,84491.55990122203,LONG,54571.63006709304,4930.340046592812,0.0,0.02375,4.427413083185256,1.0,21846517644.0,1.2e-05,1.8e-05,0.024979555532083062,0.002256808213984116,0.2709298771801254,0.42142466101008424
AMD,66345.52526609314,0.0,1,0,132691.0505321863,1,92.0,3.495238,3.495238,,1,0,0,0.0,0.0,66345.52526609314,0.0,1,0,0.0,66940.0,0.0,66345.52526609314,LONG,66345.52526609314,0.0,0.0,0.0,99.0,0.7,420841646795.0,0.0,0.0,0.001576496189751185,0.0,0.17857142857142858,0.02857142857142857
ANET,314855.0531892379,959.4267769460116,18,5,381845.42856874596,23,46.652174,13.049102,16.300494,1.344088,23,7,2,67961.8726398847,0.0020385427843370744,245070.43784395306,959.4236758957879,18,5,75736149.40059826,4334586.5,862367.5,313895.6264122919,LONG,17491.947399402106,191.88535538920232,0.22164,3e-06,99.0,1.0,193921495033.0,2.2e-05,4e-06,0.000902011785564332,9.89500185920848e-06,0.6153123268927074,0.3196894290787059
ARM,251582.7156329947,189650.82726809496,8,9,555375.4184250964,17,59.941176,0.637123,0.458589,0.79582,17,3,4,50701.853317954156,117494.35225694894,136771.8733443897,77102.16903407092,8,9,163.89469260854165,867437.0,1100792.5,61931.88836489973,LONG,31447.839454124336,21072.31414089944,0.456354,0.593452,1.3265574385148942,1.0,168344899013.0,5e-06,7e-06,0.0018680601336008322,0.0012517346390918673,0.3504997242916397,0.41077945497163854
