ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_z,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_z,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium
AAOI,207.26378282344797,2.0160965538677264e-09,2,1,207.26378282546406,3,61.333333,12.401614,17.200461,2.803922,3,0,0,0.0,0.0,124.99311139042436,2.0160965538677264e-09,2,1,1619930.0,862670.0,141.92753981939467,1.5859796410523329e-10,1,0,207.26378282143187,LONG,103.63189141172398,2.0160965538677264e-09,0.396937,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,14202969759.0,0.000114,6.1e-05,,,,,0.0,0.0,0.684768,0.078666,0.0,0.0,7.29649454798392e-05,1.4194894364188772e-15,0.27543083156102915,0.26054421375277503,0.1365,0.0,1.6502,0.1556,0.0,0.6,0.2121,0.3553,0.0,1.6502,0.0,0.0,0.6,0.0,0.5567653412698412,0.41459254419377517,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.5,1,0.0,0.0,1619930.0,862670.0,2904107.0,1130489.0
AAPL,8.411819192560898e-09,0.21400715225658903,5,6,0.4280143129249988,11,37.909091,47.990982,33.360396,60.183138,11,3,0,7.427732079108988e-09,0.0,4.1410441656351716e-09,0.21400714713766175,5,6,4697325.5,2564511.5,4.445147258180241e-09,0.11632513914015995,0,1,-0.21400714384476985,SHORT,1.6823638385121797e-09,0.0356678587094315,0.507711,0.0,3.930625263624528e-08,1.0,0.0,0.16666666666666666,-0.3076923076923077,-0.14102564102564105,31-90,0.0,0,0.0,4514011993040.0,1e-06,1e-06,,,,,0.0,0.0,0.528441,0.543557,0.0,0.0,3.726981321950759e-18,7.901587050372607e-11,0.3963659279118302,0.3298915397239713,0.35,0.0,1.6502,0.6222,0.45,0.6,0.2912,0.271,0.0,1.6502,0.7778,0.0,0.6,0.0,0.3663444365079365,0.3077777777777778,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.5,1,591720.0,3845045.0,5339313.0,5129023.0,0.0,0.0
ADBE,0.00075815053045383,0.0021726745551993304,1,4,0.004671801218009586,5,64.4,13.772379,61.0,1.965474,5,0,0,0.0,0.0,0.00075815053045383,0.0011898489532967352,1,4,359765.0,2206415.0,7.695944394136848e-05,0.0007508173998819083,1,1,-0.0014145240247455003,SHORT,0.00075815053045383,0.0005431686387998326,0.0,0.452357,0.3489480413159596,1.0,0.0,0.25,-0.3076923076923077,-0.05769230769230771,31-90,0.0,0,0.0,101632048000.0,4e-06,2.2e-05,,,,,0.0,0.0,0.101509,0.261929,0.0,0.0,7.459758465694109e-11,5.3444621995596566e-11,0.23640425196488787,0.3123266778006706,0.1139,0.0,1.6502,0.0,0.0,0.6,0.0,0.1547,0.0,1.6502,0.4667,0.0,0.6,0.2517,0.24242454626463222,0.31167081214792147,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.4364749646666874,1,0.0,0.0,719530.0,3529950.0,0.0,0.0
ALAB,213940.3679940107,0.0013633222983305156,1,1,213940.3707206553,2,39.0,201.967836,401.0,2.935673,2,1,1,213940.3679940107,0.0013633222983305156,213940.3679940107,0.0013633222983305156,1,1,521255.0,750000.0,3808.7627345637225,0.00019851755573902413,1,0,213940.36663068843,LONG,213940.3679940107,0.0013633222983305156,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,54346601139.0,1e-05,1.4e-05,,,,,0.0,0.0,0.017803,0.145613,0.0,0.0,0.03936591498092484,2.508569569684043e-10,0.3131164868128979,0.29708646081384227,0.5883,0.1427,1.6502,0.0,0.15,0.6,0.0,0.5707,0.0,1.6502,0.0,0.15,0.6,0.0,0.2955059810769533,0.29202032204796013,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.58669467141577,1,0.0,0.0,521255.0,1500000.0,0.0,0.0
ALB,1.9828635587025797e-10,0.0,1,0,1.9828635587025797e-10,1,115.0,12.735632,12.735632,,1,0,0,0.0,0.0,1.9828635587025797e-10,0.0,1,0,2324685.0,0.0,7.940330384661981e-11,0.0,1,0,1.9828635587025797e-10,LONG,1.9828635587025797e-10,0.0,0.0,0.0,99.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,18331762151.0,0.000127,0.0,,,,,0.0,0.0,0.400448,0.0,0.0,0.0,1.0816546398374552e-16,0.0,0.3108795673862087,0.10778605260415586,1.1158,0.0,1.6502,0.0,0.0,0.3429,0.0,0.4938,0.0,0.2412,0.0,0.0,0.3429,0.0,0.4942857142857142,0.03428571428571428,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-1.9632186086944823,1,0.0,0.0,2324685.0,0.0,2211647.0,0.0
ALNY,0.0,0.01564113693551148,0,1,0.03128227387102296,1,45.0,,,,1,0,0,0.0,0.0,0.0,0.01564113693551148,0,1,0.0,688000.0,0.0,0.012792323900737045,0,1,-0.01564113693551148,SHORT,0.0,0.01564113693551148,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,40460985248.0,0.0,1.7e-05,3614690.0,776609.0,0.0,0.8859026871952295,0.0,0.0,0.0,0.817864,0.0,0.0,0.0,3.865733085746998e-09,0.17733119563815217,0.38050619315070044,0.7646,0.0,0.4087,0.0,0.0,0.6,0.0,2.78,0.0,0.4251,0.0,0.0,0.6,0.0,0.06,0.12242050329372442,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-0.7288273533219825,1,0.0,0.0,0.0,1376000.0,0.0,689750.0
AMAT,0.05139330294871588,129997.83151328684,3,5,259995.7125130263,8,82.875,8.823759,9.305182,8.534906,8,1,2,0.05139330294870705,129997.82960643648,0.05139330294870705,129997.82960643648,3,5,7082643.0,8887770.0,0.009726261384477384,53914.00601502895,0,1,-129997.7801199839,SHORT,0.01713110098290529,25999.566302657367,0.0,0.0,3.953396941353061e-07,1.0,0.0,0.2,-0.3076923076923077,-0.1076923076923077,31-90,0.4,0,0.0,359671561384.0,2e-05,2.5e-05,,,,,0.0,0.0,0.189252,0.41473,0.0,0.0,4.762984573199389e-10,0.0007228696703907366,0.3019333231596797,0.35895881390648327,0.3081,0.0,1.6502,0.3111,0.15,0.6,0.0,0.4172,0.0,1.6502,0.6222,0.3,0.6,0.0,0.34927839158712976,0.41271741985118865,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.271080322302802,1,642260.0,1491897.0,7082643.0,9763314.0,0.0,0.0
AMD,468976.3639158463,0.0,1,0,468976.3639158463,1,46.0,27.866667,27.866667,,1,0,0,0.0,0.0,468976.3639158463,0.0,1,0,789113.0,0.0,162171.6724044237,0.0,1,0,468976.3639158463,LONG,468976.3639158463,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,760479526017.0,1e-06,0.0,,,,,0.0,0.0,0.345799,0.0,0.0,0.0,0.006166850623475728,0.0,0.25152176006504445,0.09550615086573588,0.2601,0.0049,1.6502,0.0,0.0,0.6,0.0,0.2454,0.0,0.1097,0.0,0.0,0.6,0.0,0.23049256997201592,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.5,1,1900000.0,0.0,789113.0,0.0,0.0,0.0
APP,9.902486951070199e-07,6.386271864847994e-17,6,1,1.9803634198358687e-06,7,59.571429,5.949914,5.716804,6.882353,7,0,0,0.0,0.0,9.498390745768225e-07,6.386271864847994e-17,6,1,7061412.5,564171.5,4.2290305322457254e-07,7.188058451940895e-18,1,0,9.902486950431572e-07,LONG,1.650414491845033e-07,6.386271864847994e-17,0.040808,0.0,99.0,1.0,0.16666666666666666,0.0,-0.14102564102564105,-0.3076923076923077,31-90,0.0,0,0.0,170353870400.0,4.1e-05,3e-06,,,,,0.0,0.0,0.427093,0.112555,0.0,0.0,9.688153770558728e-15,3.748826985763626e-24,0.3427249395217647,0.2616948485692119,0.3993,0.0,1.6502,0.7778,0.0,0.6,0.0,0.3668,0.0,1.6502,0.0,0.0,0.6,0.0,0.44939935926959856,0.23832330638683377,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.5,1,0.0,0.0,12532201.0,1128343.0,0.0,0.0
BBY,0.0,4.712475052462787e-10,0,1,9.424950104925574e-10,1,114.0,4.433121,,4.433121,1,0,0,0.0,0.0,0.0,4.712475052462787e-10,0,1,0.0,272025.0,0.0,1.9501229342681846e-10,0,1,-4.712475052462787e-10,SHORT,0.0,4.712475052462787e-10,0.0,0.0,0.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,15078280194.0,0.0,1.8e-05,,,,,0.0,0.0,0.0,0.413821,0.0,0.0,0.0,3.12533988746143e-16,0.07365761639126735,0.2716343435286167,0.1801,0.0,0.2136,0.0,0.0,0.3429,0.0,0.7233,0.0,1.6502,0.0,0.0,0.3429,0.0,0.03428571428571428,0.27031879279074533,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.8312791649158724,1,0.0,0.0,0.0,544050.0,0.0,0.0
