ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score
AAPL,320052.1410683291,154345.82243052573,20,12,613694.3066981212,32,72.0625,1.291949,1.915742,0.252293,32,1,1,41346.60470077022,3296.697193513726,41346.60470077022,57738.84814613324,20,12,2.3147690009384028,3936908.5,1475983.0,165706.31863780337,LONG,16002.607053416456,12862.151869210478,0.870813,0.625912,2.0736041703518815,1.0,10475394933.058548,0.000376,0.000141,0.531984829932668,0.3731838359335146
ABVX,0.0,0.04049526358974102,0,2,0.08099052717948205,2,120.0,0.335052,,0.335052,2,0,0,0.0,0.0,0.0,0.020513772867925457,0,2,0.9740524500521236,0.0,55495.0,-0.04049526358974102,SHORT,0.0,0.02024763179487051,0.0,0.493428,0.0,0.7,115139527.57339478,0.0,0.000482,0.07078036807368726,0.19466855192615468
ACLS,56927.816683154895,0.0,1,0,56927.816683154895,1,52.0,,,,1,1,0,56927.816683154895,0.0,56927.816683154895,0.0,1,0,0.0,64162.0,0.0,56927.816683154895,LONG,56927.816683154895,0.0,0.0,0.0,99.0,1.0,62628822.698783875,0.001024,0.0,0.29466266403709185,0.05
ADBE,110993.50362801726,600297.1727367084,8,12,822282.5153054837,20,87.15,0.266102,0.248709,0.277696,20,1,1,38802.993135437195,128555.61186520653,68145.23699848563,184713.23572062748,8,12,29330.004220490995,732993.5,2023511.0,-489303.66910869116,SHORT,13874.187953502158,50024.7643947257,0.386043,0.692297,0.18489759517274829,1.0,1653247112.3252869,0.000443,0.001224,0.4248607872980787,0.5943543495316947
AMD,106306.6401931307,133791.20479909217,7,5,337116.59303650056,12,56.166667,1.605571,0.1423,3.654151,12,2,0,12153.948210213228,0.0,48944.1069332156,65000.8421578142,7,5,5.289135822042263,480939.5,1548313.0,-27484.564605961466,SHORT,15186.662884732958,26758.240959818435,0.539595,0.514162,0.794571215296,1.0,7149604639.43573,6.7e-05,0.000217,0.36157207064246794,0.516674639360234
AMZN,36798.17402031046,497261.2648676228,5,3,566900.3528554236,8,82.75,0.096619,0.114626,0.066607,8,0,0,0.0,0.0,22571.368400903448,469222.1264259613,5,3,17.62419416097621,1054816.0,978781.0,-460463.09084731236,SHORT,7359.6348040620915,165753.75495587426,0.386617,0.056387,0.07400169009767248,1.0,9640923722.49794,0.000109,0.000102,0.27292104908682985,0.3497973527380748
APD,0.0,2.1849384873837536,0,2,4.369876974767507,2,90.0,1.459079,,1.459079,2,0,0,0.0,0.0,0.0,1.3759409821370727,0,2,0.5879594515675874,0.0,178500.0,-2.1849384873837536,SHORT,0.0,1.0924692436918768,0.0,0.370261,0.0,1.0,435814492.6274109,0.0,0.00041,0.07547824290126212,0.23791957257017365
APP,0.0918691411084967,3.240705556261561,4,3,3.458405897570659,7,81.428571,7.941229,2.09195,15.740268,7,1,0,0.041162816954166584,0.0,0.043491822489532234,1.989029779699997,4,3,40.994836795481326,152876.5,264758.0,-3.148836415153064,SHORT,0.022967285277124175,1.0802351854205203,0.526589,0.386236,0.028348499891016274,1.0,2406309335.2523804,6.4e-05,0.00011,0.35848764285714285,0.3808783045801207
ASML,229859.82473270092,77148.38348331468,2,3,384156.5911230787,5,76.0,0.519627,0.958243,0.227217,5,1,1,229859.66404654214,0.010887106037001968,229859.66404654214,77148.37201995708,2,3,17187856.816950645,425570.0,426010.0,152711.44124938623,LONG,114929.91236635046,25716.12782777156,1e-06,0.0,2.97945095353053,1.0,2242437729.4055176,0.00019,0.00019,0.3894816415080934,0.31443795935724284
ASTS,0.0,156249.25743978212,0,3,302081.5932394811,3,64.0,0.404621,,0.404621,3,0,0,0.0,0.0,0.0,141138.53647544284,0,3,27.99912312646236,0.0,417607.5,-156249.25743978212,SHORT,0.0,52083.0858132607,0.0,0.096709,0.0,1.0,1127430575.7524872,0.0,0.00037,0.18,0.36790755655053453
