ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier
AAL,4765.570615351927,16264.165718130633,1,2,21029.73633348256,3,71.666667,1.116903,2.115489,0.61761,3,0,0,0.0,0.0,4765.570615351927,11364.50419893573,1,2,117408.0,473902.0,1829.9429581343738,8727.50318073144,0,0,-11498.595102778705,SHORT,4765.570615351927,8132.082859065316,0.0,0.301255,0.29301045611208093,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,8438692443.0,1.4e-05,5.6e-05,0.0,1e-06,0.383992,0.536609,0.0,0.0,0.005647285580724092,0.009636662212770866,0.1899694029035467,0.14146836543829605,0.1984,0.0027,1.0985,0.0,0.0,0.6,0.0,0.4159,0.0195,0.08,0.1556,0.0,0.6,0.1438,0.22152112335640542,0.2844166864122391,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
AAPL,128421.67145641314,91052.54473500399,4,6,274564.7816395793,10,73.6,0.390602,0.149233,0.551515,10,1,2,25158.012316688186,39946.262175555246,36074.83037244861,31891.71255525833,4,6,2217364.0,1966274.0,68408.60206797843,32847.36483663341,3,1,37369.12672140915,LONG,32105.417864103285,15175.424122500664,0.719091,0.649744,1.410412765839405,1.0,0.75,0.16666666666666666,0.4423076923076923,-0.14102564102564105,31-90,0.25,0,0.0,3967284462200.0,1e-06,0.0,0.0,0.0,0.532687,0.346708,0.0,0.0,8.0925424355126e-05,3.8251414203067634e-05,0.18481384294200576,0.21904877326709968,0.1893,0.0,0.0,0.4667,0.15,0.6,0.4422,0.085,0.0,0.035,0.7778,0.3,0.6,0.3927,0.1658874523809524,0.21054822634920634,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
ACMR,6.46844944553439e-06,8.115515929323767e-06,1,3,2.2699481304181925e-05,4,36.0,0.740043,0.120273,0.946634,4,1,0,6.46844944553439e-06,0.0,6.46844944553439e-06,8.057810397937681e-06,1,3,51870.0,123032.5,1.9921203484224905e-07,1.8855259563855434e-07,0,0,-1.6470664837893766e-06,SHORT,6.46844944553439e-06,2.7051719764412554e-06,0.0,0.007111,0.7970472243375142,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,3072319678.0,1.7e-05,4e-05,0.0,0.0,0.030797,0.023234,0.0,0.0,2.1053959624882464e-11,8.804982098094205e-12,0.15813693466670653,0.23037966031748855,0.8314,0.0,0.0,0.0,0.15,0.6,0.0,1.089,0.0,0.3037,0.3111,0.0,0.6,0.0,0.1374205032937244,0.26008261729233983,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
AFL,0.0,1.7936325956400898e-16,0,1,3.5872651912801795e-16,1,44.0,0.791258,,0.791258,1,0,0,0.0,0.0,0.0,1.7936325956400898e-16,0,1,0.0,59780.5,0.0,6.777974744411334e-17,0,0,-1.7936325956400898e-16,SHORT,0.0,1.7936325956400898e-16,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,59134629643.0,0.0,1e-06,0.0,0.0,0.0,0.377891,0.0,0.0,0.0,3.0331340645377815e-23,0.08021225235193383,0.13311581772373754,0.2021,0.0,0.0,0.0,0.0,0.6,0.0,0.5331,0.0,0.1981,0.0,0.0,0.6,0.0,0.06,0.079805544,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
AG,14430.721396290928,120.237854613519,4,1,14559.609727091682,5,92.0,0.151906,0.166912,0.091883,5,0,0,0.0,0.0,13979.587162778265,120.237854613519,4,1,612876.0,54858.0,2345.8810207875977,40.69089737195937,0,0,14310.48354167741,LONG,3607.680349072732,120.237854613519,0.031262,0.0,99.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,10558516313.0,5.8e-05,5e-06,0.0,0.0,0.162917,0.33842,0.0,0.0,0.0034168440357769158,0.00011387760462658767,0.14898949130965727,0.06069369421213354,0.6804,0.0,0.0,0.4667,0.0,0.3429,0.0,0.2641,0.0,0.0,0.0,0.0,0.3429,0.0,0.2708941374893884,0.050772253511635425,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
AI,18.120412443589796,1.0814843678217428e-15,1,2,18.1204124435898,3,34.666667,26.384663,2.625199,38.264394,3,0,0,0.0,0.0,18.120412443589796,1.075075635320933e-15,1,2,90758.0,68209.0,4.115538496416952,1.357828446228672e-16,0,0,18.120412443589796,LONG,18.120412443589796,5.407421839108714e-16,0.0,0.005926,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,1310150965.0,6.9e-05,5.2e-05,0.0,0.0,0.227122,0.125552,0.0,0.0,0.0001383078204547962,4.127327295529423e-21,0.2801191101228918,0.3215171028621096,0.7561,0.0,1.4451,0.0,0.0,0.6,0.0,0.7596,0.0,1.7,0.1556,0.0,0.6,0.0,0.42302402060631944,0.4190639685588233,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
ALB,1588.4009804468712,88.25278028966305,2,4,1763.2073179686872,6,56.666667,2.740778,2.17699,3.022672,6,1,1,390.7315140795497,0.3967791012208608,1197.6694663673215,86.15677813093214,2,4,486498.0,267130.0,356.199843686149,21.44806231793022,0,0,1500.1482001572083,LONG,794.2004902234356,22.063195072415763,0.24599,0.02375,17.99831093403999,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.5,0,0.0,23304287755.0,2.1e-05,1.1e-05,0.0,0.0,0.224251,0.241316,0.0,0.0,0.00034079586493821834,9.467440200004414e-06,0.2770908042983017,0.3143212372982179,0.6207,0.0,1.1404,0.1556,0.15,0.6,0.1043,0.2265,0.0,1.7,0.4667,0.15,0.6,0.0,0.2917086477083793,0.3317412198622244,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
ALK,0.0,9.346129028782952,0,1,18.692258057565905,1,30.0,0.780612,,0.780612,1,0,0,0.0,0.0,0.0,9.346129028782952,0,1,0.0,69315.0,0.0,4.746289613975396,0,0,-9.346129028782952,SHORT,0.0,9.346129028782952,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,5204721830.0,0.0,1.3e-05,0.0,0.0,0.0,0.507835,0.0,0.0,0.0,1.7957019287585927e-05,0.12018058134913817,0.14235748257716901,0.6018,0.0,0.0,0.0,0.0,0.6,0.0,0.6328,0.0,0.1908,0.0,0.0,0.6,0.0,0.06,0.12673628179154595,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
ALLY,0.0,323.66351661060816,0,2,323.66351661060816,2,63.5,0.389078,,0.389078,2,0,1,0.0,28.11384458778332,0.0,295.54967202282484,0,2,0.0,203174.0,0.0,72.77138949077408,0,0,-323.66351661060816,SHORT,0.0,161.83175830530408,0.0,0.086861,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.5,0,0.0,14020399512.0,0.0,1.4e-05,0.0,0.0,0.0,0.224837,0.0,0.0,0.0,0.0001154259250364392,0.12282069995503342,0.23540248871915992,0.6282,0.0,0.0,0.0,0.0,0.6,0.0,1.4485,0.0,0.0,0.1556,0.15,0.6,0.0,0.06,0.14195011360351567,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
AMD,3559.0255404341683,14053.40830806796,1,3,24088.946319781124,4,69.25,0.557355,1.221374,0.336016,4,0,0,0.0,0.0,3559.0255404341683,5924.543313053576,1,3,61717.5,277512.5,2117.465406654991,4063.8848338940606,1,1,-10494.382767633791,SHORT,3559.0255404341683,4684.469436022653,0.0,0.578427,0.25324999191768716,1.0,1.0,0.3333333333333333,0.6923076923076923,0.025641025641025605,31-90,0.0,0,0.0,453890074583.0,0.0,1e-06,0.0,0.0,0.594957,0.309094,0.0,0.0,7.84116185775583e-05,0.00010320713534717389,0.11755397891789332,0.1337850151718616,0.085,0.0,0.4905,0.0,0.0,0.6,0.0,0.085,0.0,0.0,0.3111,0.0,0.6,0.3417,0.10905343199999999,0.12528446825396827,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
