ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score
AA,2195.4227737569363,3.7342500080094942,5,1,4394.579797521882,6,90.0,11.293747,13.485066,0.337151,6,1,0,1004.7165586533469,0.0,1004.7165586533469,3.7342500080094942,5,1,7.836895248908019,824919.5,109395.0,2191.688523748927,LONG,439.08455475138726,3.7342500080094942,0.542359,0.0,99.0,1.0,394294243.08651024,0.002092,0.000277,0.6122474772872593,0.22893414322100467
AAOI,1463.7507384886856,858.1940203973373,1,5,3180.1387792833602,6,84.833333,7.139394,41.0,0.367273,6,0,0,0.0,0.0,1463.7507384886856,337.4714916741255,1,5,7.656940566811297,304920.0,656096.5,605.5567180913482,LONG,1463.7507384886856,171.63880407946746,0.0,0.606766,1.7056174987224684,1.0,1132609116.2982662,0.000269,0.000579,0.3772784877025362,0.3638829513654974
AAP,8.535346187347935,14.907320075620397,1,1,38.34998633858873,2,30.5,69.543401,138.631579,0.455223,2,0,0,0.0,0.0,8.535346187347935,14.907320075620397,1,1,3.4930791905588388,3752500.0,675000.0,-6.371973888272462,SHORT,8.535346187347935,14.907320075620397,0.0,0.0,0.5725607382179134,1.0,79798906.86510544,0.047024,0.008459,0.5800000000000001,0.43
ABVX,0.06648719375012717,16.28199876166387,1,2,32.696971910828,3,111.0,0.608784,1.15625,0.335052,3,0,0,0.0,0.0,0.06648719375012717,8.248007169836834,1,2,0.9662633998540698,56065.0,55495.0,-16.215511567913744,SHORT,0.06648719375012717,8.140999380831936,0.0,0.493428,0.004083478614841314,0.7,116274821.00659943,0.000482,0.000477,0.19227069308423905,0.19366500003128725
ACHR,1807.3481945225565,0.0,2,0,3614.696389045113,2,56.0,580.96875,580.96875,,2,1,0,928.8403455515884,0.0,928.8403455515884,0.0,2,0,1.0572931666342842,251377.5,0.0,1807.3481945225565,LONG,903.6740972612782,0.0,0.486076,0.0,99.0,1.0,178902341.47694007,0.001405,0.0,0.4550174586299671,0.095816037220819
AEM,1.1327423731174666,3273.557615563917,1,3,3806.2004027010494,4,58.5,0.968474,1.378049,0.831949,4,1,1,1.1327423731174666,530.3773023908973,1.1327423731174666,2739.3941685277814,1,3,627.9546428708794,41815.0,607675.0,-3272.4248731907996,SHORT,1.1327423731174666,1091.185871854639,0.0,0.163175,0.0003460279323424511,1.0,477319582.55250853,8.8e-05,0.001273,0.24518294000000002,0.39230151750580955
AGNC,0.0,358.0216233393501,0,1,358.0216233393501,1,90.0,0.08687,,0.08687,1,0,0,0.0,0.0,0.0,358.0216233393501,0,1,0.0,0.0,72000.0,-358.0216233393501,SHORT,0.0,358.0216233393501,0.0,0.0,0.0,1.0,216799154.325,0.0,0.000332,0.05,0.10944617789869021
AGRO,4.51919174882856,0.0,1,0,4.51919174882856,1,92.0,4.170492,4.170492,,1,0,0,0.0,0.0,4.51919174882856,0.0,1,0,0.0,120000.0,0.0,4.51919174882856,LONG,4.51919174882856,0.0,0.0,0.0,99.0,0.7,26333546.682755426,0.004557,0.0,0.42155706475975463,0.02857142857142857
ALAB,0.07891961252276765,28.69984893757249,1,3,48.965943001140204,4,54.25,1.943465,3.0,1.591286,4,0,1,0.0,20.10825483852218,0.07891961252276765,20.10825483852218,1,3,22.792649161265313,46460.0,406490.0,-28.620929325049723,SHORT,0.07891961252276765,9.566616312524163,0.0,0.29936,0.0027498267567342425,1.0,562772275.9501362,8.3e-05,0.000722,0.33,0.4079887478084649
AMZN,5601.933296135064,4891.95531899883,4,6,12971.873241802572,10,85.6,0.077371,0.133399,0.040019,10,0,0,0.0,0.0,2804.8579982557535,1840.6253201245547,4,6,1.7589502846091971,652752.5,717358.0,709.9779771362337,LONG,1400.483324033766,815.325886499805,0.499305,0.623744,1.1451317378919836,1.0,9433033421.53916,6.9e-05,7.6e-05,0.19474296471401759,0.23029813138068422
