ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_z,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_z,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium
ADBE,6.149053861208334,145.8866429064858,3,3,156.18043525764327,6,82.0,18.10576,1.8774,34.334119,6,0,1,0.0,8.957727913083655,4.144738489949137,124.72330943243189,3,3,2036498.0,9354815.0,1.290510005034706,17.708438418668276,1,3,-139.73758904527747,SHORT,2.049684620402778,48.628880968828604,0.325955,0.145067,0.04214953294353284,1.0,0.3333333333333333,1.0,0.025641025641025605,0.6923076923076923,31-90,0.3333,1,0.1667,108501600000.0,1.9e-05,8.6e-05,,,,,0.0,0.0,0.182471,0.121385,0.0,0.0,1.889082391782958e-07,4.481858421334672e-06,0.3292720278639407,0.3655684090220203,0.57,0.0,1.6502,0.3111,0.0,0.6,0.1614,0.9122,0.0,1.6502,0.3111,0.15,0.6,0.0322,0.2705291214544493,0.538525735869393,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-1.7591907555074104,1,0.0,870138.0,2302588.0,9354815.0,0.0,911573.0
AFRM,0.08378821896711719,0.0,1,0,0.08378821896711719,1,72.0,104.117647,104.117647,,1,0,0,0.0,0.0,0.08378821896711719,0.0,1,0,1476252.0,0.0,0.03799165402137799,0.0,1,0,0.08378821896711719,LONG,0.08378821896711719,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,22235788288.0,6.6e-05,0.0,,,,,0.0,0.0,0.453425,0.0,0.0,0.0,3.76816948793919e-08,0.0,0.35149486103018174,0.12093831529930052,1.2648,0.0,1.6502,0.0,0.0,0.6,0.0,0.4445,0.0,0.1648,0.0,0.0,0.6,0.0,0.4409077476005272,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.1108250608286387,1,0.0,0.0,1476252.0,0.0,0.0,0.0
APLD,0.0001653758720339102,0.0,1,0,0.0001653758720339102,1,46.0,2.620968,2.620968,,1,1,0,0.0001653758720339102,0.0,0.0001653758720339102,0.0,1,0,789900.0,0.0,3.1644415187098146e-05,0.0,1,0,0.0001653758720339102,LONG,0.0001653758720339102,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,8470092395.0,9.3e-05,0.0,,,,,0.0,0.0,0.191348,0.0,0.0,0.0,1.9524683359007229e-10,0.0,0.2676842710054137,0.08754692471902906,0.2767,0.0,1.6502,0.0,0.15,0.6,0.0,0.2209,0.0,0.0546,0.0,0.0,0.6,0.0,0.49410297687190186,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.318791133886884,1,0.0,0.0,789900.0,0.0,0.0,0.0
APP,49856.07791476997,0.22216057717848484,3,1,49856.576890862096,4,96.75,33.494171,41.653047,9.017544,4,1,0,0.023248636396756825,0.0,49856.023259832196,0.22216057717848484,3,1,1786782.5,267120.0,8626.549468479392,0.0077972676956711085,1,0,49855.855754192795,LONG,16618.692638256656,0.22216057717848484,1e-06,0.0,99.0,0.7,0.3333333333333333,0.0,0.025641025641025605,-0.3076923076923077,31-90,0.3333,0,0.0,103206177000.0,1.7e-05,3e-06,,,,,0.0,0.0,0.173029,0.035097,0.0,0.0,0.0016102420534632009,2.1525899285900766e-08,0.2808606377110787,0.22570617406182175,0.3545,0.0,1.6502,0.3111,0.15,0.3429,0.0,0.264,0.0,1.6502,0.0,0.0,0.3429,0.0,0.3128173286905498,0.21260902067254805,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.5,1,0.0,0.0,2750877.0,534240.0,0.0,0.0
ASML,0.0,2698513.8480428914,0,2,2698513.8480428914,2,84.0,15.619048,,15.619048,2,0,1,0.0,2616588.8645962714,0.0,2616588.8645962714,0,2,0.0,3429868.0,0.0,859583.8433566738,0,1,-2698513.8480428914,SHORT,0.0,1349256.9240214457,0.0,0.030359,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.5,0,0.0,668113813924.0,0.0,5e-06,,,,,0.0,1e-06,0.0,0.31854,0.0,0.0,0.0,0.020195016117043312,0.09766262009019784,0.28624556099829634,0.2913,0.0,0.0853,0.0,0.0,0.6,0.0,0.243,0.0637,1.6502,0.1556,0.15,0.6,0.0,0.06,0.28341214987492197,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.7820474265534014,1,0.0,0.0,0.0,3429868.0,0.0,0.0
AVGO,0.01679270005877836,0.028182705359078793,1,2,0.08995081083571431,3,31.666667,17.269919,8.206186,21.801786,3,0,0,0.0,0.0,0.01679270005877836,0.02818264402835086,1,2,284059.0,975376.5,0.00025041184517286976,0.0023508575363479244,0,1,-0.011390005300300432,SHORT,0.01679270005877836,0.014091352679539397,0.0,2e-06,0.5958512444004511,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,2009601875635.0,0.0,0.0,,,,,0.0,0.0,0.014912,0.083415,0.0,0.0,8.356232277834709e-11,7.012012105674796e-11,0.2479767272453471,0.2764505968657043,0.2296,0.0,1.6502,0.0,0.0,0.6,0.0,0.3588,0.0,1.6502,0.1556,0.0,0.6,0.0,0.23,0.24555555555555555,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.5,1,2091711.0,6163232.0,568118.0,1950753.0,7770286.0,0.0
AXTI,133373.10681424488,31145.40537839872,5,2,230146.635252875,7,70.0,5.031315,6.129798,2.285107,7,1,0,34466.80155342555,0.0,98890.38913241214,31145.405378396063,5,2,3465694.5,1348050.0,19560.414021039684,6422.205324979051,2,0,102227.70143584616,LONG,26674.621362848975,15572.70268919936,0.258543,0.0,4.282272302891503,1.0,0.4,0.0,0.09230769230769231,-0.3076923076923077,91+,0.2,0,0.0,4828885211.0,0.000718,0.000279,,,,,4e-06,1e-06,0.132846,0.206201,0.0,0.0,0.055239708954119046,0.032249063725361266,0.4305315752587262,0.2985518735414473,0.9626,0.2071,1.6502,0.6222,0.15,0.6,0.1132,0.4662,0.1136,1.6502,0.1556,0.0,0.6,0.0,0.6292536749018669,0.4982990589993389,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.359423825715857,1,-1.8612522008398118,1,0.0,2422755.0,5311646.0,2696100.0,502500.0,1597250.0
BURL,2.917050968847612e-54,0.0,1,0,5.834101937695224e-54,1,31.0,,,,1,0,0,0.0,0.0,2.917050968847612e-54,0.0,1,0,338579.5,0.0,3.413278519769984e-55,0.0,1,0,2.917050968847612e-54,LONG,2.917050968847612e-54,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,23383029529.0,1.4e-05,0.0,,,,,0.0,0.0,0.117011,0.0,0.0,0.0,1.2475077129034284e-60,0.0,0.2921996438985049,0.17241775442487708,1.9506,0.0,0.3714,0.0,0.0,0.6,0.0,0.6959,0.0,0.4283,0.0,0.0,0.6,0.0,0.1113945580479601,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-1.5482531392729886,1,-2.1514788003767604,1,0.0,0.0,677159.0,0.0,521700.0,0.0
CBRS,63449.98364216452,5.553072608530403e-09,2,2,63449.983642175626,4,80.5,52.855943,68.850775,36.861111,4,1,0,1.5811353073611362e-17,0.0,63449.98364216452,3.365339996568202e-09,2,2,2152908.0,1640784.5,120.67459633345672,3.8869729927684215e-09,1,0,63449.98364215897,LONG,31724.99182108226,2.7765363042652014e-09,0.0,0.393968,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.5,0,0.0,21190864542.0,0.000102,7.7e-05,,,,,0.0,0.0,0.001902,0.699968,0.0,0.0,0.014971070084565812,1.3102515467276687e-15,0.3152990612138595,0.2953148526121979,0.5554,0.0419,1.6502,0.1556,0.15,0.6,0.0,0.3374,0.0,1.6502,0.1556,0.0,0.6,0.21,0.5547463935286092,0.5046961603307007,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.305273234315721,1,0.0,0.0,2152908.0,3281569.0,0.0,0.0
CDE,0.0019624460044302613,1.684474351792097e-55,1,1,0.0019624460044302613,2,98.0,1.289635,1.208472,1.370798,2,0,0,0.0,0.0,0.0019624460044302613,1.684474351792097e-55,1,1,572125.0,300150.0,0.00012193973283556876,8.323664391161828e-56,1,0,0.0019624460044302613,LONG,0.0019624460044302613,1.684474351792097e-55,0.0,0.0,99.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,18657020214.0,3.1e-05,1.6e-05,,,,,0.0,0.0,0.062137,0.49414,0.0,0.0,1.051853930542277e-09,9.028635508086591e-62,0.2781959455776567,0.22616776718161877,0.7889,0.0,1.6502,0.0,0.0,0.3429,0.0,0.2687,0.0,1.6502,0.0,0.0,0.3429,0.0,0.19285791922084675,0.15227689675967276,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.144723675628856,1,-1.8869214016775142,1,0.0,0.0,572125.0,600300.0,0.0,0.0
CIEN,23.315848486888132,0.0,3,0,46.63169690101291,3,66.333333,55.891618,55.891618,,3,0,0,0.0,0.0,23.315848414124776,0.0,3,0,2621967.5,0.0,16.00136908172168,0.0,1,0,23.315848486888132,LONG,7.771949495629378,0.0,0.0,0.0,99.0,1.0,0.3333333333333333,0.0,0.025641025641025605,-0.3076923076923077,31-90,0.0,0,0.0,54880067859.0,4.8e-05,0.0,,,,,0.0,0.0,0.686287,0.0,0.0,0.0,1.4161698042351864e-06,0.0,0.30778944708103695,0.11314364956425706,0.5166,0.0,1.6502,0.3111,0.0,0.6,0.0,0.3116,0.0,0.2199,0.0,0.0,0.6,0.0,0.42329951926197634,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.5,1,0.0,0.0,3553450.0,0.0,773790.0,0.0
COST,0.0025988312700457993,0.0,1,0,0.0025988312700457993,1,45.0,1.193548,1.193548,,1,0,0,0.0,0.0,0.0025988312700457993,0.0,1,0,800398.0,0.0,0.0013737321599992952,0.0,1,0,0.0025988312700457993,LONG,0.0025988312700457993,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,422524430511.0,2e-06,0.0,,,,,0.0,0.0,0.528596,0.0,0.0,0.0,6.15072427150018e-11,0.0,0.2505570933233666,0.07667870235014324,0.2554,0.0,1.6502,0.0,0.0,0.6,0.0,0.117,0.0,0.0498,0.0,0.0,0.6,0.0,0.11134331778098516,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.3243861267935957,1,0.0,0.0,800398.0,0.0,0.0,0.0
CRCL,0.0026088927383250415,2.7346997476777564e-10,2,1,0.005217786023590032,3,65.666667,3.390589,3.740974,2.689819,3,1,1,0.0012387764613665526,2.7346997476777564e-10,0.0013701162769584887,2.7346997476777564e-10,2,1,658783.5,743345.0,2.0425559467587318e-05,2.0930874952878503e-11,2,0,0.0026088924648550666,LONG,0.0013044463691625208,2.7346997476777564e-10,0.474828,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.5,0,0.0,15735641990.0,4.2e-05,4.7e-05,,,,,0.0,0.0,0.007829,0.076538,0.0,0.0,8.289756274268927e-10,1.737901605422682e-16,0.3153750610873022,0.26603366093269953,0.3303,0.0,1.6502,0.1556,0.15,0.6,0.2677,0.2602,0.0,1.6502,0.0,0.15,0.6,0.0,0.4319504016039626,0.3832182923468573,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.1943395754929185,1,-3.0138457126814626,1,0.0,0.0,1317567.0,1486690.0,0.0,0.0
CRWD,0.0,0.01615822032928216,0,2,0.03215331177928235,2,90.5,3.227629,,3.227629,2,0,0,0.0,0.0,0.0,0.01599509145000019,0,2,0.0,976711.0,0.0,0.006265671779644045,0,1,-0.01615822032928216,SHORT,0.0,0.00807911016464108,0.0,0.010096,0.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,229271259485.0,0.0,4e-06,,,,,0.0,0.0,0.0,0.387645,0.0,0.0,0.0,3.523821600138091e-10,0.08005628335089177,0.23609193684509766,0.2822,0.0,0.1755,0.0,0.0,0.3429,0.0,0.2123,0.0,1.6502,0.1556,0.0,0.3429,0.0,0.03428571428571428,0.23226581610590205,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.058860001816915,1,547421.0,838638.0,0.0,1286086.0,0.0,0.0
CRWV,0.0,42.24257513490318,0,5,84.48515026980635,5,69.6,3.848098,,3.848098,5,0,0,0.0,0.0,0.0,27.16706377439613,0,5,0.0,15684897.0,0.0,9.169584134800953,0,2,-42.24257513490318,SHORT,0.0,8.448515026980635,0.0,0.35688,0.0,1.0,0.0,0.4,-0.3076923076923077,0.09230769230769231,91+,0.0,0,0.0,39471545680.0,0.0,0.000397,,,,,0.0,0.0,0.0,0.21707,0.0,0.0,0.0,2.140406432388952e-06,0.0734836261456239,0.3495598983740873,0.085,0.0,0.0498,0.0,0.0,0.6,0.0,0.4397,0.0,1.6502,0.6222,0.0,0.6,0.1835,0.06,0.6005707936507936,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.4847339414348224,1,679178.0,4113960.0,0.0,31369794.0,2432361.0,0.0
CSCO,5.78169874648213e-17,9.354764625717343e-21,1,2,1.1565268445889403e-16,3,58.666667,1.579306,1.475789,1.682822,3,0,1,0.0,1.3576886770844357e-21,5.78169874648213e-17,7.997075948632907e-21,1,2,293401.0,3176052.5,7.945107497118198e-18,7.355591736531821e-21,1,0,5.780763270019558e-17,LONG,5.78169874648213e-17,4.677382312858671e-21,0.0,0.145133,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,483101646889.0,1e-06,7e-06,,,,,0.0,0.0,0.137418,0.786294,0.0,0.0,1.1967872152194431e-24,9.681983787427187e-29,0.27474586329582995,0.33020076284307587,0.4973,0.0,1.6502,0.0,0.0,0.6,0.0,0.714,0.0,1.6502,0.1556,0.15,0.6,0.0322,0.12635365199999998,0.19870697684646588,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.435346215761864,1,-2.8110226536304395,1,0.0,565893.0,586802.0,6352105.0,916679.0,672006.0
DAL,0.014367319310806549,0.0,1,0,0.028734638621613098,1,44.0,5.40099,5.40099,,1,0,0,0.0,0.0,0.014367319310806549,0.0,1,0,250727.5,0.0,0.0070244661658570495,0.0,1,0,0.014367319310806549,LONG,0.014367319310806549,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,58666550506.0,4e-06,0.0,,,,,0.0,0.0,0.48892,0.0,0.0,0.0,2.4489797315315412e-09,0.0,0.26946014363721205,0.10272063227630542,0.4444,0.0,1.6502,0.0,0.0,0.6,0.0,0.2479,0.0,0.1793,0.0,0.0,0.6,0.0,0.24242454626463222,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.131433643608361,1,0.0,0.0,501455.0,0.0,0.0,0.0
DELL,0.000654695126947023,0.04928209175910164,3,1,0.0992188786451503,4,84.0,2.09699,2.068509,2.182432,4,1,1,0.00021949244075625078,0.04928209175910164,0.00024019544521080853,0.04928209175910164,3,1,1959407.0,624224.0,3.2278105480557525e-06,0.012476943813101148,0,1,-0.04862739663215462,SHORT,0.000218231708982341,0.04928209175910164,0.633119,0.0,0.013284645671033452,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,148753142283.0,1.3e-05,4e-06,,,,,0.0,0.0,0.00493,0.253174,0.0,0.0,1.467072934615118e-11,3.3130118129097e-09,0.33552273281930517,0.2612428847392254,0.2631,0.0,1.6502,0.3111,0.15,0.6,0.3808,0.2123,0.0,1.6502,0.0,0.15,0.6,0.0,0.2985043174740856,0.2018299222646322,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.0726495045646964,1,0.0,2458771.0,1959407.0,1248448.0,0.0,0.0
DJT,716417.647846813,0.0,1,0,716417.647846813,1,101.0,4.224739,4.224739,,1,0,0,0.0,0.0,716417.647846813,0.0,1,0,785538.0,0.0,3684.627629497886,0.0,1,0,716417.647846813,LONG,716417.647846813,0.0,0.0,0.0,99.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,2609868563.0,0.000301,0.0,,,,,1e-06,0.0,0.005143,0.0,0.0,0.0,2.745033439627714,0.0,0.6237223155469431,0.09534366112898669,2.5442,1.7,1.6502,0.0,0.0,0.3429,0.0,0.4452,0.0,0.1654,0.0,0.0,0.3429,0.0,0.6642857142857143,0.03428571428571428,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.0766871246083003,1,-1.5766063095844058,1,0.0,0.0,785538.0,0.0,0.0,0.0
DOCN,0.0,0.0026581080515916,0,1,0.0026581080515916,1,45.0,12.230769,,12.230769,1,0,0,0.0,0.0,0.0,0.0026581080515916,0,1,0.0,748120.0,0.0,0.00189758626343268,0,1,-0.0026581080515916,SHORT,0.0,0.0026581080515916,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,15253595022.0,0.0,4.9e-05,,,,,0.0,0.0,0.0,0.713886,0.0,0.0,0.0,1.7426108715734594e-09,0.1387304935499542,0.2906243589299992,0.4845,0.0,0.3028,0.0,0.0,0.6,0.0,0.6561,0.0,1.6502,0.0,0.0,0.6,0.0,0.06,0.39504683663077983,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-2.1525761851330745,1,-1.9719041145735912,1,0.0,0.0,0.0,748120.0,0.0,0.0
