ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium
AMAT,0.0,9.851964011786225e-18,0,1,9.851964011786225e-18,1,35.0,6.151515,,6.151515,1,0,0,0.0,0.0,0.0,9.851964011786225e-18,0,1,0.0,989139.0,0.0,4.4155845324781304e-18,0,0,-9.851964011786225e-18,SHORT,0.0,9.851964011786225e-18,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,302452656412.0,0.0,3e-06,,,,,0.0,0.0,0.0,0.448193,0.0,0.0,0.0,3.2573574088124096e-25,0.07133493607915456,0.24090356052880457,0.1133,0.0,0.0,0.0,0.0,0.6,0.0,0.109,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.23832330638683377,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,1106420.0,0.0,0.0,989139.0,0.0,0.0
AMD,1815.6358899908382,0.0,1,0,3631.2717799816764,1,52.0,2.120944,2.120944,,1,0,0,0.0,0.0,1815.6358899908382,0.0,1,0,551117.5,0.0,825.2072003754349,0.0,0,0,1815.6358899908382,LONG,1815.6358899908382,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,526965088566.0,1e-06,0.0,,,,,0.0,0.0,0.4545,0.0,0.0,0.0,3.4454576391988784e-05,0.0,0.2039571491108361,0.0942712388242605,0.3373,0.0,1.1022,0.0,0.0,0.6,0.0,0.3427,0.0,0.0,0.0,0.0,0.6,0.0,0.17022419200000002,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,1418584.0,14798532.0,1102235.0,0.0,741415.0,0.0
AMZN,6887741.616046498,1513843.094505483,7,3,9915427.805057464,10,35.6,32.395691,32.171017,32.919929,10,0,2,0.0,996046.738077652,1176133.2845837127,522122.04923929117,7,3,8213854.0,1687725.0,3435841.831950794,693883.4093519864,7,3,5373898.521541014,LONG,983963.0880066425,504614.364835161,0.829243,0.655102,4.549838514338548,1.0,1.0,1.0,0.6923076923076923,0.6923076923076923,31-90,0.0,0,0.0,2787858949939.0,3e-06,1e-06,,,,,1e-06,0.0,0.498834,0.458359,0.0,0.0,0.003529457930531859,0.0018100426667791148,0.4179672395291581,0.3793359338809747,0.4463,0.0,1.7,0.9333,0.0,0.6,0.5,0.4857,0.0,1.7,0.3111,0.3,0.6,0.3965,0.3816566397201671,0.33076125396825395,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,8213854.0,3375450.0,0.0,0.0
APH,0.0,0.0023806581526129343,0,2,0.0023806581526129343,2,75.5,15.995671,,15.995671,2,0,0,0.0,0.0,0.0,0.0023806581522161567,0,2,0.0,1311000.0,0.0,0.00126565195673911,0,0,-0.0023806581526129343,SHORT,0.0,0.0011903290763064672,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,176662769740.0,0.0,7e-06,3331822.0,1265356.0,0.0,1.0360720619335586,0.0,0.0,0.0,0.53164,0.0,0.0,0.0,6.737860376910827e-11,0.12417701219394647,0.3682218352561772,0.6418,0.0,0.0,0.0,0.0,0.6,0.0,1.2267,0.0,1.7,0.1556,0.0,0.6,0.0,0.06,0.2700512951321802,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,1311000.0,830760.0,0.0
AR,0.013937721764428807,1.8633763463702453e-27,1,1,0.027875443528857614,2,56.5,14751.567865,29500.0,3.135731,2,0,0,0.0,0.0,0.013937721764428807,1.8633763463702453e-27,1,1,324500.0,523800.0,0.0004522579837517719,4.761435089784065e-28,0,0,0.013937721764428807,LONG,0.013937721764428807,1.8633763463702453e-27,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,0.5,11893638750.0,2.7e-05,4.4e-05,,,,,0.0,0.0,0.032448,0.255527,0.0,0.0,1.171863553063507e-08,1.5666999692337597e-33,0.32975917835792357,0.36359292259534354,0.9976,0.0,1.7,0.0,0.0,0.6,0.0,1.3359,0.0,1.7,0.0,0.0,0.6,0.0,0.32723303791218766,0.3805582278917446,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,649000.0,523800.0,0.0,0.0
AXTI,15489.625599700468,0.0,7,0,30979.251194543685,7,73.285714,10.074509,10.074509,,7,0,0,0.0,0.0,15489.464275969922,0.0,7,0,4369564.5,0.0,6745.681715989387,0.0,0,0,15489.625599700468,LONG,2212.803657100067,0.0,1e-05,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,3818461987.0,0.001144,0.0,,,,,2e-06,0.0,0.435497,0.0,0.0,0.0,0.005795012925710885,0.0,0.38507090234813435,0.1136157528771354,0.614,0.0034,1.7,0.9333,0.0,0.6,0.0,0.5362,0.0,0.0,0.0,0.0,0.6,0.0,0.6136689991658044,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,2362950.0,8214779.0,0.0,1629570.0,0.0
CAT,3.4401589326252913e-13,0.0,1,0,3.4401589326252913e-13,1,31.0,1.835526,1.835526,,1,0,0,0.0,0.0,3.4401589326252913e-13,0.0,1,0,529025.0,0.0,1.1035339295418534e-13,0.0,0,0,3.4401589326252913e-13,LONG,3.4401589326252913e-13,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,380544550223.0,1e-06,0.0,,,,,0.0,0.0,0.32078,0.0,0.0,0.0,9.040095123184263e-21,0.0,0.1845845256408404,0.08649495722795758,0.3377,0.0,0.9082,0.0,0.0,0.6,0.0,0.2649,0.0,0.0,0.0,0.0,0.6,0.0,0.15081576800000002,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,1325645.0,2817226.0,529025.0,0.0,3648429.0,0.0
CMG,1.5200314870502097e-19,0.0014160418443221136,1,1,0.0014160418443221138,2,46.5,6.206114,10.886548,1.52568,2,0,0,0.0,0.0,1.5200314870502097e-19,0.0014160418443221136,1,1,257550.0,533186.0,4.332587261678199e-21,0.0008968148647832071,0,0,-0.0014160418443221134,SHORT,1.5200314870502097e-19,0.0014160418443221136,0.0,0.0,1.0734368430884032e-16,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,42810644010.0,6e-06,1.2e-05,,,,,0.0,0.0,0.028503,0.633325,0.0,0.0,3.55059243373015e-26,3.3076863875052774e-10,0.26439035574326664,0.15819306263546662,0.3439,0.0,1.7,0.0,0.0,0.6,0.0,0.2845,0.0,0.6975,0.0,0.0,0.6,0.0,0.25051002930494815,0.1736277696125549,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,782000.0,515100.0,533186.0,0.0,0.0
COIN,426041.27022895194,0.0,1,0,426041.27022895194,1,30.0,5.655172,5.655172,,1,0,0,0.0,0.0,426041.27022895194,0.0,1,0,557142.0,0.0,250134.81406119105,0.0,0,0,426041.27022895194,LONG,426041.27022895194,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,43292312060.0,1.3e-05,0.0,,,,,6e-06,0.0,0.587114,0.0,0.0,0.0,0.0984103758742406,0.0,0.2941174230516622,0.0799847021708392,0.2639,0.3773,1.7,0.0,0.0,0.6,0.0,0.1998,0.0,0.0,0.0,0.0,0.6,0.0,0.31538212646836444,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,532983.0,0.0,557142.0,0.0,0.0,0.0
CORZ,0.0,352514.6492505048,0,1,352514.6492505048,1,79.0,,,,1,0,0,0.0,0.0,0.0,352514.6492505048,0,1,0.0,501184.0,0.0,78284.02234405816,0,0,-352514.6492505048,SHORT,0.0,352514.6492505048,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,6312959753.0,0.0,7.9e-05,,,,,0.0,1.2e-05,0.0,0.222073,0.0,0.0,0.0,0.5583983789584359,0.1200399876213254,0.28672298898778514,0.6004,0.0,0.0,0.0,0.0,0.6,0.0,0.5672,1.7,0.0,0.0,0.0,0.6,0.0,0.06,0.4729123229726266,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,501184.0,0.0,1209815.0
