ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier
AAL,34.30024123952815,0.0,1,0,34.30024123952815,1,91.0,2.115489,2.115489,,1,0,0,0.0,0.0,34.30024123952815,0.0,1,0,117408.0,0.0,13.171032387262096,0.0,0,0,34.30024123952815,LONG,34.30024123952815,0.0,0.0,0.0,99.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,8438692443.0,1.4e-05,0.0,0.0,0.0,0.383992,0.0,0.0,0.0,4.064639334969557e-05,0.0,0.1644823941535403,0.06721219545961893,0.2034,0.0,1.0985,0.0,0.0,0.3429,0.0,0.3293,0.0,0.0,0.0,0.0,0.3429,0.0,0.1955335243336744,0.03428571428571428,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
AAOI,26.90744715305279,81251.91103603975,1,1,162530.72951923255,2,75.0,0.077678,0.103175,0.052181,2,0,0,0.0,0.0,26.90744715305279,81251.91103603975,1,1,93962.0,90600.0,19.611153104122348,28615.263827399533,0,1,-81225.0035888867,SHORT,26.90744715305279,81251.91103603975,0.0,0.0,0.0003311607912965621,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,0.0,0,0.0,11988195406.0,8e-06,8e-06,0.0,2e-06,0.728837,0.35218,0.0,0.0,2.244495208977476e-05,0.06777659879932704,0.09009051562956936,0.12204742447480206,0.3009,0.0,0.0,0.0,0.0,0.6,0.0,0.3633,0.2572,0.0,0.0,0.0,0.6,0.0,0.08844437293643699,0.11416483984347187,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
AGIO,0.0,3.389597735376612e-20,0,1,6.779195470753225e-20,1,45.0,0.217949,,0.217949,1,0,0,0.0,0.0,0.0,3.389597735376612e-20,0,1,0.0,43875.0,0.0,3.059157929607396e-20,0,0,-3.389597735376612e-20,SHORT,0.0,3.389597735376612e-20,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,2058928924.0,0.0,2.1e-05,0.0,0.0,0.0,0.902514,0.0,0.0,0.0,1.6462917664935443e-25,0.13146700452861523,0.3414994530821066,0.7147,0.0,0.0,0.0,0.0,0.6,0.0,2.815,0.0,0.0,0.0,0.0,0.6,0.0,0.06,0.1366899150099666,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
ALB,11.432531634075325,0.6352002516221179,2,4,12.690701962699,6,56.666667,2.740778,2.17699,3.022672,6,1,1,2.812293904457219,0.002855821472214959,8.620237729618106,0.6201142555293431,2,4,486498.0,267130.0,2.5637518681516527,0.1543726388725669,0,0,10.797331382453207,LONG,5.716265817037662,0.15880006290552948,0.24599,0.02375,17.998310934040003,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.5,0,0.0,23304287755.0,2.1e-05,1.1e-05,0.0,0.0,0.224251,0.241316,0.0,0.0,2.4528815800479556e-06,6.814199368588661e-08,0.27396563681152525,0.3162078784221824,0.5895,0.0,1.1404,0.1556,0.15,0.6,0.1043,0.2454,0.0,1.7,0.4667,0.15,0.6,0.0,0.2917086477083793,0.3317412198622244,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
ALK,4.443525885968933e-09,0.09258395894776743,1,2,0.18516792233906074,3,32.0,1.861565,4.392857,0.595918,3,0,0,0.0,0.0,4.443525885968933e-09,0.0672688553413322,1,2,70110.0,97722.5,3.771639333051609e-09,0.04774952726206558,0,0,-0.09258395450424155,SHORT,4.443525885968933e-09,0.046291979473883714,0.0,0.273429,4.799455474220769e-08,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,5204721830.0,1.3e-05,1.9e-05,0.0,0.0,0.848794,0.515743,0.0,0.0,8.537489670161552e-15,8.894227393106177e-08,0.3103079124720347,0.16351280195325846,0.8031,0.0,1.7,0.0,0.0,0.6,0.0,0.6905,0.0,0.0652,0.1556,0.0,0.6,0.1239,0.27765466579154596,0.16408093275603658,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
AMD,0.0,117514.19366170946,0,2,159359.57298541942,2,59.0,0.048586,,0.048586,2,0,0,0.0,0.0,0.0,75668.81433799949,0,2,0.0,123741.0,0.0,40148.15361521093,0,2,-117514.19366170946,SHORT,0.0,58757.09683085473,0.0,0.356088,0.0,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,0.0,0,0.0,453890074583.0,0.0,0.0,0.0,0.0,0.0,0.407336,0.0,0.0,0.0,0.0012945226194874678,0.06850054691789333,0.10234810247344889,0.085,0.0,0.0,0.0,0.0,0.6,0.0,0.085,0.0,0.0,0.1556,0.0,0.6,0.1829,0.06,0.09384755555555556,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
APLD,14.26337526495572,13.741086361899182,1,1,56.0089232537098,2,76.5,12.574514,24.733333,0.415695,2,0,0,0.0,0.0,14.26337526495572,13.741086361899182,1,1,50138.0,30350.0,0.0009514681838078911,4.486342649232776,0,0,0.5222889030565376,LONG,14.26337526495572,13.741086361899182,0.0,0.0,1.0380092875702116,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,9010313565.0,6e-06,3e-06,0.0,0.0,6.7e-05,0.326491,0.0,0.0,1.5830054261774984e-05,1.525039751699161e-05,0.25792300892073905,0.0777065019137602,0.2792,0.0,1.7,0.0,0.0,0.6,0.0,0.1771,0.0,0.0,0.0,0.0,0.6,0.0,0.25051002930494815,0.06832330638683377,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
AR,52.78253139759199,2.4559880006202577e-16,4,3,105.56469665868251,7,55.0,2322.802644,4643.479849,2.125439,7,0,0,0.0,0.0,52.78216507776383,1.7917795873560127e-16,4,3,460641.0,713889.0,1.6089479343247026,5.239739737088028e-17,0,0,52.78253139759199,LONG,13.195632849397997,8.186626668734193e-17,7e-06,0.270444,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,2,0.2857,11316697000.0,4.1e-05,6.3e-05,0.0,0.0,0.030481,0.207107,0.0,0.0,1.1660321778870634e-05,7.234113159285075e-23,0.37688115378473247,0.35894424755586624,1.0021,0.0,1.7,0.4667,0.0,0.6,0.0,1.4513,0.0,1.1053,0.3111,0.0,0.6,0.1217,0.4182882481584875,0.41698188170531836,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
ARM,5.171324022474252,37.536746366278855,2,6,78.99801319151383,8,62.5,0.176798,0.356985,0.116736,8,0,2,0.0,11.28323289288688,3.5242002597154185,10.346058988175542,2,6,253985.0,224994.0,2.233420275785096,19.87503181299067,0,0,-32.3654223438046,SHORT,2.585662011237126,6.2561243943798095,0.318511,0.724375,0.13776697564602755,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.3333,0,0.0,176152535537.0,1e-06,1e-06,0.0,0.0,0.431886,0.533992,0.0,0.0,1.4678539842499287e-07,3.5515380890249746e-07,0.14062586937836918,0.25727636649243396,0.4946,0.0,0.0,0.1556,0.0,0.6,0.1561,0.449,0.0,0.0,0.7778,0.3,0.6,0.446,0.09116348412698413,0.2123759920634921,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
ASTS,253930.16386447856,134248.58928693007,1,1,388178.75315140863,2,49.0,0.69789,0.068767,1.327014,2,1,0,253930.16386447856,0.0,253930.16386447856,134248.58928693007,1,1,263750.0,143750.0,73303.13419515653,76879.44168521832,1,1,119681.57457754848,LONG,253930.16386447856,134248.58928693007,0.0,0.0,1.891492232531044,1.0,1.0,1.0,0.6923076923076923,0.6923076923076923,31-90,1.0,0,0.0,25029245946.0,1.1e-05,6e-06,3e-06,3e-06,0.288674,0.572665,0.0,0.0,0.10145338154106873,0.053636689485799215,0.13987234060134773,0.16073843682254269,0.2597,0.389,0.0,0.0,0.15,0.6,0.0,0.2444,0.2006,0.5624,0.0,0.0,0.6,0.0,0.15397639206192704,0.15680859414369147,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
