ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier
AAOI,0.0,352001.56553254975,0,2,704003.1310650995,2,73.5,0.446883,,0.446883,2,0,0,0.0,0.0,0.0,276598.12446902745,0,2,0.0,371100.0,0.0,109746.04332752286,0,2,-352001.56553254975,SHORT,0.0,176000.78276627488,0.0,0.214213,0.0,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,0.0,0,0.0,11988195406.0,0.0,3.1e-05,0.0,9e-06,0.0,0.311777,0.0,0.0,0.0,0.14681174005404335,0.08973866616461694,0.17723789829902795,0.2974,0.0,0.0,0.0,0.0,0.6,0.0,0.3749,0.5603,0.0,0.1556,0.0,0.6,0.0816,0.06,0.25014205205719875,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
ABVX,0.06110001907096359,58.229163441299306,2,4,116.5195996210971,6,54.0,0.468996,0.231161,0.587914,6,1,3,0.06092729964344972,49.40327509532332,0.06092729964344972,19.39939375083674,2,4,80565.0,212950.0,0.05675172013696707,5.045127652458458,0,0,-58.16806342222834,SHORT,0.030550009535481794,14.557290860324827,0.002827,0.666844,0.001049302711218896,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.75,0,0.0,9436935266.0,9e-06,2.3e-05,0.0,0.0,0.926447,0.086643,0.0,0.0,3.2372808199235344e-08,1.5425867032036105e-05,0.15159020225400688,0.2738935858926172,0.6103,0.0,0.0,0.1556,0.15,0.6,0.0,0.7576,0.0,0.0598,0.4667,0.45,0.6,0.4049,0.12291216839997093,0.2817823536372444,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
ADBE,0.0,36565.98814037547,0,1,73131.97628075094,1,59.0,0.227273,,0.227273,1,0,0,0.0,0.0,0.0,36565.98814037547,0,1,0.0,36686.0,0.0,29973.55029552985,0,1,-36565.98814037547,SHORT,0.0,36565.98814037547,0.0,0.0,0.0,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,0.0,0,0.0,98806690000.0,0.0,0.0,0.0,0.0,0.0,0.819711,0.0,0.0,0.0,0.0037007603574591426,0.10143957759489468,0.11032839486939072,0.4144,0.0,0.0,0.0,0.0,0.6,0.0,0.5033,0.0,0.0,0.0,0.0,0.6,0.0,0.06,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
AGIO,0.0,3.145616266861149e-20,0,1,6.291232533722298e-20,1,45.0,0.217949,,0.217949,1,0,0,0.0,0.0,0.0,3.145616266861149e-20,0,1,0.0,43875.0,0.0,2.8389613451287936e-20,0,0,-3.145616266861149e-20,SHORT,0.0,3.145616266861149e-20,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,2058928924.0,0.0,2.1e-05,0.0,0.0,0.0,0.902514,0.0,0.0,0.0,1.5277925479574007e-25,0.13146700452861523,0.3414994530821066,0.7147,0.0,0.0,0.0,0.0,0.6,0.0,2.815,0.0,0.0,0.0,0.0,0.6,0.0,0.06,0.1366899150099666,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
ALK,4.123683221534059e-09,0.0859198141056527,1,2,0.17183963233498864,3,32.0,1.861565,4.392857,0.595918,3,0,0,0.0,0.0,4.123683221534059e-09,0.062426878389246945,1,2,70110.0,97722.5,3.5001587105622114e-09,0.044312541315110844,0,0,-0.08591980998196948,SHORT,4.123683221534059e-09,0.04295990705282635,0.0,0.273429,4.7994554742207714e-08,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,5204721830.0,1.3e-05,1.9e-05,0.0,0.0,0.848794,0.515743,0.0,0.0,7.922965638173325e-15,8.254025566785449e-08,0.3073327431371481,0.15815259379623187,0.7733,0.0,1.7,0.0,0.0,0.6,0.0,0.6369,0.0,0.0652,0.1556,0.0,0.6,0.1239,0.27765466579154596,0.16408093275603658,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
APLD,0.0,848806.1642749584,0,2,848818.9162851257,2,75.0,5.090889,,5.090889,2,0,0,0.0,0.0,0.0,848793.4122647912,0,2,0.0,891898.0,0.0,341420.82792041166,0,1,-848806.1642749584,SHORT,0.0,424403.0821374792,0.0,1.5e-05,0.0,1.0,0.0,0.5,-0.3076923076923077,0.1923076923076923,31-90,0.0,0,0.0,9010313565.0,0.0,9.9e-05,0.0,3.8e-05,0.0,0.402235,0.0,0.0,0.0,0.47101921489840987,0.08739977489748572,0.4274126715492908,0.274,0.0,0.0,0.0,0.0,0.6,0.0,0.2014,1.6172,1.7,0.1556,0.0,0.6,0.0,0.06,0.6951461626470052,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
ARM,4.799094829610304,34.834871035718194,2,6,73.311777604585,8,62.5,0.176798,0.356985,0.116736,8,0,2,0.0,10.471071702761785,3.2705301720427564,9.60135508454181,2,6,253985.0,224994.0,2.072659854862235,18.44443743952976,0,0,-30.03577620610789,SHORT,2.399547414805152,5.805811839286366,0.318511,0.724375,0.1377669756460277,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.3333,0,0.0,176152535537.0,1e-06,1e-06,0.0,0.0,0.431886,0.533992,0.0,0.0,1.362198623761018e-07,3.295900238726273e-07,0.14062586937836918,0.25727636649243396,0.4946,0.0,0.0,0.1556,0.0,0.6,0.1561,0.449,0.0,0.0,0.7778,0.3,0.6,0.446,0.09116348412698413,0.2123759920634921,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
ASTS,235652.40375346883,124585.44618929658,1,1,360237.84994276543,2,49.0,0.69789,0.068767,1.327014,2,1,0,235652.40375346883,0.0,235652.40375346883,124585.44618929658,1,1,263750.0,143750.0,68026.81301371832,71345.69976497634,1,1,111066.95756417225,LONG,235652.40375346883,124585.44618929658,0.0,0.0,1.891492232531044,1.0,1.0,1.0,0.6923076923076923,0.6923076923076923,31-90,1.0,0,0.0,25029245946.0,1.1e-05,6e-06,3e-06,3e-06,0.288674,0.572665,0.0,0.0,0.09415082030912288,0.04977594868742219,0.14093570319284437,0.15918015007446235,0.2986,0.3608,0.0,0.0,0.15,0.6,0.0,0.2444,0.185,0.5624,0.0,0.0,0.6,0.0,0.1511526600388649,0.15525030739561113,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
AVGO,50015.68102982422,75.51857425352202,7,3,99941.73117981531,10,73.7,0.626131,0.740855,0.358444,10,1,1,102.55139086534618,19.136995383823734,49727.99199364419,29.657951815200445,7,3,949399.5,323387.5,5844.935632061523,39.53137287165042,1,0,49940.162455570695,LONG,7145.097289974889,25.17285808450734,0.005752,0.607276,99.0,1.0,0.14285714285714285,0.0,-0.16483516483516486,-0.3076923076923077,31-90,0.1429,0,0.0,1924832003523.0,0.0,0.0,0.0,0.0,0.116372,0.516136,0.0,0.0,3.7120628069864235e-05,1.3077950719041308e-07,0.20462441651925023,0.15982122745239374,0.1991,0.0,0.1638,0.9333,0.15,0.6,0.0,0.1748,0.0,0.0,0.3111,0.15,0.6,0.3623,0.18471147333333332,0.14234511111111112,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
AZO,8.240120656065221e-08,1.1632280854648714e-07,1,2,3.150468236536265e-07,3,35.333333,1.8,1.8,,3,0,1,0.0,4.556763780298536e-09,8.240120656065221e-08,1.117660447661886e-07,1,2,78480.0,134155.5,2.89879064242634e-08,7.903257755805027e-08,0,0,-3.3921601985834926e-08,SHORT,8.240120656065221e-08,5.816140427324357e-08,0.0,0.039173,0.7083839153326621,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.5,0,0.0,58861462232.0,1e-06,2e-06,0.0,0.0,0.35179,0.679425,0.0,0.0,1.3999177634403863e-14,9.881066842003145e-15,0.19711599104707506,0.13822957354289686,0.4872,0.0,0.884,0.0,0.0,0.6,0.0,0.4767,0.0,0.0,0.1556,0.15,0.6,0.0,0.1484,0.09473760933654071,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
