ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score
AAOI,57.9025996344648,26.682388439252094,1,2,111.26737651296898,3,78.666667,14.100707,41.0,0.65106,3,0,0,0.0,0.0,57.9025996344648,13.349593039746615,1,2,0.921630068691085,304920.0,111196.5,31.220211195212705,LONG,57.9025996344648,13.341194219626047,0.0,0.499685,2.1700680869065336,1.0,1132984711.0491943,0.000269,9.8e-05,0.2872157906791499,0.1408831648813756
AAPL,0.0,866575.1744383067,0,5,866575.1744383067,5,53.0,0.05854,,0.05854,5,0,0,0.0,0.0,0.0,218142.2043350307,0,5,0.0,0.0,872228.0,-866575.1744383067,SHORT,0.0,173315.03488766134,0.0,0.748271,0.0,1.0,10289169805.312805,0.0,8.5e-05,0.05,0.2938149608618237
ABNB,0.0,0.23471218489518011,0,3,0.23471218489518011,3,51.333333,0.531545,,0.531545,3,0,0,0.0,0.0,0.0,0.16804756665986745,0,3,729.8615432211395,0.0,343314.0,-0.23471218489518011,SHORT,0.0,0.07823739496506003,0.0,0.284027,0.0,1.0,589374104.1928864,0.0,0.000583,0.18,0.3165096039843659
ABVX,0.0026300798758315765,0.6440782783268696,1,2,1.2934167164054022,3,111.0,0.608784,1.15625,0.335052,3,0,0,0.0,0.0,0.0026300798758315765,0.32627212023158914,1,2,244.88924623371958,56065.0,55495.0,-0.6414481984510381,SHORT,0.0026300798758315765,0.3220391391634348,0.0,0.493428,0.004083478614841303,0.7,116586591.85211182,0.000481,0.000476,0.2802665327478085,0.28165968838168204
ADBE,64340.89177250814,521515.31160315656,7,12,650170.9124980415,19,82.473684,0.245455,0.311084,0.207172,19,1,0,0.7058724038957522,0.0,64190.008304008894,322244.662703587,7,12,6863.259926024521,638323.5,2357072.0,-457174.4198306484,SHORT,9191.555967501163,43459.609300263044,0.002345,0.382099,0.12337296785155158,1.0,1700281572.6797485,0.000375,0.001386,0.3640258738653977,0.5628867899886525
ADM,0.0,0.5998122027654588,0,1,1.1996244055309175,1,91.0,0.148209,,0.148209,1,0,0,0.0,0.0,0.0,0.5998122027654588,0,1,0.0,0.0,40000.0,-0.5998122027654588,SHORT,0.0,0.5998122027654588,0.0,0.0,0.0,0.7,292036655.0187683,0.0,0.000137,0.02857142857142857,0.04167420931164506
AEIS,0.0,0.05623477206941952,0,1,0.05623477206941952,1,30.0,1.525,,1.525,1,0,0,0.0,0.0,0.0,0.05623477206941952,0,1,0.0,0.0,54730.0,-0.05623477206941952,SHORT,0.0,0.05623477206941952,0.0,0.0,0.0,1.0,204930342.87963867,0.0,0.000267,0.05,0.15835896504335362
AFRM,3.9180847647205987,0.5123842001558863,5,5,8.496624240952997,10,59.4,2.428299,0.7609,4.095698,10,2,1,0.2791893216812246,0.19942524333736206,3.562781488144321,0.19942524333736206,5,5,43.54807372072131,997785.0,575035.0,3.4057005645647127,LONG,0.7836169529441197,0.10247684003117725,0.090683,0.61079,7.646771238317989,1.0,283453994.63529587,0.00352,0.002029,0.49752850769231205,0.6148843346574902
AG,10.151356790917655,0.0,1,0,20.30271358183531,1,119.0,0.047438,0.047438,,1,0,0,0.0,0.0,10.151356790917655,0.0,1,0,0.0,41559.5,0.0,10.151356790917655,LONG,10.151356790917655,0.0,0.0,0.0,99.0,0.7,415837359.9690056,0.0001,0.0,0.02857142857142857,0.02857142857142857
ALB,35.374526267031044,0.2210460198188168,3,3,70.96313203915872,6,82.0,2.077325,0.537182,3.617468,6,2,1,0.016109791772036745,0.0044867256736816396,35.358416475259006,0.21190274276896068,3,3,2805.8067379951617,355438.0,447848.0,35.15348024721223,LONG,11.791508755677015,0.07368200660627226,0.000455,0.041364,99.0,1.0,353305998.6193085,0.001006,0.001268,0.36591036910199454,0.5175904574222352
