ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score
AA,0.0,32509.011127846417,0,1,65018.022255692835,1,49.0,1.264706,,1.264706,1,0,0,0.0,0.0,0.0,32509.011127846417,0,1,0.0,0.0,33755.0,-32509.011127846417,SHORT,0.0,32509.011127846417,0.0,0.0,0.0,1.0,15197169139.0,0.0,2e-06,0.05,0.17560862669961458
ABBV,0.0,7.615103236212095,0,2,13.499788014623741,2,52.5,0.140073,,0.140073,2,0,1,0.0,5.884684778411646,0.0,5.884684778411646,0,2,6.801458632025604,0.0,139050.0,-7.615103236212095,SHORT,0.0,3.8075516181060474,0.0,0.227235,0.0,1.0,373295841813.0,0.0,0.0,0.18,0.21492154761904764
ADBE,108380.7354164759,70779.31154845336,7,5,261238.75887025503,12,84.416667,0.410553,0.410403,0.410763,12,1,2,11.012411843606552,1653.225685085746,86951.17559584245,69066.27513191037,7,5,1039.9960440351217,641392.0,535038.5,37601.42386802254,LONG,15482.9622023537,14155.862309690672,0.197725,0.024203,1.531248793544449,1.0,97363696000.0,7e-06,5e-06,0.3465555024713042,0.31486020401938375
AMAT,70834.77437804049,690929.9584501061,7,10,838651.4216173147,17,85.058824,0.773057,1.119415,0.530607,17,2,2,2413.2024462270074,382517.183188107,43821.104733826156,249617.5575308418,7,10,31.3707839974204,524344.5,1161379.0,-620095.1840720656,SHORT,10119.253482577213,69092.9958450106,0.381362,0.638722,0.10252091910580492,1.0,268676620473.0,2e-06,4e-06,0.3745321286119148,0.48280650116732565
AMD,0.0,80039.11143167752,0,1,160078.22286335504,1,49.0,0.01305,,0.01305,1,0,0,0.0,0.0,0.0,80039.11143167752,0,1,0.0,0.0,80267.5,-80039.11143167752,SHORT,0.0,80039.11143167752,0.0,0.0,0.0,1.0,332228817478.0,0.0,0.0,0.05,0.16275930601878652
APLD,190408.70228222993,0.0,2,0,190408.70228222993,2,39.5,9.69843,9.69843,,2,0,0,0.0,0.0,190148.91696222007,0.0,2,0,731.9463507599103,259734.0,0.0,190408.70228222993,LONG,95204.35114111497,0.0,0.001364,0.0,99.0,1.0,7189549438.0,3.6e-05,0.0,0.5720241189829973,0.18
ARKK,52148.123448791426,0.0,1,0,52148.123448791426,1,83.0,0.112291,0.112291,,1,0,0,0.0,0.0,52148.123448791426,0.0,1,0,0.0,59000.0,0.0,52148.123448791426,LONG,52148.123448791426,0.0,0.0,0.0,99.0,1.0,5723514000.0,1e-05,0.0,0.17657307809773815,0.05
ARM,180904.86166267152,183817.6457388216,10,14,548167.5988581593,24,60.791667,6.786771,1.679446,10.434861,24,0,8,0.0,81591.42266729758,112571.37178195112,79090.86015839285,10,14,50.12780703941303,1509065.0,821789.5,-2912.78407615007,SHORT,18090.486166267154,13129.831838487256,0.377732,0.569732,0.9841539474382741,1.0,163548326642.0,9e-06,5e-06,0.47078546998694654,0.6370196739914707
ASTS,250252.18299483313,64016.15009346679,1,1,378284.4831817667,2,66.0,0.094019,0.148219,0.039819,2,0,1,0.0,64016.15009346679,250252.18299483313,64016.15009346679,1,1,1.9546019452079857,259050.0,69225.0,186236.03290136633,LONG,250252.18299483313,64016.15009346679,0.0,0.0,3.9092038904159714,1.0,25711090247.0,1e-05,3e-06,0.31593486938010146,0.25805038821907417
AVGO,20282.224826107027,163485.95861018842,2,6,345756.70647979196,8,66.75,0.084324,0.115218,0.074025,8,0,3,0.0,1497.4355666918825,19440.42593418934,152150.24737317426,2,6,146.80763219660687,307825.0,612076.0,-143203.73378408139,SHORT,10141.112413053514,27247.659768364738,0.041504,0.069338,0.12406095910944515,1.0,1464977356152.0,0.0,0.0,0.2220857956442156,0.3531085803714795
