ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_z,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_z,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium
AAOI,0.8493493923254245,8.261792579341077e-12,2,1,0.8493493923336862,3,61.333333,12.401614,17.200461,2.803922,3,0,0,0.0,0.0,0.5122111627903304,8.261792579341077e-12,2,1,1619930.0,862670.0,0.5816070133320363,6.499209973002048e-13,1,0,0.8493493923171627,LONG,0.42467469616271225,8.261792579341077e-12,0.396937,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,13069941889.0,0.000124,6.6e-05,,,,,0.0,0.0,0.684768,0.078666,0.0,0.0,3.249247010961307e-07,6.321216000427985e-18,0.27849168336538804,0.2639772785077255,0.1671,0.0,1.6502,0.1556,0.0,0.6,0.2121,0.3896,0.0,1.6502,0.0,0.0,0.6,0.0,0.5567653412698412,0.42757444360052715,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.5,1,0.0,0.0,1619930.0,862670.0,1632140.0,1130489.0
AAPL,3.4470921172170407e-11,0.0008769831479784479,5,6,0.0017539663304278232,11,37.909091,47.990982,33.360396,60.183138,11,3,0,3.043821569695655e-11,0.0,1.6969647556182072e-11,0.0008769831270015183,5,6,4697325.5,2564511.5,1.8215836221364573e-11,0.0004766905481264237,0,1,-0.0008769831135075267,SHORT,6.894184234434081e-12,0.000146163857996408,0.507711,0.0,3.9306252636245115e-08,1.0,0.0,0.16666666666666666,-0.3076923076923077,-0.14102564102564105,31-90,0.0,0,0.0,4267411285800.0,1e-06,1e-06,,,,,0.0,0.0,0.528441,0.543557,0.0,0.0,1.6155424852942543e-20,3.4251176698804424e-13,0.404558281311768,0.33217340898467973,0.432,0.0,1.6502,0.6222,0.45,0.6,0.2912,0.2938,0.0,1.6502,0.7778,0.0,0.6,0.0,0.3663444365079365,0.3077777777777778,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.5,1,591720.0,5232573.0,5339313.0,5129023.0,0.0,0.0
ADBE,3.1068365324620014e-06,8.903435940621534e-06,1,4,1.9144644913489994e-05,5,64.4,13.772379,61.0,1.965474,5,0,0,0.0,0.0,3.1068365324620014e-06,4.875900032677075e-06,1,4,359765.0,2206415.0,3.1537327001786726e-07,3.0767859857130304e-06,1,1,-5.796599408159533e-06,SHORT,3.1068365324620014e-06,2.2258589851553835e-06,0.0,0.452357,0.34894804131595947,1.0,0.0,0.25,-0.3076923076923077,-0.05769230769230771,31-90,0.0,0,0.0,96151096000.0,4e-06,2.3e-05,,,,,0.0,0.0,0.101509,0.261929,0.0,0.0,3.2312024113193694e-13,2.314959556108839e-13,0.23973722230792732,0.3145002984591255,0.1472,0.0,1.6502,0.0,0.0,0.6,0.0,0.1765,0.0,1.6502,0.4667,0.0,0.6,0.2517,0.24242454626463222,0.31513593363724435,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.43027162270427,1,0.0,0.0,719530.0,3529950.0,818900.0,0.0
ALAB,876.7094717381253,5.586779078605765e-06,1,1,876.7094829116835,2,39.0,201.967836,401.0,2.935673,2,1,1,876.7094717381253,5.586779078605765e-06,876.7094717381253,5.586779078605765e-06,1,1,521255.0,750000.0,15.607986451106317,8.135080959923218e-07,1,0,876.7094661513463,LONG,876.7094717381253,5.586779078605765e-06,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,58570092756.0,9e-06,1.3e-05,,,,,0.0,0.0,0.017803,0.145613,0.0,0.0,0.00014968551874938152,9.538620848493445e-13,0.29593769920955926,0.28425509638524055,0.5592,0.0,1.6502,0.0,0.15,0.6,0.0,0.4424,0.0,1.6502,0.0,0.15,0.6,0.0,0.2773566128444154,0.288280429791546,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.7637744524110945,1,0.0,578205.0,521255.0,1500000.0,554885.0,0.0
ALHC,1.1210079888386328e-20,0.0,1,0,1.1210079888386328e-20,1,93.0,64.655172,64.655172,,1,0,0,0.0,0.0,1.1210079888386328e-20,0.0,1,0,543750.0,0.0,4.447046728658521e-21,0.0,1,0,1.1210079888386328e-20,LONG,1.1210079888386328e-20,0.0,0.0,0.0,99.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,1,1.0,3969289402.0,0.000137,0.0,611634.0,53988.0,0.889012056229706,0.0,0.0,0.0,0.396701,0.0,0.0,0.0,2.824203214494242e-26,0.0,0.4808020881400903,0.1611153976514437,2.815,0.0,1.6502,0.0,0.0,0.3429,0.0,0.7783,0.0,0.49,0.0,0.0,0.3429,0.0,0.4942857142857142,0.03428571428571428,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1.0186166237736092,1,-1.2266937060842595,1,0.0,0.0,543750.0,0.0,0.0,0.0
APP,4.057955113926628e-09,2.6170400123662685e-19,6,1,8.115361228613065e-09,7,59.571429,5.949914,5.716804,6.882353,7,0,0,0.0,0.0,3.892359918403924e-09,2.6170400123662685e-19,6,1,7061412.5,564171.5,1.733020821948543e-09,2.9456053513006226e-20,1,0,4.057955113664924e-09,LONG,6.763258523211047e-10,2.6170400123662685e-19,0.040808,0.0,99.0,1.0,0.16666666666666666,0.0,-0.14102564102564105,-0.3076923076923077,31-90,0.0,0,0.0,159237454880.0,4.4e-05,4e-06,,,,,0.0,0.0,0.427093,0.112555,0.0,0.0,4.2472787123530585e-17,1.6434826934017804e-26,0.3278410119596883,0.2594516330789537,0.2505,0.0,1.6502,0.7778,0.0,0.6,0.0,0.3443,0.0,1.6502,0.0,0.0,0.6,0.0,0.4583360056695224,0.24242454626463222,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.5,1,0.0,0.0,12532201.0,1128343.0,0.0,0.0
ARM,0.024747298889144224,206069.87453897702,1,5,412139.7610747783,6,44.166667,73.38143,23.680851,83.321546,6,1,3,0.024747298889144224,206069.83704120346,0.024747298889144224,164110.25890643432,1,5,671920.0,2998764.5,0.01505069473923995,79261.41822923828,0,1,-206069.84979167813,SHORT,0.024747298889144224,41213.974907795404,0.0,0.203618,1.2009178413151994e-07,1.0,0.0,0.2,-0.3076923076923077,-0.1076923076923077,31-90,0.6,0,0.0,345668989165.0,2e-06,9e-06,,,,,0.0,0.0,0.608175,0.384634,0.0,0.0,7.159247622682018e-10,0.0011922959883486255,0.3091110248579351,0.4140023378701359,0.6909,0.0,1.6502,0.0,0.15,0.6,0.0,0.7436,0.0,1.6502,0.6222,0.45,0.6,0.074,0.24918205378098518,0.3769801207809233,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.7839364393559447,1,8233183.0,1160215.0,1343840.0,4432679.0,763733.0,0.0
AVGO,0.013415395669031322,0.002538612555470394,1,1,0.015954008224501715,2,36.5,140.5,140.5,,2,0,0,0.0,0.0,0.013415395669031322,0.002538612555470394,1,1,534570.0,947500.0,0.007333483253354928,0.0012560107435262804,1,0,0.010876783113560927,LONG,0.013415395669031322,0.002538612555470394,0.0,0.0,5.284538453937295,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,1865732650448.0,0.0,1e-06,,,,,0.0,0.0,0.546647,0.494763,0.0,0.0,7.190416947363822e-11,1.3606518355461176e-11,0.24938282690470653,0.09341109703947274,0.2437,0.0,1.6502,0.0,0.0,0.6,0.0,0.2843,0.0,0.0498,0.0,0.0,0.6,0.0,0.23,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.4144446287430914,1,2980865.0,0.0,534570.0,947500.0,1357785.0,16637700.0
AXP,4.446520004204937e-29,1.0038535530904786e-27,1,1,2.0521723062230067e-27,2,82.0,5.215827,,5.215827,2,0,0,0.0,0.0,4.446520004204937e-29,1.0038535530904786e-27,1,1,500070.0,628356.5,2.967248100063626e-29,5.613834297355742e-28,0,1,-9.593883530484292e-28,SHORT,4.446520004204937e-29,1.0038535530904786e-27,0.0,0.0,0.044294508800768934,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,217239092922.0,2e-06,3e-06,,,,,0.0,0.0,0.667319,0.559228,0.0,0.0,2.0468323377696416e-36,4.6209618148742386e-35,0.1058152403508814,0.26530058163352194,0.2577,0.0,0.2005,0.0,0.0,0.6,0.0,0.4028,0.0,1.6502,0.0,0.0,0.6,0.0,0.06418205378098515,0.23832330638683377,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.7901510666519798,1,0.0,0.0,500070.0,1256713.0,0.0,0.0
BB,0.0,0.009211837499421952,0,2,0.018423674998843904,2,96.0,12.022642,,12.022642,2,0,0,0.0,0.0,0.0,0.009211837496791667,0,2,0.0,823195.0,0.0,6.645835609964691e-05,0,1,-0.009211837499421952,SHORT,0.0,0.004605918749710976,0.0,0.0,0.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,5196880416.0,0.0,0.000158,,,,,0.0,0.0,0.0,0.007214,0.0,0.0,0.0,8.862853059944215e-09,0.14449058631461958,0.31257187587127166,0.7926,0.0,0.3095,0.0,0.0,0.3429,0.0,0.9771,0.0,1.6502,0.1556,0.0,0.3429,0.0,0.03428571428571428,0.5098412698412698,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-1.7212813508191425,1,0.0,0.0,0.0,1646390.0,0.0,0.0
