ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score
AA,4031.4546012887095,6.857202884613516,5,1,8069.766405462033,6,90.0,11.293747,13.485066,0.337151,6,1,0,1844.9609076627162,0.0,1844.9609076627162,6.857202884613516,5,1,7.836895248908029,824919.5,109395.0,4024.597398404096,LONG,806.2909202577418,6.857202884613516,0.542359,0.0,99.0,1.0,394294243.08651024,0.002092,0.000277,0.6122474772872593,0.22893414322100467
AAOI,2687.885322297966,1575.9015865580827,1,5,5839.6884954141315,6,84.833333,7.139394,41.0,0.367273,6,0,0,0.0,0.0,2687.885322297966,619.6988635520293,1,5,7.656940566811287,304920.0,656096.5,1111.9837357398833,LONG,2687.885322297966,315.18031731161653,0.0,0.606766,1.705617498722468,1.0,1132609116.2982662,0.000269,0.000579,0.3772784877025362,0.3638829513654974
AAP,15.673455277906083,27.374310237704172,1,1,70.42207575331443,2,30.5,69.543401,138.631579,0.455223,2,0,0,0.0,0.0,15.673455277906083,27.374310237704172,1,1,3.493079190558839,3752500.0,675000.0,-11.70085495979809,SHORT,15.673455277906083,27.374310237704172,0.0,0.0,0.5725607382179133,1.0,79798906.86510544,0.047024,0.008459,0.5800000000000001,0.43
ABVX,0.12209042667077653,29.898632559759598,1,2,60.04144597286075,3,111.0,0.608784,1.15625,0.335052,3,0,0,0.0,0.0,0.12209042667077653,15.145814671221194,1,2,0.9662633998540715,56065.0,55495.0,-29.77654213308882,SHORT,0.12209042667077653,14.949316279879799,0.0,0.493428,0.004083478614841314,0.7,116274821.00659943,0.000482,0.000477,0.19227069308423914,0.19366500003128734
ACHR,3318.8332935392464,0.0,2,0,6637.666587078493,2,56.0,580.96875,580.96875,,2,1,0,1705.6294257750656,0.0,1705.6294257750656,0.0,2,0,1.0572931666342842,251377.5,0.0,3318.8332935392464,LONG,1659.4166467696232,0.0,0.486076,0.0,99.0,1.0,178902341.47694007,0.001405,0.0,0.4550174586299671,0.095816037220819
AEM,2.0800546968748383,6011.233494341974,1,3,6989.32538658039,4,58.5,0.968474,1.378049,0.831949,4,1,1,2.0800546968748383,973.9317828446664,2.0800546968748383,5030.34921449598,1,3,627.9546428708799,41815.0,607675.0,-6009.153439645099,SHORT,2.0800546968748383,2003.7444981139913,0.0,0.163175,0.00034602793234245075,1.0,477319582.55250853,8.8e-05,0.001273,0.24518294000000002,0.39230151750580955
AGNC,0.0,657.4350680995872,0,1,657.4350680995872,1,90.0,0.08687,,0.08687,1,0,0,0.0,0.0,0.0,657.4350680995872,0,1,0.0,0.0,72000.0,-657.4350680995872,SHORT,0.0,657.4350680995872,0.0,0.0,0.0,1.0,216799154.325,0.0,0.000332,0.05,0.10944617789869021
AGRO,8.298591318128482,0.0,1,0,8.298591318128482,1,92.0,4.170492,4.170492,,1,0,0,0.0,0.0,8.298591318128482,0.0,1,0,0.0,120000.0,0.0,8.298591318128482,LONG,8.298591318128482,0.0,0.0,0.0,99.0,0.7,26333546.682755426,0.004557,0.0,0.42155706475975463,0.02857142857142857
ALAB,0.14492007591429812,52.70152949068264,1,3,89.91615582113053,4,54.25,1.943465,3.0,1.591286,4,0,1,0.0,36.9247861786193,0.14492007591429812,36.9247861786193,1,3,22.79264916126531,46460.0,406490.0,-52.55660941476834,SHORT,0.14492007591429812,17.567176496894213,0.0,0.29936,0.0027498267567342472,1.0,562772275.9501362,8.3e-05,0.000722,0.33,0.4079887478084649
AMZN,10286.829503990786,8983.097021594473,4,6,23820.24942672327,10,85.6,0.077371,0.133399,0.040019,10,0,0,0.0,0.0,5150.5604379238885,3379.94007567227,4,6,1.758950284609198,652752.5,717358.0,1303.7324823963136,LONG,2571.7073759976965,1497.182836932412,0.499305,0.623744,1.1451317378919843,1.0,9433033421.53916,6.9e-05,7.6e-05,0.19474296471401764,0.23029813138068428
