ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score
AAL,510833.27717940335,442912.38533145236,5,6,1143137.8756234213,11,49.090909,0.777321,1.205665,0.420367,11,1,1,184033.45799371385,18805.52406849338,184033.45799371385,138021.24097518396,5,6,1.1354577530638235,1042538.0,831958.0,67920.89184795099,LONG,102166.65543588068,73818.73088857539,0.639739,0.688378,1.153350626664284,1.0,7415220355.0,0.000141,0.000112,0.13777966202581,0.09955028624173017,0.5424078804849826,0.5040742744206045
ABVX,1663.490226218548,0.07046580626391712,2,2,3327.121276556801,4,44.0,0.252141,0.199685,0.304598,4,1,1,0.00010749282270717412,0.05039793130291449,1663.4901187257253,0.05039793130291449,2,2,32972.34625222848,78515.0,144600.0,1663.4197604122842,LONG,831.745113109274,0.03523290313195856,0.0,0.284789,99.0,1.0,9527252140.0,8e-06,1.5e-05,0.0008730167952805686,3.698118052741969e-08,0.23035434448543418,0.2665340881990813
ADBE,134473.9109150742,191089.45362340636,12,6,446541.906066748,18,49.055556,0.402382,0.515703,0.175742,18,1,3,8580.364178340871,85987.15175157081,48932.894062854575,75592.83665171593,12,6,7.99154661605389,1842469.5,658314.0,-56615.542708332156,SHORT,11206.15924292285,31848.242270567727,0.636116,0.604411,0.7037223057850778,1.0,97052462000.0,1.9e-05,7e-06,0.0011546496618419478,0.003281549134793482,0.4117492554191339,0.34131304068592433
ADC,2.4409987806395724e-29,0.0,1,0,2.4409987806395724e-29,1,31.0,3.061224,3.061224,,1,0,0,0.0,0.0,2.4409987806395724e-29,0.0,1,0,0.0,168750.0,0.0,2.4409987806395724e-29,LONG,2.4409987806395724e-29,0.0,0.0,0.0,99.0,1.0,9305794021.0,1.8e-05,0.0,2.623095648937717e-35,0.0,0.25692506767675094,0.05
ALAB,508359.4589685347,122763.36391010255,2,2,1080740.697288955,4,55.25,0.597053,0.857465,0.336641,4,1,0,381459.42273407325,0.0,381459.42273407325,68158.45167624457,2,2,0.321968550891821,832150.0,188797.5,385596.0950584322,LONG,254179.72948426736,61381.681955051274,0.249627,0.444798,4.140970422908885,1.0,28390928028.0,2.9e-05,7e-06,0.08952850334219,0.02162017454819187,0.2417081001235045,0.12917425149938402
AMAT,511186.26743717,97646.29772239257,12,6,676359.4834202136,18,63.888889,2.095588,0.819715,4.647333,18,3,2,166944.56128872433,49734.302518275006,121486.92953535459,44688.30240076707,12,6,13.917230611900207,1213095.0,755580.0,413539.9697147774,LONG,42598.85561976417,16274.382953732094,0.762343,0.542345,5.235080892574826,1.0,314055232668.0,4e-06,2e-06,0.0013564128595429923,0.000518201299035077,0.4147039300310869,0.4568679568719494
AMZN,2741007.0625939206,3903716.1995756645,16,13,10548439.461745251,29,58.586207,0.425015,0.418648,0.432851,29,0,0,0.0,0.0,532428.4688479068,1146198.1184561176,16,13,0.43918101375427643,3267755.0,4849172.5,-1162709.1369817439,SHORT,171312.94141212004,300285.86150582036,0.805754,0.706383,0.702153261779601,1.0,2575200167504.0,1e-06,2e-06,0.0006652412638593616,0.0011660680412151066,0.23903117726268527,0.23594946746796808
ANF,0.002973316720592982,0.0017343038845920936,3,2,0.004707620605185076,5,59.4,1.339162,1.073588,1.737524,5,0,0,0.0,0.0,0.002711483116405887,0.0017238768085350458,3,2,450.4573647996416,356526.0,687226.0,0.0012390128360008886,LONG,0.0009911055735309941,0.0008671519422960468,0.088061,0.006012,1.7144150728188579,1.0,4191453331.0,8.5e-05,0.000164,2.3645869231103554e-09,2.0688574435091256e-09,0.46255373349385553,0.5175847733333333
APLD,95314.83436095982,111192.56784219496,2,3,317699.97004534974,5,50.4,3.780316,7.26631,1.45632,5,0,1,0.0,16087.79625731967,49625.27095592682,53777.573395500185,2,3,1.4017294301288652,154292.0,157930.0,-15877.733481235133,SHORT,47657.41718047991,37064.189280731654,0.479354,0.516356,0.857205083133174,1.0,7887239276.0,2e-05,2e-05,0.06042344540693241,0.04699260157291525,0.38435317919283657,0.31543449768984805
ARM,67534.71835436081,262550.33086688054,1,2,592635.3800881219,3,65.0,0.329688,0.407407,0.290829,3,1,1,67534.71835436081,209637.11639274913,67534.71835436081,209637.11639274913,1,2,0.0,68005.0,264407.5,-195015.61251251973,SHORT,67534.71835436081,131275.16543344027,0.0,0.201536,0.25722579793130246,1.0,166485434834.0,0.0,2e-06,0.00405649409641742,0.007885084095454516,0.0625,0.08776482329288811
