ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier
AAL,55250.749490708724,0.0,1,0,55250.749490708724,1,59.0,0.049642,0.049642,,1,0,0,0.0,0.0,55250.749490708724,0.0,1,0,66789.0,0.0,44011.00336376587,0.0,1,0,55250.749490708724,LONG,55250.749490708724,0.0,0.0,0.0,99.0,1.0,1.0,0.0,0.6923076923076923,-0.3076923076923077,31-90,0.0,0,0.0,8438692443.0,8e-06,0.0,5e-06,0.0,0.796568,0.0,0.0,0.0,0.06547311667524973,0.0,0.10447125292002465,0.0927275544317546,0.1967,0.248,0.0,0.0,0.0,0.6,0.0,0.3273,0.0,0.0,0.0,0.0,0.6,0.0,0.11324810435842278,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
AAOI,0.0,287023.41830920556,0,2,574046.8366184111,2,73.5,0.446883,,0.446883,2,0,0,0.0,0.0,0.0,225539.1650400888,0,2,0.0,371100.0,0.0,89487.34206371874,0,1,-287023.41830920556,SHORT,0.0,143511.70915460278,0.0,0.214213,0.0,1.0,0.0,0.5,-0.3076923076923077,0.1923076923076923,31-90,0.0,0,0.0,11988195406.0,0.0,3.1e-05,0.0,7e-06,0.0,0.311777,0.0,0.0,0.0,0.11971085246306234,0.08650276735403012,0.1642165538291366,0.265,0.0,0.0,0.0,0.0,0.6,0.0,0.3462,0.4588,0.0,0.1556,0.0,0.6,0.0816,0.06,0.23999020924951273,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
ABBV,18.212642502663964,6.261411647739681,4,9,48.9481081911188,13,70.307692,0.565286,1.497269,0.151071,13,0,4,0.0,6.851235383781712e-08,9.925963502322876,6.261411579118211,4,9,161909.0,932556.5,7.507280334698318,2.198796987509433,0,0,11.951230854924283,LONG,4.553160625665991,0.695712405304409,0.454996,0.0,2.9087118891533956,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,368451058721.0,0.0,3e-06,0.0,0.0,0.412202,0.351166,0.0,0.0,1.2357572377377137e-07,1.8882084576427265e-08,0.20833836272741713,0.2842468920953438,0.085,0.0,0.6781,0.4667,0.0,0.6,0.2536,0.398,0.0,0.0,1.2444,0.6,0.6,0.0,0.1998378158095238,0.2527677508312782,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
ABVX,0.049821188454015515,47.480281830342236,2,4,95.01052568521807,6,54.0,0.468996,0.231161,0.587914,6,1,3,0.04968035237444173,40.28361883015124,0.04968035237444173,15.81833961183479,2,4,80565.0,212950.0,0.046275568928211025,4.113816319038558,0,0,-47.43046064188822,SHORT,0.024910594227007758,11.870070457585559,0.002827,0.666844,0.0010493027112188984,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.75,0,0.0,9436935266.0,9e-06,2.3e-05,0.0,0.0,0.926447,0.086643,0.0,0.0,2.63969112056509e-08,1.257831077887311e-05,0.14614370276605385,0.274872257975732,0.5559,0.0,0.0,0.1556,0.15,0.6,0.0,0.7674,0.0,0.0598,0.4667,0.45,0.6,0.4049,0.12291216839997093,0.2817823536372444,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
ADI,42.224028666340566,172475.50207132092,7,3,172517.72609998725,10,54.6,7.210205,7.287326,7.030254,10,0,0,0.0,0.0,42.224028666332416,172475.5020713209,7,3,1814302.0,380099.0,21.803260833998763,95142.18499268097,0,0,-172433.2780426546,SHORT,6.0320040951915095,57491.83402377364,0.0,0.0,0.0002448117452000828,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,181343434118.0,1e-05,2e-06,0.0,1e-06,0.516371,0.551627,0.0,0.0,3.32628756289378e-07,0.0031703289564023454,0.47645390012382083,0.3096589064254251,1.5312,0.0,1.7,0.9333,0.0,0.6,0.0,0.4855,0.0,1.7,0.3111,0.0,0.6,0.0,0.35956645736846293,0.2652931648920963,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
AGIO,0.0,2.5649474945873152e-20,0,1,5.1298949891746305e-20,1,45.0,0.217949,,0.217949,1,0,0,0.0,0.0,0.0,2.5649474945873152e-20,0,1,0.0,43875.0,0.0,2.3148999024869803e-20,0,0,-2.5649474945873152e-20,SHORT,0.0,2.5649474945873152e-20,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,2058928924.0,0.0,2.1e-05,0.0,0.0,0.0,0.902514,0.0,0.0,0.0,1.2457678673065817e-25,0.13146700452861523,0.3414994530821066,0.7147,0.0,0.0,0.0,0.0,0.6,0.0,2.815,0.0,0.0,0.0,0.0,0.6,0.0,0.06,0.1366899150099666,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
AGX,8.974003169656526e-18,0.0,1,0,8.974003169656526e-18,1,106.0,1.2,1.2,,1,0,0,0.0,0.0,8.974003169656526e-18,0.0,1,0,62815.0,0.0,5.369724564278563e-18,0.0,0,0,8.974003169656526e-18,LONG,8.974003169656526e-18,0.0,0.0,0.0,99.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,8338011761.0,8e-06,0.0,0.0,0.0,0.598364,0.0,0.0,0.0,1.0762761467465537e-23,0.0,0.13090590832711058,0.08407832110033697,0.4902,0.0,0.476,0.0,0.0,0.3429,0.0,0.4979,0.0,0.0,0.0,0.0,0.3429,0.0,0.11033008722215128,0.03428571428571428,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
AHCO,0.0,337810.29210987914,0,2,337810.29210987914,2,72.5,0.316569,,0.316569,2,0,0,0.0,0.0,0.0,337810.29210987914,0,2,0.0,575000.0,0.0,138470.52261066402,0,1,-337810.29210987914,SHORT,0.0,168905.14605493957,0.0,0.0,0.0,1.0,0.0,0.5,-0.3076923076923077,0.1923076923076923,31-90,0.0,0,0.0,1720681571.0,0.0,0.000334,0.0,8e-05,0.0,0.409906,0.0,0.0,0.0,0.9816176851175189,0.1372853366686863,0.5270550086376622,0.7729,0.0,0.0,0.0,0.0,0.6,0.0,2.815,1.7,0.0,0.1556,0.0,0.6,0.0,0.06,0.5355555555555556,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
ALAB,7.799661811065442,1.6317453901282786,2,2,9.431407201193721,4,69.25,0.276402,0.305284,0.247521,4,0,1,0.0,0.8999942425805026,7.645156490007697,0.8999942425805026,2,2,569400.0,127692.0,3.297725985549521,0.6429501859854965,0,0,6.167916420937163,LONG,3.899830905532721,0.8158726950641393,0.019809,0.448447,4.779950265679792,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,29625834247.0,1.9e-05,4e-06,0.0,0.0,0.422804,0.394026,0.0,0.0,1.3163615488490858e-06,2.7539231073189337e-07,0.11933013502769779,0.15251057579370073,0.4377,0.0,0.0,0.1556,0.0,0.6,0.0,0.3707,0.0,0.0,0.1556,0.15,0.6,0.2489,0.14517072304175083,0.12786917324875918,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
ALLY,0.0,1.7628133558935448,0,3,1.7628133558935448,3,57.666667,4.090803,,4.090803,3,0,1,0.0,0.15312031842156532,0.0,1.6096930374719796,0,3,0.0,303713.0,0.0,0.39634487897998455,0,0,-1.7628133558935448,SHORT,0.0,0.5876044519645149,0.0,0.086861,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.3333,0,0.0,14020399512.0,0.0,2.2e-05,0.0,0.0,0.0,0.224837,0.0,0.0,0.0,4.1910678184425973e-07,0.12174897740452009,0.4558434775605465,0.6175,0.0,0.0,0.0,0.0,0.6,0.0,1.7973,0.0,1.7,0.3111,0.15,0.6,0.0,0.06,0.3562946674495088,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
