ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score
AA,2970.8762679679035,7.3123311713428,2,1,2996.148672996674,3,62.666667,0.576843,0.834962,0.060606,3,0,0,0.0,0.0,2960.2285252818183,7.3123311713428,2,1,203.8695964932942,103083.0,45880.0,2963.5639367965605,LONG,1485.4381339839517,7.3123311713428,0.003584,0.0,99.0,1.0,18576956234.0,6e-06,2e-06,0.0007996133033167547,3.9362374972707275e-06,0.23111211307897828,0.18360521877671135
AAL,85160.75323330773,290640.6630101025,1,2,375801.41624341026,3,71.666667,1.116903,2.115489,0.61761,3,0,0,0.0,0.0,85160.75323330773,203083.7051468148,1,2,3.292079412240318,117408.0,473902.0,-205479.90977679478,SHORT,85160.75323330773,145320.33150505126,0.0,0.301255,0.2930104561120809,1.0,8101937111.0,1.4e-05,5.8e-05,0.10511159500076218,0.17936492164046774,0.35680207160983324,0.4384323458790347
AAPL,593573.3927463731,1627109.095490712,2,6,3205150.966051859,8,80.125,0.436291,0.090617,0.551515,8,1,2,449573.7135528276,713839.7581953059,449573.7135528276,569904.9457701449,2,6,0.7846468916839547,739520.0,1966274.0,-1033535.7027443389,SHORT,296786.69637318654,271184.849248452,0.242598,0.649744,0.36480245509743164,1.0,3867012276000.0,0.0,1e-06,0.0007674832019932966,0.0007012774459794655,0.12002027006820948,0.21802636054439994
ABVX,163.46549131995295,155784.87463361968,2,4,311733.6768478763,6,54.0,0.468996,0.231161,0.587914,6,1,3,163.00340200298785,132172.30958459116,163.00340200298785,51900.66188206415,2,4,1900.6548382930926,80565.0,212950.0,-155621.40914229973,SHORT,81.73274565997647,38946.21865840492,0.002827,0.666844,0.001049302711218896,1.0,9618354378.0,8e-06,2.2e-05,8.497581025598647e-05,0.04049156137092053,0.23035434448543418,0.38538657591690195
ACMR,0.000115591200193054,0.00014502428044854045,1,3,0.00040563976109013494,4,36.0,0.740043,0.120273,0.946634,4,1,0,0.000115591200193054,0.0,0.000115591200193054,0.00014399308252593777,1,3,195.68375594974154,51870.0,123032.5,-2.9433080255486448e-05,SHORT,0.000115591200193054,4.834142681618015e-05,0.0,0.007111,0.7970472243375115,1.0,2907199948.0,1.8e-05,4.2e-05,3.9760319985068324e-10,1.6628174078441524e-10,0.24942506767675093,0.3581383424226826
AI,323.8117944623829,1.932612709106731e-14,1,2,323.811794462383,3,34.666667,26.384663,2.625199,38.264394,3,0,0,0.0,0.0,323.8117944623829,1.9211603032755893e-14,1,2,1.413728256039724e+18,90758.0,68209.0,323.8117944623829,LONG,323.8117944623829,9.663063545533655e-15,0.0,0.005926,99.0,1.0,1321494264.0,6.9e-05,5.2e-05,0.002450345818999203,7.312225114231487e-20,0.4958830508675168,0.4929095514395985
ALB,28384.72763274557,1577.077301129511,2,4,31508.51711670736,6,56.666667,2.740778,2.17699,3.022672,6,1,1,6982.37267617279,7.09044306642973,21402.354956572777,1539.6217397658522,2,4,706.3253262513715,486498.0,267130.0,26807.65033161606,LONG,14192.363816372785,394.26932528237774,0.24599,0.02375,17.99831093404,1.0,25410217576.0,1.9e-05,1.1e-05,0.005585298029788419,0.00015516172740479242,0.37711173675380066,0.41704702861686005
ALK,0.0,229.86776175286116,0,2,459.7355235057223,2,30.0,0.595918,,0.595918,2,0,0,0.0,0.0,0.0,167.01533817227104,0,2,2.6572617038087962,0.0,97722.5,-229.86776175286116,SHORT,0.0,114.93388087643058,0.0,0.273429,0.0,1.0,4717495668.0,0.0,2.1e-05,0.0,0.0002436332515492425,0.16514800716504785,0.262736201910914
AMD,1009315.1621974984,198998.92981885496,2,2,1208314.0920163533,4,69.25,0.351409,0.264082,0.438736,4,2,0,1009315.1621974984,0.0,539986.4972324482,105871.5968823683,2,2,0.19716233072887865,1316900.0,226920.0,810316.2323786435,LONG,504657.5810987492,99499.46490942748,0.464997,0.467979,5.071962764404106,1.0,453678121173.0,3e-06,1e-06,0.011123692273145993,0.0021931730948842824,0.13239882277831871,0.09816124861729904
APG,0.0,2.2834350362709917e-06,0,3,4.5668700725419835e-06,3,104.0,0.080187,,0.080187,3,0,0,0.0,0.0,0.0,1.152298956985551e-06,0,3,2529282854917753.5,0.0,285600.0,-2.2834350362709917e-06,SHORT,0.0,7.611450120903306e-07,0.0,0.495366,0.0,0.7,19152335702.0,0.0,1.5e-05,0.0,3.974162858950135e-13,0.15857142857142859,0.2609800643895575
AR,131048.64481826244,3.7514802260068277e-14,3,1,262096.3805915991,4,55.0,4643.529717,6965.162378,0.264395,4,0,0,0.0,0.0,131047.73531817255,3.7514802260068277e-14,3,1,287914159.7143284,433641.0,40089.0,131048.64481826244,LONG,43682.88160608748,3.7514802260068277e-14,7e-06,0.0,99.0,1.0,11566602250.0,3.7e-05,3e-06,0.037766390390131625,3.243372725129221e-20,0.48024008214826713,0.18717526412658086
ARKK,135029.63468406105,1893.8172804587973,2,4,136923.45196451986,6,52.0,0.777475,0.500381,0.916022,6,0,1,0.0,169.92513563855113,97861.50404766,926.2555304816242,2,4,140.51391574517098,237470.0,511003.0,133135.81740360224,LONG,67514.81734203052,473.4543201146993,0.275259,0.510906,71.30024426186918,1.0,5723514000.0,4.1e-05,8.9e-05,0.11796043015187964,0.0008272091587697686,0.36785904484902676,0.5161111439387104
ARM,16064.240274809259,99630.2102174726,4,9,210521.38877274265,13,65.076923,0.544296,0.290476,0.657105,13,2,3,3224.859761651545,32946.61187765767,8749.896146984434,25687.229727524285,4,9,10.395338460623723,362714.5,460988.0,-83565.96994266335,SHORT,4016.0600687023148,11070.023357496955,0.455318,0.742174,0.16123864678940525,1.0,171503875090.0,2e-06,3e-06,0.00023416730768297854,0.0006454678269915327,0.27398507591956844,0.386637802221819
ASTS,176917.52785045508,205595.13923184754,3,2,543943.9516472283,5,73.6,0.920464,1.399125,0.202473,5,0,0,0.0,0.0,81290.5290995842,132612.71495438582,3,2,0.6382183226885522,209641.0,249075.0,-28677.61138139246,SHORT,58972.50928348503,102797.56961592377,0.540517,0.354981,0.8605141566647011,1.0,26612412327.0,8e-06,9e-06,0.022159775881592528,0.038627678074726446,0.2205980871229657,0.14942358788683097
AVGO,234417.3434311744,213279.66808290285,3,4,690917.1942163333,7,66.857143,0.767558,1.270202,0.390575,7,0,1,0.0,51198.64773153642,121741.9647911842,79346.15633072949,3,4,1.935346779092576,392545.0,489542.5,21137.675348271558,LONG,78139.11447705813,53319.91702072571,0.480661,0.627971,1.099107784339083,1.0,1886623231278.0,0.0,0.0,0.00041417445296762636,0.0002826209077506523,0.23393388518924974,0.2240772413797259
AVTX,1.3341942535252911e-05,1.1922103358100006e-05,10,7,3.8605988428605824e-05,17,53.352941,3.113927,4.725771,0.811291,17,0,1,0.0,1.8934126039496322e-06,1.0842289423840033e-05,3.045306645033677e-06,10,7,8.533924980902139,1385065.0,905564.0,1.4198391771529052e-06,LONG,1.3341942535252912e-06,1.703157622585715e-06,0.187353,0.744566,1.1190930102269454,1.0,328609478.0,0.004215,0.002756,4.0601210337739894e-11,5.1829230031694794e-11,0.7062395,0.5872178885714285
B,51183.54724202986,18.198463436594825,11,8,52076.61263754778,19,65.105263,1.092431,0.767301,1.539485,19,2,2,50326.87877288549,17.5145338515843,50326.87877288549,17.5145338515843,11,8,23661098025369.34,2505590.0,793885.5,51165.34877859327,LONG,4653.049749275442,2.274807929574353,0.016737,0.037582,99.0,1.0,71035280748.0,3.5e-05,1.1e-05,0.0006550336255842065,3.202363537696584e-07,0.44721326474578516,0.3952494619501934
BBBY,74027.22383633092,0.0,1,0,74027.22383633092,1,62.0,0.591981,0.591981,,1,0,0,0.0,0.0,74027.22383633092,0.0,1,0,0.0,82458.0,0.0,74027.22383633092,LONG,74027.22383633092,0.0,0.0,0.0,99.0,1.0,359538135.0,0.000229,0.0,2.0589533245570992,0.0,0.45551886,0.05
BE,2605.249173281412,180038.81623398056,3,6,359216.26296119497,9,55.0,15.522554,59.279551,0.936888,9,0,2,0.0,108150.28458581933,2328.955043302321,108119.93402442649,3,6,168.1733043276507,281857.0,1553397.5,-177433.56706069913,SHORT,868.416391093804,30006.46937233009,0.106053,0.399463,0.014470486019501481,1.0,58931958043.0,5e-06,2.6e-05,0.00014735916129923253,0.005091714303881727,0.37131155762497303,0.40023320813334123
BITX,0.0,2.0870060191868508e-17,0,2,2.0870060191868508e-17,2,80.0,1.289264,,1.289264,2,0,0,0.0,0.0,0.0,1.4030598236411575e-17,0,2,2.051418419721908,0.0,178750.0,-2.0870060191868508e-17,SHORT,0.0,1.0435030095934254e-17,0.0,0.327716,0.0,1.0,1457377600.0,0.0,0.000123,0.0,7.16014167909144e-23,0.13889479818794936,0.46584940009271114
BTDR,313.08208003158063,87021.28497005804,1,3,173671.58878397007,4,46.25,384.737569,0.026152,512.974709,4,0,0,0.0,0.0,313.08208003158063,59670.24928089608,1,3,173.16878559307236,78739.0,3563113.0,-86708.20289002646,SHORT,313.08208003158063,29007.09499001935,0.0,0.314303,0.003597764387635792,1.0,2388585288.0,3.3e-05,0.001492,0.0013107427296168653,0.12144048251384587,0.2807135101320433,0.6630349239691703
BTU,8.070695195155041e-17,0.0,1,0,1.6141390390310082e-16,1,108.0,19.055556,19.055556,,1,1,0,8.070695195155041e-17,0.0,8.070695195155041e-17,0.0,1,0,0.0,27701.5,0.0,8.070695195155041e-17,LONG,8.070695195155041e-17,0.0,0.0,0.0,99.0,0.7,3278670220.0,8e-06,0.0,2.4615757772536946e-22,0.0,0.21559243972352946,0.02857142857142857
CAR,0.0,180895.5349122687,0,3,282935.55729123554,3,53.0,3.261064,,3.261064,3,0,1,0.0,78855.51253330176,0.0,78855.51253330176,0,3,0.8219916004328419,0.0,244619.0,-180895.5349122687,SHORT,0.0,60298.5116374229,0.0,0.564083,0.0,1.0,15830429575.0,0.0,1.5e-05,0.0,0.038090256080383654,0.0856196360187565,0.3675703391032735
CCL,422237.16675232496,370348.47819135286,2,4,1158987.8628746062,6,53.333333,2.213444,0.170742,3.234794,6,0,0,0.0,0.0,222402.71486175683,332545.97414505004,2,4,0.7232433531217833,485066.0,685672.5,51888.68856097211,LONG,211118.58337616248,92587.11954783821,0.473275,0.102073,1.1401077407267273,1.0,14410936731.0,3.4e-05,4.8e-05,0.14649886216071992,0.06424781488955536,0.27412900386190436,0.4327608690252831
CDNS,4.6068880641620725e-15,28848.60395458626,4,10,57475.05301821681,14,77.285714,0.662899,0.455913,0.745693,14,0,1,0.0,1.329696503093096e-22,1.787518977158718e-15,28626.449063630553,4,10,7.374672201908295e+18,166520.0,16504999.0,-28848.60395458626,SHORT,1.1517220160405181e-15,2884.860395458626,0.61199,0.007701,1.596918891262218e-19,1.0,83692950960.0,2e-06,0.000197,1.3761278612233057e-22,0.0003446957434727578,0.2601759330624256,0.5772415799999999
CELH,364.58532332762667,0.0,1,0,364.58532332762667,1,64.0,0.362076,0.362076,,1,0,0,0.0,0.0,364.58532332762667,0.0,1,0,0.0,116584.0,0.0,364.58532332762667,LONG,364.58532332762667,0.0,0.0,0.0,99.0,1.0,8955613356.0,1.3e-05,0.0,0.00040710257224689706,0.0,0.09108160844098791,0.05
CENX,480102.9757128034,0.0,1,0,480102.9757128034,1,62.0,26.338346,26.338346,,1,0,0,0.0,0.0,480102.9757128034,0.0,1,0,0.0,833000.0,0.0,480102.9757128034,LONG,480102.9757128034,0.0,0.0,0.0,99.0,1.0,6493687224.0,0.000128,0.0,0.739338004975651,0.0,0.6000000000000001,0.05
CIFR,825036.3943337466,0.0,4,0,825036.3943337466,4,62.0,0.560176,0.560176,,4,0,0,0.0,0.0,456576.7583240603,0.0,4,0,2.1367746566151853,1020115.0,0.0,825036.3943337466,LONG,206259.09858343666,0.0,0.446598,0.0,99.0,1.0,7024770517.0,0.000145,0.0,0.29361684923982645,0.0,0.5555186769224616,0.14259356845332471
CNC,1.962742295873155e-07,8.786725314026518e-09,5,2,2.0646315876897159e-07,7,62.571429,2.556412,2.430559,2.871044,7,3,1,1.9306042173023542e-07,8.815823956967562e-25,1.9165821786260583e-07,8.786725314026516e-09,5,2,2047712.2936934687,700614.0,325688.0,1.8748750427328898e-07,LONG,3.92548459174631e-08,4.393362657013259e-09,0.023518,0.0,22.337585684395638,1.0,19179069000.0,3.7e-05,1.7e-05,2.046754507085985e-14,2.2907069456881662e-15,0.4982234507376749,0.4019067520348199
CNR,1.707464744427985e-30,8.964455202260907e-07,1,2,8.964455202260907e-07,3,71.666667,17.464383,0.75188,25.820635,3,0,0,0.0,0.0,1.707464744427985e-30,8.964455202260907e-07,1,2,5.250155373055199e+23,200985.0,293440.0,-8.964455202260907e-07,SHORT,1.707464744427985e-30,4.4822276011304537e-07,0.0,0.0,1.9047055352536635e-24,1.0,4573374892.0,4.4e-05,6.4e-05,3.733489566785301e-36,9.800700154651685e-13,0.32490437576874537,0.5207148271118058
