ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium
AAPL,0.0,0.38547926970712887,0,1,0.7709585394142577,1,91.0,1.863986,,1.863986,1,0,1,0.0,0.38547926970712887,0.0,0.38547926970712887,0,1,0.0,752095.5,0.0,0.10889698076106268,0,0,-0.38547926970712887,SHORT,0.0,0.38547926970712887,0.0,0.0,0.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,1.0,0,0.0,3907679033800.0,0.0,0.0,0.0,0.0,0.0,0.282498,0.0,0.0,0.0,9.864660489586621e-10,0.05708853514045109,0.15053730920360758,0.228,0.0,0.0,0.0,0.0,0.3429,0.0,0.085,0.0,0.9275,0.0,0.15,0.3429,0.0,0.03428571428571428,0.14203676228571427,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,1303930.0,698022.0,0.0,1504191.0,29927824.0,0.0
ALAB,1.20077928898615e-05,0.0,1,0,2.4015585779723e-05,1,32.0,23.857143,23.857143,,1,1,0,1.20077928898615e-05,0.0,1.20077928898615e-05,0.0,1,0,1616352.5,0.0,7.594738260985472e-06,0.0,0,0,1.20077928898615e-05,LONG,1.20077928898615e-05,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,32676078141.0,4.9e-05,0.0,0.0,0.0,0.632484,0.0,0.0,0.0,3.674796234127876e-12,0.0,0.3126543520530927,0.10873321450928898,0.6765,0.0,1.7,0.0,0.15,0.6,0.0,0.4873,0.0,0.0,0.0,0.0,0.6,0.0,0.41004683663077984,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,3232705.0,0.0,0.0,0.0
ANET,27285.756144624662,0.0,4,0,27285.756144624662,4,43.75,2.430199,2.430199,,4,1,0,4.788342312298048e-13,0.0,27285.75614462459,0.0,4,0,3368262.0,0.0,5507.85804982631,0.0,0,0,27285.756144624662,LONG,6821.4390361561655,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.25,0,0.0,217205142431.0,1.6e-05,0.0,0.0,0.0,0.201858,0.0,0.0,0.0,0.00031405513515054764,0.0,0.3522725273817182,0.09276100891209774,0.9935,0.0,1.3125,0.4667,0.15,0.6,0.0,0.3276,0.0,0.0,0.0,0.0,0.6,0.0,0.31169711714062515,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,3368262.0,0.0,0.0,0.0
APH,0.0,384434.15488016186,0,1,384434.15488016186,1,86.0,13.848485,,13.848485,1,0,0,0.0,0.0,0.0,384434.15488016186,0,1,0.0,717320.0,0.0,204380.38943886504,0,0,-384434.15488016186,SHORT,0.0,384434.15488016186,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,186754624315.0,0.0,4e-06,0.0,1e-06,0.0,0.53164,0.0,0.0,0.0,0.020584987187880002,0.12216033217528378,0.3285847525727196,0.6216,0.0,0.0,0.0,0.0,0.6,0.0,0.9205,0.0653,1.7,0.0,0.0,0.6,0.0,0.06,0.24895683351033265,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,717320.0,0.0,0.0
APLD,0.00018305794554589072,64930.07098070725,1,4,64930.07116376519,5,58.6,4.353322,2.480984,4.821407,5,1,0,0.00018305794554589072,0.0,0.00018305794554589072,26998.836375547075,1,4,2052975.0,2751746.0,7.506233230313153e-05,24978.575587039464,0,0,-64930.07079764931,SHORT,0.00018305794554589072,16232.517745176812,0.0,0.584186,2.8193091857281806e-09,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,8950301961.0,0.000229,0.000307,0.0,3e-06,0.410047,0.3847,0.0,0.0,2.0452711689901244e-10,0.018136279441641524,0.2666022635917441,0.3792903173266646,0.569,0.0,1.3471,0.0,0.15,0.6,0.0,0.6253,0.0551,1.7,0.4667,0.0,0.6,0.3458,0.499706912,0.606763950318187,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,2052975.0,2751746.0,0.0,0.0
AVGO,0.0,0.0027135794513689646,0,1,0.0027135794513689646,1,30.0,2.076212,,2.076212,1,0,1,0.0,0.0027135794513689646,0.0,0.0027135794513689646,0,1,0.0,1664050.0,0.0,0.0014220433365097842,0,0,-0.0027135794513689646,SHORT,0.0,0.0027135794513689646,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,1.0,0,0.0,1904141503559.0,0.0,1e-06,0.0,0.0,0.0,0.524047,0.0,0.0,0.0,1.4250933800334992e-11,0.07872248077173381,0.2054766981197762,0.1872,0.0,0.0,0.0,0.0,0.6,0.0,0.2329,0.0,1.0718,0.0,0.15,0.6,0.0,0.06,0.182182416,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,1873215.0,0.0,1664050.0,25126980.0,0.0
AXTI,170246.41707715084,0.0,9,0,339708.2453086139,9,62.777778,327.333333,327.333333,,9,1,0,0.045022269038110234,0.0,169461.82823146312,0.0,9,0,11018870.5,0.0,30364.445476036915,0.0,0,0,170246.41707715084,LONG,18916.26856412787,0.0,0.004609,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.1111,0,0.0,4166352717.0,0.002645,0.0,7e-06,0.0,0.177103,0.0,0.0,0.0,0.04540246553524784,0.0,0.5247541163397669,0.09955045046204675,1.3858,0.1673,1.7,1.2444,0.15,0.6,0.0,0.3955,0.0,0.0,0.0,0.0,0.6,0.0,0.6761755906567284,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,11654143.0,0.0,0.0,0.0
CAR,965330.0612555909,367488.71204060805,1,1,2665637.5465923976,2,57.0,8.893985,14.314286,3.473684,2,0,0,0.0,0.0,965330.0612555909,367488.71204060805,1,1,1742500.0,625000.0,56518.344336723836,4584.0467755053705,0,1,597841.3492149828,LONG,965330.0612555909,367488.71204060805,0.0,0.0,2.6268291504663153,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,0.0,1,0.5,25173619768.0,6.9e-05,2.5e-05,2e-06,0.0,0.058548,0.012474,0.0,0.0,0.38346891315276455,0.14598167265072837,0.4699071223264161,0.38618578970517525,1.0424,1.3567,1.7,0.0,0.0,0.6,0.0,1.0046,0.5572,1.7,0.0,0.0,0.6,0.0,0.5841812752433273,0.37622015247227686,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,996670.0,3485000.0,1250000.0,0.0,0.0
CAVA,0.0,3.5943615872237937e-12,0,1,3.5943615872237937e-12,1,37.0,4.495536,,4.495536,1,0,0,0.0,0.0,0.0,3.5943615872237937e-12,0,1,0.0,590000.0,0.0,1.3558936123228568e-12,0,0,-3.5943615872237937e-12,SHORT,0.0,3.5943615872237937e-12,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,11203687437.0,0.0,5.3e-05,0.0,0.0,0.0,0.377228,0.0,0.0,0.0,3.208195165596526e-18,0.11257883958879897,0.31393220055163185,0.5258,0.0,0.0,0.0,0.0,0.6,0.0,0.8393,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.40629186576538495,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,590000.0,0.0,0.0
CCJ,6.662395753354867e-11,7.902092894507169e-10,2,1,9.234572045178142e-10,3,39.0,1687.131594,2526.189815,9.015152,3,0,0,0.0,0.0,6.661557466836473e-11,7.902092894507169e-10,2,1,1066000.0,515060.0,5.071244982371331e-13,4.204783310040083e-10,0,0,-7.235853319171681e-10,SHORT,3.3311978766774337e-11,7.902092894507169e-10,0.000126,0.0,0.08431178729860252,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,50778754815.0,2.1e-05,1e-05,0.0,0.0,0.007612,0.53211,0.0,0.0,6.5602196997816116e-18,1.5561809113469827e-16,0.29061901533355833,0.2814602883537667,0.4506,0.0,1.7,0.1556,0.0,0.6,0.0,0.5146,0.0,1.7,0.0,0.0,0.6,0.0,0.32224547056552216,0.2662331240351296,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,2132000.0,515060.0,0.0,0.0
