ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium
ADBE,0.038993791409960746,0.0,1,0,0.038993791409960746,1,115.0,5.048544,5.048544,,1,0,0,0.0,0.0,0.038993791409960746,0.0,1,0,560164.0,0.0,0.021972025260578284,0.0,0,0,0.038993791409960746,LONG,0.038993791409960746,0.0,0.0,0.0,99.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,101336982000.0,6e-06,0.0,,,,,0.0,0.0,0.563475,0.0,0.0,0.0,3.8479329698175485e-09,0.0,0.22769997123615043,0.06759562735506675,0.2341,0.0,1.7,0.0,0.0,0.3429,0.0,0.3331,0.0,0.0,0.0,0.0,0.3429,0.0,0.2247957435906624,0.03428571428571428,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,560164.0,0.0,0.0,0.0
AMAT,0.0,986790.5306486344,0,1,986790.5306486344,1,32.0,9.238095,,9.238095,1,0,1,0.0,986790.5306486344,0.0,986790.5306486344,0,1,0.0,1277285.0,0.0,656716.5905897295,0,1,-986790.5306486344,SHORT,0.0,986790.5306486344,0.0,0.0,0.0,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,1.0,0,0.0,308777727052.0,0.0,4e-06,,,,,0.0,2e-06,0.0,0.665508,0.0,0.0,0.0,0.031957956944299065,0.07237642777480827,0.2677036355201161,0.1238,0.0,0.0,0.0,0.0,0.6,0.0,0.1147,0.1124,1.7,0.0,0.15,0.6,0.0,0.06,0.2686610445864099,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,1147211.0,0.0,1277285.0,0.0,0.0
APLD,0.0,2.533307269020536e-10,0,2,2.533307269020536e-10,2,58.0,3.667143,,3.667143,2,0,0,0.0,0.0,0.0,1.4581321541608158e-10,0,2,0.0,1222290.0,0.0,7.699414715892904e-11,0,0,-2.533307269020536e-10,SHORT,0.0,1.266653634510268e-10,0.0,0.424416,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,9587568033.0,0.0,0.000127,,,,,0.0,0.0,0.0,0.303927,0.0,0.0,0.0,1.3211417432976748e-16,0.08718217253534843,0.30617222314043396,0.2718,0.0,0.0,0.0,0.0,0.6,0.0,0.3744,0.0,1.7,0.1556,0.0,0.6,0.2317,0.06,0.558728126984127,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,629000.0,0.0,1222290.0,0.0,0.0
ASML,0.0,1.6375522286814907e-09,0,1,1.6375522286814907e-09,1,57.0,1.451613,,1.451613,1,0,0,0.0,0.0,0.0,1.6375522286814907e-09,0,1,0.0,736398.0,0.0,4.669445986506929e-10,0,0,-1.6375522286814907e-09,SHORT,0.0,1.6375522286814907e-09,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,549998716308.0,0.0,1e-06,,,,,0.0,0.0,0.0,0.285148,0.0,0.0,0.0,2.977374637660898e-17,0.07849182568130955,0.15269930895201594,0.1849,0.0,0.0,0.0,0.0,0.6,0.0,0.2799,0.0,0.6471,0.0,0.0,0.6,0.0,0.06,0.124709684,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,11250300.0,962724.0,0.0,736398.0,0.0,0.0
AXTI,0.013508827579716512,0.0,5,0,0.027017655159433024,5,67.8,10.074509,10.074509,,5,0,0,0.0,0.0,0.013508687805348056,0.0,5,0,3512442.0,0.0,0.00588305083842124,0.0,0,0,0.013508827579716512,LONG,0.0027017655159433025,0.0,1e-05,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,5335065504.0,0.000658,0.0,,,,,0.0,0.0,0.435497,0.0,0.0,0.0,5.064165592564208e-09,0.0,0.35920523525783177,0.11032394395062793,0.6698,0.0,1.7,0.6222,0.0,0.6,0.0,0.5032,0.0,0.0,0.0,0.0,0.6,0.0,0.5822222222222222,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,2362950.0,7024884.0,0.0,1629570.0,0.0
BMNR,4.2421384702328336e-08,0.07743914550094635,1,1,0.07743918792233105,2,117.5,2.627489,2.739009,2.515969,2,0,0,0.0,0.0,4.2421384702328336e-08,0.07743914550094635,1,1,1096000.0,1533335.0,4.467167750489694e-09,0.04254187708695561,0,0,-0.07743910307956166,SHORT,4.2421384702328336e-08,0.07743914550094635,0.0,0.0,5.478028512312281e-07,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,11763318560.0,9.3e-05,0.00013,,,,,0.0,0.0,0.105305,0.549359,0.0,0.0,3.606242956522325e-14,6.583103662963825e-08,0.2126856141181384,0.18713779750867374,0.2615,0.0,1.5225,0.0,0.0,0.3429,0.0,0.1577,0.0,1.3709,0.0,0.0,0.3429,0.0,0.46141547915761616,0.4613716062857143,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,1096000.0,1533335.0,0.0,2679413.0
BTDR,0.0,2.4988874294242993e-18,0,1,2.4988874294242993e-18,1,31.0,1538.615385,,1538.615385,1,0,0,0.0,0.0,0.0,2.4988874294242993e-18,0,1,0.0,3433092.0,0.0,1.4191900326774487e-18,0,0,-2.4988874294242993e-18,SHORT,0.0,2.4988874294242993e-18,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,2788936675.0,0.0,0.001231,,,,,0.0,0.0,0.0,0.567929,0.0,0.0,0.0,8.960000604618602e-24,0.13769459302954137,0.5114994530821066,0.7769,0.0,0.0,0.0,0.0,0.6,0.0,2.815,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.52,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,3433092.0,0.0,0.0
CCL,0.0,0.5662839150656502,0,1,0.5662839150656502,1,50.0,2.413542,,2.413542,1,0,0,0.0,0.0,0.0,0.5662839150656502,0,1,0.0,500000.0,0.0,0.10666153636249402,0,0,-0.5662839150656502,SHORT,0.0,0.5662839150656502,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,14067944828.0,0.0,3.6e-05,,,,,0.0,0.0,0.0,0.188353,0.0,0.0,0.0,4.0253492744622683e-07,0.07777024142449089,0.22460806608360567,0.1777,0.0,0.0,0.0,0.0,0.6,0.0,0.3449,0.0,1.3012,0.0,0.0,0.6,0.0,0.06,0.3164167647362927,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,500000.0,0.0,0.0
CDNS,0.014470677996883688,1.2299155449317515e-05,1,1,0.028953655149216693,2,53.0,16.125818,21.551724,10.699911,2,0,0,0.0,0.0,0.014470677996883688,1.2299155449317515e-05,1,1,314794.0,15780000.0,0.000386426977682383,2.571980099277151e-06,0,0,0.014458378841434371,LONG,0.014470677996883688,1.2299155449317515e-05,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,0.5,94036707040.0,3e-06,0.000168,5306922.0,26368688.0,0.05931762328521128,0.598437055343823,0.0,0.0,0.026704,0.209118,0.0,0.0,1.538832914547758e-09,1.3079100530483137e-12,0.3136790409501288,0.5114994530821066,0.8368,0.0,1.7,0.0,0.0,0.6,0.0,2.815,0.0,1.7,0.0,0.0,0.6,0.0,0.23832330638683377,0.52,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,629588.0,15780000.0,0.0,0.0
CE,3.149157037459093e-20,0.0,1,0,3.149157037459093e-20,1,32.0,3.78458,3.78458,,1,0,0,0.0,0.0,3.149157037459093e-20,0.0,1,0,949375.0,0.0,3.960267874227312e-21,0.0,0,0,3.149157037459093e-20,LONG,3.149157037459093e-20,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,7586763341.0,0.000125,0.0,1590286.0,1265740.0,0.5969838129745215,0.0,0.0,0.0,0.125756,0.0,0.0,0.0,4.1508570861049257e-26,0.0,0.4638140926495628,0.12690318936607603,2.3381,0.0,1.7,0.0,0.0,0.6,0.0,0.669,0.0,0.0,0.0,0.0,0.6,0.0,0.52,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,949375.0,0.0,0.0,0.0
