ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score
AA,0.01247362782189117,0.0,3,0,0.02494725564378234,3,90.0,1.136259,1.136259,,3,1,0,0.006431387061108244,0.0,0.006431387061108244,0.0,3,0,0.9394926325180217,378332.5,0.0,0.01247362782189117,LONG,0.0041578759406303905,0.0,0.484401,0.0,99.0,1.0,15487392855.0,2.4e-05,0.0,0.21316546640633277,0.09071134740911428
ADBE,194339.2880428239,16122.438939298872,6,6,328468.24318750587,12,89.75,0.433149,0.4633,0.402998,12,1,2,99.8687931639279,14992.68791813086,90994.59110926345,14661.81927182266,6,6,196.82986007074544,551937.0,765257.5,178216.84910352502,LONG,32389.88134047065,2687.073156549812,0.531775,0.090595,12.053963347264832,1.0,95896450000.0,6e-06,8e-06,0.3659794997256771,0.27166666666666667
ADMA,422817.4400088039,0.0,1,0,422817.4400088039,1,84.0,2001.2,2001.2,,1,0,0,0.0,0.0,422817.4400088039,0.0,1,0,0.0,822780.0,0.0,422817.4400088039,LONG,422817.4400088039,0.0,0.0,0.0,99.0,1.0,2293472865.0,0.000359,0.0,0.5605235112499889,0.05
AMD,218957.32638822173,0.0,1,0,218957.32638822173,1,113.0,0.274499,0.274499,,1,0,0,0.0,0.0,218957.32638822173,0.0,1,0,0.0,221730.0,0.0,218957.32638822173,LONG,218957.32638822173,0.0,0.0,0.0,99.0,0.7,359130596388.0,1e-06,0.0,0.17857142857142858,0.02857142857142857
APD,0.0,0.005623462321857699,0,2,0.011246924643715399,2,90.0,1.459079,,1.459079,2,0,0,0.0,0.0,0.0,0.003541313549477846,0,2,0.5879594515675856,0.0,178500.0,-0.005623462321857699,SHORT,0.0,0.0028117311609288497,0.0,0.370261,0.0,1.0,64590281361.0,0.0,3e-06,0.07547824290126204,0.16566067337745252
APP,208.4992935419991,67732.97479308648,1,2,98596.31548286334,3,94.333333,0.154509,0.059659,0.201935,3,0,0,0.0,0.0,208.4992935419991,37078.13339685161,1,2,471.88560938458323,70760.0,117065.0,-67524.47549954448,SHORT,208.4992935419991,33866.48739654324,0.0,0.452584,0.00307825389596325,0.7,134094398300.0,1e-06,1e-06,0.15857142857142859,0.27487387690139387
ARM,185610.3891272593,41758.6756511193,11,12,269095.2236359376,23,60.391304,7.576085,2.529205,12.202393,23,0,8,0.0,29165.81304385459,112488.2689055481,6488.84059296846,11,12,1.8449184111461057,1616263.5,757346.0,143851.71347614,LONG,16873.671738841753,3479.889637593275,0.393955,0.844611,4.444834186744238,1.0,165946612828.0,1e-05,5e-06,0.4421512260686936,0.5499464644829979
ASTS,0.0,21126.467423303162,0,2,42252.934846606324,2,67.5,0.188845,,0.188845,2,0,0,0.0,0.0,0.0,16055.908908116256,0,2,3.166497114672272,0.0,137947.5,-21126.467423303162,SHORT,0.0,10563.233711651581,0.0,0.24001,0.0,1.0,28110713966.0,0.0,5e-06,0.18,0.23374473591766756
AVGO,184720.86542948504,104895.79939984252,4,6,381271.63890407054,10,67.4,0.069301,0.083464,0.05986,10,0,3,0.0,13579.866518802854,176300.33313432417,49575.48783981531,4,6,26.621878716326357,589410.0,518663.5,79825.06602964252,LONG,46180.21635737126,17482.633233307086,0.045585,0.527383,1.7609939243168813,1.0,1509459563741.0,0.0,0.0,0.3103954485495735,0.365591328086577
BA,18.072460542730433,64687.774450139936,3,7,126168.03453049948,10,80.4,0.228673,0.25203,0.218663,10,0,3,0.0,61053.27661075532,11.071354301711732,59563.39094222474,3,7,4067.883539243782,258009.0,1622952.0,-64669.701989597204,SHORT,6.024153514243477,9241.110635734276,0.387391,0.079217,0.00027937984721765823,1.0,156763133833.0,2e-06,1e-05,0.22719459523809524,0.32247363471551327
BABA,122322.87786420935,95140.83538992767,6,7,262445.33998878684,13,72.692308,0.545325,0.27542,0.776672,13,1,1,8582.942115351105,38924.57801905254,92818.52397939323,43822.29387889761,6,7,9.187868374210431,980020.0,527794.0,27182.042474281683,LONG,20387.14631070156,13591.54791284681,0.241201,0.539396,1.2857032142179339,1.0,299906123860.0,3e-06,2e-06,0.3263994835053699,0.36114592740604956
BE,1713924.7804985323,342096.1653085629,7,3,2165160.9592155176,10,61.7,0.520134,0.679674,0.147873,10,1,0,712814.3638672001,0.0,712814.3638672001,292228.82422808226,7,3,2.644145191884518,2283474.0,591459.0,1371828.6151899695,LONG,244846.39721407605,114032.05510285431,0.584104,0.14577,5.010067210056597,1.0,42143952857.0,5.4e-05,1.4e-05,0.5020236987987916,0.32693230471798146
BKNG,0.0,1224.9119932555748,0,1,2449.8239865111495,1,51.0,14.0,,14.0,1,0,0,0.0,0.0,0.0,1224.9119932555748,0,1,0.0,0.0,37500.0,-1224.9119932555748,SHORT,0.0,1224.9119932555748,0.0,0.0,0.0,1.0,134223722012.0,0.0,0.0,0.05,0.2
BMNR,413.2750524398159,32392.477601260278,2,1,65611.50530740019,3,62.666667,1.809988,2.56127,0.307424,3,0,0,0.0,0.0,209.0065684553427,32392.477601260278,2,1,155.9603907482435,150026.0,52920.0,-31979.202548820464,SHORT,206.63752621990795,32392.477601260278,0.494268,0.0,0.012758364998413608,1.0,9661278459.0,1.6e-05,5e-06,0.3529981488480225,0.2559750209571509
BP,0.007457797733568845,1356.7923765077937,2,4,2713.5938987284558,6,102.666667,0.527515,1.085888,0.248328,6,0,0,0.0,0.0,0.005769882599195942,1318.9370602890444,2,4,166173.66713236365,163922.5,372650.0,-1356.78491871006,SHORT,0.0037288988667844225,339.19809412694843,0.226329,0.027901,5.496638883514544e-06,0.7,92871660302.0,2e-06,4e-06,0.21608154190476192,0.19857142857142857
BSX,0.0,519.0433981815387,0,1,519.0433981815387,1,52.0,0.082338,,0.082338,1,0,0,0.0,0.0,0.0,519.0433981815387,0,1,0.0,0.0,217824.0,-519.0433981815387,SHORT,0.0,519.0433981815387,0.0,0.0,0.0,1.0,103545527120.0,0.0,2e-06,0.05,0.05
BTDR,271433.54558489355,31098.233284368103,3,1,333630.01215362974,4,50.0,6.394231,4.485348,12.120879,4,0,0,0.0,0.0,123913.47545741485,31098.233284368103,3,1,1.2615906558702497,531790.0,38713.0,240335.31230052546,LONG,90477.84852829785,31098.233284368103,0.543485,0.0,8.728262570508559,1.0,1653931842.0,0.000322,2.3e-05,0.628895537519585,0.3454473210299393
BX,44343.38672711805,78.14197348953971,4,3,45987.99983816628,7,77.857143,1.355797,0.924151,1.931325,7,0,0,0.0,0.0,42776.91299623621,63.951972896895214,4,3,3907044.6513882973,272200.0,557535.0,44265.24475362851,LONG,11085.846681779512,26.047324496513237,0.035326,0.181593,99.0,1.0,80437548276.0,3e-06,7e-06,0.2778232655684092,0.2983742380952381
CCJ,0.0,1136.207284768787,0,2,1136.207284768787,2,45.0,52.590906,,52.590906,2,0,1,0.0,343.8824287946399,0.0,792.3248559741471,0,2,0.4340169643824231,0.0,463318.0,-1136.207284768787,SHORT,0.0,568.1036423843935,0.0,0.302658,0.0,1.0,47473628762.0,0.0,1e-05,0.068807401789905,0.2591163065518097
CIEN,143.4103307989581,0.0,1,0,143.4103307989581,1,53.0,14.0,14.0,,1,1,0,143.4103307989581,0.0,143.4103307989581,0.0,1,0,0.0,1076128.0,0.0,143.4103307989581,LONG,143.4103307989581,0.0,0.0,0.0,99.0,1.0,61890091498.0,1.7e-05,0.0,0.2215915728206495,0.05
COHR,49595.39218866141,95818.67207461232,2,1,241232.73633788605,3,62.0,1.506846,0.234182,4.052174,3,0,0,0.0,0.0,48890.23423312123,95818.67207461232,2,1,341.09744702247565,424080.0,186945.0,-46223.279885950906,SHORT,24797.696094330706,95818.67207461232,0.014218,0.0,0.5175963214147067,1.0,51002563018.0,8e-06,4e-06,0.2584440737783393,0.4500765532037347
COIN,20531.714567502622,72224.13556432964,1,1,113287.56469933488,2,84.0,0.091378,0.075903,0.106853,2,0,1,0.0,72224.13556432964,20531.714567502622,72224.13556432964,1,1,1.7588432599449153,26540.0,93345.0,-51692.420996827015,SHORT,20531.714567502622,72224.13556432964,0.0,0.0,0.2842777474188685,1.0,40392775446.0,1e-06,2e-06,0.18365090157071662,0.24729794405037142
CRCL,94471.07006648587,98348.25821871278,2,1,385638.6565703973,3,72.666667,0.241012,0.090575,0.541888,3,0,0,0.0,0.0,53977.417973509524,98348.25821871278,2,1,0.9605769515144378,146317.5,189800.0,-3877.1881522269105,SHORT,47235.53503324294,98348.25821871278,0.428635,0.0,0.9605769515144378,1.0,23690565186.0,6e-06,8e-06,0.2197465147550809,0.21527443957113357
CRWD,1414895.2654987602,0.0,8,0,1416968.44111038,8,51.375,0.503807,0.503807,,8,2,0,510752.9183449534,0.0,743140.6538864467,0.0,8,0,334.67734851518725,2326050.0,0.0,1414895.2654987602,LONG,176861.90818734502,0.0,0.474773,0.0,99.0,1.0,97859532767.0,2.4e-05,0.0,0.4879863045551628,0.18
CTRA,38567.81666357357,0.0,2,0,38567.81666357357,2,51.5,134.233264,134.233264,,2,0,0,0.0,0.0,37898.7240611921,0.0,2,0,56.64197141965235,3063080.0,0.0,38567.81666357357,LONG,19283.908331786784,0.0,0.017348,0.0,99.0,1.0,26711214114.0,0.000115,0.0,0.4969770125189571,0.18
DIA,300618.8925438406,711163.8223487495,3,2,1312401.6074364306,5,50.0,0.568961,0.606085,0.513275,5,0,0,0.0,0.0,149291.48503445313,660358.9510136383,3,2,24.83220019946061,422078.5,1029339.0,-410544.9298049089,SHORT,100206.29751461353,355581.91117437475,0.503386,0.071439,0.42271398389050685,1.0,464.152332,0.0,0.0,0.3637422955891128,0.34412983333333336
DIS,611.3198778968849,11316.88316872695,5,7,15336.30598444889,12,69.416667,8.247915,0.486345,13.791894,12,0,1,0.0,97.90777921710689,360.7211505849755,4633.676335584869,5,7,314.614386423141,700217.0,1323929.0,-10705.563290830065,SHORT,122.26397557937699,1616.6975955324215,0.409931,0.590552,0.05401839612396149,1.0,169977329703.0,4e-06,8e-06,0.2554712619047619,0.45753942857142854
EA,0.0021142785574761614,0.0,1,0,0.004228557114952323,1,90.0,0.071113,0.071113,,1,0,0,0.0,0.0,0.0021142785574761614,0.0,1,0,0.0,36720.0,0.0,0.0021142785574761614,LONG,0.0021142785574761614,0.0,0.0,0.0,99.0,1.0,50636336288.0,1e-06,0.0,0.05,0.05
EEM,34877.11198721714,458644.30803437886,4,3,528398.5320088131,7,74.857143,0.013828,0.01028,0.018558,7,0,0,0.0,0.0,28908.233742267446,245257.78483227568,4,3,38.87321786002702,149403.5,653172.0,-423767.1960471617,SHORT,8719.277996804285,152881.43601145962,0.17114,0.465255,0.0760439220028494,1.0,25616966842.0,6e-06,2.5e-05,0.2476916529989027,0.3906699277292298
ENPH,3010.312617872773,6778.507734625494,2,1,12799.13297037104,3,62.666667,0.183725,0.179042,0.193093,3,0,0,0.0,0.0,2830.0102798579887,6778.507734625494,2,1,34.49353023176423,171542.5,194755.0,-3768.195116752721,SHORT,1505.1563089363865,6778.507734625494,0.059895,0.0,0.4440966560376861,1.0,5575632772.0,3.1e-05,3.5e-05,0.21908078103159095,0.22255283278696672
EQT,0.0,127.11088698066298,0,1,254.22177396132597,1,86.0,0.055368,,0.055368,1,0,0,0.0,0.0,0.0,127.11088698066298,0,1,0.0,0.0,35500.0,-127.11088698066298,SHORT,0.0,127.11088698066298,0.0,0.0,0.0,1.0,42406932820.0,0.0,1e-06,0.05,0.05
EWY,185882.22638871567,0.0,2,0,185882.22638871567,2,98.5,0.327756,0.327756,,2,1,0,78834.10591933152,0.0,107048.12046938416,0.0,2,0,1.3578909689027636,246880.0,0.0,185882.22638871567,LONG,92941.11319435784,0.0,0.424108,0.0,99.0,0.7,17027438168.0,1.4e-05,0.0,0.26049756204682273,0.087413370557215
FAS,0.0,4208.931906412424,0,4,4208.9327355098585,4,44.0,52.791667,,52.791667,4,0,2,0.0,2107.834696449222,0.0,2101.096380865767,0,4,116.08705817111361,0.0,296306.0,-4208.931906412424,SHORT,0.0,1052.232976603106,0.0,0.500801,0.0,1.0,1872117983.0,0.0,0.000158,0.18,0.5492556251141223
