ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score
IWM,0.0,179553.9214521156,0,1,179553.9214521156,1,56.0,0.52,,0.52,1,0,1,0.0,179553.9214521156,0.0,179553.9214521156,0,1,-179553.9214521156,SHORT,0.0,179553.9214521156,0.0,1.0,0.0,1.0,0.05,0.6196667434908579
LEU,0.0,84144.49542566093,0,1,84144.49542566093,1,90.0,0.77,,0.77,1,0,0,0.0,0.0,0.0,84144.49542566093,0,1,-84144.49542566093,SHORT,0.0,84144.49542566093,0.0,1.0,0.0,1.0,0.05,0.5441361855226876
NEM,311436.1531487816,0.0,2,0,311436.1531487816,2,90.0,0.47,0.47,,2,0,0,0.0,0.0,155830.73754614947,0.0,2,0,311436.1531487816,LONG,155718.0765743908,0.0,0.5,0.0,inf,1.0,0.5820700783352839,0.05
NFLX,240621.74495498877,0.0,1,0,240621.74495498877,1,90.0,0.26,0.26,,1,0,0,0.0,0.0,240621.74495498877,0.0,1,0,240621.74495498877,LONG,240621.74495498877,0.0,1.0,0.0,inf,1.0,0.5737340170615167,0.05
NOW,349.5536264949662,0.0,1,0,349.5536264949662,1,58.0,0.42,0.42,,1,0,0,0.0,0.0,349.5536264949662,0.0,1,0,349.5536264949662,LONG,349.5536264949662,0.0,1.0,0.0,inf,1.0,0.34344899399022205,0.05
ORCL,69361.31361979301,116467.22516583472,1,1,185828.53878562775,2,49.0,0.32,0.59,0.05,2,0,0,0.0,0.0,69361.31361979301,116467.22516583472,1,1,-47105.91154604171,SHORT,69361.31361979301,116467.22516583472,1.0,1.0,0.5955436262951332,1.0,0.533521271614789,0.5534361051248957
PLTR,0.0,57010.21957774958,0,1,57010.21957774958,1,56.0,0.11,,0.11,1,0,0,0.0,0.0,0.0,57010.21957774958,0,1,-57010.21957774958,SHORT,0.0,57010.21957774958,0.0,1.0,0.0,1.0,0.05,0.5289000639961782
QCOM,0.0,47265.65212516758,0,1,47265.65212516758,1,56.0,0.12,,0.12,1,0,0,0.0,0.0,0.0,47265.65212516758,0,1,-47265.65212516758,SHORT,0.0,47265.65212516758,0.0,1.0,0.0,1.0,0.05,0.5224466082269819
QQQ,0.0,571206.7943638249,0,2,571206.7943638249,2,90.0,0.14,,0.14,2,0,0,0.0,0.0,0.0,376327.8401290714,0,2,-571206.7943638249,SHORT,0.0,285603.39718191244,0.0,0.66,0.0,1.0,0.05,0.6333769520732364
RDDT,0.0,0.4920245931145495,0,1,0.4920245931145495,1,32.0,0.34,,0.34,1,0,0,0.0,0.0,0.0,0.4920245931145495,0,1,-0.4920245931145495,SHORT,0.0,0.4920245931145495,0.0,1.0,0.0,1.0,0.05,0.16474909905521296
SLV,271495.61530552217,0.0,2,0,271495.61530552217,2,90.0,0.07,0.07,,2,0,0,0.0,0.0,138223.99758193045,0.0,2,0,271495.61530552217,LONG,135747.80765276108,0.0,0.51,0.0,inf,1.0,0.5728239499882817,0.05
SOXS,26655.280763883908,0.0,1,0,26655.280763883908,1,56.0,1.33,1.33,,1,1,0,26655.280763883908,0.0,26655.280763883908,0.0,1,0,26655.280763883908,LONG,26655.280763883908,0.0,1.0,0.0,inf,1.0,0.5585210528727574,0.05
SPY,359715.62929916196,403664.00024810305,2,3,763379.6295472649,5,51.8,0.84,0.77,0.88,5,1,2,143350.66572067572,242186.8899489665,216364.9635784862,161477.11029913655,2,3,-43948.3709489411,SHORT,179857.81464958098,134554.6667493677,0.6,0.4,0.8911263552808047,1.0,0.6458439704220701,0.7555255574282166
TLT,0.0,43482.081766722935,0,1,43482.081766722935,1,119.0,0.14,,0.14,1,0,1,0.0,43482.081766722935,0.0,43482.081766722935,0,1,-43482.081766722935,SHORT,0.0,43482.081766722935,0.0,1.0,0.0,0.7,0.0,0.5196159658908714
TQQQ,193874.618981584,0.0,1,0,193874.618981584,1,90.0,0.28,0.28,,1,0,0,0.0,0.0,193874.618981584,0.0,1,0,193874.618981584,LONG,193874.618981584,0.0,1.0,0.0,inf,1.0,0.5662967996591696,0.05
TSM,95095.04951759773,0.0,1,0,95095.04951759773,1,90.0,0.13,0.13,,1,0,0,0.0,0.0,95095.04951759773,0.0,1,0,95095.04951759773,LONG,95095.04951759773,0.0,1.0,0.0,inf,1.0,0.5391445643176713,0.05
U,0.0,159.05732577756305,0,1,159.05732577756305,1,30.0,0.7,,0.7,1,0,0,0.0,0.0,0.0,159.05732577756305,0,1,-159.05732577756305,SHORT,0.0,159.05732577756305,0.0,1.0,0.0,1.0,0.05,0.32735874171602586
USAR,275.4403032576041,0.0,3,0,275.4403032576041,3,31.33,1.26,1.26,,3,2,0,1.1714178365638885,0.0,274.26888542104024,0.0,3,0,275.4403032576041,LONG,91.81343441920137,0.0,1.0,0.0,inf,1.0,0.4920107425622341,0.05
WFC,0.0,84377.62088359708,0,1,84377.62088359708,1,90.0,0.24,,0.24,1,0,0,0.0,0.0,0.0,84377.62088359708,0,1,-84377.62088359708,SHORT,0.0,84377.62088359708,0.0,1.0,0.0,1.0,0.05,0.542804803576697
XLI,0.0,91372.72438453698,0,3,91372.72438453698,3,61.0,74.28,,74.28,3,0,1,0.0,52204.560016215866,0.0,52204.560016215866,0,3,-91372.72438453698,SHORT,0.0,30457.57479484566,0.0,0.57,0.0,1.0,0.05,0.8602944504712079
XLU,0.0,23546.602366931656,0,2,23546.602366931656,2,43.0,0.66,,0.66,2,0,2,0.0,23546.602366931656,0.0,23255.05750379094,0,2,-23546.602366931656,SHORT,0.0,11773.301183465828,0.0,0.99,0.0,1.0,0.05,0.6410351165651856
