ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score
AAPL,2527118.7919527907,993665.890585177,20,5,4081201.1704425905,25,63.88,0.534007,0.627894,0.15846,25,3,0,309547.8031328501,0.0,446141.90685169725,699592.9256766095,20,5,2.947634246976096,3725257.0,1187205.0,1533452.9013676136,LONG,126355.93959763953,198733.1781170354,0.823458,0.295948,2.5432278755835647,1.0,10432780133.648071,0.000357,0.000114,0.588019490346913,0.40002474753476946
ADBE,146534.9238113635,19613.048919813154,5,6,219823.5969124205,11,90.272727,0.452476,0.511848,0.402998,11,1,2,121.49101840369572,18238.69965858775,110695.49548822737,17836.195858107716,5,6,134.91748158203464,469669.0,765257.5,126921.87489155034,LONG,29306.9847622727,3268.8414866355256,0.244579,0.090595,7.471297522912591,0.7,1596578620.0,0.000294,0.000479,0.3596860466171816,0.3322920199117978
ADMA,514360.08945452195,0.0,1,0,514360.08945452195,1,84.0,2001.2,2001.2,,1,0,0,0.0,0.0,514360.08945452195,0.0,1,0,0.0,822780.0,0.0,514360.08945452195,LONG,514360.08945452195,0.0,0.0,0.0,99.0,1.0,65356355.12668133,0.012589,0.0,0.6000000000000001,0.05
AMD,21244.895799039306,0.0,1,0,42489.79159807861,1,84.0,0.031864,0.031864,,1,0,0,0.0,0.0,21244.895799039306,0.0,1,0,0.0,27210.0,0.0,21244.895799039306,LONG,21244.895799039306,0.0,0.0,0.0,99.0,1.0,7216387859.822464,4e-06,0.0,0.10882283462715905,0.05
APD,0.0,0.006840977474473671,0,2,0.013681954948947342,2,90.0,1.459079,,1.459079,2,0,0,0.0,0.0,0.0,0.004308030326416992,0,2,0.5879594515675896,0.0,178500.0,-0.006840977474473671,SHORT,0.0,0.0034204887372368356,0.0,0.370261,0.0,1.0,439701011.04919434,0.0,0.000406,0.07547824290126222,0.2373117585692466
APP,253.64070903800553,82397.59214489219,1,2,119943.04125817491,3,94.333333,0.154509,0.059659,0.201935,3,0,0,0.0,0.0,253.64070903800553,45105.783740647465,1,2,471.8856093845829,70760.0,117065.0,-82143.95143585418,SHORT,253.64070903800553,41198.79607244609,0.0,0.452584,0.0030782538959632532,0.7,2199264740.645447,3.2e-05,5.3e-05,0.15857142857142859,0.2828432963931765
ARM,91401.76677620351,50799.69299034793,11,12,192961.59587191348,23,60.434783,7.600563,2.580385,12.202393,23,0,8,0.0,35480.39599771131,19197.826932857442,7893.715613494784,11,12,0.7719996985012574,1532122.5,757346.0,40602.07378585558,LONG,8309.25152510941,4233.307749195661,0.789962,0.844611,1.7992582512963233,1.0,958149819.8287964,0.001599,0.00079,0.5633616949903679,0.6186935423395581
BA,21.98526253133882,6233.844941390443,3,6,8565.728369243141,9,76.777778,0.233538,0.25203,0.224292,9,0,2,0.0,1812.4553370514761,13.46837251768185,2277.5855123058195,3,6,412.56858134457235,258009.0,1553463.0,-6211.859678859104,SHORT,7.328420843779607,1038.974156898407,0.387391,0.634642,0.0035267580021704974,1.0,1502004373.5427094,0.000172,0.001034,0.25092994781242006,0.4437980633897228
BABA,148806.55442987217,115739.42787440882,6,7,319266.4156680577,13,72.692308,0.545325,0.27542,0.776672,13,1,1,10441.203357513003,47351.99529953756,112914.32135836994,53310.097613719015,6,7,9.187868374210431,980020.0,527794.0,33067.12655546334,LONG,24801.092404978695,16534.203982058403,0.241201,0.539396,1.2857032142179339,1.0,1693675515.371704,0.000579,0.000312,0.4287208083187088,0.42490213339954946
BMNR,502.75171463561173,39405.65383559134,2,1,79816.81110045391,3,62.666667,1.809988,2.56127,0.307424,3,0,0,0.0,0.0,254.2578121778382,39405.65383559134,2,1,155.96039074824338,150026.0,52920.0,-38902.90212095573,SHORT,251.37585731780587,39405.65383559134,0.494268,0.0,0.012758364998413613,1.0,999306306.0314941,0.00015,5.3e-05,0.36239642572463304,0.2639444307250866
