ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium
AAPL,0.0,0.3465906092506837,0,1,0.6931812185013674,1,91.0,1.863986,,1.863986,1,0,1,0.0,0.3465906092506837,0.0,0.3465906092506837,0,1,0.0,752095.5,0.0,0.09791102628219672,0,0,-0.3465906092506837,SHORT,0.0,0.3465906092506837,0.0,0.0,0.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,1.0,0,0.0,3907679033800.0,0.0,0.0,0.0,0.0,0.0,0.282498,0.0,0.0,0.0,8.869474853302975e-10,0.05708853514045109,0.15053730920360758,0.228,0.0,0.0,0.0,0.0,0.3429,0.0,0.085,0.0,0.9275,0.0,0.15,0.3429,0.0,0.03428571428571428,0.14203676228571427,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,1303930.0,698022.0,0.0,1504191.0,29927824.0,0.0
ALAB,1.0796399652347306e-05,0.0,1,0,2.1592799304694612e-05,1,32.0,23.857143,23.857143,,1,1,0,1.0796399652347306e-05,0.0,1.0796399652347306e-05,0.0,1,0,1616352.5,0.0,6.828551281043796e-06,0.0,0,0,1.0796399652347306e-05,LONG,1.0796399652347306e-05,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,32676078141.0,4.9e-05,0.0,0.0,0.0,0.632484,0.0,0.0,0.0,3.304068378634652e-12,0.0,0.3126543520530927,0.10873321450928898,0.6765,0.0,1.7,0.0,0.15,0.6,0.0,0.4873,0.0,0.0,0.0,0.0,0.6,0.0,0.41004683663077984,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,3232705.0,0.0,0.0,0.0
ANET,24533.062058605803,0.0,4,0,24533.062058605803,4,43.75,2.430199,2.430199,,4,1,0,4.305275561461722e-13,0.0,24533.062058605738,0.0,4,0,3368262.0,0.0,4952.203729673812,0.0,0,0,24533.062058605803,LONG,6133.265514651451,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.25,0,0.0,217205142431.0,1.6e-05,0.0,0.0,0.0,0.201858,0.0,0.0,0.0,0.00028237202149114944,0.0,0.3522725273817182,0.09276100891209774,0.9935,0.0,1.3125,0.4667,0.15,0.6,0.0,0.3276,0.0,0.0,0.0,0.0,0.6,0.0,0.31169711714062515,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,3368262.0,0.0,0.0,0.0
APH,0.0,345650.9297060723,0,1,345650.9297060723,1,86.0,13.848485,,13.848485,1,0,0,0.0,0.0,0.0,345650.9297060723,0,1,0.0,717320.0,0.0,183761.69423670092,0,0,-345650.9297060723,SHORT,0.0,345650.9297060723,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,186754624315.0,0.0,4e-06,0.0,1e-06,0.0,0.53164,0.0,0.0,0.0,0.018508292952524756,0.12216033217528378,0.3277201105524719,0.6216,0.0,0.0,0.0,0.0,0.6,0.0,0.9205,0.0567,1.7,0.0,0.0,0.6,0.0,0.06,0.24809219149008496,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,717320.0,0.0,0.0
APLD,0.00016459034210356384,58379.67078486778,1,4,58379.67094945812,5,58.6,4.353322,2.480984,4.821407,5,1,0,0.00016459034210356384,0.0,0.00016459034210356384,24275.08788104181,1,4,2052975.0,2751746.0,6.748974984954508e-05,22458.638923705912,0,0,-58379.670620277444,SHORT,0.00016459034210356384,14594.917696216946,0.0,0.584186,2.8193091857281636e-09,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,8950301961.0,0.000229,0.000307,0.0,3e-06,0.410047,0.3847,0.0,0.0,1.8389361925524855e-10,0.016306620446788014,0.2666022635917441,0.3785267884079269,0.569,0.0,1.3471,0.0,0.15,0.6,0.0,0.6253,0.0475,1.7,0.4667,0.0,0.6,0.3458,0.499706912,0.6060004213994492,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,2052975.0,2751746.0,0.0,0.0
AVGO,0.0,0.002439822914510178,0,1,0.002439822914510178,1,30.0,2.076212,,2.076212,1,0,1,0.0,0.002439822914510178,0.0,0.002439822914510178,0,1,0.0,1664050.0,0.0,0.0012785820279162072,0,0,-0.002439822914510178,SHORT,0.0,0.002439822914510178,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,1.0,0,0.0,1904141503559.0,0.0,1e-06,0.0,0.0,0.0,0.524047,0.0,0.0,0.0,1.2813243710879389e-11,0.07872248077173381,0.2054766981197762,0.1872,0.0,0.0,0.0,0.0,0.6,0.0,0.2329,0.0,1.0718,0.0,0.15,0.6,0.0,0.06,0.182182416,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,1873215.0,0.0,1664050.0,25126980.0,0.0
AXTI,153071.29086953445,0.0,9,0,305437.14529304474,9,62.777778,327.333333,327.333333,,9,1,0,0.040480245974374635,0.0,152365.8544235103,0.0,9,0,11018870.5,0.0,27301.16113661446,0.0,0,0,153071.29086953445,LONG,17007.92120772605,0.0,0.004609,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.1111,0,0.0,4166352717.0,0.002645,0.0,7e-06,0.0,0.177103,0.0,0.0,0.0,0.04082208675786978,0.0,0.5228901341300976,0.09955045046204675,1.3858,0.1487,1.7,1.2444,0.15,0.6,0.0,0.3955,0.0,0.0,0.0,0.0,0.6,0.0,0.6743116084470591,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,11654143.0,0.0,0.0,0.0
CAR,867943.7789554038,330415.009594867,1,1,2396717.5771005414,2,57.0,8.893985,14.314286,3.473684,2,0,0,0.0,0.0,867943.7789554038,330415.009594867,1,1,1742500.0,625000.0,50816.552112874255,4121.590159603477,0,1,537528.7693605368,LONG,867943.7789554038,330415.009594867,0.0,0.0,2.6268291504663153,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,0.0,1,0.5,25173619768.0,6.9e-05,2.5e-05,2e-06,0.0,0.058548,0.012474,0.0,0.0,0.3447830653495091,0.13125446901954138,0.4578679266471967,0.3806951998617445,1.0424,1.2363,1.7,0.0,0.0,0.6,0.0,1.0046,0.5023,1.7,0.0,0.0,0.6,0.0,0.5721420795641079,0.3707295626288461,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,996670.0,3485000.0,1250000.0,0.0,0.0
CAVA,0.0,3.2317482943496044e-12,0,1,3.2317482943496044e-12,1,37.0,4.495536,,4.495536,1,0,0,0.0,0.0,0.0,3.2317482943496044e-12,0,1,0.0,590000.0,0.0,1.219105747323659e-12,0,0,-3.2317482943496044e-12,SHORT,0.0,3.2317482943496044e-12,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,11203687437.0,0.0,5.3e-05,0.0,0.0,0.0,0.377228,0.0,0.0,0.0,2.8845398557592803e-18,0.11257883958879897,0.31393220055163185,0.5258,0.0,0.0,0.0,0.0,0.6,0.0,0.8393,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.40629186576538495,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,590000.0,0.0,0.0
CCJ,5.990267141936839e-11,7.104898773787624e-10,2,1,8.302952202174992e-10,3,39.0,1687.131594,2526.189815,9.015152,3,0,0,0.0,0.0,5.989513425049917e-11,7.104898773787624e-10,2,1,1066000.0,515060.0,4.559637900722735e-13,3.78058827988628e-10,0,0,-6.50587205959394e-10,SHORT,2.9951335709684194e-11,7.104898773787624e-10,0.000126,0.0,0.0843117872986025,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,50778754815.0,2.1e-05,1e-05,0.0,0.0,0.007612,0.53211,0.0,0.0,5.898399009350382e-18,1.3991872781584718e-16,0.29061901533355833,0.2814602883537667,0.4506,0.0,1.7,0.1556,0.0,0.6,0.0,0.5146,0.0,1.7,0.0,0.0,0.6,0.0,0.32224547056552216,0.2662331240351296,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,2132000.0,515060.0,0.0,0.0
