ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_z,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_z,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium
AMD,0.0,27188.468384331372,0,1,54376.936768662745,1,30.0,1.356037,,1.356037,1,0,0,0.0,0.0,0.0,27188.468384331372,0,1,0.0,250240.0,0.0,4329.612975691984,0,1,-27188.468384331372,SHORT,0.0,27188.468384331372,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,788371172033.0,0.0,0.0,,,,,0.0,0.0,0.0,0.159244,0.0,0.0,0.0,0.00034486888091328266,0.08014642654602952,0.23351746769016277,0.085,0.0,0.1165,0.0,0.0,0.6,0.0,0.085,0.0,1.6502,0.0,0.0,0.6,0.0,0.06,0.11821051599999999,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.5,1,0.0,1666104.0,0.0,500480.0,0.0,0.0
AVGO,6.557692614172724e-05,19934.079041069912,1,2,39868.158213293675,3,30.0,34.811586,8.206186,48.114286,3,0,0,0.0,0.0,6.557692614172724e-05,19934.078931014283,1,2,284059.0,648444.5,9.778796154541412e-07,1317.7493038225148,0,1,-19934.078975492987,SHORT,6.557692614172724e-05,9967.039520534956,0.0,0.0,3.2896892806846e-09,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,1979391241378.0,0.0,0.0,,,,,0.0,0.0,0.014912,0.066105,0.0,0.0,3.3129845566091475e-13,5.0354064988163565e-05,0.24646864729790155,0.2703638923467421,0.2145,0.0,1.6502,0.0,0.0,0.6,0.0,0.2979,0.0,1.6502,0.1556,0.0,0.6,0.0,0.23,0.24555555555555555,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.5,1,2445896.0,6046449.0,568118.0,1296889.0,7770286.0,0.0
BIRK,71240.58207250672,0.0,1,0,142481.16414501343,1,65.0,1842.235294,1842.235294,,1,0,0,0.0,0.0,71240.58207250672,0.0,1,0,1017737.5,0.0,1863.6562090800305,0.0,1,0,71240.58207250672,LONG,71240.58207250672,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,6756708497.0,0.000151,0.0,,,,,0.0,0.0,0.02616,0.0,0.0,0.0,0.10543681454385335,0.0,0.5469506333406597,0.1851900551673593,2.815,0.4043,1.6502,0.0,0.0,0.6,0.0,0.7496,0.0,0.5023,0.0,0.0,0.6,0.0,0.5604342594862837,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-1.1133092738949744,1,-1.8027773875066615,1,0.0,0.0,2035475.0,0.0,0.0,0.0
BRUN,5.238766216309718e-13,3.282261968307875e-39,1,1,5.238766216309718e-13,2,79.5,92.088943,175.2,8.977887,2,0,0,0.0,0.0,5.238766216309718e-13,3.282261968307875e-39,1,1,613200.0,1166612.0,9.695134913268861e-14,2.163347178684323e-40,1,0,5.238766216309718e-13,LONG,5.238766216309718e-13,3.282261968307875e-39,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,707126694.0,0.000867,0.00165,,,,,0.0,0.0,0.185065,0.06591,0.0,0.0,7.408525601933672e-18,4.641688676382899e-44,0.376819290129554,0.4158690594015773,1.518,0.0,1.6502,0.0,0.0,0.6,0.0,1.9085,0.0,1.6502,0.0,0.0,0.6,0.0,0.52,0.52,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-1.5555785827764113,1,-1.0182942487474258,1,0.0,0.0,613200.0,1166612.0,0.0,0.0
CBRS,247.77759838692197,2.16852222117123e-11,1,2,247.77759838696534,3,88.333333,69.462963,134.666667,36.861111,3,0,0,0.0,0.0,247.77759838692197,1.3141939749074869e-11,1,2,1045188.0,1640784.5,0.47124459218844245,1.5178961094372323e-11,1,0,247.77759838690028,LONG,247.77759838692197,1.084261110585615e-11,0.0,0.393968,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,29415477385.0,3.6e-05,5.6e-05,,,,,0.0,0.0,0.001902,0.699968,0.0,0.0,8.423375053340885e-05,3.686022485355e-18,0.27562169802337244,0.2949724383452269,0.506,0.0,1.6502,0.0,0.0,0.6,0.0,0.334,0.0,1.6502,0.1556,0.0,0.6,0.21,0.35629590873629274,0.4510876280903018,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.6342164593690893,1,0.0,0.0,1045188.0,3281569.0,0.0,0.0
CHTR,0.0,8.162429000926198e-15,0,2,8.162429000926198e-15,2,98.5,18.78233,,18.78233,2,0,0,0.0,0.0,0.0,5.970495942621023e-15,0,2,0.0,2110493.0,0.0,4.980093702186798e-15,0,1,-8.162429000926198e-15,SHORT,0.0,4.081214500463099e-15,0.0,0.268539,0.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,17917864848.0,0.0,0.000118,,,,,0.0,0.0,0.0,0.610124,0.0,0.0,0.0,2.2777348389915142e-21,0.09701934558305036,0.34320596341898985,0.4251,0.0,0.2022,0.0,0.0,0.3429,0.0,1.1631,0.0,1.6502,0.1556,0.0,0.3429,0.1204,0.03428571428571428,0.5218797698412697,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-2.553291338199336,1,-2.2937571606114817,1,0.0,0.0,0.0,2110493.0,0.0,0.0
CMG,443.50349239428596,0.0,1,0,443.50349239428596,1,39.0,2.46665,2.46665,,1,0,0,0.0,0.0,443.50349239428596,0.0,1,0,1610000.0,0.0,229.48937465348513,0.0,1,0,443.50349239428596,LONG,443.50349239428596,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,41303243520.0,3.9e-05,0.0,,,,,0.0,0.0,0.517447,0.0,0.0,0.0,0.00010737740056166076,0.0,0.3591342795464189,0.14956437242197512,1.3412,0.0,1.6502,0.0,0.0,0.6,0.0,0.5053,0.0,0.3903,0.0,0.0,0.6,0.0,0.32928974942910516,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.6784388512012933,1,0.0,0.0,1610000.0,0.0,0.0,0.0
COHR,111.48364477185399,0.11850782754996401,6,2,223.20412639121767,8,58.375,5.682692,7.014947,2.352054,8,0,0,0.0,0.0,111.48360225531597,0.11834606788834126,6,2,5100901.0,2183261.0,98.28676826710819,0.06910817896612957,1,0,111.36513694430403,LONG,18.580607461975664,0.05925391377498201,0.0,0.001365,99.0,1.0,0.16666666666666666,0.0,-0.14102564102564105,-0.3076923076923077,31-90,0.0,0,0.0,69577168120.0,7.3e-05,3.1e-05,,,,,0.0,0.0,0.881625,0.582977,0.0,0.0,2.6705035522471425e-06,8.516287077506025e-09,0.3331548929801424,0.28018821606054967,0.3036,0.0,1.6502,0.7778,0.0,0.6,0.0,0.3962,0.0,1.6502,0.1556,0.0,0.6,0.0,0.5362179595312131,0.311891336490688,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.4702667061745855,1,552400.0,7043507.0,6670027.0,3579406.0,0.0,621500.0
CORZ,9.07974720915249e-07,0.0,1,0,9.07974720915249e-07,1,46.0,1.026278,1.026278,,1,0,0,0.0,0.0,9.07974720915249e-07,0.0,1,0,1091975.0,0.0,1.0571765726717684e-07,0.0,1,0,9.07974720915249e-07,LONG,9.07974720915249e-07,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,6706375004.0,0.000163,0.0,,,,,0.0,0.0,0.116432,0.0,0.0,0.0,1.3538979260385674e-12,0.0,0.2915721170697286,0.14753943800647493,0.6656,0.0,1.6502,0.0,0.0,0.6,0.0,0.4978,0.0,0.3776,0.0,0.0,0.6,0.0,0.385786904,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-2.3123348750499466,1,-1.7166732847862727,1,0.0,0.0,1091975.0,0.0,0.0,0.0
CRCL,1.0187948680914834e-05,1.0679235783736727e-12,2,1,2.0375899497676827e-05,3,65.666667,3.390589,3.740974,2.689819,3,1,1,4.8375277488910305e-06,1.0679235783736727e-12,5.350420932023804e-06,1.0679235783736727e-12,2,1,658783.5,743345.0,7.976355201492652e-08,8.173685208824544e-14,2,0,1.0187947612991255e-05,LONG,5.093974340457417e-06,1.0679235783736727e-12,0.474828,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.5,0,0.0,16728360343.0,3.9e-05,4.4e-05,,,,,0.0,0.0,0.007829,0.076538,0.0,0.0,3.0451127522423292e-12,6.383910655179941e-19,0.31274688239559006,0.2689055304840624,0.304,0.0,1.6502,0.1556,0.15,0.6,0.2677,0.2889,0.0,1.6502,0.0,0.15,0.6,0.0,0.4228865335560893,0.3744659198917446,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.1943395754929185,1,-3.0436031812973114,1,0.0,0.0,1317567.0,1486690.0,0.0,0.0
