ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score
ADC,3.024550474068839e-29,0.0,1,0,3.024550474068839e-29,1,31.0,3.061224,3.061224,,1,0,0,0.0,0.0,3.024550474068839e-29,0.0,1,0,0.0,168750.0,0.0,3.024550474068839e-29,LONG,3.024550474068839e-29,0.0,0.0,0.0,99.0,1.0,9305794021.0,1.8e-05,0.0,3.2501799064576986e-35,0.0,0.25692506767675094,0.05
AEHR,2080.444669396655,0.013690613686110534,4,1,4158.90061482972,5,42.0,5.821248,3.262274,16.057143,5,0,0,0.0,0.0,2078.442254819379,0.013690613686110534,4,1,173096.25325679575,445604.0,241920.0,2080.430978782969,LONG,520.1111673491638,0.013690613686110534,0.000962,0.0,99.0,1.0,2253940182.0,0.000198,0.000107,0.0023075642002515387,6.074080312975464e-08,0.62,0.5800000000000001
AFRM,137700.4140966845,37009.16025306255,4,2,211721.52125207827,6,48.5,3.02518,1.28514,6.505262,6,0,1,0.0,16563.56307798573,82768.3386996376,20445.597175076826,4,2,5.390107800988924,366765.5,55825.0,100691.25384362193,LONG,34425.10352417112,18504.580126531277,0.398925,0.447553,3.720711660440596,1.0,15196541256.0,2.4e-05,4e-06,0.02265324914679462,0.012176836699091101,0.3700561637844936,0.3940345890238908
ALAB,472652.1319957676,152111.50183995525,1,2,1181868.3591569033,3,52.0,0.44614,0.665138,0.336641,3,1,0,472652.1319957676,0.0,472652.1319957676,84452.59332541304,1,2,0.2502518016437157,695400.0,188797.5,320540.63015581237,LONG,472652.1319957676,76055.75091997763,0.0,0.444798,3.107274113255883,1.0,28390928028.0,2.4e-05,7e-06,0.16647998668082412,0.02678875126764758,0.2141359755516491,0.12795668448962383
AMAT,300881.6237139275,65629.13346953524,9,7,450181.20777443534,16,64.5625,2.714288,1.067761,4.831253,16,2,1,105262.23773674254,6252.310393846738,100674.52222707782,32804.14129216774,9,7,20.019397510686833,898900.0,1728554.0,235252.49024439228,LONG,33431.29152376972,9375.590495647892,0.665402,0.500159,4.584574072634914,1.0,314055232668.0,3e-06,6e-06,0.0010645035664510402,0.00029853317252507595,0.39329344793610466,0.46876384545993066
AMD,1264457.990209641,513350.8804178788,4,5,2374026.349191876,9,38.777778,0.238174,0.274851,0.208834,9,1,0,186549.38923723955,0.0,855377.23134014,244177.68899533185,4,5,0.7620300035409021,1598050.0,538888.0,751107.1097917622,LONG,316114.49755241023,102670.17608357576,0.323523,0.524345,2.4631456542557104,1.0,402434308378.0,4e-06,1e-06,0.007855058352914807,0.002551228211565385,0.16326058581558722,0.16666499062962956
AMZN,4009396.1526333215,3546686.4098704746,18,10,11489514.440137133,28,50.571429,0.292537,0.298753,0.281349,28,4,0,2080632.4039202947,0.0,1166877.2292026377,1420211.3045074616,18,10,3.5687350952873986,4466714.5,3777779.5,462709.7427628469,LONG,222744.2307018512,354668.64098704746,0.708964,0.599567,1.1304625470904672,1.0,2575200167504.0,2e-06,1e-06,0.0008649589011084329,0.0013772468853588506,0.39710264734813994,0.33568335714285713
APLD,285507.5060720607,71140.77649269052,3,2,427789.0590574418,5,37.8,4.024518,5.304227,2.104955,5,0,1,0.0,19933.787834195413,167406.452626758,51206.9886584951,3,2,0.8689291941249635,423539.0,101055.0,214366.7295793702,LONG,95169.16869068691,35570.38824634526,0.413653,0.280202,4.013275088463445,1.0,7887239276.0,5.4e-05,1.3e-05,0.1206622055708088,0.045098654930606746,0.48188456435375365,0.2783913208517534
ARKK,138051.29662814393,89278.41975996052,5,2,275784.3644097166,7,46.857143,1.152812,1.109889,1.324503,7,0,2,0.0,89278.41975996052,55923.86971715226,48102.53304892104,5,2,2.730290350109445,441871.0,129000.0,48772.876868183404,LONG,27610.259325628787,44639.20987998026,0.594905,0.461208,1.546300852986838,1.0,5723514000.0,7.7e-05,2.3e-05,0.048240048553439,0.07799266303879096,0.5146632719183292,0.38028866406404643
ASST,4.690496723554214e-30,0.0,1,0,9.380993447108427e-30,1,31.0,8.87037,8.87037,,1,0,0,0.0,0.0,4.690496723554214e-30,0.0,1,0,0.0,35495.5,0.0,4.690496723554214e-30,LONG,4.690496723554214e-30,0.0,0.0,0.0,99.0,1.0,686539152.0,5.2e-05,0.0,6.832089196792398e-35,0.0,0.3495762181062652,0.05
