ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score
AA,0.0,20321.834134027333,0,1,40643.668268054666,1,49.0,1.264706,,1.264706,1,0,0,0.0,0.0,0.0,20321.834134027333,0,1,0.0,0.0,33755.0,-20321.834134027333,SHORT,0.0,20321.834134027333,0.0,0.0,0.0,1.0,15197169139.0,0.0,2e-06,0.05,0.15650413327572837
AAPL,580557.5367293773,3553296.0925831404,4,23,5349368.911039927,27,70.407407,0.394716,0.452988,0.384582,27,0,7,0.0,1911799.231966529,195217.0681525831,1229368.1669736598,4,23,0.6750237551094983,630553.0,4209642.0,-2972738.555853763,SHORT,145139.38418234434,154491.13446013653,0.663742,0.65402,0.1633856345214759,1.0,3712713494600.0,0.0,1e-06,0.2964802959401391,0.4658250549169946
ABVX,19905.418591557223,23024.849946357655,2,3,85845.25330027651,5,59.8,0.481236,0.417877,0.607955,5,0,1,0.0,21523.382839496135,16143.139551044042,21523.382839496135,2,3,27.73336592645839,94410.0,141485.0,-3119.431354800432,SHORT,9952.709295778612,7674.9499821192185,0.189008,0.065211,0.8645189279379473,1.0,8598166386.0,1.1e-05,1.6e-05,0.26222802987556854,0.2937367716419387
ADBE,150314.25311324254,134052.2485186884,6,4,418238.99473343825,10,80.3,0.348591,0.426235,0.232125,10,0,1,0.0,1010.6473652141192,82582.92451303106,51455.82736443795,6,4,17.586028743999936,635007.0,237563.5,16262.004594554135,LONG,25052.375518873756,33513.0621296721,0.450598,0.616151,1.1213109423695122,1.0,97363696000.0,7e-06,2e-06,0.3583526317171698,0.35033110125041156
ADMA,985203.5128001526,0.0,3,0,985203.5128001526,3,60.666667,745.720988,745.720988,,3,2,0,956058.4712613644,0.0,766809.5948971519,0.0,3,0,32.80346915920421,2329138.0,0.0,985203.5128001526,LONG,328401.1709333842,0.0,0.221674,0.0,99.0,1.0,1974339569.0,0.00118,0.0,0.7903576666666667,0.18
AFRM,0.0,43.07013232846074,0,5,86.14026465692147,5,52.0,0.113258,,0.113258,5,0,0,0.0,0.0,0.0,12.108902589081696,0,5,1.4904316008101004,0.0,228002.5,-43.07013232846074,SHORT,0.0,8.614026465692147,0.0,0.718856,0.0,1.0,12822173063.0,0.0,1.8e-05,0.11458536936843769,0.26904777037852196
ALAB,0.0,33359.575975605774,0,1,66719.15195121155,1,112.0,0.516129,,0.516129,1,0,1,0.0,33359.575975605774,0.0,33359.575975605774,0,1,0.0,0.0,60242.5,-33359.575975605774,SHORT,0.0,33359.575975605774,0.0,0.0,0.0,0.7,19337218613.0,0.0,3e-06,0.02857142857142857,0.12638572358854572
ANET,0.0,179367.4518420208,0,2,179367.4518420208,2,42.5,0.208561,,0.208561,2,0,0,0.0,0.0,0.0,169261.3589840016,0,2,16.748446839145398,0.0,338117.0,-179367.4518420208,SHORT,0.0,89683.7259210104,0.0,0.056343,0.0,1.0,153988720380.0,0.0,2e-06,0.18,0.31432440888951274
AON,0.0,51845.22284817181,0,1,51845.22284817181,1,112.0,0.646018,,0.646018,1,0,0,0.0,0.0,0.0,51845.22284817181,0,1,0.0,0.0,65696.0,-51845.22284817181,SHORT,0.0,51845.22284817181,0.0,0.0,0.0,0.7,69369178170.0,0.0,1e-06,0.02857142857142857,0.13243325010953308
APP,60822.40157217505,4668.871662079728,2,2,128426.73009061968,4,105.25,0.157453,0.112971,0.201935,4,0,0,0.0,0.0,44486.96737548338,2555.816377889874,2,2,17.936613606736234,91225.0,117065.0,56153.52991009532,LONG,30411.200786087524,2334.435831039864,0.268576,0.452584,13.027216418512987,0.7,120128854700.0,1e-06,1e-06,0.2573544325086997,0.19708933333333334
