ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium
AAOI,34194.963188461275,1542.5574332390436,1,1,35737.52062170032,2,30.5,156.876344,2.752688,311.0,2,0,0,0.0,0.0,34194.963188461275,1542.5574332390436,1,1,965730.0,583960.0,7972.412160242751,190.73257262236893,0,0,32652.405755222233,LONG,34194.963188461275,1542.5574332390436,0.0,0.0,22.16770828212153,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,11236207236.0,8.6e-05,5.2e-05,,,,,1e-06,0.0,0.233146,0.123647,0.0,0.0,0.03043283420307795,0.001372845303437267,0.26133048126718184,0.260123034567856,0.3754,0.1061,1.5318,0.0,0.0,0.6,0.0,0.3012,0.0,1.7,0.0,0.0,0.6,0.0,0.48298701638538694,0.40350841300326773,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,645830.0,965730.0,583960.0,0.0,0.0
AAPL,0.0,0.03309621844119312,0,1,0.06619243688238624,1,91.0,1.863986,,1.863986,1,0,1,0.0,0.03309621844119312,0.0,0.03309621844119312,0,1,0.0,752095.5,0.0,0.009349603327807392,0,0,-0.03309621844119312,SHORT,0.0,0.03309621844119312,0.0,0.0,0.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,1.0,0,0.0,4010447013800.0,0.0,0.0,,,,,0.0,0.0,0.0,0.282498,0.0,0.0,0.0,8.252501112047761e-11,0.05286475854463221,0.15053730920360758,0.1858,0.0,0.0,0.0,0.0,0.3429,0.0,0.085,0.0,0.9275,0.0,0.15,0.3429,0.0,0.03428571428571428,0.14203676228571427,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,1303930.0,698022.0,0.0,1504191.0,35770779.0,0.0
ALAB,1.030956961139311e-06,0.0,1,0,2.061913922278622e-06,1,32.0,23.857143,23.857143,,1,1,0,1.030956961139311e-06,0.0,1.030956961139311e-06,0.0,1,0,1616352.5,0.0,6.520639013356891e-07,0.0,0,0,1.030956961139311e-06,LONG,1.030956961139311e-06,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,33031826452.0,4.9e-05,0.0,,,,,0.0,0.0,0.632484,0.0,0.0,0.0,3.1211018943728105e-13,0.0,0.3172168124806249,0.10873321450928897,0.7222,0.0,1.7,0.0,0.15,0.6,0.0,0.4873,0.0,0.0,0.0,0.0,0.6,0.0,0.41004683663077984,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,3232705.0,0.0,0.0,0.0
AMAT,0.0,1.3659194557945128e-10,0,1,1.3659194557945128e-10,1,35.0,6.151515,,6.151515,1,0,0,0.0,0.0,0.0,1.3659194557945128e-10,0,1,0.0,989139.0,0.0,6.121959859375975e-11,0,0,-1.3659194557945128e-10,SHORT,0.0,1.3659194557945128e-10,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,320205709137.0,0.0,3e-06,,,,,0.0,0.0,0.0,0.448193,0.0,0.0,0.0,4.2657560962165865e-18,0.07485593632379202,0.23850054691789335,0.1486,0.0,0.0,0.0,0.0,0.6,0.0,0.085,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.23832330638683377,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,1106420.0,0.0,0.0,989139.0,0.0,0.0
AR,193238.6811879187,2.5834666082107725e-20,1,1,386477.3623758374,2,56.5,14751.567865,29500.0,3.135731,2,0,0,0.0,0.0,193238.6811879187,2.5834666082107725e-20,1,1,324500.0,523800.0,6270.30283815406,6.601462225052863e-21,0,0,193238.6811879187,LONG,193238.6811879187,2.5834666082107725e-20,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,0.5,11909065000.0,2.7e-05,4.4e-05,230365.0,2074260.0,1.4086341241073947,0.25252379161725147,1e-06,0.0,0.032448,0.255527,0.0,0.0,0.16226184103279198,2.1693278256611854e-26,0.37818428368992635,0.3536812758843535,0.8647,0.6171,1.7,0.0,0.0,0.6,0.0,1.2368,0.0,1.7,0.0,0.0,0.6,0.0,0.3889460396633586,0.3805582278917446,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,649000.0,523800.0,0.0,0.0
ARM,22912.48767889886,695363.6721865699,1,1,1436552.3197309375,2,71.0,5.10999,7.315217,2.904762,2,0,1,0.0,695363.6721865699,22912.48767889886,695363.6721865699,1,1,566031.0,1033907.5,9391.575074998076,518383.70945413364,0,0,-672451.184507671,SHORT,22912.48767889886,695363.6721865699,0.0,0.0,0.03295036625489879,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,207678905479.0,3e-06,5e-06,,,,,0.0,2e-06,0.409889,0.745486,0.0,0.0,0.0011032650439895405,0.03348263371201576,0.2822985769073032,0.3032040359853856,0.523,0.0,1.7,0.0,0.0,0.6,0.0,0.5282,0.1186,1.6352,0.0,0.15,0.6,0.0,0.23832330638683377,0.26687356246996613,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,3056790.0,1132062.0,2067815.0,1439402.0,0.0
AXON,1.1345506960452363e-14,0.0,1,0,2.2691013920904725e-14,1,38.0,8.823529,8.823529,,1,0,0,0.0,0.0,1.1345506960452363e-14,0.0,1,0,274316.0,0.0,4.969779660148342e-15,0.0,0,0,1.1345506960452363e-14,LONG,1.1345506960452363e-14,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,32412322676.0,8e-06,0.0,,,,,0.0,0.0,0.438039,0.0,0.0,0.0,3.50036838577238e-21,0.0,0.2883217809163726,0.12236093491727393,0.5832,0.0,1.7,0.0,0.0,0.6,0.0,0.6236,0.0,0.0,0.0,0.0,0.6,0.0,0.258444372936437,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,548632.0,0.0,0.0,0.0
AXTI,388189.31721936684,0.0,1,0,776378.6344387337,1,56.0,2.039301,2.039301,,1,0,0,0.0,0.0,388189.31721936684,0.0,1,0,411067.0,0.0,124868.09754667692,0.0,1,0,388189.31721936684,LONG,388189.31721936684,0.0,0.0,0.0,99.0,1.0,1.0,0.0,0.6923076923076923,-0.3076923076923077,31-90,0.0,0,0.0,4831568697.0,8.5e-05,0.0,,,,,2.6e-05,0.0,0.321668,0.0,0.0,0.0,0.8034436464918733,0.0,0.3823624227101453,0.10737227712170294,0.4769,1.7,1.0467,0.0,0.0,0.6,0.0,0.4737,0.0,0.0,0.0,0.0,0.6,0.0,0.5915797407195391,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,532950.0,822134.0,0.0,0.0,0.0
BIDU,0.0,5.393930785375264e-12,0,1,5.393930785375264e-12,1,99.0,2.751269,,2.751269,1,0,0,0.0,0.0,0.0,5.393930785375264e-12,0,1,0.0,632375.0,0.0,1.543928017999129e-12,0,0,-5.393930785375264e-12,SHORT,0.0,5.393930785375264e-12,0.0,0.0,0.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,33873831334.0,0.0,1.9e-05,,,,,0.0,0.0,0.0,0.286234,0.0,0.0,0.0,1.5923592262683443e-18,0.05743810797383979,0.24575020792060526,0.2315,0.0,0.0,0.0,0.0,0.3429,0.0,0.5838,0.0,1.5309,0.0,0.0,0.3429,0.0,0.03428571428571428,0.2569871737719096,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,632375.0,826000.0,0.0
BURL,6.907196873618265e-11,0.0,2,0,1.381439374723653e-10,2,40.0,,,,2,0,0,0.0,0.0,6.906293985552871e-11,0.0,2,0,806300.0,0.0,2.861669989140202e-12,0.0,0,0,6.907196873618265e-11,LONG,3.4535984368091327e-11,0.0,0.000131,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,21126916311.0,3.8e-05,0.0,264835.0,1186795.0,3.0445371646496877,0.0,0.0,0.0,0.04143,0.0,0.0,0.0,1.6346912090577897e-17,0.0,0.34258347594281585,0.10802405782214772,2.6703,0.0,0.0,0.1556,0.0,0.6,0.0,0.4802,0.0,0.0,0.0,0.0,0.6,0.0,0.2080482900441206,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,1612600.0,0.0,0.0,0.0
