ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score
AAPL,139217.91382771442,0.0,1,0,139217.91382771442,1,50.0,0.080802,0.080802,,1,1,0,139217.91382771442,0.0,139217.91382771442,0.0,1,0,0.0,140250.0,0.0,139217.91382771442,LONG,139217.91382771442,0.0,0.0,0.0,99.0,1.0,10432780133.648071,1.3e-05,0.0,0.19776813196370652,0.05
ADBE,0.0,25113.01816733898,0,1,50226.03633467796,1,84.0,0.06006,,0.06006,1,0,1,0.0,25113.01816733898,0.0,25113.01816733898,0,1,0.0,0.0,25237.5,-25113.01816733898,SHORT,0.0,25113.01816733898,0.0,0.0,0.0,1.0,1596578620.0,0.0,1.6e-05,0.05,0.1281245458993443
ADMA,724209.0395163402,0.0,1,0,724209.0395163402,1,84.0,2001.2,2001.2,,1,0,0,0.0,0.0,724209.0395163402,0.0,1,0,0.0,822780.0,0.0,724209.0395163402,LONG,724209.0395163402,0.0,0.0,0.0,99.0,1.0,65356355.12668133,0.012589,0.0,0.6000000000000001,0.05
AMGN,0.0,34446.488610347296,0,2,68892.97288092274,2,87.5,6.376931,,6.376931,2,0,2,0.0,34446.488610347296,0.0,34446.484270575434,0,2,15874790.35513183,0.0,513682.5,-34446.488610347296,SHORT,0.0,17223.244305173648,0.0,0.0,0.0,1.0,971822743.5391235,0.0,0.000529,0.18,0.5070704509752051
APP,357.1212036872052,52506.143652992985,1,1,105369.40850967317,2,99.5,0.191288,0.059659,0.322917,2,0,0,0.0,0.0,357.1212036872052,52506.143652992985,1,1,294.052232748308,70760.0,57005.0,-52149.02244930578,SHORT,357.1212036872052,52506.143652992985,0.0,0.0,0.006801512715300095,0.7,2199264740.645447,3.2e-05,2.6e-05,0.15857142857142859,0.2541872783681024
ARKK,330.7390249925727,0.0,1,0,661.4780499851454,1,86.0,0.655754,0.655754,,1,0,0,0.0,0.0,330.7390249925727,0.0,1,0,0.0,48510.0,0.0,330.7390249925727,LONG,330.7390249925727,0.0,0.0,0.0,99.0,1.0,831929197.6605606,5.8e-05,0.0,0.05934524,0.05
ARM,128691.91658569289,88926.74028375112,11,14,306489.70182560413,25,61.04,7.008261,2.580385,10.487306,25,0,8,0.0,49955.71008320581,27030.1683371079,11545.839660479114,11,14,0.8112441811097153,1532122.5,1021838.5,39765.17630194177,LONG,11699.265144153898,6351.910020267937,0.789962,0.870165,1.447167816733835,1.0,958149819.8287964,0.001599,0.001066,0.5789746323635555,0.650974784707619
AVGO,14715.058291850897,26848.32924501457,6,4,45732.60167514667,10,62.0,0.065048,0.081221,0.040789,10,1,3,39.7300699001895,23259.830739568228,13075.754428631339,8722.180403336073,6,4,19.60009011471569,1385600.0,389234.0,-12133.270953163674,SHORT,2452.509715308483,6712.082311253643,0.111403,0.675131,0.5480809683747199,1.0,9711465809.730835,0.000143,4e-05,0.275013847408897,0.3105533595132727
BBY,0.0002259199731841787,0.0,1,0,0.0004518399463683574,1,91.0,0.544762,0.544762,,1,0,0,0.0,0.0,0.0002259199731841787,0.0,1,0,0.0,57915.0,0.0,0.0002259199731841787,LONG,0.0002259199731841787,0.0,0.0,0.0,99.0,0.7,341326448.6228943,0.00017,0.0,0.05442281605609202,0.02857142857142857
CAR,325711.71566728514,0.0,2,0,325711.71566728514,2,84.0,15.792398,15.792398,,2,0,0,0.0,0.0,209702.91298605455,0.0,2,0,0.0,330460.0,0.0,325711.71566728514,LONG,162855.85783364257,0.0,0.35617,0.0,99.0,1.0,83293647.75421143,0.003967,0.0,0.605805316593852,0.05
