ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score
AA,0.0,57872.7807574014,0,3,115745.5615148028,3,57.0,1.107961,,1.107961,3,0,0,0.0,0.0,0.0,57872.08006766728,0,3,6531362.927682342,0.0,246917.5,-57872.7807574014,SHORT,0.0,19290.9269191338,0.0,1.2e-05,0.0,1.0,19342091486.0,0.0,1.3e-05,0.0,0.009973547552030122,0.18,0.2860749519571698
AAL,927977.1456628079,178396.07108681634,4,2,1310983.1565994618,6,47.166667,1.03205,1.418106,0.259939,6,1,1,352827.91397041205,36053.84531998271,352827.91397041205,142342.22576683364,4,2,0.45379967246675956,991322.0,179808.0,749581.0745759915,LONG,231994.28641570196,89198.03554340817,0.619788,0.2021,5.201780173797708,1.0,7415220355.0,0.000134,2.4e-05,0.31286229580388775,0.12029047185801152,0.5644675431132501,0.21854136594582355
AAPL,3059270.6236218126,162574.26773294428,19,6,3377480.4784180266,25,53.6,0.298991,0.126687,0.844622,25,3,0,532610.7264604302,0.0,793253.5705188246,79118.8490621267,19,6,6.808570206361016,7737011.0,531049.0,2896696.355888868,LONG,161014.24334851644,27095.711288824048,0.740705,0.513337,18.817680474791878,1.0,3805351488000.0,2e-06,0.0,0.00042312581073329864,7.120422745249452e-05,0.3868698616338542,0.2968680580952381
ABVX,3189.2341361477174,0.13509664873650518,2,2,6378.73825950827,4,44.0,0.252141,0.199685,0.304598,4,1,1,0.000206084637087344,0.09662263136216721,3189.23393006308,0.09662263136216721,2,2,32972.346252228395,78515.0,144600.0,3189.099039498981,LONG,1594.6170680738587,0.06754832436825259,0.0,0.284789,99.0,1.0,9527252140.0,8e-06,1.5e-05,0.001673742905762814,7.090011198995368e-08,0.23035434448543418,0.2665340881990813
ACN,6189.255987018255,7.382599630322391e-05,10,5,6189.256060844457,15,56.866667,1.216306,1.266236,1.116447,15,2,1,2.0569765320137508e-10,1.66831371515987e-11,6189.016370964784,5.4363323238881544e-05,10,5,10756923571986.748,2115473.5,508850.0,6189.255913192259,LONG,618.9255987018255,1.4765199260644783e-05,3.9e-05,0.263629,99.0,1.0,127674014578.0,1.7e-05,4e-06,4.847702179237927e-05,1.156476461513965e-12,0.4247849387014866,0.30521875479299165
AKAM,36760.989831472754,0.7516941234370841,3,1,73522.73135706894,4,32.75,0.251863,0.329988,0.017489,4,2,0,33766.926728759696,0.0,31508.470553425246,0.7516941234370841,3,1,15.274501739858465,374372.0,53400.0,36760.23813734932,LONG,12253.663277157584,0.7516941234370841,0.142883,0.0,99.0,1.0,13755677543.0,2.7e-05,4e-06,0.00890807685688535,5.464609948054553e-07,0.3200049966228247,0.1907108157453726
AMAT,26480.108003302565,50789.950993174905,7,7,86944.82305868473,14,52.428571,3.590322,2.23093,4.949714,14,1,1,7098.545253247595,9674.163137311665,9935.345771222092,17423.27498882936,7,7,3948.551603052255,731875.0,1716141.5,-24309.84298987234,SHORT,3782.8725719003664,7255.707284739272,0.6248,0.656954,0.5213651024562109,1.0,314055232668.0,2e-06,5e-06,0.00012045246117263036,0.0002310328416788254,0.41744673306242563,0.47649496238687783
AMD,260123.47156630538,46442.21180206064,2,2,353007.8951704267,4,50.25,206.299751,412.590334,0.009167,4,1,1,119802.90290759904,23189.35908304698,140320.56865870632,23252.852719013663,2,2,2.800506925412666,271475.0,50588.5,213681.25976424472,LONG,130061.73578315269,23221.10590103032,0.460562,0.499316,5.601013850825332,1.0,402434308378.0,1e-06,0.0,0.0032318749439470707,0.0005770160599532959,0.37294306200597743,0.2257112048631203
APP,65277.752088154884,44999.68635882941,6,6,156823.2452207904,12,64.833333,1.262447,2.115228,0.551796,12,2,1,57738.19697143809,12175.3625559949,52378.82013225608,13071.651115897104,6,6,8.965092740832752,474834.0,624367.0,20278.065729325477,LONG,10879.625348025815,7499.947726471568,0.197601,0.709517,1.4506268236544433,1.0,128186371500.0,4e-06,5e-06,0.0008487349490211457,0.0005850815214370561,0.3862626624120393,0.3200238890535445
ASML,40685.15570846501,1311691.0553393916,11,7,1369326.2758682498,18,47.166667,2.038978,1.837729,2.355225,18,3,0,10160.796059511104,0.0,18908.911533552233,1239618.8139792294,11,7,30053.115959059483,4969233.0,3460990.0,-1271005.8996309265,SHORT,3698.6505189513646,187384.43647705595,0.535238,0.054946,0.0310173310573792,1.0,578203581033.0,9e-06,6e-06,6.396796284698676e-05,0.0032408038037793005,0.47674580033385566,0.3889945597456449
