ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_z_shadow,bearish_score_z_shadow,bullish_zscore_tier,bearish_zscore_tier
AAL,7359.48425578229,25116.797377931034,1,2,32476.281633713326,3,71.666667,1.116903,2.115489,0.61761,3,0,0,0.0,0.0,7359.48425578229,17550.236157955416,1,2,117408.0,473902.0,2825.9861150698857,13477.907985241274,0,0,-17757.313122148742,SHORT,7359.48425578229,12558.398688965517,0.0,0.301255,0.29301045611208093,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,8438692443.0,1.4e-05,5.6e-05,0.0,2e-06,0.383992,0.536609,0.0,0.0,0.008721119184628033,0.014881924864299165,0.22281663855960085,0.2866163039160234,0.5139,0.0157,1.0985,0.0,0.0,0.6,0.0,1.8453,0.0415,0.08,0.1556,0.0,0.6,0.1438,0.5816668361713978,0.6441108917780588,3,3
AAPL,198321.95249401918,140612.70381085086,4,6,424011.17321803985,10,73.6,0.390602,0.149233,0.551515,10,1,2,38851.589976444135,61689.126295034555,55710.46315016074,49250.462407223305,4,6,2217364.0,1966274.0,105643.59874503387,50726.27894346888,3,1,57709.24868316832,LONG,49580.488123504794,23435.45063514181,0.719091,0.649744,1.4104127658394048,1.0,0.75,0.16666666666666666,0.4423076923076923,-0.14102564102564105,31-90,0.25,0,0.0,3967284462200.0,1e-06,0.0,0.0,0.0,0.532687,0.346708,0.0,0.0,0.00012497336300410042,5.9071767750543456e-05,0.1658874523809524,0.21054822634920634,0.0,0.0,0.0,0.4667,0.15,0.6,0.4422,0.0,0.0,0.035,0.7778,0.3,0.6,0.3927,0.4836191221771584,0.40678011828907595,3,3
ACMR,9.98924487665336e-06,1.253281433224504e-05,1,3,3.505487354114344e-05,4,36.0,0.740043,0.120273,0.946634,4,1,0,9.98924487665336e-06,0.0,9.98924487665336e-06,1.2443699515996306e-05,1,3,51870.0,123032.5,3.076437120165551e-07,2.9118230973613336e-07,0,0,-2.543569455591679e-06,SHORT,9.98924487665336e-06,4.1776047774150134e-06,0.0,0.007111,0.797047224337517,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,3072319678.0,1.7e-05,4e-05,0.0,0.0,0.030797,0.023234,0.0,0.0,3.25136897315194e-11,1.3597558897694284e-11,0.1374205032937244,0.26008261729233983,0.6242,0.0,0.0,0.0,0.15,0.6,0.0,1.386,0.0,0.3037,0.3111,0.0,0.6,0.0,0.5445232228534875,0.6723096748518705,3,3
AFL,0.0,2.7699119189940605e-16,0,1,5.539823837988121e-16,1,44.0,0.791258,,0.791258,1,0,0,0.0,0.0,0.0,2.7699119189940605e-16,0,1,0.0,59780.5,0.0,1.0467245676077657e-16,0,0,-2.7699119189940605e-16,SHORT,0.0,2.7699119189940605e-16,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,59134629643.0,0.0,1e-06,0.0,0.0,0.0,0.377891,0.0,0.0,0.0,4.684077562870043e-23,0.06,0.079805544,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.1981,0.0,0.0,0.6,0.0,0.37893969352083734,0.454081952472676,3,3
AG,22285.404096932234,185.68366086668235,4,1,22484.446712779016,5,92.0,0.151906,0.166912,0.091883,5,0,0,0.0,0.0,21588.716216978184,185.68366086668235,4,1,612876.0,54858.0,3622.750732684268,62.83906854677328,0,0,22099.720436065552,LONG,5571.3510242330585,185.68366086668235,0.031262,0.0,99.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,10558516313.0,5.8e-05,5e-06,0.0,0.0,0.162917,0.33842,0.0,0.0,0.0052766419628233405,0.00017586150872169644,0.2710109697976755,0.050772253511635425,1.8994,0.0012,0.0,0.4667,0.0,0.3429,0.0,0.1649,0.0,0.0,0.0,0.0,0.3429,0.0,0.6490775651331905,0.4823230110776212,3,3
AI,27.983404475695195,1.6701393852436007e-15,1,2,27.9834044756952,3,34.666667,26.384663,2.625199,38.264394,3,0,0,0.0,0.0,27.983404475695195,1.6602423614145356e-15,1,2,90758.0,68209.0,6.355637805654416,2.0968983315202346e-16,0,0,27.983404475695195,LONG,27.983404475695195,8.350696926218004e-16,0.0,0.005926,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,1310150965.0,6.9e-05,5.2e-05,0.0,0.0,0.227122,0.125552,0.0,0.0,0.00021358916051094308,6.37384328165419e-21,0.42302402060631944,0.4190639685588233,2.1851,0.0,1.4451,0.0,0.0,0.6,0.0,1.7351,0.0,1.7,0.1556,0.0,0.6,0.0,0.6521696392132664,0.7392677809963274,3,3
ALB,2452.9721519202894,136.28901961466894,2,4,2722.926076148892,6,56.666667,2.740778,2.17699,3.022672,6,1,1,603.4077885328051,0.6127470945560053,1849.5643633874845,133.05215751937783,2,4,486498.0,267130.0,550.0804317274273,33.12230364132128,0,0,2316.6831323056203,LONG,1226.4860759601447,34.072254903667236,0.24599,0.02375,17.99831093404001,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.5,0,0.0,23304287755.0,2.1e-05,1.1e-05,0.0,0.0,0.224251,0.241316,0.0,0.0,0.0005262920235341665,1.4620594828673509e-05,0.2917086477083793,0.3317412198622244,0.7669,0.0,1.1404,0.1556,0.15,0.6,0.1043,0.4007,0.0,1.7,0.4667,0.15,0.6,0.0,0.6423974934889746,0.6805504216108508,3,3
ALK,0.0,14.433253641916396,0,1,28.866507283832792,1,30.0,0.780612,,0.780612,1,0,0,0.0,0.0,0.0,14.433253641916396,0,1,0.0,69315.0,0.0,7.329708550516444,0,0,-14.433253641916396,SHORT,0.0,14.433253641916396,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,5204721830.0,0.0,1.3e-05,0.0,0.0,0.0,0.507835,0.0,0.0,0.0,2.773107596014674e-05,0.06,0.12673628179154595,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4765,0.0,0.1908,0.0,0.0,0.6,0.0,0.37893969352083734,0.5825325401474591,3,3
ALLY,0.0,499.83448928308366,0,2,499.83448928308366,2,63.5,0.389078,,0.389078,2,0,1,0.0,43.41629015983482,0.0,456.4181991232488,0,2,0.0,203174.0,0.0,112.38106377093374,0,0,-499.83448928308366,SHORT,0.0,249.91724464154183,0.0,0.086861,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.5,0,0.0,14020399512.0,0.0,1.4e-05,0.0,0.0,0.0,0.224837,0.0,0.0,0.0,0.0001782525843344469,0.06,0.14195011360351567,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.5139,0.0,0.0,0.1556,0.15,0.6,0.0,0.37893969352083734,0.600710576566673,3,3
AMD,5496.213264865882,21702.718421615165,1,3,37200.628316725095,4,69.25,0.557355,1.221374,0.336016,4,0,0,0.0,0.0,5496.213264865882,9149.289089255926,1,3,61717.5,277512.5,3270.007850107211,6275.868907704165,1,1,-16206.505156749285,SHORT,5496.213264865882,7234.239473871722,0.0,0.578427,0.2532499919176872,1.0,1.0,0.3333333333333333,0.6923076923076923,0.025641025641025605,31-90,0.0,0,0.0,453890074583.0,0.0,1e-06,0.0,0.0,0.594957,0.309094,0.0,0.0,0.00012109128559189995,0.00015938307266397038,0.10905343199999999,0.12528446825396827,0.0,0.0,0.4905,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.3111,0.0,0.6,0.3417,0.4697420656487847,0.47954650434329005,3,3
