ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score
AAPL,414405.23243748717,223802.41290219195,15,12,870005.1519053502,27,47.888889,0.778931,0.783942,0.772667,27,3,5,66009.93606204748,134742.69537237138,148863.66892693946,81461.41312678349,15,12,3.102606969589052,2798339.0,1364674.5,190602.81953529522,LONG,27627.01549583248,18650.201075182664,0.640778,0.636012,1.851656678154735,1.0,3911496130200.0,1e-06,0.0,7.063030251398937e-05,4.768047942368552e-05,0.39316352,0.41714659142857147
ABT,5564.7884533221795,2.500529357347489e-15,3,2,11129.576906644359,5,67.0,0.467007,0.724433,0.080869,5,0,0,0.0,0.0,5564.786556138508,2.500529357347489e-15,3,2,4.946926074810916e+33,224428.0,104708.0,5564.7884533221795,LONG,1854.9294844407266,1.2502646786737444e-15,0.0,0.0,99.0,1.0,176479074004.0,1e-06,1e-06,0.0001051076165777413,7.084492514083605e-23,0.22013264666666665,0.19333333333333336
ACMR,0.003287759276216022,0.004124924064504108,1,3,0.011537607405224238,4,36.0,0.740043,0.120273,0.946634,4,1,0,0.003287759276216022,0.0,0.003287759276216022,0.00409559371297225,1,3,195.68375594974145,51870.0,123032.5,-0.0008371647882880859,SHORT,0.003287759276216022,0.001374974688168036,0.0,0.007111,0.7970472243375155,1.0,3022540936.0,1.7e-05,4.1e-05,1.087746814958612e-08,4.549068870470497e-09,0.2463107787014866,0.35555227691823627
AGQ,2.3791357510693782e-05,873.8437646911054,5,2,1747.6875531735682,7,67.428571,0.96641,0.855219,1.244385,7,1,0,1.9511742765326384e-05,0.0,1.9511742765326384e-05,873.8437646911045,5,2,597923110.3425782,4123022.0,1133391.0,-873.8437408997479,SHORT,4.758271502138757e-06,436.9218823455527,0.179881,0.0,2.7226099758351857e-08,1.0,132.03728425,0.0,0.0,0.0,0.0,0.272852259047619,0.23799643333333334
APO,95831.1703356357,13462.669312473728,23,5,134278.84043754023,28,60.785714,2.763563,1.761406,6.972621,28,4,1,11058.593431344141,6708.488859268186,23047.219467250987,6754.169920189007,23,5,393.8076228513915,2328619.5,403326.0,82368.50102316198,LONG,4166.572623288509,2692.533862494746,0.759502,0.498304,7.118288959741743,1.0,69701934123.0,3.3e-05,6e-06,0.0005977700153823476,0.0003862925607980041,0.573505155846329,0.44196467879326395
APP,19136.73185752385,50806.99061658717,5,4,76739.72899576373,9,52.777778,1.59021,2.737736,0.155801,9,2,2,8200.120755765314,6336.575182473516,10477.179762579355,31644.498260559692,5,4,7.415381994071833,341063.0,499530.0,-31670.258759063323,SHORT,3827.34637150477,12701.747654146793,0.452509,0.377163,0.37665548825629913,1.0,142673934100.0,2e-06,4e-06,0.00026825827686381644,0.0008902640650004193,0.42138192639575894,0.2755081728882297
ARKK,5329.040032207619,54128.38598961715,3,5,59638.04578759878,8,43.125,1.09124,1.247108,0.997719,8,0,2,0.0,5095.740071392062,4791.8173565311,26345.47619023981,3,5,9.331906091919437,190995.0,566503.0,-48799.34595740953,SHORT,1776.3466774025399,10825.677197923429,0.10081,0.513278,0.09845185543182149,1.0,5723514000.0,3.3e-05,9.9e-05,0.003103594535459405,0.01891438930336054,0.3522645139415671,0.5710322815218758
ASML,100047.969128226,84236.83842739773,1,2,284332.77668384975,3,43.333333,3.403209,0.047323,5.081152,3,0,0,0.0,0.0,100047.969128226,69756.96752123233,1,2,3.0760484118995812,100335.0,743519.0,15811.130700828275,LONG,100047.969128226,42118.419213698864,0.0,0.171895,1.1876985294795415,1.0,571100333467.0,0.0,1e-06,0.0017518457487296685,0.0007374959660417113,0.18,0.34846869047619045
ASTS,6862.496404960812,7516.243839568943,1,1,21894.984084098698,2,47.0,0.092307,0.02069,0.163925,2,0,0,0.0,0.0,6862.496404960812,7516.243839568943,1,1,0.45651102807718225,68510.0,89000.0,-653.7474346081317,SHORT,6862.496404960812,7516.243839568943,0.0,0.0,0.9130220561543645,1.0,25433085059.0,3e-06,3e-06,0.0026982555946481143,0.002955301656143037,0.07695740867659208,0.07695740867659208
AVGO,77361.83032448392,180985.06742731272,4,5,322559.01616315584,9,52.111111,0.603799,0.357104,0.801156,9,1,3,14306.897455141348,132187.37553905795,34795.498666272804,114108.81069912847,4,5,1.0964170262876536,844317.5,2389842.5,-103623.2371028288,SHORT,19340.45758112098,36197.01348546254,0.550224,0.369513,0.4274486918958328,1.0,1878337561956.0,0.0,1e-06,0.00010296582452932935,0.00019270771249321614,0.18217026161532213,0.2256650263772269
