ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium
AAOI,27911.438371556887,1259.1034678161893,1,1,29170.541839373076,2,30.5,156.876344,2.752688,311.0,2,0,0,0.0,0.0,27911.438371556887,1259.1034678161893,1,1,965730.0,583960.0,6507.43471946049,155.68434499716454,0,0,26652.3349037407,LONG,27911.438371556887,1259.1034678161893,0.0,0.0,22.167708282121538,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,11236207236.0,8.6e-05,5.2e-05,,,,,1e-06,0.0,0.233146,0.123647,0.0,0.0,0.024840622627652013,0.001120576936123172,0.25902046107562304,0.25331544228185143,0.3754,0.083,1.5318,0.0,0.0,0.6,0.0,0.2332,0.0,1.7,0.0,0.0,0.6,0.0,0.48067699619382814,0.40350841300326773,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,645830.0,965730.0,583960.0,0.0,0.0
AAPL,0.0,0.027014594408589995,0,1,0.05402918881717999,1,91.0,1.863986,,1.863986,1,0,1,0.0,0.027014594408589995,0.0,0.027014594408589995,0,1,0.0,752095.5,0.0,0.007631558941717409,0,0,-0.027014594408589995,SHORT,0.0,0.027014594408589995,0.0,0.0,0.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,1.0,0,0.0,4010447013800.0,0.0,0.0,,,,,0.0,0.0,0.0,0.282498,0.0,0.0,0.0,6.736055685471576e-11,0.052063874774147416,0.15053730920360758,0.1778,0.0,0.0,0.0,0.0,0.3429,0.0,0.085,0.0,0.9275,0.0,0.15,0.3429,0.0,0.03428571428571428,0.14203676228571427,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,1303930.0,698022.0,0.0,1504191.0,35770779.0,0.0
ALAB,8.415125796736474e-07,0.0,1,0,1.6830251593472949e-06,1,32.0,23.857143,23.857143,,1,1,0,8.415125796736474e-07,0.0,8.415125796736474e-07,0.0,1,0,1616352.5,0.0,5.322433393520789e-07,0.0,0,0,8.415125796736474e-07,LONG,8.415125796736474e-07,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,33031826452.0,4.9e-05,0.0,,,,,0.0,0.0,0.632484,0.0,0.0,0.0,2.547581136321621e-13,0.0,0.3172168124806249,0.10873321450928897,0.7222,0.0,1.7,0.0,0.15,0.6,0.0,0.4873,0.0,0.0,0.0,0.0,0.6,0.0,0.41004683663077984,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,3232705.0,0.0,0.0,0.0
AMAT,0.0,1.1149237535598232e-10,0,1,1.1149237535598232e-10,1,35.0,6.151515,,6.151515,1,0,0,0.0,0.0,0.0,1.1149237535598232e-10,0,1,0.0,989139.0,0.0,4.9970138697437604e-11,0,0,-1.1149237535598232e-10,SHORT,0.0,1.1149237535598232e-10,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,320205709137.0,0.0,3e-06,,,,,0.0,0.0,0.0,0.448193,0.0,0.0,0.0,3.4818984226255726e-18,0.07837105092224289,0.23850054691789335,0.1837,0.0,0.0,0.0,0.0,0.6,0.0,0.085,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.23832330638683377,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,1106420.0,0.0,0.0,989139.0,0.0,0.0
APLD,0.0,4442.6920236744,0,3,4442.6920236744,3,58.0,3.173182,,3.173182,3,0,0,0.0,0.0,0.0,1892.092964541066,0,3,0.0,1890198.0,0.0,1707.214237616104,0,0,-4442.6920236744,SHORT,0.0,1480.8973412248,0.0,0.574111,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,9267506150.0,0.0,0.000204,59587288.0,7433723.0,0.0,0.2542733970582439,0.0,0.0,0.0,0.384275,0.0,0.0,0.0,0.001597945895320285,0.09006622276831312,0.345548201961492,0.3007,0.0,0.0,0.0,0.0,0.6,0.0,0.5057,0.0,1.7,0.3111,0.0,0.6,0.3387,0.06,0.5849761825396825,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,1890198.0,0.0,0.0
AR,157729.94143176987,2.108739483725545e-20,1,1,315459.88286353974,2,56.5,14751.567865,29500.0,3.135731,2,0,0,0.0,0.0,157729.94143176987,2.108739483725545e-20,1,1,324500.0,523800.0,5118.097957104737,5.388404866565217e-21,0,0,157729.94143176987,LONG,157729.94143176987,2.108739483725545e-20,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,0.5,11909065000.0,2.7e-05,4.4e-05,272930.0,2101358.0,1.1889495475030227,0.24926737852379272,0.0,0.0,0.032448,0.255527,0.0,0.0,0.13244527713281426,1.770701128699478e-26,0.36715225208832974,0.35298674812852343,0.8647,0.5068,1.7,0.0,0.0,0.6,0.0,1.2299,0.0,1.7,0.0,0.0,0.6,0.0,0.377914008061762,0.3805582278917446,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,649000.0,523800.0,0.0,0.0
ARM,239656.00546222198,0.0,1,0,479312.01092444395,1,56.0,1.643478,1.643478,,1,0,0,0.0,0.0,239656.00546222198,0.0,1,0,281293.0,0.0,29669.46895360778,0.0,1,0,239656.00546222198,LONG,239656.00546222198,0.0,0.0,0.0,99.0,1.0,1.0,0.0,0.6923076923076923,-0.3076923076923077,31-90,0.0,0,0.0,207678905479.0,1e-06,0.0,,,,,0.0,0.0,0.1238,0.0,0.0,0.0,0.011539737505331538,0.0,0.19107758162284139,0.10779224616042996,0.5057,0.0275,0.7776,0.0,0.0,0.6,0.0,0.4779,0.0,0.0,0.0,0.0,0.6,0.0,0.14050981822430741,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,562586.0,0.0,0.0,0.0
AXON,9.260703588872296e-15,0.0,1,0,1.8521407177744592e-14,1,38.0,8.823529,8.823529,,1,0,0,0.0,0.0,9.260703588872296e-15,0.0,1,0,274316.0,0.0,4.056553532166293e-15,0.0,0,0,9.260703588872296e-15,LONG,9.260703588872296e-15,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,32412322676.0,8e-06,0.0,,,,,0.0,0.0,0.438039,0.0,0.0,0.0,2.857155187995666e-21,0.0,0.2883217809163726,0.12236093491727393,0.5832,0.0,1.7,0.0,0.0,0.6,0.0,0.6236,0.0,0.0,0.0,0.0,0.6,0.0,0.258444372936437,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,548632.0,0.0,0.0,0.0
AXTI,316857.2559750916,0.0,1,0,633714.5119501832,1,56.0,2.039301,2.039301,,1,0,0,0.0,0.0,316857.2559750916,0.0,1,0,411067.0,0.0,101922.85308333619,0.0,1,0,316857.2559750916,LONG,316857.2559750916,0.0,0.0,0.0,99.0,1.0,1.0,0.0,0.6923076923076923,-0.3076923076923077,31-90,0.0,0,0.0,4831568697.0,8.5e-05,0.0,,,,,2.1e-05,0.0,0.321668,0.0,0.0,0.0,0.6558061694783176,0.0,0.3823624227101453,0.10737227712170294,0.4769,1.7,1.0467,0.0,0.0,0.6,0.0,0.4737,0.0,0.0,0.0,0.0,0.6,0.0,0.5915797407195391,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,822134.0,0.0,0.0,0.0
BURL,5.6379589823118644e-11,0.0,2,0,1.1275917964623729e-10,2,40.0,,,,2,0,0,0.0,0.0,5.6372220052180515e-11,0.0,2,0,806300.0,0.0,2.3358213635560782e-12,0.0,0,0,5.6379589823118644e-11,LONG,2.8189794911559322e-11,0.0,0.000131,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,21126916311.0,3.8e-05,0.0,269964.0,1222904.0,2.986694522232594,0.0,0.0,0.0,0.04143,0.0,0.0,0.0,1.3343071225629811e-17,0.0,0.34258347594281585,0.10824363662777661,2.6703,0.0,0.0,0.1556,0.0,0.6,0.0,0.4824,0.0,0.0,0.0,0.0,0.6,0.0,0.2080482900441206,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,1612600.0,0.0,0.0,0.0
