ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score
AA,4728.374937886545,8.042612275292708,5,1,9464.792488048382,6,90.0,11.293747,13.485066,0.337151,6,1,0,2163.900571864101,0.0,2163.900571864101,8.042612275292708,5,1,7.836895248908027,824919.5,109395.0,4720.332325611253,LONG,945.674987577309,8.042612275292708,0.542359,0.0,99.0,1.0,394294243.08651024,0.002092,0.000277,0.6122474772872593,0.22893414322100467
AAOI,3152.541911250614,1848.3287804047025,1,5,6849.199472060019,6,84.833333,7.139394,41.0,0.367273,6,0,0,0.0,0.0,3152.541911250614,726.8266333743466,1,5,7.656940566811291,304920.0,656096.5,1304.2131308459113,LONG,3152.541911250614,369.66575608094047,0.0,0.606766,1.7056174987224655,1.0,1132609116.2982662,0.000269,0.000579,0.3772784877025362,0.3638829513654974
AAP,18.38293629858718,32.106526122981855,1,1,82.59598854455089,2,30.5,69.543401,138.631579,0.455223,2,0,0,0.0,0.0,18.38293629858718,32.106526122981855,1,1,3.493079190558845,3752500.0,675000.0,-13.723589824394676,SHORT,18.38293629858718,32.106526122981855,0.0,0.0,0.5725607382179124,1.0,79798906.86510544,0.047024,0.008459,0.5800000000000001,0.43
ABVX,0.14319628291025174,35.06722978536195,1,2,70.42085213654441,3,111.0,0.608784,1.15625,0.335052,3,0,0,0.0,0.0,0.14319628291025174,17.764082096418488,1,2,0.9662633998540697,56065.0,55495.0,-34.9240335024517,SHORT,0.14319628291025174,17.533614892680976,0.0,0.493428,0.00408347861484131,0.7,116274821.00659943,0.000482,0.000477,0.19227069308423905,0.19366500003128725
ACHR,3892.562293316674,0.0,2,0,7785.124586633348,2,56.0,580.96875,580.96875,,2,1,0,2000.4827606339918,0.0,2000.4827606339918,0.0,2,0,1.0572931666342853,251377.5,0.0,3892.562293316674,LONG,1946.281146658337,0.0,0.486076,0.0,99.0,1.0,178902341.47694007,0.001405,0.0,0.4550174586299671,0.09581603722081904
AEM,2.4396351865136245,7050.399573232162,1,3,8197.574885272581,4,58.5,0.968474,1.378049,0.831949,4,1,1,2.4396351865136245,1142.2960416673916,2.4396351865136245,5899.949151613103,1,3,627.9546428708801,41815.0,607675.0,-7047.959938045648,SHORT,2.4396351865136245,2350.1331910773874,0.0,0.163175,0.00034602793234245107,1.0,477319582.55250853,8.8e-05,0.001273,0.24518294000000002,0.39230151750580955
AGNC,0.0,771.0863216210131,0,1,771.0863216210131,1,90.0,0.08687,,0.08687,1,0,0,0.0,0.0,0.0,771.0863216210131,0,1,0.0,0.0,72000.0,-771.0863216210131,SHORT,0.0,771.0863216210131,0.0,0.0,0.0,1.0,216799154.325,0.0,0.000332,0.05,0.10944617789869021
AGRO,9.733174521141406,0.0,1,0,9.733174521141406,1,92.0,4.170492,4.170492,,1,0,0,0.0,0.0,9.733174521141406,0.0,1,0,0.0,120000.0,0.0,9.733174521141406,LONG,9.733174521141406,0.0,0.0,0.0,99.0,0.7,26333546.682755426,0.004557,0.0,0.42155706475975463,0.02857142857142857
ALAB,0.1699725093594597,61.81207923124682,1,3,105.46002367478664,4,54.25,1.943465,3.0,1.591286,4,0,1,0.0,43.3079994248209,0.1699725093594597,43.3079994248209,1,3,22.792649161265363,46460.0,406490.0,-61.64210672188736,SHORT,0.1699725093594597,20.604026410415607,0.0,0.29936,0.0027498267567342464,1.0,562772275.9501362,8.3e-05,0.000722,0.33,0.4079887478084649
AMZN,12065.120813076624,10536.011197529728,4,6,27938.072369094923,10,85.6,0.077371,0.133399,0.040019,10,0,0,0.0,0.0,6040.941372120191,3964.2326470099347,4,6,1.7589502846091976,652752.5,717358.0,1529.1096155468967,LONG,3016.280203269156,1756.0018662549546,0.499305,0.623744,1.1451317378919843,1.0,9433033421.53916,6.9e-05,7.6e-05,0.19474296471401759,0.23029813138068428
