ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium
AAPL,0.0,9.678417988783687,0,1,19.356835977567375,1,91.0,1.863986,,1.863986,1,0,1,0.0,9.678417988783687,0.0,9.678417988783687,0,1,0.0,752095.5,0.0,2.73413016041783,0,0,-9.678417988783687,SHORT,0.0,9.678417988783687,0.0,0.0,0.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,1.0,0,0.0,4008685277000.0,0.0,0.0,0.0,0.0,0.0,0.282498,0.0,0.0,0.0,2.4143621461914253e-08,0.058156026940894875,0.15053730920360758,0.2387,0.0,0.0,0.0,0.0,0.3429,0.0,0.085,0.0,0.9275,0.0,0.15,0.3429,0.0,0.03428571428571428,0.14203676228571427,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,698022.0,0.0,1504191.0,4717332.0,0.0
APLD,0.0,1177712.747947278,0,2,1177712.747947278,2,58.0,3.667143,,3.667143,2,0,0,0.0,0.0,0.0,677873.0899118154,0,2,0.0,1222290.0,0.0,357939.1640930248,0,2,-1177712.747947278,SHORT,0.0,588856.373973639,0.0,0.424416,0.0,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,0.0,0,0.0,9198921460.0,0.0,0.000133,0.0,3.9e-05,0.0,0.303927,0.0,0.0,0.0,0.6401363209091242,0.09014274375016745,0.47793697866696105,0.3014,0.0,0.0,0.0,0.0,0.6,0.0,0.3921,1.7,1.7,0.1556,0.0,0.6,0.2317,0.06,0.7287281269841269,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,1222290.0,0.0,0.0
ARKG,0.0,0.004105594120503701,0,1,0.008211188241007403,1,31.0,45.70235,,45.70235,1,0,0,0.0,0.0,0.0,0.004105594120503701,0,1,0.0,1610000.0,0.0,0.0025977302634015032,0,0,-0.004105594120503701,SHORT,0.0,0.004105594120503701,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,1374919000.0,0.0,0.001171,0.0,0.0,0.0,0.632729,0.0,0.0,0.0,2.9860625393231904e-08,0.1291267601197818,0.5114994530821066,0.6913,0.0,0.0,0.0,0.0,0.6,0.0,2.815,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.52,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,3220000.0,0.0,0.0
AVGO,0.0,0.06813117653791542,0,1,0.06813117653791542,1,30.0,2.076212,,2.076212,1,0,1,0.0,0.06813117653791542,0.0,0.06813117653791542,0,1,0.0,1664050.0,0.0,0.035703942832938595,0,0,-0.06813117653791542,SHORT,0.0,0.06813117653791542,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,1.0,0,0.0,1892115446372.0,0.0,1e-06,0.0,0.0,0.0,0.524047,0.0,0.0,0.0,3.6007938452461885e-10,0.07538190173398195,0.20038017930238866,0.1538,0.0,0.0,0.0,0.0,0.6,0.0,0.182,0.0,1.0718,0.0,0.15,0.6,0.0,0.06,0.182182416,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,2333481.0,0.0,1664050.0,25126980.0,0.0
CAR,336969.20892890176,0.0,1,0,673938.4178578035,1,58.0,,,,1,0,0,0.0,0.0,336969.20892890176,0.0,1,0,368850.0,0.0,245551.88974649674,0.0,1,0,336969.20892890176,LONG,336969.20892890176,0.0,0.0,0.0,99.0,1.0,1.0,0.0,0.6923076923076923,-0.3076923076923077,31-90,0.0,1,1.0,21465467338.0,1.7e-05,0.0,1.1e-05,0.0,0.728707,0.0,0.0,0.0,0.15698200445530025,0.0,0.21858417880101702,0.15714941331486326,0.988,0.5978,0.0,0.0,0.0,0.6,0.0,0.9715,0.0,0.0,0.0,0.0,0.6,0.0,0.18220075566993696,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,3589306.0,0.0,737700.0,0.0,0.0,1181500.0
CAT,0.0013947834370087314,0.0,2,0,0.0013947834371866982,2,38.5,1.835526,1.835526,,2,0,0,0.0,0.0,0.0013947834368307648,0.0,2,0,851146.0,0.0,0.0004474185283472494,0.0,0,0,0.0013947834370087314,LONG,0.0006973917185043657,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,371485405869.0,2e-06,0.0,0.0,0.0,0.32078,0.0,0.0,0.0,1.87730583082527e-11,0.0,0.20411550351941748,0.09777266265371662,0.3774,0.0,0.9082,0.1556,0.0,0.6,0.0,0.3777,0.0,0.0,0.0,0.0,0.6,0.0,0.17055337733654072,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,825645.0,1759097.0,1173267.0,0.0,2025250.0,590275.0
CAVA,0.0,9.024540767240206e-11,0,1,9.024540767240206e-11,1,37.0,4.495536,,4.495536,1,0,0,0.0,0.0,0.0,9.024540767240206e-11,0,1,0.0,590000.0,0.0,3.404308910918245e-11,0,0,-9.024540767240206e-11,SHORT,0.0,9.024540767240206e-11,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,11334030533.0,0.0,5.2e-05,0.0,0.0,0.0,0.377228,0.0,0.0,0.0,7.962340264537389e-17,0.11176850526868921,0.31108198808153376,0.5177,0.0,0.0,0.0,0.0,0.6,0.0,0.8108,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.40350841300326773,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,590000.0,0.0,0.0
CRCL,0.00168235243328578,0.0001194477986177133,1,1,0.0034841526651892734,2,63.0,5.785767,6.093117,5.478417,2,0,0,0.0,0.0,0.00168235243328578,0.0001194477986177133,1,1,723947.0,540000.0,0.0014341455743555277,6.526920818127565e-05,0,0,0.0015629046346680667,LONG,0.00168235243328578,0.0001194477986177133,0.0,0.0,14.084415558549262,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,24260817574.0,3e-05,2.2e-05,0.0,0.0,0.852464,0.546425,0.0,0.0,6.934442452956471e-10,4.92348612133022e-11,0.29322728477195026,0.28818786046235195,0.6323,0.0,1.7,0.0,0.0,0.6,0.0,0.5819,0.0,1.7,0.0,0.0,0.6,0.0,0.337143410833306,0.31018355633839767,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,1447894.0,540000.0,0.0,0.0
CRDO,0.0,400709.1004167111,0,1,400709.1004167111,1,58.0,2.684211,,2.684211,1,0,0,0.0,0.0,0.0,400709.1004167111,0,1,0.0,627380.0,0.0,149805.57679484354,0,0,-400709.1004167111,SHORT,0.0,400709.1004167111,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,32192048028.0,0.0,1.9e-05,0.0,5e-06,0.0,0.373851,0.0,0.0,0.0,0.12447455970125987,0.10585294272578019,0.31402944349353135,0.4585,0.0,0.0,0.0,0.0,0.6,0.0,0.5782,0.4768,1.4853,0.0,0.0,0.6,0.0,0.06,0.3258241254052787,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,627380.0,823024.0,0.0
CRWD,6.968833109301783e-08,0.0,1,0,6.968833109301783e-08,1,35.0,1.836735,1.836735,,1,1,0,6.968833109301783e-08,0.0,6.968833109301783e-08,0.0,1,0,977413.0,0.0,2.3194711036047205e-08,0.0,0,0,6.968833109301783e-08,LONG,6.968833109301783e-08,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,109852943084.0,9e-06,0.0,0.0,0.0,0.332835,0.0,0.0,0.0,6.3437837108952136e-15,0.0,0.1817953617940464,0.08726235830355612,0.159,0.0,0.909,0.0,0.15,0.6,0.0,0.2726,0.0,0.0,0.0,0.0,0.6,0.0,0.19825459284441538,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,577537.0,977413.0,0.0,2646800.0,8592067.0
