ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium
AAOI,0.00018689440926097133,8.430930562709663e-06,1,1,0.00019532533982368099,2,30.5,156.876344,2.752688,311.0,2,0,0,0.0,0.0,0.00018689440926097133,8.430930562709663e-06,1,1,965730.0,583960.0,4.357364717317016e-05,1.042459127404806e-06,0,0,0.00017846347869826168,LONG,0.00018689440926097133,8.430930562709663e-06,0.0,0.0,22.167708282121623,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,11492635202.0,8.4e-05,5.1e-05,,,,,0.0,0.0,0.233146,0.123647,0.0,0.0,1.626210229212245e-10,7.335942031156158e-12,0.25941830560244555,0.2601692687745492,0.4624,0.0,1.5318,0.0,0.0,0.6,0.0,0.3017,0.0,1.7,0.0,0.0,0.6,0.0,0.46778937344387267,0.4007065874826821,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,645830.0,965730.0,583960.0,0.0,0.0
ALAB,83.40960303638859,0.0,1,0,166.81920607277718,1,52.0,2.082902,2.082902,,1,0,0,0.0,0.0,83.40960303638859,0.0,1,0,312000.0,0.0,11.232119770101107,0.0,0,0,83.40960303638859,LONG,83.40960303638859,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,33506724916.0,9e-06,0.0,,,,,0.0,0.0,0.134662,0.0,0.0,0.0,2.489339177299276e-05,0.0,0.2288122172688804,0.12176087180636024,0.6117,0.0,1.0764,0.0,0.0,0.6,0.0,0.6176,0.0,0.0,0.0,0.0,0.6,0.0,0.19999394884441538,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,624000.0,0.0,0.0,0.0
ALGN,0.0,1.8248870046948513e-28,0,1,1.8248870046948513e-28,1,77.0,5.690476,,5.690476,1,0,0,0.0,0.0,0.0,1.8248870046948513e-28,0,1,0.0,872152.0,0.0,1.016658187423797e-28,0,0,-1.8248870046948513e-28,SHORT,0.0,1.8248870046948513e-28,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,12716732349.0,0.0,6.9e-05,440512.0,422431.0,0.0,2.064602266405638,0.0,0.0,0.0,0.557107,0.0,0.0,0.0,1.4350282404413065e-34,0.11430001565321904,0.5114994530821066,0.543,0.0,0.0,0.0,0.0,0.6,0.0,2.815,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.4485104886063194,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,872152.0,0.0,0.0
AMZN,915147.5576297903,203639.65587361946,15,6,1322426.8693770291,21,36.428571,25.482143,22.564281,32.776798,21,1,2,43909.59578546065,75477.26618291577,89123.65413538586,45210.50245730881,15,6,16712341.0,3999178.0,466803.8615323207,99495.46195060192,0,0,711507.9017561708,LONG,61009.83717531935,33939.942645603245,0.902613,0.777988,4.493955529947167,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0667,0,0.0,2829550066045.0,6e-06,1e-06,,,,,0.0,0.0,0.510086,0.488586,0.0,0.0,0.0002156167438330426,0.00011994819619163959,0.4860884916676472,0.43538135941550304,0.5109,0.0,1.7,1.4,0.15,0.6,0.5,0.4918,0.0,1.7,0.7778,0.3,0.6,0.4843,0.4555100293049481,0.3862054920634921,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,1239829.0,2935425.0,16712341.0,7998356.0,1082198.0,0.0
APLD,0.0,2.9748173141058383e-05,0,3,2.9748173141058383e-05,3,58.0,3.173182,,3.173182,3,0,0,0.0,0.0,0.0,1.2669415032193397e-05,0,3,0.0,1890198.0,0.0,1.1431470932229964e-05,0,0,-2.9748173141058383e-05,SHORT,0.0,9.916057713686128e-06,0.0,0.574111,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,9340377382.0,0.0,0.000202,,,,,0.0,0.0,0.0,0.384275,0.0,0.0,0.0,1.0616335195187651e-11,0.09203342562626228,0.35209203192397276,0.3203,0.0,0.0,0.0,0.0,0.6,0.0,0.5712,0.0,1.7,0.3111,0.0,0.6,0.3387,0.06,0.5849761825396825,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,1890198.0,0.0,0.0
CCL,0.0,49203.26271901706,0,1,49203.26271901706,1,50.0,2.413542,,2.413542,1,0,0,0.0,0.0,0.0,49203.26271901706,0,1,0.0,500000.0,0.0,9267.60491696001,0,0,-49203.26271901706,SHORT,0.0,49203.26271901706,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,13498050589.0,0.0,3.7e-05,,,,,0.0,1e-06,0.0,0.188353,0.0,0.0,0.0,0.036452124989896244,0.08397758002243157,0.24399319051150226,0.2398,0.0,0.0,0.0,0.0,0.6,0.0,0.4079,0.1308,1.3012,0.0,0.0,0.6,0.0,0.06,0.332607634503341,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,500000.0,0.0,0.0
CIEN,1.6788599662519907e-13,7.676327820824141e-19,2,1,3.3577276088318025e-13,3,32.333333,17.44329,22.028571,8.272727,3,1,0,8.985706113178915e-14,0.0,8.985706113178915e-14,7.676327820824141e-19,2,1,2399167.5,752400.0,1.0291782416568865e-13,3.412084631006103e-19,0,0,1.67885228992417e-13,LONG,8.394299831259953e-14,7.676327820824141e-19,0.464773,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.5,0,0.0,67219398212.0,3.6e-05,1.1e-05,,,,,0.0,0.0,0.613022,0.444494,0.0,0.0,1.2487912796817338e-20,1.1419810389575556e-25,0.3212241493179358,0.2714448488368038,0.3461,0.0,1.7,0.1556,0.15,0.6,0.2606,0.4144,0.0,1.7,0.0,0.0,0.6,0.0,0.4129066785775626,0.2700745531955577,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,4798335.0,752400.0,1500000.0,0.0
CMG,1.1518317039612286e-20,0.00010730316472530367,1,1,0.0001073031647253037,2,46.5,6.206114,10.886548,1.52568,2,0,0,0.0,0.0,1.1518317039612286e-20,0.00010730316472530367,1,1,257550.0,533186.0,3.283097363899982e-22,6.795778920643484e-05,0,0,-0.00010730316472530365,SHORT,1.1518317039612286e-20,0.00010730316472530367,0.0,0.0,1.0734368430883845e-16,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,42317394660.0,6e-06,1.3e-05,,,,,0.0,0.0,0.028503,0.633325,0.0,0.0,2.7218870944575975e-27,2.5356751186464384e-11,0.26068271107239527,0.16792363912798594,0.3068,0.0,1.7,0.0,0.0,0.6,0.0,0.3818,0.0,0.6975,0.0,0.0,0.6,0.0,0.25051002930494815,0.17740090579154597,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,782000.0,515100.0,533186.0,0.0,0.0
COP,0.0,0.0001550070798339963,0,1,0.0001550070798339963,1,86.0,2.774603,,2.774603,1,0,0,0.0,0.0,0.0,0.0001550070798339963,0,1,0.0,816050.0,0.0,8.21641626364109e-05,0,0,-0.0001550070798339963,SHORT,0.0,0.0001550070798339963,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,156246206398.0,0.0,5e-06,,,,,0.0,0.0,0.0,0.530067,0.0,0.0,0.0,9.920693974428582e-12,0.0901458283751706,0.269975770702746,0.3015,0.0,0.0,0.0,0.0,0.6,0.0,0.553,0.0,1.5467,0.0,0.0,0.6,0.0,0.06,0.23115954322592114,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,816050.0,0.0,0.0
CORZ,0.0,26712.443299807557,0,1,26712.443299807557,1,79.0,,,,1,0,0,0.0,0.0,0.0,26712.443299807557,0,1,0.0,501184.0,0.0,5932.11519746091,0,0,-26712.443299807557,SHORT,0.0,26712.443299807557,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,6167906732.0,0.0,8.1e-05,,,,,0.0,1e-06,0.0,0.222073,0.0,0.0,0.0,0.043308766588864754,0.12190861069924382,0.12765310173733968,0.6191,0.0,0.0,0.0,0.0,0.6,0.0,0.5177,0.1588,0.0,0.0,0.0,0.6,0.0,0.06,0.3235088928837183,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,501184.0,0.0,2773432.0
