ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score
IWM,0.0,171000.02871924607,0,1,171000.02871924607,1,56.0,0.52,,0.52,1,0,1,0.0,171000.02871924607,0.0,171000.02871924607,0,1,-171000.02871924607,SHORT,0.0,171000.02871924607,0.0,1.0,0.0,1.0,0.05,0.6195483285122967
LEU,0.0,80135.8779467913,0,1,80135.8779467913,1,90.0,0.77,,0.77,1,0,0,0.0,0.0,0.0,80135.8779467913,0,1,-80135.8779467913,SHORT,0.0,80135.8779467913,0.0,1.0,0.0,1.0,0.05,0.5439190803587326
NEM,296599.4320923571,0.0,2,0,296599.4320923571,2,90.0,0.47,0.47,,2,0,0,0.0,0.0,148407.00988443318,0.0,2,0,296599.4320923571,LONG,148299.71604617854,0.0,0.5,0.0,inf,1.0,0.5820363014849802,0.05
NFLX,229158.60018546745,0.0,1,0,229158.60018546745,1,90.0,0.26,0.26,,1,0,0,0.0,0.0,229158.60018546745,0.0,1,0,229158.60018546745,LONG,229158.60018546745,0.0,1.0,0.0,inf,1.0,0.5736979047380858,0.05
NOW,332.9010009146281,0.0,1,0,332.9010009146281,1,58.0,0.42,0.42,,1,0,0,0.0,0.0,332.9010009146281,0.0,1,0,332.9010009146281,LONG,332.9010009146281,0.0,1.0,0.0,inf,1.0,0.34251863368694174,0.05
ORCL,66056.96230450938,110918.76293840742,1,1,176975.7252429168,2,49.0,0.32,0.59,0.05,2,0,0,0.0,0.0,66056.96230450938,110918.76293840742,1,1,-44861.80063389805,SHORT,66056.96230450938,110918.76293840742,1.0,1.0,0.5955436262951331,1.0,0.5333139039736934,0.553261326287861
PLTR,0.0,54294.27052466549,0,1,54294.27052466549,1,56.0,0.11,,0.11,1,0,0,0.0,0.0,0.0,54294.27052466549,0,1,-54294.27052466549,SHORT,0.0,54294.27052466549,0.0,1.0,0.0,1.0,0.05,0.5286322725464554
QCOM,0.0,45013.9312217306,0,1,45013.9312217306,1,56.0,0.12,,0.12,1,0,0,0.0,0.0,0.0,45013.9312217306,0,1,-45013.9312217306,SHORT,0.0,45013.9312217306,0.0,1.0,0.0,1.0,0.05,0.5221544134728557
QQQ,0.0,543994.6811013615,0,2,543994.6811013615,2,90.0,0.14,,0.14,2,0,0,0.0,0.0,0.0,358399.69937434536,0,2,-543994.6811013615,SHORT,0.0,271997.34055068076,0.0,0.66,0.0,1.0,0.05,0.6333769520732364
RDDT,0.0,0.4685846951864041,0,1,0.4685846951864041,1,32.0,0.34,,0.34,1,0,0,0.0,0.0,0.0,0.4685846951864041,0,1,-0.4685846951864041,SHORT,0.0,0.4685846951864041,0.0,1.0,0.0,1.0,0.05,0.1642516935329989
SLV,258561.6489962028,0.0,2,0,258561.6489962028,2,90.0,0.07,0.07,,2,0,0,0.0,0.0,131639.04951250294,0.0,2,0,258561.6489962028,LONG,129280.8244981014,0.0,0.51,0.0,inf,1.0,0.5727712763107242,0.05
SOXS,25385.431514283482,0.0,1,0,25385.431514283482,1,56.0,1.33,1.33,,1,1,0,25385.431514283482,0.0,25385.431514283482,0.0,1,0,25385.431514283482,LONG,25385.431514283482,0.0,1.0,0.0,inf,1.0,0.5581820487046832,0.05
SPY,342578.88907941536,384433.5733639755,2,3,727012.4624433909,5,51.8,0.84,0.77,0.88,5,1,2,136521.48478247435,230649.18216081773,206057.40429694104,153784.3912031578,2,3,-41854.68428456015,SHORT,171289.44453970768,128144.5244546585,0.6,0.4,0.8911263552808047,1.0,0.6458300366017674,0.7554614662214169
TLT,0.0,41410.60897333368,0,1,41410.60897333368,1,119.0,0.14,,0.14,1,0,1,0.0,41410.60897333368,0.0,41410.60897333368,0,1,-41410.60897333368,SHORT,0.0,41410.60897333368,0.0,1.0,0.0,0.7,0.0,0.5193129093447064
TQQQ,184638.4926915955,0.0,1,0,184638.4926915955,1,90.0,0.28,0.28,,1,0,0,0.0,0.0,184638.4926915955,0.0,1,0,184638.4926915955,LONG,184638.4926915955,0.0,1.0,0.0,inf,1.0,0.5662309457221428,0.05
TSM,90564.75106228175,0.0,1,0,90564.75106228175,1,90.0,0.13,0.13,,1,0,0,0.0,0.0,90564.75106228175,0.0,1,0,90564.75106228175,LONG,90564.75106228175,0.0,1.0,0.0,inf,1.0,0.5389806376605638,0.05
U,0.0,151.47988446035313,0,1,151.47988446035313,1,30.0,0.7,,0.7,1,0,0,0.0,0.0,0.0,151.47988446035313,0,1,-151.47988446035313,SHORT,0.0,151.47988446035313,0.0,1.0,0.0,1.0,0.05,0.32633663652959605
USAR,262.31841324640254,0.0,3,0,262.31841324640254,3,31.33,1.26,1.26,,3,2,0,1.1156118567317534,0.0,261.2028013896708,0.0,3,0,262.31841324640254,LONG,87.43947108213418,0.0,1.0,0.0,inf,1.0,0.49100114055975763,0.05
WFC,0.0,80357.89738072999,0,1,80357.89738072999,1,90.0,0.24,,0.24,1,0,0,0.0,0.0,0.0,80357.89738072999,0,1,-80357.89738072999,SHORT,0.0,80357.89738072999,0.0,1.0,0.0,1.0,0.05,0.542588058642981
XLI,0.0,87019.75633586186,0,3,87019.75633586186,3,61.0,74.28,,74.28,3,0,1,0.0,49717.551083556886,0.0,49717.551083556886,0,3,-87019.75633586186,SHORT,0.0,29006.585445287288,0.0,0.57,0.0,1.0,0.05,0.8600369205969919
XLU,0.0,22424.84958514137,0,2,22424.84958514137,2,43.0,0.66,,0.66,2,0,2,0.0,22424.84958514137,0.0,22147.193828214302,0,2,-22424.84958514137,SHORT,0.0,11212.424792570686,0.0,0.99,0.0,1.0,0.05,0.6406199645700359
