ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_z_shadow,bearish_score_z_shadow,bullish_zscore_tier,bearish_zscore_tier
BE,310.18834876826526,21435.931616272785,3,6,42769.30613830549,9,55.0,15.522554,59.279551,0.936888,9,0,2,0.0,12876.679335911493,277.29198674979773,12873.065712071138,3,6,281857.0,1553397.5,64.7803139213488,8987.440450348498,0,0,-21125.74326750452,SHORT,103.39611625608842,3572.6552693787976,0.106053,0.399463,0.014470486019501488,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.3333,0,0.0,58314751970.0,5e-06,2.7e-05,0.0,0.0,0.21088,0.42298,0.0,0.0,1.7730696395533075e-05,0.000612650341240712,0.27803000747988943,0.3161094139756797,0.1649,0.0,1.7,0.3111,0.0,0.6,0.0043,0.9723,0.0,0.2971,0.7778,0.3,0.6,0.2139,0.4367144122928308,0.6210128452168243,3,3
BTDR,37.27643959353427,10361.000770823099,1,3,20677.83147398847,4,46.25,384.737569,0.026152,512.974709,4,0,0,0.0,0.0,37.27643959353427,7104.5089601618,1,3,78739.0,3563113.0,16.458524385324324,1428.5506512574145,0,0,-10323.724331229565,SHORT,37.27643959353427,3453.6669236076996,0.0,0.314303,0.0035977643876357857,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,0.25,2478974586.0,3.2e-05,0.001437,0.0,1e-06,0.441526,0.136181,0.0,0.0,0.0001503703983253916,0.013931836748598679,0.1736240714508556,0.5701744431178658,1.1362,0.0,0.0,0.0,0.0,0.6,0.0,2.9,0.0376,1.7,0.3111,0.0,0.6,0.1531,0.3721898184321154,0.6683621950524993,3,3
BTU,9.609198389434452e-18,0.0,1,0,1.9218396778868905e-17,1,108.0,19.055556,19.055556,,1,1,0,9.609198389434452e-18,0.0,9.609198389434452e-18,0.0,1,0,27701.5,0.0,8.289156071581419e-19,0.0,0,0,9.609198389434452e-18,LONG,9.609198389434452e-18,0.0,0.0,0.0,99.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,1.0,0,0.0,3122832942.0,9e-06,0.0,0.0,0.0,0.086263,0.0,0.0,0.0,3.0770773102195785e-23,0.0,0.2516423271301297,0.03428571428571428,0.3236,0.0,1.7,0.0,0.15,0.3429,0.0,0.0,0.0,0.0,0.0,0.0,0.3429,0.0,0.5354420068383098,0.3498356837330293,3,3
CAR,43749.47169493028,188662.87838539443,1,6,411686.4676996341,7,62.0,7.627851,5.352941,8.007003,7,0,2,0.0,48175.033049420425,43749.47169493028,46568.66323436187,1,6,330750.0,1446430.0,22044.57637976973,94328.11982685504,1,5,-144913.40669046415,SHORT,43749.47169493028,31443.813064232407,0.0,0.753165,0.23189231537939475,1.0,1.0,0.8333333333333334,0.6923076923076923,0.5256410256410257,31-90,0.3333,0,0.0,17412837877.0,1.9e-05,8.3e-05,1e-06,5e-06,0.503882,0.499009,0.0,0.0,0.02512483720572475,0.018057833700826805,0.3080315328738541,0.6422056505550384,0.6962,0.0842,1.7,0.0,0.0,0.6,0.0,2.5229,0.0548,1.7,0.7778,0.3,0.6,0.4665,0.44308459190220084,0.8114379304833318,2,3
CAT,170.655999430982,4093.604824854176,6,4,8349.513347224252,10,50.4,1.156063,0.959105,1.4515,10,0,1,0.0,0.09486295522651968,72.46488487579249,4085.1576599838686,6,4,1306884.0,429821.5,75.85281061153167,1287.910923963283,0,1,-3922.948825423194,SHORT,28.442666571830333,1023.401206213544,0.575375,0.002064,0.041688440074833355,1.0,0.0,0.25,-0.3076923076923077,-0.05769230769230771,31-90,0.25,0,0.0,369740578374.0,4e-06,1e-06,0.0,0.0,0.444478,0.314532,0.0,0.0,7.692600768060682e-07,2.767889882993457e-05,0.21537682118526713,0.18636866666666668,0.1242,0.0,0.3122,0.7778,0.0,0.6,0.3396,0.0,0.0,0.647,0.4667,0.15,0.6,0.0,0.5393535089139517,0.5457634906361208,3,3
CCL,50272.7535188232,43415.11460267386,2,2,137102.98272417093,4,62.0,0.2182,0.170742,0.265658,4,0,0,0.0,0.0,26479.89742864258,39593.86597930033,2,2,485066.0,563399.5,21648.87192729242,32693.418174323335,0,0,6857.638916149343,LONG,25136.3767594116,21707.55730133693,0.473275,0.088017,1.157955103399105,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,15418805246.0,3.1e-05,3.7e-05,1e-06,2e-06,0.430628,0.753042,0.0,0.0,0.01630241536770987,0.014078624741024198,0.21736144854741943,0.20877861009204296,1.104,0.0475,0.0,0.1556,0.0,0.6,0.2666,1.2941,0.0382,0.0,0.1556,0.0,0.6,0.0,0.6669226696510356,0.6356225971470777,3,3
CELH,43.40856167922668,0.0,1,0,43.40856167922668,1,64.0,0.362076,0.362076,,1,0,0,0.0,0.0,43.40856167922668,0.0,1,0,116584.0,0.0,9.0879047660219,0.0,0,0,43.40856167922668,LONG,43.40856167922668,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,9058403753.0,1.3e-05,0.0,0.0,0.0,0.209357,0.0,0.0,0.0,4.792076271147712e-05,0.0,0.10765466579154596,0.06,0.4765,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.48834176161234305,0.3498356837330293,3,3
CIFR,118114.86033485166,0.0,5,0,118114.86033485166,5,62.0,0.557394,0.557394,,5,0,0,0.0,0.0,54361.32259553725,0.0,5,0,1184508.0,0.0,22080.09136561038,0.0,1,0,118114.86033485166,LONG,23622.97206697033,0.0,0.539759,0.0,99.0,1.0,0.2,0.0,-0.1076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,7847162914.0,0.000151,0.0,3e-06,0.0,0.186937,0.0,0.0,0.0,0.03010383794227715,0.0,0.4580094967317481,0.06,2.9,0.1047,0.039,0.6222,0.0,0.6,0.3141,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.7806868015769687,0.3498356837330293,3,3
CLF,319.3880410968634,14.861021645317562,5,2,653.6371038390444,7,56.142857,2.123537,2.398569,1.435956,7,0,1,0.0,14.86101605733374,318.5275159346383,14.86101605733374,5,2,337250.0,240449.0,93.07298599888964,4.0007918495092545,0,0,304.5270194515458,LONG,63.877608219372675,7.430510822658781,0.002694,0.0,21.49166111991343,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,5669681560.0,5.9e-05,4.2e-05,0.0,0.0,0.29141,0.269214,0.0,0.0,0.00011266524855652154,1.3105693404514206e-05,0.44394475551157014,0.29882198103253405,1.9262,0.0,1.291,0.6222,0.0,0.6,0.0,1.4462,0.0,0.6365,0.1556,0.15,0.6,0.0,0.7754392940026228,0.6557488794943692,3,3
CNC,2.3368965934559592e-08,1.0461724138291439e-09,5,2,2.458208871413385e-08,7,62.571429,2.556412,2.430559,2.871044,7,3,1,2.298632086449494e-08,1.0496369807111985e-25,2.2819370498749824e-08,1.0461724138291436e-09,5,2,700614.0,325688.0,1.4013603441527143e-08,4.3279964100431053e-10,0,0,2.232279352073045e-08,LONG,4.673793186911919e-09,5.230862069145719e-10,0.023518,0.0,22.337585684395712,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.6,0,0.0,18770899070.0,3.7e-05,1.7e-05,0.0,0.0,0.595843,0.413698,0.0,0.0,2.4899143986031347e-15,2.786687014638409e-16,0.42790586401125835,0.31420705084927997,1.2941,0.0,1.3128,0.6222,0.45,0.6,0.0,0.6242,0.0,1.6123,0.1556,0.15,0.6,0.0,0.731391169242252,0.6575627689253646,3,3
COHR,1109.8796295415336,9522.99742189671,6,3,10632.877090559607,9,68.666667,1.785394,0.732656,3.89087,9,1,0,0.00017064985174175843,0.0,1106.3132748347286,9504.972400845934,6,3,1547630.0,312805.0,464.65850654708987,1645.5172675754766,0,0,-8413.117792355177,SHORT,184.97993825692228,3174.3324739655704,0.003213,0.001893,0.11654729917174304,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,64684988577.0,2.4e-05,5e-06,0.0,0.0,0.418657,0.172794,0.0,0.0,2.8597042733759633e-05,0.0004907371159518555,0.2556841271230884,0.27759765033703226,0.8709,0.0,0.1582,0.7778,0.15,0.6,0.0,0.1649,0.0,1.7,0.3111,0.0,0.6,0.0,0.642221199185485,0.694488631748467,3,3
COP,10904.183765504531,212.47648300215533,10,2,11118.836881633495,12,60.583333,0.297097,0.331312,0.12602,12,1,0,4939.326712111248,0.0,5212.077769388819,211.1650556954361,10,2,957118.0,96379.5,5144.988979368912,70.79378544319565,0,0,10691.707282502375,LONG,1090.418376550453,106.23824150107767,0.522011,0.006172,51.31948539167942,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.1,0,0.0,141840235198.0,7e-06,1e-06,0.0,0.0,0.471853,0.332925,0.0,0.0,7.687652061689675e-05,7.489993326137382e-06,0.2696393824337675,0.07555555555555556,0.245,0.0,0.0,1.4,0.15,0.6,0.3014,0.0,0.0,0.0,0.1556,0.0,0.6,0.0,0.45288134646690825,0.30423576925746854,3,3
CPNG,21419.738404609147,0.0,6,0,21429.150584761977,6,51.5,0.340249,0.340249,,6,2,0,13855.429652664276,0.0,9210.915772765888,0.0,6,0,538802.5,0.0,8770.566549156996,0.0,0,0,21419.738404609147,LONG,3569.956400768191,0.0,0.56998,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.3333,0,0.0,35996873597.0,1.5e-05,0.0,0.0,0.0,0.409304,0.0,0.0,0.0,0.0009917406830202368,0.0,0.2564495648506169,0.06,0.551,0.0,0.0,0.7778,0.3,0.6,0.3357,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6967794106707436,0.3498356837330293,3,3
CRCL,3374.183671192137,3272.6456747303587,1,1,13293.65869184499,2,62.0,0.137685,0.059516,0.215855,2,1,0,3374.183671192137,0.0,3374.183671192137,3272.6456747303587,1,1,35967.5,25000.0,1156.3723116328467,634.9874150597146,0,1,101.53799646177822,LONG,3374.183671192137,3272.6456747303587,0.0,0.0,1.031026272488281,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,1.0,0,0.0,24158172144.0,1e-06,1e-06,0.0,0.0,0.342712,0.194029,0.0,0.0,0.001396704871163094,0.0013546743748753208,0.075,0.06,0.0,0.0,0.0,0.0,0.15,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.39046831701499274,0.37504347999643817,2,2
CRDO,766.5869614586435,14082.119938251184,4,4,17772.748873364908,8,59.0,0.46648,0.208854,0.724107,8,1,2,648.7817009169676,2062.721405097199,648.7817009169676,11848.742159541061,4,4,435277.0,682411.0,315.50530875714463,3371.6995842650936,0,0,-13315.532976792541,SHORT,191.64674036466087,3520.529984562796,0.153675,0.158597,0.054436900468115425,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.5,0,0.0,29639260859.0,1.5e-05,2.3e-05,0.0,0.0,0.396574,0.207346,0.0,0.0,6.465975696099962e-05,0.0011877927730082993,0.18060238231093428,0.23974012049438725,0.551,0.0,0.0,0.4667,0.15,0.6,0.0383,0.8365,0.0,0.1524,0.4667,0.3,0.6,0.0419,0.6003963255152579,0.7522148471917532,3,3
