ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_z_shadow,bearish_score_z_shadow,bullish_zscore_tier,bearish_zscore_tier
AAL,10139.48059026907,34604.50089327381,1,2,44743.981483542884,3,71.666667,1.116903,2.115489,0.61761,3,0,0,0.0,0.0,10139.48059026907,24179.721389907623,1,2,117408.0,473902.0,3893.483614644293,18569.098277017783,0,0,-24465.02030300474,SHORT,10139.48059026907,17302.250446636906,0.0,0.301255,0.2930104561120809,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,8438692443.0,1.4e-05,5.6e-05,0.0,2e-06,0.383992,0.536609,0.0,0.0,0.012015464076641273,0.02050347321401592,0.2242007162514346,0.28896113262997913,0.5139,0.0295,1.0985,0.0,0.0,0.6,0.0,1.8453,0.065,0.08,0.1556,0.0,0.6,0.1438,0.639912835874663,0.7089420484437089,3,3
AAPL,273236.7538333189,193728.21946255033,4,6,584178.5798405154,10,73.6,0.390602,0.149233,0.551515,10,1,2,53527.5202413452,84991.78433702234,76754.72086812834,67854.49771802453,4,6,2217364.0,1966274.0,145549.76703969899,69887.79415619589,3,1,79508.53437076855,LONG,68309.18845832972,32288.036577091723,0.719091,0.649744,1.410412765839405,1.0,0.75,0.16666666666666666,0.4423076923076923,-0.14102564102564105,31-90,0.25,0,0.0,3967284462200.0,1e-06,0.0,0.0,0.0,0.532687,0.346708,0.0,0.0,0.0001721812214606105,8.138573597313176e-05,0.1658874523809524,0.21054822634920634,0.0,0.0,0.0,0.4667,0.15,0.6,0.4422,0.0,0.0,0.035,0.7778,0.3,0.6,0.3927,0.5366595492108168,0.47240431249339737,3,3
AG,30703.56759165703,255.82443142107113,4,1,30977.797234641745,5,92.0,0.151906,0.166912,0.091883,5,0,0,0.0,0.0,29743.710488800993,255.82443142107113,4,1,612876.0,54858.0,4991.220778626506,86.57610964246398,0,0,30447.743160235957,LONG,7675.891897914257,255.82443142107113,0.031262,0.0,99.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,10558516313.0,5.8e-05,5e-06,0.0,0.0,0.162917,0.33842,0.0,0.0,0.007269858444470499,0.0002422920264905889,0.2718518021464249,0.050772253511635425,1.8994,0.0096,0.0,0.4667,0.0,0.3429,0.0,0.1649,0.0,0.0,0.0,0.0,0.3429,0.0,0.7537307320549099,0.5388570553937357,3,3
AI,38.55394979723338,2.3010234537041266e-15,1,2,38.553949797233386,3,34.666667,26.384663,2.625199,38.264394,3,0,0,0.0,0.0,38.55394979723338,2.2873878948078097e-15,1,2,90758.0,68209.0,8.756437805893931,2.8889877596398043e-16,0,0,38.55394979723338,LONG,38.55394979723338,1.1505117268520633e-15,0.0,0.005926,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,1310150965.0,6.9e-05,5.2e-05,0.0,0.0,0.227122,0.125552,0.0,0.0,0.00029427104835383133,8.78152027962719e-21,0.42302402060631944,0.4190639685588233,2.1851,0.0,1.4451,0.0,0.0,0.6,0.0,1.7351,0.0,1.7,0.1556,0.0,0.6,0.0,0.741185430304162,0.6888896651820066,3,3
ALB,3379.5661025193,187.7712922565175,2,4,3751.493330005695,6,56.666667,2.740778,2.17699,3.022672,6,1,1,831.3410759780477,0.8442082428687746,2548.225026541252,183.31172698700894,2,4,486498.0,267130.0,757.8696640603384,45.63403401703133,0,0,3191.7948102627824,LONG,1689.78305125965,46.94282306412938,0.24599,0.02375,17.998310934040003,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.5,0,0.0,23304287755.0,2.1e-05,1.1e-05,0.0,0.0,0.224251,0.241316,0.0,0.0,0.0007250953425500431,2.0143427491817536e-05,0.2917086477083793,0.3317412198622244,0.7669,0.0,1.1404,0.1556,0.15,0.6,0.1043,0.4007,0.0,1.7,0.4667,0.15,0.6,0.0,0.7342034298608126,0.6895391665095735,3,3
ALK,0.0,19.885319415101566,0,1,39.77063883020313,1,30.0,0.780612,,0.780612,1,0,0,0.0,0.0,0.0,19.885319415101566,0,1,0.0,69315.0,0.0,10.098457309953291,0,0,-19.885319415101566,SHORT,0.0,19.885319415101566,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,5204721830.0,0.0,1.3e-05,0.0,0.0,0.0,0.507835,0.0,0.0,0.0,3.820630585958052e-05,0.06,0.12673628179154595,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4765,0.0,0.1908,0.0,0.0,0.6,0.0,0.34275825604327853,0.5950378337984844,3,3
AMD,7572.371348617448,29900.77626963425,1,3,51252.91877170454,4,69.25,0.557355,1.221374,0.336016,4,0,0,0.0,0.0,7572.371348617448,12605.372321081211,1,3,61717.5,277512.5,4505.231613226023,8646.53673615006,1,1,-22328.4049210168,SHORT,7572.371348617448,9966.925423211416,0.0,0.578427,0.2532499919176872,1.0,1.0,0.3333333333333333,0.6923076923076923,0.025641025641025605,31-90,0.0,0,0.0,453890074583.0,0.0,1e-06,0.0,0.0,0.594957,0.309094,0.0,0.0,0.00016683271507036967,0.0002195889705754918,0.10905343199999999,0.12528446825396827,0.0,0.0,0.4905,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.3111,0.0,0.6,0.3417,0.5394745162496902,0.55956330118481,3,3
ANET,2398.2418073637464,7.307902568281209,4,1,2908.505531670293,5,38.0,54.147847,66.484809,4.8,5,2,0,517.6636135382922,0.0,1866.6944824531934,7.307902568281209,4,1,628380.5,391950.0,753.5612187590194,3.855766560753037,0,0,2390.933904795465,LONG,599.5604518409366,7.307902568281209,0.22164,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.5,0,0.0,206361220302.0,3e-06,2e-06,0.0,0.0,0.307546,0.527616,0.0,0.0,2.9053930334561302e-05,3.5413158332686904e-07,0.3236785444820719,0.23418205378098517,0.0832,0.0,1.7,0.4667,0.3,0.6,0.0869,0.0418,0.0,1.7,0.0,0.0,0.6,0.0,0.6051926751026276,0.5058689142638241,3,3
APG,0.0,2.7187224572779745e-07,0,3,5.437444914555949e-07,3,104.0,0.080187,,0.080187,3,0,0,0.0,0.0,0.0,1.3719597895680265e-07,0,3,0.0,285600.0,0.0,1.2669941404703112e-07,0,0,-2.7187224572779745e-07,SHORT,0.0,9.062408190926582e-08,0.0,0.495366,0.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,20170572067.0,0.0,1.4e-05,0.0,0.0,0.0,0.466026,0.0,0.0,0.0,4.492886052425407e-14,0.03428571428571428,0.14503181201621407,0.0,0.0,0.0,0.0,0.0,0.3429,0.0,0.5139,0.0,0.0,0.3111,0.0,0.3429,0.2824,0.34275825604327853,0.5637293538320874,3,3
APLD,10439.527552254454,4061.99704202443,3,1,22987.880470004344,4,64.5,6.521841,8.557223,0.415695,4,0,0,0.0,0.0,6015.168718553425,4061.99704202443,3,1,181537.0,30350.0,3342.648052924013,1326.205955682013,0,1,6377.530510230024,LONG,3479.8425174181516,4061.99704202443,0.423808,0.0,2.570048043917721,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,0.0,0,0.0,9010313565.0,2e-05,3e-06,0.0,0.0,0.224904,0.326491,0.0,0.0,0.0038620659451135894,0.004508163908748974,0.3574075344442726,0.06832330638683377,0.7317,0.0,1.7,0.3111,0.0,0.6,0.2313,0.0832,0.0,0.0,0.0,0.0,0.6,0.0,0.7868691721074249,0.5283079753284988,3,3
AR,15603.022989657356,4.466618658499281e-15,3,1,31205.93774584999,4,55.0,4643.529717,6965.162378,0.264395,4,0,0,0.0,0.0,15602.914701999507,4.466618658499281e-15,3,1,433641.0,40089.0,475.6204551715636,4.721708904001511e-16,0,0,15603.022989657356,LONG,5201.0076632191185,4.466618658499281e-15,7e-06,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,11316697000.0,3.8e-05,4e-06,0.0,0.0,0.030481,0.105711,0.0,0.0,0.0045958707414531985,3.946927852269333e-21,0.39360384559967615,0.07242454626463221,1.3249,0.0,1.7,0.3111,0.0,0.6,0.0,0.1242,0.0,0.0,0.0,0.0,0.6,0.0,0.8057554669894965,0.42622235010841825,3,3
ARKK,16077.010923556176,225.4832517054088,2,4,16302.494175261585,6,52.0,0.777475,0.500381,0.916022,6,0,1,0.0,20.23176814659799,11651.667970894558,110.28260808377338,2,4,237470.0,511003.0,6034.832110900683,84.63176246423664,0,0,15851.527671850767,LONG,8038.505461778088,56.3708129263522,0.275259,0.510906,71.30024426186917,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,5723514000.0,4.1e-05,8.9e-05,1e-06,0.0,0.37537,0.375335,0.0,0.0,0.014044703064897,9.848986641135534e-05,0.233524769947774,0.4452938898641422,1.4162,0.038,0.0003,0.1556,0.0,0.6,0.1252,2.6599,0.0,0.2829,0.4667,0.15,0.6,0.2935,0.5690753042864212,0.7188957723138909,3,3
ARM,1912.6539665238777,11862.25513925335,4,9,25065.27307772621,13,65.076923,0.544296,0.290476,0.657105,13,2,3,383.96094113945355,3922.7169672095106,1041.7874288425062,3058.3943583315677,4,9,362714.5,460988.0,922.8728414712957,6361.661266090665,0,0,-9949.601172729472,SHORT,478.1634916309694,1318.0283488059276,0.455318,0.742174,0.16123864678940522,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.3333,0,0.0,176152535537.0,2e-06,3e-06,0.0,0.0,0.516205,0.536014,0.0,0.0,2.7144854326013006e-05,7.48231267173036e-05,0.16622857759050896,0.29432046225984965,0.0418,0.0,0.0,0.4667,0.3,0.6,0.2538,0.0832,0.0,0.1068,1.2444,0.45,0.6,0.4587,0.484126699578447,0.5439181003714552,3,3
AVGO,91639.8276555192,25393.681628215298,6,4,156066.99604125242,10,74.1,0.67068,0.857416,0.390575,10,1,1,32666.492646084425,6095.856074684153,32666.492646084425,9447.178206888178,6,4,898474.5,489542.5,31189.797469210236,13234.9723054041,3,0,66246.1460273039,LONG,15273.3046092532,6348.420407053824,0.643534,0.627971,3.6087649281109684,1.0,0.5,0.0,0.1923076923076923,-0.3076923076923077,91+,0.1667,0,0.0,1924832003523.0,0.0,0.0,0.0,0.0,0.337182,0.514965,0.0,0.0,7.934876696407078e-05,3.2981685650666534e-05,0.21590592292063493,0.15937888095238095,0.0,0.0,0.243,0.7778,0.15,0.6,0.3882,0.0,0.0,0.0,0.4667,0.15,0.6,0.3771,0.5910885715778154,0.5120625793914487,3,3
AVTX,1.5885294837877466e-06,1.4194794081196158e-06,10,7,4.596538375695109e-06,17,53.352941,3.113927,4.725771,0.811291,17,0,1,0.0,2.2543506977354073e-07,1.2909137013610637e-06,3.625828382957446e-07,10,7,1385065.0,905564.0,1.5940742349631008e-07,6.113944175459378e-07,0,0,1.6905007566813075e-07,LONG,1.5885294837877465e-07,2.0278277258851655e-07,0.187353,0.744566,1.1190930102269474,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,328837362.0,0.004212,0.002754,0.0,0.0,0.100349,0.430717,0.0,0.0,4.830745126181089e-12,6.1666585376790784e-12,0.6662394999999999,0.5255415499047619,2.9,0.0,1.7,1.4,0.0,0.6,0.0624,2.9,0.0,0.2117,0.9333,0.15,0.6,0.4604,0.7783203438190612,0.6756411234566565,3,3
AZO,2.624789761921813e-05,3.705320949712959e-05,1,2,0.0001003543166134773,3,35.333333,1.8,1.8,,3,0,1,0.0,1.4515014302879242e-06,2.624789761921813e-05,3.5601708066841664e-05,1,2,78480.0,134155.5,9.233743433835453e-06,2.517486200641615e-05,0,0,-1.0805311877911462e-05,SHORT,2.624789761921813e-05,1.8526604748564795e-05,0.0,0.039173,0.7083839153326645,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.5,0,0.0,58861462232.0,1e-06,2e-06,0.0,0.0,0.35179,0.679425,0.0,0.0,4.459267001516736e-12,3.147493121313051e-12,0.1484,0.09473760933654071,0.0,0.0,0.884,0.0,0.0,0.6,0.0,0.0418,0.0,0.0,0.1556,0.15,0.6,0.0,0.4345413575108164,0.4138973708352439,3,3
B,6094.058167614969,2.1667606236707724,11,8,6200.389064182865,19,65.105263,1.092431,0.767301,1.539485,19,2,2,5992.060792234925,2.0853300293061756,5992.060792234925,2.0853300293061756,11,8,2505590.0,793885.5,128.44734380621003,0.7455051950983264,0,0,6091.891406991298,LONG,554.0052879649971,0.27084507795884655,0.016737,0.037582,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.1818,0,0.0,72543105104.0,3.5e-05,1.1e-05,0.0,0.0,0.025269,0.344064,0.0,0.0,7.636911697821017e-05,3.7335743703078995e-08,0.3713397055051108,0.30964842208444654,1.2316,0.0,0.1818,1.4,0.3,0.6,0.0,0.4007,0.0,0.7068,1.0889,0.3,0.6,0.0,0.7262923331152135,0.6485501367421217,3,3
BBBY,8813.891032452852,0.0,1,0,8813.891032452852,1,62.0,0.591981,0.591981,,1,0,0,0.0,0.0,8813.891032452852,0.0,1,0,82458.0,0.0,6967.1551902435895,0.0,0,0,8813.891032452852,LONG,8813.891032452852,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,396113032.0,0.000208,0.0,1.8e-05,0.0,0.790474,0.0,0.0,0.0,0.22250949401868836,0.0,0.43942063575722506,0.06,2.9,0.8317,0.0625,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6739546991486357,0.3498356837330293,3,3
