ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium
AAPL,0.7556809621267507,0.3797871249691716,1,1,1.515255212065094,2,36.0,7.405039,5.422481,9.387597,2,1,0,0.7556809621267507,0.0,0.7556809621267507,0.3797871249691716,1,1,1177745.0,583250.0,0.42957780136625373,0.21619333236461521,0,0,0.3758938371575791,LONG,0.7556809621267507,0.3797871249691716,0.0,0.0,1.9897487630421686,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,4065900761480.0,0.0,0.0,,,,,0.0,0.0,0.568465,0.569249,0.0,0.0,1.8585819144579431e-09,9.340786882140427e-10,0.2618339720415046,0.24843923753996908,0.1683,0.0,1.7,0.0,0.15,0.6,0.0,0.1844,0.0,1.7,0.0,0.0,0.6,0.0,0.245,0.23,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,2784645.0,10225926.0,1177745.0,1166500.0,11305100.0,0.0
AG,20512.45582060429,0.202277175362586,1,1,41025.3161955593,2,93.5,155.965918,1.646121,310.285714,2,0,0,0.0,0.0,20512.45582060429,0.202277175362586,1,1,678053.0,347215.0,10198.898855591064,0.007655529724583752,0,0,20512.253543428928,LONG,20512.45582060429,0.202277175362586,0.0,0.0,99.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,9521826252.0,7.1e-05,3.6e-05,,,,,1e-06,0.0,0.497205,0.037847,0.0,0.0,0.021542564711570723,2.1243527240386154e-07,0.17656376488360156,0.22911564955731936,0.5741,0.0693,0.7794,0.0,0.0,0.3429,0.0,0.2483,0.0,1.7,0.0,0.0,0.3429,0.0,0.34265669924924447,0.330581623022007,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,1356106.0,694430.0,0.0,0.0
ALAB,4.329526548441817e-05,0.0,1,0,8.659053096883635e-05,1,52.0,2.082902,2.082902,,1,0,0,0.0,0.0,4.329526548441817e-05,0.0,1,0,312000.0,0.0,5.8302352450611155e-06,0.0,0,0,4.329526548441817e-05,LONG,4.329526548441817e-05,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,34255668729.0,9e-06,0.0,,,,,0.0,0.0,0.134662,0.0,0.0,0.0,1.2638861563886353e-11,0.0,0.24046039309481265,0.13550277348877382,0.7282,0.0,1.0764,0.0,0.0,0.6,0.0,0.755,0.0,0.0,0.0,0.0,0.6,0.0,0.19999394884441538,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,624000.0,0.0,696430.0,2604000.0
AMAT,0.0,44505.02018562066,0,1,44505.02018562066,1,32.0,9.238095,,9.238095,1,0,1,0.0,44505.02018562066,0.0,44505.02018562066,0,1,0.0,1277285.0,0.0,29618.42884853826,0,0,-44505.02018562066,SHORT,0.0,44505.02018562066,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,310603029746.0,0.0,4e-06,,,,,0.0,0.0,0.0,0.665508,0.0,0.0,0.0,0.0014328585339948316,0.06850054691789333,0.2565154322924071,0.085,0.0,0.0,0.0,0.0,0.6,0.0,0.1152,0.0,1.7,0.0,0.15,0.6,0.0,0.06,0.25742454626463224,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,1147211.0,0.0,1277285.0,0.0,0.0
ANET,0.0,20671.6115179196,0,2,20671.6115179196,2,78.5,47.045886,,47.045886,2,0,0,0.0,0.0,0.0,20666.743592006947,0,2,0.0,1324210.0,0.0,8927.995291313138,0,0,-20671.6115179196,SHORT,0.0,10335.8057589598,0.0,0.000235,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,216903573334.0,0.0,6e-06,33654426.0,14658789.0,0.0,0.0903355659188491,0.0,0.0,0.0,0.431896,0.0,0.0,0.0,0.0004765161587745795,0.10747174448169489,0.30031763298282244,0.4747,0.0,0.0,0.0,0.0,0.6,0.0,0.5476,0.0,1.7,0.1556,0.0,0.6,0.0,0.06,0.2660655848605037,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,1952882.0,0.0,1324210.0,3369078.0,1064980.0
AR,5.482171117027677e-10,0.0,1,0,1.0964342234055353e-09,1,36.0,29500.0,29500.0,,1,0,0,0.0,0.0,5.482171117027677e-10,0.0,1,0,324500.0,0.0,1.7788815832848882e-11,0.0,0,0,5.482171117027677e-10,LONG,5.482171117027677e-10,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,12247817080.0,2.6e-05,0.0,991346.0,1030236.0,0.32733273751041514,0.0,0.0,0.0,0.032448,0.0,0.0,0.0,4.476039347435843e-16,0.0,0.3280371639959735,0.10870089402747063,0.9804,0.0,1.7,0.0,0.0,0.6,0.0,0.487,0.0,0.0,0.0,0.0,0.6,0.0,0.3238774866416471,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,649000.0,0.0,0.0,0.0
AS,3.924548935987489,0.0,1,0,7.849097871974978,1,48.0,40.0,40.0,,1,0,0,0.0,0.0,3.924548935987489,0.0,1,0,385000.0,0.0,0.28053869296878725,0.0,0,0,3.924548935987489,LONG,3.924548935987489,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,18916077767.0,2e-05,0.0,293310.0,438249.0,1.312604411714568,0.0,0.0,0.0,0.071483,0.0,0.0,0.0,2.074716008428582e-06,0.0,0.4807047925294022,0.13307237328917515,2.507,0.0,1.7,0.0,0.0,0.6,0.0,0.7307,0.0,0.0,0.0,0.0,0.6,0.0,0.3031672804760186,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,770000.0,0.0,0.0,0.0
AXTI,42502.12481937567,192358.86358522016,4,2,277363.1132239715,6,67.166667,1.860691,1.860691,,6,2,1,42502.124210122245,141663.82019400233,27046.150054919246,141663.82019400233,4,2,1646000.5,4251240.0,24878.043385935543,122577.05593955073,0,0,-149856.7387658445,SHORT,10625.531204843917,96179.43179261008,0.363652,0.263544,0.2209522557329212,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.5,0,0.0,5890801494.0,0.000279,0.000722,,,,,4e-06,2.1e-05,0.585336,0.637231,0.0,0.0,0.018037496621922187,0.1632705360901609,0.3072751382038107,0.2379407586211187,0.5378,0.0547,0.9253,0.4667,0.3,0.6,0.1883,0.7362,0.6208,0.0,0.1556,0.15,0.6,0.1168,0.5434973220693187,0.4543185177749392,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,1830000.0,3292001.0,4251240.0,1629570.0,0.0
BE,216534.52365420194,489482.6823526508,3,2,849583.212419953,5,93.2,9.641677,11.588401,6.721591,5,0,0,0.0,0.0,133928.5180152398,479845.1939547903,3,2,3421113.5,1239363.0,27390.910659537207,4602.69985176487,0,0,-272948.15869844885,SHORT,72178.17455140065,244741.3411763254,0.381491,0.019689,0.44237422785510994,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,82101878060.0,4.2e-05,1.5e-05,,,,,0.0,0.0,0.11495,0.013037,0.0,0.0,0.00879129396999334,0.029809469278823147,0.30450539400401955,0.2502589011214158,0.474,0.016,1.7,0.3111,0.0,0.3429,0.2011,0.2007,0.1035,1.7,0.1556,0.0,0.3429,0.0,0.4017231015319316,0.2852948592196871,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,1782356.0,3716739.0,1607363.0,0.0,2470085.0
BTU,50603.702536164026,0.0,1,0,50603.702536164026,1,45.0,10.859914,10.859914,,1,0,0,0.0,0.0,50603.702536164026,0.0,1,0,1020000.0,0.0,22115.613573679333,0.0,0,0,50603.702536164026,LONG,50603.702536164026,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,3228753592.0,0.000316,0.0,,,,,7e-06,0.0,0.437035,0.0,0.0,0.0,0.15672828877851397,0.0,0.5112087169021515,0.10793429391912386,2.2152,0.5969,1.7,0.0,0.0,0.6,0.0,0.4793,0.0,0.0,0.0,0.0,0.6,0.0,0.5796871546553046,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,1020000.0,0.0,0.0,665280.0
