ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score
CRM,31812.895876423478,30380.31270330752,3,8,123739.25732638424,11,59.272727,2.639979,0.38381,3.486042,11,1,2,26239.5249801653,13574.182802139276,26239.5249801653,12401.73439689685,3,8,0.0,1432.583173115956,LONG,10604.298625474492,3797.53908791344,0.824808,0.408216,1.0471549844501762,1.0,2818850071.0199037,1.1e-05,1.1e-05,0.3318441031512002,0.3419611512859462
CRWD,302.22086569836426,392.5063822580711,5,8,858.0279493030714,13,49.153846,0.27397,0.211724,0.312874,13,3,4,152.26626072862788,29.216226741705746,147.6608888603722,356.56777584473804,5,8,0.0,-90.28551655970682,SHORT,60.444173139672856,49.063297782258886,0.488586,0.908438,0.7699769465140963,1.0,2120001479.3000002,0.0,0.0,0.3082911433345143,0.3213379251863112
CVI,5651.954022055725,54.12182528971977,2,2,5755.693052609722,4,44.0,140.179816,2.583055,277.776578,4,0,2,0.0,54.12182528971977,5650.442819272317,49.61720526427767,2,2,0.0,5597.832196766005,LONG,2825.9770110278623,27.060912644859886,0.999733,0.916769,99.0,1.0,55581414.24045944,0.000102,1e-06,0.37331294902538464,0.3943789460634621
CVNA,8842.792948003911,0.0,2,0,17685.585896007822,2,90.0,0.099118,0.099118,,2,1,0,4728.750590304352,0.0,4728.750590304352,0.0,2,0,0.0,8842.792948003911,LONG,4421.3964740019555,0.0,0.534758,0.0,99.0,1.0,849701154.2484543,1e-05,0.0,0.2940244813571016,0.115
CZR,0.0,0.03793569329952634,0,1,0.07587138659905268,1,32.0,0.550813,,0.550813,1,0,1,0.0,0.03793569329952634,0.0,0.03793569329952634,0,1,0.0,-0.03793569329952634,SHORT,0.0,0.03793569329952634,0.0,1.0,0.0,1.0,186484091.4470232,0.0,0.0,0.115,0.18490619613256243
DAL,6344.567382633676,95391.86564192073,2,15,150917.9018995721,17,90.235294,0.46918,1.325973,0.35494,17,1,9,1942.722155248492,60624.369452697196,4401.845227385184,21853.837892466276,2,15,0.0,-89047.29825928705,SHORT,3172.283691316838,6359.4577094613815,0.693798,0.229095,0.06651057026654382,0.7,912619354.7164516,7e-06,0.000105,0.24572788041768467,0.4927648519669481
DDOG,36.08783574382215,97.67814918738605,3,2,135.48650942648857,5,48.4,0.583515,0.758819,0.320559,5,0,0,0.0,0.0,18.978714641412754,73.17881717222679,3,2,0.0,-61.59031344356391,SHORT,12.029278581274049,48.83907459369303,0.525903,0.749183,0.3694565882343976,1.0,675789025.7369217,0.0,0.0,0.2079169592012286,0.22087488537350763
DE,0.5638834114877983,0.3051199208030275,1,1,1.7380066645816517,2,93.5,0.32627,0.386555,0.265985,2,0,1,0.0,0.3051199208030275,0.5638834114877983,0.3051199208030275,1,1,0.0,0.2587634906847708,LONG,0.5638834114877983,0.3051199208030275,1.0,1.0,1.8480714402512497,0.7,833202882.312671,0.0,0.0,0.13239959181236144,0.13781387960592678
DELL,0.0,18015.16019496178,0,1,36030.32038992356,1,90.0,1.70625,,1.70625,1,0,0,0.0,0.0,0.0,18015.16019496178,0,1,0.0,-18015.16019496178,SHORT,0.0,18015.16019496178,0.0,1.0,0.0,1.0,1603648764.3394914,0.0,1.1e-05,0.115,0.3131723085755933
DOCU,0.0,21.29612416747461,0,1,21.29612416747461,1,30.0,1.374384,,1.374384,1,0,0,0.0,0.0,0.0,21.29612416747461,0,1,0.0,-21.29612416747461,SHORT,0.0,21.29612416747461,0.0,1.0,0.0,1.0,278341701.62975025,0.0,0.0,0.115,0.21523386359690905
DVA,0.09447286296936595,0.0,1,0,0.1889457259387319,1,32.0,8.560976,8.560976,,1,0,0,0.0,0.0,0.09447286296936595,0.0,1,0,0.0,0.09447286296936595,LONG,0.09447286296936595,0.0,1.0,0.0,99.0,1.0,132496773.57701111,0.0,0.0,0.18028024796367487,0.115
EBAY,7968.413400411614,0.0,2,0,7968.413400411614,2,60.0,0.26715,0.26715,,2,0,0,0.0,0.0,7940.472033382501,0.0,2,0,0.0,7968.413400411614,LONG,3984.206700205807,0.0,0.996493,0.0,99.0,1.0,470505752.30969125,1.7e-05,0.0,0.3020612837429809,0.115
EXE,65.69855647106881,0.0,1,0,131.39711294213762,1,30.0,0.559334,0.559334,,1,0,0,0.0,0.0,65.69855647106881,0.0,1,0,0.0,65.69855647106881,LONG,65.69855647106881,0.0,1.0,0.0,99.0,1.0,430027509.40717125,0.0,0.0,0.226924082488281,0.115
FCX,2940.1984213935953,4843.402942722905,5,4,10729.12481300732,9,74.444444,0.138149,0.128169,0.150624,9,2,0,10.767863710494426,0.0,2867.982618006125,4811.102476443796,5,4,0.0,-1903.20452132931,SHORT,588.039684278719,1210.8507356807263,0.975438,0.993331,0.6070522019670429,1.0,1011453069.5733621,3e-06,5e-06,0.34203310326268105,0.2954059436941746
FDX,0.0,16205.583250240681,0,1,16205.583250240681,1,90.0,5.41573,,5.41573,1,0,0,0.0,0.0,0.0,16205.583250240681,0,1,0.0,-16205.583250240681,SHORT,0.0,16205.583250240681,0.0,1.0,0.0,1.0,744705197.6463501,0.0,2.2e-05,0.115,0.3220438207485809
FOUR,1.0846100715695202,0.0,1,0,1.0846100715695202,1,93.0,1.495183,1.495183,,1,0,0,0.0,0.0,1.0846100715695202,0.0,1,0,0.0,1.0846100715695202,LONG,1.0846100715695202,0.0,1.0,0.0,99.0,0.7,123518942.80593796,0.0,0.0,0.1360921460764511,0.065
FSLR,0.0,23.934705239508506,0,1,47.86941047901701,1,92.0,0.183849,,0.183849,1,0,0,0.0,0.0,0.0,23.934705239508506,0,1,0.0,-23.934705239508506,SHORT,0.0,23.934705239508506,0.0,1.0,0.0,0.7,479420666.84467167,0.0,0.0,0.065,0.1660858609941598
GDX,0.0,138123.13512198077,0,2,152065.45901845684,2,73.0,0.507416,,0.507416,2,0,1,0.0,13942.323896476073,0.0,124180.81122550469,0,2,0.0,-138123.13512198077,SHORT,0.0,69061.56756099038,0.0,0.899059,0.0,1.0,2279809350.173809,0.0,6.1e-05,0.115,0.3821992598262711
GDXJ,0.0,433.4325395372066,0,1,433.4325395372066,1,57.0,1.910714,,1.910714,1,0,0,0.0,0.0,0.0,433.4325395372066,0,1,0.0,-433.4325395372066,SHORT,0.0,433.4325395372066,0.0,1.0,0.0,1.0,615032882.8437424,0.0,1e-06,0.115,0.2559667332316
GLNG,44543.64779171728,38443.16254160183,4,8,121429.97287492093,12,87.166667,7.421904,20.516249,0.874732,12,1,4,15861.063308461373,22346.938971159063,15861.063308461373,6634.1946409152815,4,8,0.0,6100.485250115453,LONG,11135.91194792932,4805.395317700229,0.356079,0.172572,1.1586884336977668,1.0,156350828.99401626,0.000285,0.000246,0.5665361991788738,0.5310941802252356
GLXY,11941.99943869009,5692.8427233824805,3,2,22885.172255561534,5,90.4,0.573542,0.594733,0.541756,5,0,0,0.0,0.0,5844.029436507224,5250.330093488964,3,2,0.0,6249.15671530761,LONG,3980.6664795633637,2846.4213616912402,0.489368,0.922269,2.0977216513711427,0.7,108280552.2076623,0.00011,5.3e-05,0.3203580264849303,0.27362622130960434
GOOG,382.7584834243894,80090.50322844308,4,7,116494.11391954735,11,70.818182,0.236313,0.308006,0.195345,11,1,1,11.111075763912186,40167.89806670633,338.8401638623069,40167.89806670633,4,7,0.0,-79707.74474501869,SHORT,95.68962085609735,11441.500461206155,0.885258,0.501531,0.004779074521889854,1.0,5730693793.067783,0.0,1.4e-05,0.28152292957491953,0.3427360998614672
GPRE,45.39256768950099,1.7485125947821587,2,1,48.88959287906531,3,30.666667,81.911476,54.567214,136.6,3,0,1,0.0,1.7485125947821587,23.9107092885173,1.7485125947821587,2,1,0.0,43.64405509471884,LONG,22.696283844750496,1.7485125947821587,0.526754,1.0,25.960675276208864,1.0,23663661.675,2e-06,0.0,0.2186954350269906,0.27138864091520254
GS,9705.059807704461,18478.488962802818,5,3,37888.608578211744,8,63.5,0.29626,0.302573,0.285739,8,2,2,4308.545900555203,158.16758682739206,5019.396071348512,18320.321375975425,5,3,0.0,-8773.429155098356,SHORT,1941.0119615408923,6159.496320934272,0.517194,0.99144,0.525208518252804,1.0,2116556846.8655272,5e-06,9e-06,0.3350593347142104,0.33435086821914917
HD,4087.396442274082,6150.922235512787,6,3,19589.87700499286,9,67.222222,2.122374,1.805253,2.756615,9,1,0,0.03564498504647599,0.0,3486.134031339904,2959.599523136564,6,3,0.0,-2063.525793238705,SHORT,681.2327403790136,2050.3074118375957,0.852898,0.481164,0.6645176586163304,1.0,1392923174.025,3e-06,4e-06,0.3300798668399639,0.26948641098683435
HIMS,0.0,8802.316622171486,0,1,8802.316622171486,1,119.0,0.633262,,0.633262,1,0,0,0.0,0.0,0.0,8802.316622171486,0,1,0.0,-8802.316622171486,SHORT,0.0,8802.316622171486,0.0,1.0,0.0,0.7,1103238451.7217174,0.0,8e-06,0.065,0.2507623569102966
HOOD,1.4160889394818534,10307.991090739764,1,4,10310.489907530644,5,49.6,0.357802,0.957845,0.207791,5,0,0,0.0,0.0,1.4160889394818534,10107.456502271321,1,4,0.0,-10306.575001800282,SHORT,1.4160889394818534,2576.997772684941,1.0,0.980546,0.0001373777806961828,1.0,1916649833.3274515,0.0,5e-06,0.1877023584465177,0.30488662106740977
HPQ,0.0,0.2563558207704636,0,1,0.2563558207704636,1,32.0,0.999305,,0.999305,1,0,0,0.0,0.0,0.0,0.2563558207704636,0,1,0.0,-0.2563558207704636,SHORT,0.0,0.2563558207704636,0.0,1.0,0.0,1.0,358721314.5704355,0.0,0.0,0.115,0.1765898141764837
INTC,18561.260512940178,14354.476072626361,2,1,42459.62001136852,3,90.0,0.133618,0.089713,0.221429,3,0,0,0.0,0.0,9543.883425801974,14354.476072626361,2,1,0.0,4206.784440313817,LONG,9280.630256470089,14354.476072626361,0.514183,1.0,1.2930642970896062,1.0,3691174030.0204453,5e-06,4e-06,0.27739372357225517,0.3040636336136043
IONQ,8375.73467018348,0.0,4,0,8376.27927066642,4,44.25,1.811179,1.811179,,4,0,0,0.0,0.0,8286.25920589232,0.0,4,0,0.0,8375.73467018348,LONG,2093.93366754587,0.0,0.989317,0.0,99.0,1.0,738677694.4230238,1.1e-05,0.0,0.31321648276574854,0.115
ISRG,18934.678680105055,41919.879063461136,2,2,102794.06044880342,4,60.25,0.47408,0.517272,0.430888,4,0,1,0.0,41919.099218081195,18915.05503832896,41919.099218081195,2,2,0.0,-22985.20038335608,SHORT,9467.339340052527,20959.939531730568,0.998964,0.999981,0.45168734030554963,1.0,799620224.222676,2.4e-05,5.2e-05,0.31864587547068757,0.3644906723956535
IWM,0.0,32858.67500904723,0,1,32858.67500904723,1,56.0,0.517895,,0.517895,1,0,1,0.0,32858.67500904723,0.0,32858.67500904723,0,1,0.0,-32858.67500904723,SHORT,0.0,32858.67500904723,0.0,1.0,0.0,1.0,12309687908.195473,0.0,3e-06,0.115,0.32564990272766015
JBL,31.866442774654644,0.0,1,0,31.866442774654644,1,93.0,5.097015,5.097015,,1,0,0,0.0,0.0,31.866442774654644,0.0,1,0,0.0,31.866442774654644,LONG,31.866442774654644,0.0,1.0,0.0,99.0,0.7,352227743.53148806,0.0,0.0,0.16970778661207148,0.065
KRE,313739.564590535,1283.8818922320686,1,2,315245.8255967659,3,63.333333,1.443071,0.988091,1.670561,3,0,0,0.0,0.0,313739.564590535,1061.502778233225,1,2,0.0,312455.68269830296,LONG,313739.564590535,641.9409461160343,1.0,0.826792,99.0,1.0,1535442951.4671748,0.000204,1e-06,0.5062024830894406,0.26041604663315554
KWEB,0.0,13941.556067517013,0,3,27883.112135034025,3,67.333333,0.424891,,0.424891,3,0,1,0.0,4525.712412337105,0.0,4728.983490492406,0,3,0.0,-13941.556067517013,SHORT,0.0,4647.185355839004,0.0,0.339201,0.0,1.0,748921199.5003653,0.0,1.9e-05,0.115,0.29446830054141193
LASR,0.12951097578349177,0.0,1,0,0.25902195156698354,1,32.0,2.402299,2.402299,,1,0,0,0.0,0.0,0.12951097578349177,0.0,1,0,0.0,0.12951097578349177,LONG,0.12951097578349177,0.0,1.0,0.0,99.0,1.0,162666966.24427795,0.0,0.0,0.1790636151750275,0.115
LEN,0.0,3017.114428868953,0,1,6034.228857737906,1,90.0,2.151899,,2.151899,1,0,0,0.0,0.0,0.0,3017.114428868953,0,1,0.0,-3017.114428868953,SHORT,0.0,3017.114428868953,0.0,1.0,0.0,1.0,280694908.6076088,0.0,1.1e-05,0.115,0.28953385897792616
LNG,7054.421016916626,0.0,1,0,14108.842033833253,1,42.0,108.0,108.0,,1,0,0,0.0,0.0,7054.421016916626,0.0,1,0,0.0,7054.421016916626,LONG,7054.421016916626,0.0,1.0,0.0,99.0,1.0,1095650040.2462404,6e-06,0.0,0.3151728191802806,0.115
LVS,0.10180370732973999,10007.262263067467,1,3,10007.364066774797,4,68.0,1.350214,0.179024,1.740611,4,0,2,0.0,9484.354804303131,0.10180370732973999,9483.347157815278,1,3,0.0,-10007.160459360137,SHORT,0.10180370732973999,3335.7540876891558,1.0,0.947647,1.0172982845213722e-05,1.0,227699825.02333716,0.0,4.4e-05,0.178195235697362,0.35110716625285343
LYV,25616.132038364827,32251.796758606826,2,7,90119.72555557848,9,87.111111,5.128924,0.328579,6.500451,9,1,3,11549.768490898341,20748.04611642462,14066.363547466486,7163.353402047459,2,7,0.0,-6635.664720241999,SHORT,12808.066019182414,4607.399536943833,0.549121,0.222107,0.7942544172063474,1.0,496934926.70155334,5.2e-05,6.5e-05,0.3442480158818777,0.3806403010018234
META,121633.73043531836,72507.52425211047,7,4,254381.6612099837,11,82.545455,0.240247,0.295927,0.142808,11,1,1,11180.434000841453,20147.586128451752,31342.867155277752,34561.75399566696,7,4,0.0,49126.20618320789,LONG,17376.247205045478,18126.881063027617,0.257682,0.476664,1.6775325276918138,1.0,7390575412.021637,1.6e-05,1e-05,0.3617035833750218,0.3206019701561452
MOS,0.0,4851.270449757676,0,1,9702.540899515352,1,90.0,0.779105,,0.779105,1,0,0,0.0,0.0,0.0,4851.270449757676,0,1,0.0,-4851.270449757676,SHORT,0.0,4851.270449757676,0.0,1.0,0.0,1.0,281456782.1770552,0.0,1.7e-05,0.115,0.2996567003445727
MRVL,227.20019277915816,26599.287877406434,5,9,26914.15197004605,14,67.428571,0.232834,0.176902,0.263908,14,0,2,0.0,72.72969452286037,156.53008039646292,26064.159625021326,5,9,0.0,-26372.087684627277,SHORT,45.440038555831634,2955.476430822937,0.688952,0.979882,0.008541589302176135,1.0,1927089128.4081802,0.0,1.4e-05,0.25498234379401574,0.37571391483311944
MSFT,56547.77632360163,142537.75729256377,4,9,308185.5976931247,13,75.307692,0.279977,0.267842,0.28537,13,1,1,10963.601874700615,9076.546192445536,21203.637951587123,42402.63169908295,4,9,0.0,-85989.98096896213,SHORT,14136.944080900408,15837.52858806264,0.374969,0.297484,0.3967213838473362,1.0,12974603483.318153,4e-06,1.1e-05,0.3185893494760285,0.350668562613474
MU,165420.40587257248,196803.13551664344,8,4,451169.86401497514,12,61.666667,1.263831,1.111049,1.569395,12,1,2,12122.879451483604,55177.75737655959,45274.288344478555,110912.36098196449,8,4,0.0,-31382.72964407096,SHORT,20677.55073407156,49200.78387916086,0.273692,0.56357,0.8405374509827515,1.0,16277594132.928183,1e-05,1.2e-05,0.3715128244915781,0.3516798248311482
NEXT,0.0,11703.203416359584,0,3,23070.530187506472,3,77.666667,0.563543,,0.563543,3,0,0,0.0,0.0,0.0,11190.304800587792,0,3,0.0,-11703.203416359584,SHORT,0.0,3901.0678054531945,0.0,0.956175,0.0,1.0,38463487.04565468,0.0,0.000304,0.115,0.5265506493111045
NOW,295.93069424887074,7651.0443941887925,3,2,15829.981264816255,5,78.0,0.153431,0.161807,0.140865,5,0,0,0.0,0.0,231.4489042427354,7632.12439079048,3,2,0.0,-7355.113699939921,SHORT,98.64356474962358,3825.5221970943962,0.782105,0.997527,0.038678470415573506,1.0,1996466267.387992,0.0,4e-06,0.2446841930671683,0.2942250907227134
NUGT,0.07219623510656639,0.0,1,0,0.07219623510656639,1,94.0,0.454545,0.454545,,1,0,0,0.0,0.0,0.07219623510656639,0.0,1,0,0.0,0.07219623510656639,LONG,0.07219623510656639,0.0,1.0,0.0,99.0,0.7,116685103.23123015,0.0,0.0,0.1279435359799453,0.065
NVDA,81822.3312734742,20526.615537062513,4,1,132755.83796271624,5,79.0,0.312124,0.309991,0.320654,5,0,0,0.0,0.0,34553.604290524956,20526.615537062513,4,1,0.0,61295.715736411694,LONG,20455.58281836855,20526.615537062513,0.4223,1.0,3.9861579287504645,1.0,34351354727.32195,2e-06,1e-06,0.30359094863216984,0.3066381724693078
NVO,15379.040597581847,2644.2684836242083,1,1,36046.61816241211,2,73.0,0.114546,0.097658,0.131435,2,0,0,0.0,0.0,15379.040597581847,2644.2684836242083,1,1,0.0,12734.772113957639,LONG,15379.040597581847,2644.2684836242083,1.0,1.0,5.815990582205739,1.0,1026425423.5569992,1.5e-05,3e-06,0.3044441018197701,0.2806563506971419
OKE,0.8701335994267304,0.0,1,0,1.7402671988534608,1,31.0,0.613967,0.613967,,1,0,0,0.0,0.0,0.8701335994267304,0.0,1,0,0.0,0.8701335994267304,LONG,0.8701335994267304,0.0,1.0,0.0,99.0,1.0,515335324.814315,0.0,0.0,0.18457785402943103,0.115
OPEN,17.03224322606636,0.0,2,0,17.03224322606636,2,30.5,0.440754,0.440754,,2,0,0,0.0,0.0,14.224913766716266,0.0,2,0,0.0,17.03224322606636,LONG,8.51612161303318,0.0,0.835176,0.0,99.0,1.0,213072669.4938482,0.0,0.0,0.20757451932799537,0.115
ORCL,12693.239133967829,57220.144945572116,1,3,105819.82743630948,4,55.75,0.394212,0.592157,0.328231,4,0,0,0.0,0.0,12693.239133967829,29051.598656516886,1,3,0.0,-44526.90581160429,SHORT,12693.239133967829,19073.38164852404,1.0,0.507716,0.22183164943118644,1.0,4574635010.135596,3e-06,1.3e-05,0.29177083837995205,0.30608285585932715
PL,0.0,149664.24174649207,0,2,220410.80555521054,2,77.0,46.4,,46.4,2,0,0,0.0,0.0,0.0,78917.67793777361,0,2,0.0,-149664.24174649207,SHORT,0.0,74832.12087324604,0.0,0.527298,0.0,1.0,450368303.3952622,0.0,0.000332,0.115,0.5824210082223427
