ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium
AAL,0.0,89753.16076188479,0,1,89753.16076188479,1,42.0,2.564457,,2.564457,1,0,1,0.0,89753.16076188479,0.0,89753.16076188479,0,1,0.0,1148836.0,0.0,5973.211590173336,0,0,-89753.16076188479,SHORT,0.0,89753.16076188479,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,8717056106.0,0.0,0.000132,,,,,0.0,1e-06,0.0,0.066552,0.0,0.0,0.0,0.10296269711985354,0.07435159685976511,0.31612576886086924,0.1435,0.0,0.0,0.0,0.0,0.6,0.0,0.6126,0.3948,1.4038,0.0,0.15,0.6,0.0,0.06,0.5448661974036784,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,1148836.0,0.0,0.0
AAPL,6586.42106909005,0.00017816774758213226,3,1,13172.842140006538,4,52.25,5.187633,3.787645,9.387597,4,1,0,0.0003545090553655557,0.0,5430.987807587763,0.00017816774758213226,3,1,3185235.5,583250.0,2503.476063023027,0.00010142176113212226,0,0,6586.4208909223025,LONG,2195.4736896966833,0.00017816774758213226,0.175427,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.3333,0,0.0,4221733608640.0,1e-06,0.0,,,,,0.0,0.0,0.380097,0.569249,0.0,0.0,5.20040792058393e-06,4.220250828178798e-13,0.30511190374830943,0.2505110160612727,0.2361,0.0,1.7,0.3111,0.15,0.6,0.0539,0.2051,0.0,1.7,0.0,0.0,0.6,0.0,0.281498753968254,0.23,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,2519229.0,12625609.0,5192726.0,1166500.0,5462145.0,0.0
AMAT,0.0,20.878430787281108,0,1,20.878430787281108,1,32.0,9.238095,,9.238095,1,0,1,0.0,20.878430787281108,0.0,20.878430787281108,0,1,0.0,1277285.0,0.0,13.894754213413737,0,0,-20.878430787281108,SHORT,0.0,20.878430787281108,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,325887955785.0,0.0,4e-06,,,,,0.0,0.0,0.0,0.665508,0.0,0.0,0.0,6.406628541085256e-07,0.06850054691789333,0.257771462722307,0.085,0.0,0.0,0.0,0.0,0.6,0.0,0.1277,0.0,1.7,0.0,0.15,0.6,0.0,0.06,0.25742454626463224,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,1147211.0,0.0,1277285.0,0.0,0.0
AMD,401600.0458032509,0.0,1,0,803200.0916065018,1,41.0,6.111111,6.111111,,1,1,0,401600.0458032509,0.0,401600.0458032509,0.0,1,0,426602.5,0.0,290287.8654000924,0.0,1,0,401600.0458032509,LONG,401600.0458032509,0.0,0.0,0.0,99.0,1.0,1.0,0.0,0.6923076923076923,-0.3076923076923077,31-90,1.0,0,0.0,666035137006.0,1e-06,0.0,,,,,0.0,0.0,0.722828,0.0,0.0,0.0,0.006029712600577605,0.0,0.3053627579028856,0.12041225348644291,0.5993,0.0043,1.7,0.0,0.15,0.6,0.0,0.6041,0.0,0.0,0.0,0.0,0.6,0.0,0.24543470866955297,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,645811.0,0.0,853205.0,0.0,0.0,0.0
ANET,5091.86744154151,9.697575881066383,2,2,10193.432458964086,4,71.75,35.468529,23.891172,47.045886,4,0,0,0.0,0.0,5091.86744154151,9.695292213879602,2,2,2650979.5,1324210.0,199.00923096406504,4.188348437578704,0,0,5082.169865660443,LONG,2545.933720770755,4.8487879405331915,0.0,0.000235,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,178491967558.0,1.5e-05,7e-06,,,,,0.0,0.0,0.039084,0.431896,0.0,0.0,0.0001426357586619951,2.71653005279221e-07,0.3145833118024217,0.30831410085962296,0.6903,0.0,1.7,0.1556,0.0,0.6,0.0,0.6276,0.0,1.7,0.1556,0.0,0.6,0.0,0.3006573426283946,0.2700512951321802,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,1952882.0,4233509.0,1324210.0,3369078.0,1064980.0
APH,502885.79395504185,844728.3903287097,1,1,1347614.1842837515,2,73.0,3.454137,5.272727,1.635546,2,0,0,0.0,0.0,502885.79395504185,844728.3903287097,1,1,519998.0,879853.0,245690.3093337967,244393.02858580387,1,1,-341842.5963736679,SHORT,502885.79395504185,844728.3903287097,0.0,0.0,0.5953224725397871,1.0,1.0,1.0,0.6923076923076923,0.6923076923076923,31-90,0.0,0,0.0,168074629876.0,3e-06,5e-06,,,,,1e-06,1e-06,0.488561,0.289316,0.0,0.0,0.029920386814241664,0.05025912542255323,0.32270026360302456,0.24842525509600372,0.823,0.104,1.7,0.0,0.0,0.6,0.0,0.9251,0.187,0.7722,0.0,0.0,0.6,0.0,0.24872082705533924,0.17240232837556196,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,519998.0,879853.0,0.0,0.0
APP,95.51863283981325,0.0,1,0,191.0372656796265,1,108.0,1.375796,1.375796,,1,0,0,0.0,0.0,95.51863283981325,0.0,1,0,340260.0,0.0,10.054243356049096,0.0,0,0,95.51863283981325,LONG,95.51863283981325,0.0,0.0,0.0,99.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,152520522840.0,2e-06,0.0,,,,,0.0,0.0,0.105259,0.0,0.0,0.0,6.2626741018988e-06,0.0,0.11085222870012723,0.05199124778138135,0.1701,0.0,0.5955,0.0,0.0,0.3429,0.0,0.1771,0.0,0.0,0.0,0.0,0.3429,0.0,0.09802189606669945,0.03428571428571428,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,680520.0,0.0,0.0,0.0
BE,101.5818225969893,229.62870845690423,3,2,398.5609763699644,5,93.2,9.641677,11.588401,6.721591,5,0,0,0.0,0.0,62.82925571456689,225.1075188554002,3,2,3421113.5,1239363.0,12.849769082691477,2.15924293234565,0,0,-128.04688585991494,SHORT,33.860607532329766,114.81435422845212,0.381491,0.019689,0.44237422785511055,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,73568562020.0,4.7e-05,1.7e-05,,,,,0.0,0.0,0.11495,0.013037,0.0,0.0,4.602592004329863e-06,1.5606442626571828e-05,0.29019118019565593,0.244836797234813,0.3469,0.0,1.7,0.3111,0.0,0.3429,0.2011,0.25,0.0,1.7,0.1556,0.0,0.3429,0.0,0.4148139257436826,0.28226177313499423,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,1249448.0,3716739.0,1607363.0,0.0,726015.0
C,20473.451113331666,0.0,1,0,40946.90222666333,1,42.0,1.577479,1.577479,,1,0,0,0.0,0.0,20473.451113331666,0.0,1,0,287642.5,0.0,9683.527733293642,0.0,0,0,20473.451113331666,LONG,20473.451113331666,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,220172929121.0,1e-06,0.0,,,,,0.0,0.0,0.47298,0.0,0.0,0.0,0.0009298804896255031,0.0,0.1661054786883304,0.09191924909726673,0.3284,0.0,0.7327,0.0,0.0,0.6,0.0,0.3192,0.0,0.0,0.0,0.0,0.6,0.0,0.133268572,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,575285.0,0.0,0.0,605516.0
COIN,7.861425793882593e-06,0.0,1,0,7.861425793882593e-06,1,30.0,5.655172,5.655172,,1,0,0,0.0,0.0,7.861425793882593e-06,0.0,1,0,557142.0,0.0,4.615553507649467e-06,0.0,0,0,7.861425793882593e-06,LONG,7.861425793882593e-06,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,42919489800.0,1.3e-05,0.0,,,,,0.0,0.0,0.587114,0.0,0.0,0.0,1.8316680441719957e-12,0.0,0.25467207397889324,0.07602362992596852,0.2467,0.0,1.7,0.0,0.0,0.6,0.0,0.1602,0.0,0.0,0.0,0.0,0.6,0.0,0.27765466579154596,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,557142.0,0.0,0.0,0.0
