ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium
ALAB,1312.4347285236001,0.0,1,0,2624.8694570472003,1,52.0,2.082902,2.082902,,1,0,0,0.0,0.0,1312.4347285236001,0.0,1,0,312000.0,0.0,176.73533411717662,0.0,0,0,1312.4347285236001,LONG,1312.4347285236001,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,31202020545.0,1e-05,0.0,,,,,0.0,0.0,0.134662,0.0,0.0,0.0,0.00042062491646359504,0.0,0.2240185261848077,0.11888865965248369,0.5638,0.0,1.0764,0.0,0.0,0.6,0.0,0.5889,0.0,0.0,0.0,0.0,0.6,0.0,0.2038704600351296,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,624000.0,0.0,0.0,0.0
AMAT,0.0,1.1746836395228502e-17,0,1,1.1746836395228502e-17,1,35.0,6.151515,,6.151515,1,0,0,0.0,0.0,0.0,1.1746836395228502e-17,0,1,0.0,989139.0,0.0,5.264853691128935e-18,0,0,-1.1746836395228502e-17,SHORT,0.0,1.1746836395228502e-17,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,302452656412.0,0.0,3e-06,,,,,0.0,0.0,0.0,0.448193,0.0,0.0,0.0,3.883859554940394e-25,0.07133493607915456,0.24090356052880457,0.1133,0.0,0.0,0.0,0.0,0.6,0.0,0.109,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.23832330638683377,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,1106420.0,0.0,0.0,989139.0,0.0,0.0
AMZN,8681409.29564917,1335285.2589349716,9,2,11351979.813519115,11,37.0,15.732113,14.835293,19.767806,11,1,0,690909.3956379432,0.0,1402344.2692704932,711378.9223177038,9,2,9750113.0,1519638.0,4581009.514916563,701152.8335906359,9,2,7346124.036714199,LONG,964601.0328499079,667642.6294674858,0.838466,0.467246,6.501539081299748,1.0,1.0,1.0,0.6923076923076923,0.6923076923076923,31-90,0.1111,0,0.0,2787858949939.0,3e-06,1e-06,,,,,2e-06,0.0,0.52768,0.525096,0.0,0.0,0.0034600065863124602,0.0023948221249934266,0.4637038733084801,0.31147052126870994,0.4426,0.0,1.7,1.2444,0.15,0.6,0.5,0.3968,0.0,1.7,0.1556,0.0,0.6,0.2623,0.4277677508312782,0.27178741269841267,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,9750113.0,3039276.0,0.0,0.0
APH,0.0,0.002838540802448657,0,2,0.002838540802448657,2,75.5,15.995671,,15.995671,2,0,0,0.0,0.0,0.0,0.0028385408019755655,0,2,0.0,1311000.0,0.0,0.0015090804687602117,0,0,-0.002838540802448657,SHORT,0.0,0.0014192704012243285,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,176662769740.0,0.0,7e-06,3021311.0,1150472.0,0.0,1.1395322963096886,0.0,0.0,0.0,0.53164,0.0,0.0,0.0,8.033783254463361e-11,0.12417701219394647,0.3682218352561772,0.6418,0.0,0.0,0.0,0.0,0.6,0.0,1.2267,0.0,1.7,0.1556,0.0,0.6,0.0,0.06,0.2700512951321802,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,1311000.0,830760.0,0.0
AR,0.016618426244055722,2.2217678685552792e-27,1,1,0.033236852488111444,2,56.5,14751.567865,29500.0,3.135731,2,0,0,0.0,0.0,0.016618426244055722,2.2217678685552792e-27,1,1,324500.0,523800.0,0.0005392427882615423,5.677223235821783e-28,0,0,0.016618426244055722,LONG,0.016618426244055722,2.2217678685552792e-27,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,0.5,11893638750.0,2.7e-05,4.4e-05,,,,,0.0,0.0,0.032448,0.255527,0.0,0.0,1.3972533211550354e-08,1.8680303944453326e-33,0.32794397992261476,0.36359292259534354,0.9794,0.0,1.7,0.0,0.0,0.6,0.0,1.3359,0.0,1.7,0.0,0.0,0.6,0.0,0.32723303791218766,0.3805582278917446,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,649000.0,523800.0,0.0,0.0
BTDR,0.0,3.416394610940971e-12,0,1,3.416394610940971e-12,1,31.0,1538.615385,,1538.615385,1,0,0,0.0,0.0,0.0,3.416394610940971e-12,0,1,0.0,3433092.0,0.0,1.9402687461825322e-12,0,0,-3.416394610940971e-12,SHORT,0.0,3.416394610940971e-12,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,2173189513.0,0.0,0.00158,,,,,0.0,0.0,0.0,0.567929,0.0,0.0,0.0,1.5720647419399595e-17,0.1466377181958874,0.5114994530821066,0.8664,0.0,0.0,0.0,0.0,0.6,0.0,2.815,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.52,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,3433092.0,0.0,0.0
CAT,4.101820114932234e-13,0.0,1,0,4.101820114932234e-13,1,31.0,1.835526,1.835526,,1,0,0,0.0,0.0,4.101820114932234e-13,0.0,1,0,529025.0,0.0,1.3157815549674838e-13,0.0,0,0,4.101820114932234e-13,LONG,4.101820114932234e-13,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,380544550223.0,1e-06,0.0,,,,,0.0,0.0,0.32078,0.0,0.0,0.0,1.0778817125428699e-20,0.0,0.19031077168960708,0.0876952593916824,0.395,0.0,0.9082,0.0,0.0,0.6,0.0,0.277,0.0,0.0,0.0,0.0,0.6,0.0,0.15081576800000002,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,1325645.0,2817226.0,529025.0,0.0,3648429.0,0.0
CAVA,0.0,2.6539634662712893e-20,0,1,2.6539634662712893e-20,1,37.0,4.495536,,4.495536,1,0,0,0.0,0.0,0.0,2.6539634662712893e-20,0,1,0.0,590000.0,0.0,1.0011491676425535e-20,0,0,-2.6539634662712893e-20,SHORT,0.0,2.6539634662712893e-20,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,10595031726.0,0.0,5.6e-05,,,,,0.0,0.0,0.0,0.377228,0.0,0.0,0.0,2.5049131846944024e-26,0.0964368731771143,0.3245238654882839,0.3644,0.0,0.0,0.0,0.0,0.6,0.0,0.9452,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.41453435824903195,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,590000.0,0.0,0.0
CLS,31455.83976020947,0.0,1,0,31455.83976020947,1,80.0,3.152778,3.152778,,1,0,0,0.0,0.0,31455.83976020947,0.0,1,0,657540.0,0.0,5295.716291453856,0.0,0,0,31455.83976020947,LONG,31455.83976020947,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,41567377105.0,1.6e-05,0.0,,,,,0.0,0.0,0.168354,0.0,0.0,0.0,0.0075674343562143484,0.0,0.2868877817871862,0.08818556132979528,0.558,0.0108,1.7,0.0,0.0,0.6,0.0,0.2819,0.0,0.0,0.0,0.0,0.6,0.0,0.28985997186544554,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,1254000.0,657540.0,0.0,0.0,0.0
CMG,1.812385953969522e-19,0.0016883955172947876,1,1,0.001688395517294788,2,46.5,6.206114,10.886548,1.52568,2,0,0,0.0,0.0,1.812385953969522e-19,0.0016883955172947876,1,1,257550.0,533186.0,5.165893183338684e-21,0.0010693032862091473,0,0,-0.0016883955172947874,SHORT,1.812385953969522e-19,0.0016883955172947876,0.0,0.0,1.0734368430883995e-16,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,42810644010.0,6e-06,1.2e-05,,,,,0.0,0.0,0.028503,0.633325,0.0,0.0,4.233493786139196e-26,3.94386853162125e-10,0.26080115211551513,0.16718296385730186,0.308,0.0,1.7,0.0,0.0,0.6,0.0,0.3744,0.0,0.6975,0.0,0.0,0.6,0.0,0.25051002930494815,0.1736277696125549,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,782000.0,515100.0,533186.0,0.0,0.0
