ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium
AAOI,857362.7171642067,0.0,1,0,857362.7171642067,1,30.0,2.752688,2.752688,,1,0,0,0.0,0.0,857362.7171642067,0.0,1,0,965730.0,0.0,199890.5193840118,0.0,1,0,857362.7171642067,LONG,857362.7171642067,0.0,0.0,0.0,99.0,1.0,1.0,0.0,0.6923076923076923,-0.3076923076923077,8-30,0.0,0,0.0,11322685876.0,8.5e-05,0.0,1.8e-05,0.0,0.233146,0.0,0.0,0.0,0.7572078979789643,0.0,0.4200045578667451,0.08573596740927954,0.3682,1.7,1.5318,0.0,0.0,0.6,0.0,0.2574,0.0,0.0,0.0,0.0,0.6,0.0,0.6400900567195391,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,965730.0,0.0,0.0,0.0
AMZN,1.5260664094599106,0.1842110031630859,1,1,1.7102774126229965,2,77.0,1.230225,1.240876,1.219573,2,0,0,0.0,0.0,1.5260664094599106,0.1842110031630859,1,1,1262404.0,3392080.0,0.4316040611501893,0.08569906326698615,0,0,1.3418554062968246,LONG,1.5260664094599106,0.1842110031630859,0.0,0.0,8.284339063659795,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,2682764074622.0,0.0,1e-06,0.0,0.0,0.282821,0.465222,0.0,0.0,5.688410784593246e-09,6.866463022434842e-10,0.13882299190957326,0.1484411523461845,0.2844,0.0,0.5038,0.0,0.0,0.6,0.0,0.3951,0.0,0.4893,0.0,0.0,0.6,0.0,0.11037956800000001,0.108930964,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,512469.0,3044947.0,1262404.0,3392080.0,2042237.0,670000.0
APLD,0.00039406547256941695,139773.7696043576,1,4,139773.7699984231,5,58.6,4.353322,2.480984,4.821407,5,1,0,0.00039406547256941695,0.0,0.00039406547256941695,58119.89850223264,1,4,2052975.0,2751746.0,0.00016158530220028536,53770.92025950926,0,0,-139773.7692102921,SHORT,0.00039406547256941695,34943.4424010894,0.0,0.584186,2.8193091857281607e-09,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,8950301961.0,0.000229,0.000307,0.0,6e-06,0.410047,0.3847,0.0,0.0,4.4028176287963893e-10,0.039041635191026824,0.2719746889540423,0.3903462108256929,0.6227,0.0,1.3471,0.0,0.15,0.6,0.0,0.6495,0.1414,1.7,0.4667,0.0,0.6,0.3458,0.499706912,0.615391776424038,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,2052975.0,2751746.0,0.0,0.0
ARKG,0.0,0.0003520079453310054,0,1,0.0007040158906620108,1,31.0,45.70235,,45.70235,1,0,0,0.0,0.0,0.0,0.0003520079453310054,0,1,0.0,1610000.0,0.0,0.00022272578966767113,0,0,-0.0003520079453310054,SHORT,0.0,0.0003520079453310054,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,1374919000.0,0.0,0.001171,0.0,0.0,0.0,0.632729,0.0,0.0,0.0,2.5602086037868806e-09,0.1291267601197818,0.5114994530821066,0.6913,0.0,0.0,0.0,0.0,0.6,0.0,2.815,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.52,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,3220000.0,0.0,0.0
ARM,0.0,2.0698725847031346e-09,0,1,2.0698725847031346e-09,1,35.0,1.842105,,1.842105,1,0,0,0.0,0.0,0.0,2.0698725847031346e-09,0,1,0.0,673540.0,0.0,1.1245242042912751e-09,0,0,-2.0698725847031346e-09,SHORT,0.0,2.0698725847031346e-09,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,185407595882.0,0.0,4e-06,0.0,0.0,0.0,0.543282,0.0,0.0,0.0,1.1163903910498226e-16,0.11687099938091856,0.20129252289512692,0.5687,0.0,0.0,0.0,0.0,0.6,0.0,0.5003,0.0,0.9126,0.0,0.0,0.6,0.0,0.06,0.16368768626463223,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,1314762.0,0.0,0.0,673540.0,0.0,756571.0
ASML,0.0,652714.2896581129,0,1,652714.2896581129,1,57.0,1.451613,,1.451613,1,0,0,0.0,0.0,0.0,652714.2896581129,0,1,0.0,736398.0,0.0,186120.11676927138,0,1,-652714.2896581129,SHORT,0.0,652714.2896581129,0.0,0.0,0.0,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,0.0,0,0.0,562312810705.0,0.0,1e-06,0.0,0.0,0.0,0.285148,0.0,0.0,0.0,0.01160767240639195,0.10014043340831977,0.1750327646880973,0.4014,0.0,0.0,0.0,0.0,0.6,0.0,0.4754,0.0278,0.6471,0.0,0.0,0.6,0.0,0.06,0.1274915061845009,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,736398.0,0.0,0.0
BE,0.0,95353.11870869821,0,1,95353.11870869821,1,31.0,8.921569,,8.921569,1,0,0,0.0,0.0,0.0,95353.11870869821,0,1,0.0,1471680.0,0.0,52301.07252522887,0,0,-95353.11870869821,SHORT,0.0,95353.11870869821,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,61975906176.0,0.0,2.4e-05,0.0,1e-06,0.0,0.548499,0.0,0.0,0.0,0.015385514241278403,0.08620199130770281,0.26764980907538377,0.262,0.0,0.0,0.0,0.0,0.6,0.0,0.3329,0.0436,1.7,0.0,0.0,0.6,0.0,0.06,0.32144987767019206,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,1353892.0,0.0,1471680.0,0.0,1832985.0
BIDU,0.0,1.352408285646426e-10,0,1,1.352408285646426e-10,1,99.0,2.751269,,2.751269,1,0,0,0.0,0.0,0.0,1.352408285646426e-10,0,1,0.0,632375.0,0.0,3.871056428171092e-11,0,0,-1.352408285646426e-10,SHORT,0.0,1.352408285646426e-10,0.0,0.0,0.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,33928781178.0,0.0,1.9e-05,0.0,0.0,0.0,0.286234,0.0,0.0,0.0,3.986020831550974e-17,0.06529468130719271,0.24620228445245965,0.3101,0.0,0.0,0.0,0.0,0.3429,0.0,0.5883,0.0,1.5309,0.0,0.0,0.3429,0.0,0.03428571428571428,0.2569871737719096,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,632375.0,826000.0,0.0
CAR,0.0,1659268.1960414618,0,1,3318536.3920829236,1,57.0,,,,1,0,1,0.0,1659268.1960414618,0.0,1659268.1960414618,0,1,0.0,1787000.0,0.0,3488.4396521637545,0,1,-1659268.1960414618,SHORT,0.0,1659268.1960414618,0.0,0.0,0.0,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,1.0,0,0.0,25173619768.0,0.0,7.1e-05,0.0,0.0,0.0,0.002102,0.0,0.0,0.0,0.6591297601748466,0.1574142351527414,0.35112348258295817,0.9741,0.0,0.0,0.0,0.0,0.6,0.0,1.0612,1.7,0.0,0.0,0.15,0.6,0.0,0.06,0.46850437003235995,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,3574000.0,0.0,0.0
CMG,0.0,492244.43488163984,0,1,492244.43488163984,1,57.0,1.52568,,1.52568,1,0,0,0.0,0.0,0.0,492244.43488163984,0,1,0.0,533186.0,0.0,311750.7636365051,0,1,-492244.43488163984,SHORT,0.0,492244.43488163984,0.0,0.0,0.0,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,0.0,0,0.0,46952349150.0,0.0,1.1e-05,0.0,7e-06,0.0,0.633325,0.0,0.0,0.0,0.10483914943404699,0.08094550368669909,0.21070545174776695,0.2095,0.0,0.0,0.0,0.0,0.6,0.0,0.4075,0.402,0.6975,0.0,0.0,0.6,0.0,0.06,0.2100254842662431,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,533186.0,0.0,0.0
