ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score
ALAB,0.0,657.9941461520025,0,2,657.9941461520025,2,44.0,1.65,,1.65,2,0,0,0.0,0.0,0.0,512.466644532423,0,2,-657.9941461520025,SHORT,0.0,328.99707307600124,0.0,0.78,0.0,1.0,0.05,0.4109395803529645
AMAT,179789.10533006422,0.0,1,0,179789.10533006422,1,90.0,0.54,0.54,,1,0,0,0.0,0.0,179789.10533006422,0.0,1,0,179789.10533006422,LONG,179789.10533006422,0.0,1.0,0.0,inf,1.0,0.5695544864685985,0.05
BMNR,40844.788487247286,0.0,1,0,40844.788487247286,1,90.0,0.42,0.42,,1,0,0,0.0,0.0,40844.788487247286,0.0,1,0,40844.788487247286,LONG,40844.788487247286,0.0,1.0,0.0,inf,1.0,0.5150613934831951,0.05
CIA,0.0,111870.70368838652,0,1,111870.70368838652,1,56.0,0.22,,0.22,1,0,0,0.0,0.0,0.0,111870.70368838652,0,1,-111870.70368838652,SHORT,0.0,111870.70368838652,0.0,1.0,0.0,1.0,0.05,0.5550245304440741
CMG,0.0,120910.63465557361,0,3,120910.63465557361,3,54.0,37.62,,37.62,3,0,2,0.0,120488.52147623057,0.0,99502.63670328996,0,3,-120910.63465557361,SHORT,0.0,40303.5448851912,0.0,0.82,0.0,1.0,0.05,0.8362250035184836
CRM,2695.4021031027805,565.3513156748663,1,3,3260.753418777647,4,44.0,6.82,0.93,8.79,4,0,0,0.0,0.0,2695.4021031027805,239.98749811473405,1,3,2130.050787427914,LONG,2695.4021031027805,188.45043855828877,1.0,0.42,4.767658672351807,1.0,0.42400559019302575,0.4520447596883908
GLNG,224569.38109628038,0.0,5,0,224569.38109628038,5,83.6,16.44,16.44,,5,1,0,79916.91351199658,0.0,79916.91351199658,0.0,5,0,224569.38109628038,LONG,44913.876219256075,0.0,0.36,0.0,inf,1.0,0.8893323726588379,0.05
HIMS,0.0,44350.99731453804,0,1,44350.99731453804,1,119.0,0.63,,0.63,1,0,0,0.0,0.0,0.0,44350.99731453804,0,1,-44350.99731453804,SHORT,0.0,44350.99731453804,0.0,1.0,0.0,0.7,0.0,0.47394135272595994
HOOD,7.135048584132053,51931.972541437826,1,3,51939.10759002195,4,54.25,0.43,0.96,0.26,4,0,0,0.0,0.0,7.135048584132053,50927.022445422765,1,3,-51924.837492853694,SHORT,7.135048584132053,17310.65751381261,1.0,0.98,0.0001373922120604762,1.0,0.21669119927200742,0.6142320609095153
HPQ,0.0,1.2916640932818677,0,1,1.2916640932818677,1,32.0,1.0,,1.0,1,0,0,0.0,0.0,0.0,1.2916640932818677,0,1,-1.2916640932818677,SHORT,0.0,1.2916640932818677,0.0,1.0,0.0,1.0,0.05,0.1815427242953962
