ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score
IWM,0.0,165560.3938870833,0,1,165560.3938870833,1,56.0,0.52,,0.52,1,0,1,0.0,165560.3938870833,0.0,165560.3938870833,0,1,-165560.3938870833,SHORT,0.0,165560.3938870833,0.0,1.0,0.0,1.0,0.05,0.6194694154961434
LEU,0.0,77586.69759723122,0,1,77586.69759723122,1,90.0,0.77,,0.77,1,0,0,0.0,0.0,0.0,77586.69759723122,0,1,-77586.69759723122,SHORT,0.0,77586.69759723122,0.0,1.0,0.0,1.0,0.05,0.5437743954002175
NEM,287164.3892207666,0.0,2,0,287164.3892207666,2,90.0,0.47,0.47,,2,0,0,0.0,0.0,143686.07535389042,0.0,2,0,287164.3892207666,LONG,143582.1946103833,0.0,0.5,0.0,inf,1.0,0.5820137857462485,0.05
NFLX,221868.89904918784,0.0,1,0,221868.89904918784,1,90.0,0.26,0.26,,1,0,0,0.0,0.0,221868.89904918784,0.0,1,0,221868.89904918784,LONG,221868.89904918784,0.0,1.0,0.0,inf,1.0,0.5736738352304354,0.05
NOW,322.3111788321406,0.0,1,0,322.3111788321406,1,58.0,0.42,0.42,,1,0,0,0.0,0.0,322.3111788321406,0.0,1,0,322.3111788321406,LONG,322.3111788321406,0.0,1.0,0.0,inf,1.0,0.34189862711684194,0.05
ORCL,63955.642464099124,107390.35670982847,1,1,171345.9991739276,2,49.0,0.32,0.59,0.05,2,0,0,0.0,0.0,63955.642464099124,107390.35670982847,1,1,-43434.714245729345,SHORT,63955.642464099124,107390.35670982847,1.0,1.0,0.5955436262951331,1.0,0.5331756818149178,0.5531448496253373
PLTR,0.0,52567.13043384281,0,1,52567.13043384281,1,56.0,0.11,,0.11,1,0,0,0.0,0.0,0.0,52567.13043384281,0,1,-52567.13043384281,SHORT,0.0,52567.13043384281,0.0,1.0,0.0,1.0,0.05,0.5284538078953981
QCOM,0.0,43582.00544931846,0,1,43582.00544931846,1,56.0,0.12,,0.12,1,0,0,0.0,0.0,0.0,43582.00544931846,0,1,-43582.00544931846,SHORT,0.0,43582.00544931846,0.0,1.0,0.0,1.0,0.05,0.5219596853700404
QQQ,0.0,526689.8160788611,0,2,526689.8160788611,2,90.0,0.14,,0.14,2,0,0,0.0,0.0,0.0,346998.74521571054,0,2,-526689.8160788611,SHORT,0.0,263344.90803943056,0.0,0.66,0.0,1.0,0.05,0.6333769520732364
RDDT,0.0,0.45367867646321935,0,1,0.45367867646321935,1,32.0,0.34,,0.34,1,0,0,0.0,0.0,0.0,0.45367867646321935,0,1,-0.45367867646321935,SHORT,0.0,0.45367867646321935,0.0,1.0,0.0,1.0,0.05,0.16393013074081952
SLV,250336.61556974408,0.0,2,0,250336.61556974408,2,90.0,0.07,0.07,,2,0,0,0.0,0.0,127451.51595263036,0.0,2,0,250336.61556974408,LONG,125168.30778487204,0.0,0.51,0.0,inf,1.0,0.5727361646004198,0.05
SOXS,24577.902541751577,0.0,1,0,24577.902541751577,1,56.0,1.33,1.33,,1,1,0,24577.902541751577,0.0,24577.902541751577,0.0,1,0,24577.902541751577,LONG,24577.902541751577,0.0,1.0,0.0,inf,1.0,0.5579560831048572,0.05
SPY,331681.2063611301,372204.46280776116,2,3,703885.6691688913,5,51.8,0.84,0.77,0.88,5,1,2,132178.6374185093,223312.06453172205,199502.5689426208,148892.3982760391,2,3,-40523.25644663104,SHORT,165840.60318056506,124068.15426925372,0.6,0.4,0.891126355280805,1.0,0.6458207475449178,0.7554187498672399
TLT,0.0,40093.307492862834,0,1,40093.307492862834,1,119.0,0.14,,0.14,1,0,1,0.0,40093.307492862834,0.0,40093.307492862834,0,1,-40093.307492862834,SHORT,0.0,40093.307492862834,0.0,1.0,0.0,0.7,0.0,0.5191109424696774
TQQQ,178765.00843708555,0.0,1,0,178765.00843708555,1,90.0,0.28,0.28,,1,0,0,0.0,0.0,178765.00843708555,0.0,1,0,178765.00843708555,LONG,178765.00843708555,0.0,1.0,0.0,inf,1.0,0.5661870514835926,0.05
TSM,87683.82070142566,0.0,1,0,87683.82070142566,1,90.0,0.13,0.13,,1,0,0,0.0,0.0,87683.82070142566,0.0,1,0,87683.82070142566,LONG,87683.82070142566,0.0,1.0,0.0,inf,1.0,0.5388713716396638,0.05
U,0.0,146.6611995627301,0,1,146.6611995627301,1,30.0,0.7,,0.7,1,0,0,0.0,0.0,0.0,146.6611995627301,0,1,-146.6611995627301,SHORT,0.0,146.6611995627301,0.0,1.0,0.0,1.0,0.05,0.32565575303515987
USAR,253.9738744267302,0.0,3,0,253.9738744267302,3,31.33,1.26,1.26,,3,2,0,1.0801234351185909,0.0,252.8937509916116,0.0,3,0,253.9738744267302,LONG,84.6579581422434,0.0,1.0,0.0,inf,1.0,0.4903284645793212,0.05
WFC,0.0,77801.65443208547,0,1,77801.65443208547,1,90.0,0.24,,0.24,1,0,0,0.0,0.0,0.0,77801.65443208547,0,1,-77801.65443208547,SHORT,0.0,77801.65443208547,0.0,1.0,0.0,1.0,0.05,0.5424436137589616
XLI,0.0,84251.59482620478,0,3,84251.59482620478,3,61.0,74.28,,74.28,3,0,1,0.0,48135.99975476749,0.0,48135.99975476749,0,3,-84251.59482620478,SHORT,0.0,28083.86494206826,0.0,0.57,0.0,1.0,0.05,0.8598652873950311
XLU,0.0,21711.498869220603,0,2,21711.498869220603,2,43.0,0.66,,0.66,2,0,2,0.0,21711.498869220603,0.0,21442.6755431302,0,2,-21711.498869220603,SHORT,0.0,10855.749434610301,0.0,0.99,0.0,1.0,0.05,0.6403432884250805
