ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium
AAOI,42016.12883903894,1895.3753948902934,1,1,43911.504233929234,2,30.5,156.876344,2.752688,311.0,2,0,0,0.0,0.0,42016.12883903894,1895.3753948902934,1,1,965730.0,583960.0,9795.884108327165,234.35744910545733,0,0,40120.75344414864,LONG,42016.12883903894,1895.3753948902934,0.0,0.0,22.167708282121538,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,11236207236.0,8.6e-05,5.2e-05,,,,,1e-06,0.0,0.233146,0.123647,0.0,0.0,0.037393515406535294,0.0016868462418685613,0.2662299176238534,0.260123034567856,0.3958,0.1347,1.5318,0.0,0.0,0.6,0.0,0.3012,0.0,1.7,0.0,0.0,0.6,0.0,0.4858448704151593,0.40350841300326773,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,645830.0,965730.0,583960.0,0.0,0.0
ALAB,1.26676026138698e-06,0.0,1,0,2.53352052277396e-06,1,32.0,23.857143,23.857143,,1,1,0,1.26676026138698e-06,0.0,1.26676026138698e-06,0.0,1,0,1616352.5,0.0,8.012057430449753e-07,0.0,0,0,1.26676026138698e-06,LONG,1.26676026138698e-06,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,33031826452.0,4.9e-05,0.0,,,,,0.0,0.0,0.632484,0.0,0.0,0.0,3.834968869274501e-13,0.0,0.3172168124806249,0.10873321450928897,0.7222,0.0,1.7,0.0,0.15,0.6,0.0,0.4873,0.0,0.0,0.0,0.0,0.6,0.0,0.41004683663077984,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,3232705.0,0.0,0.0,0.0
AMAT,0.0,1.6783362953810192e-10,0,1,1.6783362953810192e-10,1,35.0,6.151515,,6.151515,1,0,0,0.0,0.0,0.0,1.6783362953810192e-10,0,1,0.0,989139.0,0.0,7.52219128827029e-11,0,0,-1.6783362953810192e-10,SHORT,0.0,1.6783362953810192e-10,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,320205709137.0,0.0,3e-06,,,,,0.0,0.0,0.0,0.448193,0.0,0.0,0.0,5.241431515710244e-18,0.07362476550669426,0.23850054691789335,0.1362,0.0,0.0,0.0,0.0,0.6,0.0,0.085,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.23832330638683377,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,1106420.0,0.0,0.0,989139.0,0.0,0.0
AMZN,0.07478678696092254,0.009027489868079306,1,1,0.08381427682900185,2,77.0,1.230225,1.240876,1.219573,2,0,0,0.0,0.0,0.07478678696092254,0.009027489868079306,1,1,1262404.0,3392080.0,0.021151295102636972,0.00419978943745113,0,0,0.06575929709284324,LONG,0.07478678696092254,0.009027489868079306,0.0,0.0,8.28433906365981,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,2741269393363.0,0.0,1e-06,,,,,0.0,0.0,0.282821,0.465222,0.0,0.0,2.7281808618296293e-10,3.29317866019886e-11,0.13874969013861876,0.14212809951087996,0.2837,0.0,0.5038,0.0,0.0,0.6,0.0,0.332,0.0,0.4893,0.0,0.0,0.6,0.0,0.11037956800000001,0.108930964,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,512469.0,2234479.0,1262404.0,3392080.0,5376438.0,670000.0
APLD,1.9311669769426503e-05,6849.7878371005145,1,4,6849.787856412185,5,58.6,4.353322,2.480984,4.821407,5,1,0,1.9311669769426503e-05,0.0,1.9311669769426503e-05,2848.2380848781086,1,4,2052975.0,2751746.0,7.918689184663864e-06,2635.1109841699895,0,0,-6849.787817788845,SHORT,1.9311669769426503e-05,1712.4469592751286,0.0,0.584186,2.8193091857281595e-09,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,9267506150.0,0.000222,0.000297,,,,,0.0,0.0,0.410047,0.3847,0.0,0.0,2.083804365150219e-11,0.0018477969494254164,0.26673179372865186,0.376149168977644,0.5702,0.0,1.3471,0.0,0.15,0.6,0.0,0.649,0.0,1.7,0.4667,0.0,0.6,0.3458,0.499706912,0.601251380952381,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,2052975.0,2751746.0,0.0,0.0
AR,237436.761687092,3.17436416771951e-20,1,1,474873.523374184,2,56.5,14751.567865,29500.0,3.135731,2,0,0,0.0,0.0,237436.761687092,3.17436416771951e-20,1,1,324500.0,523800.0,7704.463679509742,8.111366748523526e-21,1,0,237436.761687092,LONG,237436.761687092,3.17436416771951e-20,0.0,0.0,99.0,1.0,1.0,0.0,0.6923076923076923,-0.3076923076923077,31-90,0.0,1,0.5,11909065000.0,2.7e-05,4.4e-05,171362.0,2026866.0,1.8936520348735426,0.25842852956238843,1e-06,0.0,0.032448,0.255527,0.0,0.0,0.19937481379696223,2.6655024283766274e-26,0.39152715018273193,0.3541975950420912,0.8647,0.7506,1.7,0.0,0.0,0.6,0.0,1.242,0.0,1.7,0.0,0.0,0.6,0.0,0.40228890615616414,0.3805582278917446,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,649000.0,523800.0,0.0,0.0
ARM,0.0,854409.1560957419,0,1,1708818.3121914838,1,85.0,2.904762,,2.904762,1,0,1,0.0,854409.1560957419,0.0,854409.1560957419,0,1,0.0,1033907.5,0.0,636949.8514867065,0,1,-854409.1560957419,SHORT,0.0,854409.1560957419,0.0,0.0,0.0,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,1.0,0,0.0,207678905479.0,0.0,5e-06,,,,,0.0,3e-06,0.0,0.745486,0.0,0.0,0.0,0.04114087341345979,0.10971944441136051,0.3063379881071694,0.4972,0.0,0.0,0.0,0.0,0.6,0.0,0.5282,0.15,1.6352,0.0,0.15,0.6,0.0,0.06,0.2700075145917499,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,2067815.0,0.0,0.0
AXON,1.3940482391144574e-14,0.0,1,0,2.7880964782289148e-14,1,38.0,8.823529,8.823529,,1,0,0,0.0,0.0,1.3940482391144574e-14,0.0,1,0,274316.0,0.0,6.106481277713137e-15,0.0,0,0,1.3940482391144574e-14,LONG,1.3940482391144574e-14,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,32412322676.0,8e-06,0.0,,,,,0.0,0.0,0.438039,0.0,0.0,0.0,4.3009822315100336e-21,0.0,0.2819097560383198,0.11462756836200896,0.5191,0.0,1.7,0.0,0.0,0.6,0.0,0.5463,0.0,0.0,0.0,0.0,0.6,0.0,0.258444372936437,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,548632.0,0.0,0.0,0.0
AXTI,2253301.407077274,0.0,3,0,4506602.814154548,3,77.333333,15.550388,15.550388,,3,0,0,0.0,0.0,1002642.5366245024,0.0,3,0,2761901.5,0.0,1269939.8178204077,0.0,3,0,2253301.407077274,LONG,751100.469025758,0.0,0.555034,0.0,99.0,1.0,1.0,0.0,0.6923076923076923,-0.3076923076923077,31-90,0.0,0,0.0,4831568697.0,0.000572,0.0,,,,,0.000263,0.0,0.563591,0.0,0.0,0.0,1.5545685389760235,0.0,0.5248969640425397,0.10737227712170294,0.6128,1.7,1.7,0.3111,0.0,0.6,0.325,0.4737,0.0,0.0,0.0,0.0,0.6,0.0,0.7536135396825396,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,5523803.0,0.0,0.0,0.0
BE,414579.97735412145,4672.898460199217,1,1,833832.8531684421,2,43.5,5.064569,1.207569,8.921569,2,1,0,414579.97735412145,0.0,414579.97735412145,4672.898460199217,1,1,602020.5,1471680.0,3118.782606939286,2563.0792634747386,0,0,409907.0788939222,LONG,414579.97735412145,4672.898460199217,0.0,0.0,88.72009115653819,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,64455952396.0,9e-06,2.3e-05,,,,,0.0,0.0,0.007523,0.548499,0.0,0.0,0.06431989008665231,0.0007249754734039439,0.17994921572517,0.24601339843411885,0.3249,0.2434,0.4811,0.0,0.15,0.6,0.0,0.1601,0.0,1.7,0.0,0.0,0.6,0.0,0.1798153325483941,0.3136486778277206,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,1353892.0,1204041.0,1471680.0,0.0,1832985.0
