ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score
AA,3385.398871970795,8.332611480946486,2,1,3414.1975036737945,3,62.666667,0.576843,0.834962,0.060606,3,0,0,0.0,0.0,3373.2654632296885,8.332611480946486,2,1,203.86959649329418,103083.0,45880.0,3377.0662604898484,LONG,1692.6994359853975,8.332611480946486,0.003584,0.0,99.0,1.0,18576956234.0,6e-06,2e-06,0.0009111823350734808,4.48545573127633e-06,0.23111211307897828,0.18360521877671135
AAL,97043.12530303534,331193.3867162574,1,2,428236.5120192927,3,71.666667,1.116903,2.115489,0.61761,3,0,0,0.0,0.0,97043.12530303534,231419.71738524936,1,2,3.2920794122403185,117408.0,473902.0,-234150.26141322203,SHORT,97043.12530303534,165596.6933581287,0.0,0.301255,0.2930104561120808,1.0,8101937111.0,1.4e-05,5.8e-05,0.11977768276092872,0.2043914820485314,0.3617401187117631,0.44629733835139784
AAPL,1062067.0499611015,1069013.124075154,5,3,2944521.0898423134,8,76.5,0.358934,0.075482,0.831353,8,2,2,746084.3612784537,813440.9158060576,512302.1645632222,649423.0612507187,5,3,4.355964282279116,1269700.0,1211681.0,-6946.074114052579,SHORT,212413.4099922203,356337.70802505134,0.517637,0.392502,0.9935023490754036,1.0,3867012276000.0,0.0,0.0,0.0005492959288247687,0.000921480674464379,0.28816454761904764,0.2724408466666667
ABVX,186.27362434694948,177521.34093942205,2,4,355229.48206724535,6,54.0,0.468996,0.231161,0.587914,6,1,3,185.7470602926769,150614.1445868805,185.7470602926769,59142.29551884384,2,4,1900.6548382930937,80565.0,212950.0,-177335.0673150751,SHORT,93.13681217347474,44380.33523485551,0.002827,0.666844,0.0010493027112188956,1.0,9618354378.0,8e-06,2.2e-05,9.683237746625969e-05,0.04614129765936507,0.23035434448543418,0.38741484820644073
ACMR,0.00013171949399662548,0.00016525933467255707,1,3,0.0004622381633417396,4,36.0,0.740043,0.120273,0.946634,4,1,0,0.00013171949399662548,0.0,0.00013171949399662548,0.0001640842550094967,1,3,195.68375594974148,51870.0,123032.5,-3.3539840675931584e-05,SHORT,0.00013171949399662548,5.5086444890852356e-05,0.0,0.007111,0.7970472243375115,1.0,2907199948.0,1.8e-05,4.2e-05,4.5308027088828735e-10,1.8948282153330707e-10,0.24942506767675093,0.3581383424226826
ACN,186.0901954457218,1.2189170432966237e-08,11,4,186.09019545791102,15,56.8,0.911852,1.195088,0.132953,15,2,1,3.396207133100689e-14,2.754498581531598e-15,185.0683074949089,8.975751705937e-09,11,4,1142202084525393.2,2181783.5,457810.0,186.09019543353264,LONG,16.917290495065618,3.047292608241559e-09,0.005491,0.263629,99.0,1.0,129037555760.0,1.7e-05,4e-06,1.311036185971353e-06,2.361554812700646e-16,0.42051605870148656,0.2548986014596583
ALK,0.0,261.94091949607747,0,2,523.8818389921549,2,30.0,0.595918,,0.595918,2,0,0,0.0,0.0,0.0,190.3187768358234,0,2,2.6572617038087962,0.0,97722.5,-261.94091949607747,SHORT,0.0,130.97045974803873,0.0,0.273429,0.0,1.0,4717495668.0,0.0,2.1e-05,0.0,0.00027762709065414816,0.16514800716504785,0.262736201910914
AMD,0.0,120643.72674277551,0,1,120643.72674277551,1,91.0,0.516219,,0.516219,1,0,0,0.0,0.0,0.0,120643.72674277551,0,1,0.0,0.0,121980.0,-120643.72674277551,SHORT,0.0,120643.72674277551,0.0,0.0,0.0,0.7,453678121173.0,0.0,0.0,0.0,0.002659236165738985,0.02857142857142857,0.029544568571428568
APG,0.0,2.6020398356401485e-06,0,3,5.204079671280297e-06,3,104.0,0.080187,,0.080187,3,0,0,0.0,0.0,0.0,1.3130777714348645e-06,0,3,2529282854917757.5,0.0,285600.0,-2.6020398356401485e-06,SHORT,0.0,8.673466118800495e-07,0.0,0.495366,0.0,0.7,19152335702.0,0.0,1.5e-05,0.0,4.5286727706505065e-13,0.15857142857142859,0.2609800643895575
APO,3839.34230131422,76600.60521863037,21,7,157502.1788931373,28,60.928571,2.626753,1.930856,4.515618,28,4,3,443.0471359714458,25997.7884151273,923.354732269036,50332.21997541593,21,7,1294.9482808370255,2267719.5,736987.0,-72761.26291731615,SHORT,182.82582387210573,10942.943602661482,0.759502,0.342927,0.050121566146326436,1.0,69858060904.0,3.2e-05,1.1e-05,2.6171041896417326e-05,0.0015664539583627208,0.5809104314477819,0.49939895718828864
