ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score
AAOI,165310.19965854747,0.0,2,0,330620.39931709494,2,30.5,4.931442,4.931442,,2,0,0,0.0,0.0,148424.3202804681,0.0,2,0,8.789848426440079,571420.0,0.0,165310.19965854747,LONG,82655.09982927373,0.0,0.102147,0.0,99.0,1.0,11008354821.0,5.2e-05,0.0,0.07508397137744634,0.0,0.5183119745288884,0.18
AAPL,0.0,87218.25543689581,0,1,174436.51087379162,1,64.0,0.012721,,0.012721,1,0,1,0.0,87218.25543689581,0.0,87218.25543689581,0,1,0.0,0.0,87847.5,-87218.25543689581,SHORT,0.0,87218.25543689581,0.0,0.0,0.0,1.0,3799919466200.0,0.0,0.0,0.0,0.00022952658921510224,0.05,0.0625
ABNB,73.74565167325119,2.47746491011926e-06,6,5,147.43831391933213,11,47.181818,0.3009,0.279715,0.326322,11,0,2,0.0,8.612339509624348e-11,73.692659768591,1.2753471318912924e-06,6,5,2898899730095.337,263587.5,546025.0,73.74564919578629,LONG,12.290941945541865,4.95492982023852e-07,0.000719,0.485221,99.0,1.0,56695282859.0,5e-06,1e-05,2.167894986274111e-06,8.739580385481679e-14,0.26087920048211594,0.3170845708020411
ADBE,139916.81676143754,106398.97611859732,11,6,280119.22096022003,17,41.294118,0.334867,0.420025,0.178745,17,1,3,764.6612224821615,7662.966187622723,104911.06527096438,89369.60578054955,11,6,23.040311510282084,1417661.0,693533.0,33517.84064284022,LONG,12719.71061467614,17733.162686432886,0.25019,0.160052,1.3150203306982922,1.0,95278024000.0,1.5e-05,7e-06,0.0013350099089666407,0.0018612017695111818,0.3707293977228908,0.3095731121144958
ALAB,297967.83817501465,10940.372922687882,2,2,314982.32682262815,4,55.0,0.536946,0.737251,0.336641,4,1,0,286658.8150586046,0.0,286658.8150586046,6074.115724925592,2,2,17.512594374489705,527010.0,188797.5,287027.46525232674,LONG,148983.91908750733,5470.186461343941,0.037954,0.444798,27.235619871521575,1.0,29038594212.0,1.8e-05,7e-06,0.051305486071340445,0.0018837642144134594,0.2938652564117922,0.23907877878116243
AMD,0.0,87825.26647939604,0,1,175650.5329587921,1,30.0,0.346503,,0.346503,1,0,0,0.0,0.0,0.0,87825.26647939604,0,1,0.0,0.0,88322.5,-87825.26647939604,SHORT,0.0,87825.26647939604,0.0,0.0,0.0,1.0,415868893724.0,0.0,0.0,0.0,0.0021118498595300832,0.05,0.05
APA,11863.961686863782,0.0208443444831623,2,4,23727.944246258106,6,54.333333,1.679914,2.993042,1.02335,6,0,0,0.0,0.0,6187.3017949066425,0.020816158427916853,2,4,420916371.69274145,242145.0,633325.0,11863.9408425193,LONG,5931.980843431891,0.005211086120790575,0.478479,0.001352,99.0,1.0,13080902156.0,1.9e-05,4.8e-05,0.004534840772210032,3.983736028787841e-09,0.4299631430381815,0.3912185932335045
APP,218283.80882428412,71472.17464462925,6,2,366410.225076443,8,57.5,1.967833,2.737736,0.043074,8,3,2,94926.41840819649,71472.17464462925,118175.32345318726,39359.93461091877,6,2,4.178399662642814,398302.0,99090.0,146811.63417965488,LONG,36380.63480404735,35736.08732231463,0.458616,0.449297,3.0541089579213883,1.0,133117915700.0,3e-06,1e-06,0.002732963073583292,0.002684543784688677,0.4512215193646761,0.24328311904761907
ARRY,45529.76639686975,0.0,1,0,45529.76639686975,1,93.0,16.207407,16.207407,,1,1,0,45529.76639686975,0.0,45529.76639686975,0.0,1,0,0.0,65092.0,0.0,45529.76639686975,LONG,45529.76639686975,0.0,0.0,0.0,99.0,0.7,1144838950.0,5.7e-05,0.0,0.39769581910948915,0.0,0.47603253250370353,0.02857142857142857
ARWR,3.62062741126243e-32,0.0,1,0,7.24125482252486e-32,1,94.0,1.316726,1.316726,,1,0,0,0.0,0.0,3.62062741126243e-32,0.0,1,0,0.0,36250.0,0.0,3.62062741126243e-32,LONG,3.62062741126243e-32,0.0,0.0,0.0,99.0,0.7,9338746751.0,4e-06,0.0,3.876994962814181e-38,0.0,0.08828580431680118,0.02857142857142857
