ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score
NFLX,210478.8329722302,0.0,1,0,210478.8329722302,1,90.0,0.26,0.26,,1,0,0,0.0,0.0,210478.8329722302,0.0,1,0,210478.8329722302,LONG,210478.8329722302,0.0,1.0,0.0,inf,1.0,0.5736343329096935,0.05
NOW,305.76471540273377,0.0,1,0,305.76471540273377,1,58.0,0.42,0.42,,1,0,0,0.0,0.0,305.76471540273377,0.0,1,0,305.76471540273377,LONG,305.76471540273377,0.0,1.0,0.0,inf,1.0,0.34088125986113293,0.05
ORCL,60672.35671840806,101877.26648314546,1,1,162549.62320155354,2,49.0,0.32,0.59,0.05,2,0,0,0.0,0.0,60672.35671840806,101877.26648314546,1,1,-41204.9097647374,SHORT,60672.35671840806,101877.26648314546,1.0,1.0,0.595543626295133,1.0,0.5329488210659618,0.5529537194954608
PLTR,0.0,49868.49582717456,0,1,49868.49582717456,1,56.0,0.11,,0.11,1,0,0,0.0,0.0,0.0,49868.49582717456,0,1,-49868.49582717456,SHORT,0.0,49868.49582717456,0.0,1.0,0.0,1.0,0.05,0.5281609559223351
QCOM,0.0,41344.639491487585,0,1,41344.639491487585,1,56.0,0.12,,0.12,1,0,0,0.0,0.0,0.0,41344.639491487585,0,1,-41344.639491487585,SHORT,0.0,41344.639491487585,0.0,1.0,0.0,1.0,0.05,0.521640145297922
QQQ,0.0,499651.182755725,0,2,499651.182755725,2,90.0,0.14,,0.14,2,0,0,0.0,0.0,0.0,329184.8981485193,0,2,-499651.182755725,SHORT,0.0,249825.5913778625,0.0,0.66,0.0,1.0,0.05,0.6333769520732364
RDDT,0.0,0.4303882102249687,0,1,0.4303882102249687,1,32.0,0.34,,0.34,1,0,0,0.0,0.0,0.0,0.4303882102249687,0,1,-0.4303882102249687,SHORT,0.0,0.4303882102249687,0.0,1.0,0.0,1.0,0.05,0.1634192066891622
SLV,237485.1045871742,0.0,2,0,237485.1045871742,2,90.0,0.07,0.07,,2,0,0,0.0,0.0,120908.54758468868,0.0,2,0,237485.1045871742,LONG,118742.5522935871,0.0,0.51,0.0,inf,1.0,0.572678533543644,0.05
SOXS,23316.148707918772,0.0,1,0,23316.148707918772,1,56.0,1.33,1.33,,1,1,0,23316.148707918772,0.0,23316.148707918772,0.0,1,0,23316.148707918772,LONG,23316.148707918772,0.0,1.0,0.0,inf,1.0,0.5575852106279079,0.05
SPY,314653.71457148204,353096.6318152837,2,3,667750.3463867657,5,51.8,0.84,0.77,0.88,5,1,2,125392.99319072015,211847.9107828262,189260.72138076185,141248.72103245748,2,3,-38442.91724380164,SHORT,157326.85728574102,117698.87727176123,0.6,0.4,0.8911263552808049,1.0,0.6458054992348274,0.7553486475050599
TLT,0.0,38035.04054537938,0,1,38035.04054537938,1,119.0,0.14,,0.14,1,0,1,0.0,38035.04054537938,0.0,38035.04054537938,0,1,-38035.04054537938,SHORT,0.0,38035.04054537938,0.0,1.0,0.0,0.7,0.0,0.5187795236923978
TQQQ,169587.76337447367,0.0,1,0,169587.76337447367,1,90.0,0.28,0.28,,1,0,0,0.0,0.0,169587.76337447367,0.0,1,0,169587.76337447367,LONG,169587.76337447367,0.0,1.0,0.0,inf,1.0,0.5661150108186852,0.05
TSM,83182.4033511375,0.0,1,0,83182.4033511375,1,90.0,0.13,0.13,,1,0,0,0.0,0.0,83182.4033511375,0.0,1,0,83182.4033511375,LONG,83182.4033511375,0.0,1.0,0.0,inf,1.0,0.5386920364049484,0.05
U,0.0,139.13206519056632,0,1,139.13206519056632,1,30.0,0.7,,0.7,1,0,0,0.0,0.0,0.0,139.13206519056632,0,1,-139.13206519056632,SHORT,0.0,139.13206519056632,0.0,1.0,0.0,1.0,0.05,0.3245389576794428
USAR,240.93563777464294,0.0,3,0,240.93563777464294,3,31.33,1.26,1.26,,3,2,0,1.0246732239804186,0.0,239.91096455066253,0.0,3,0,240.93563777464294,LONG,80.31187925821432,0.0,1.0,0.0,inf,1.0,0.48922492069488466,0.05
WFC,0.0,73807.55706794064,0,1,73807.55706794064,1,90.0,0.24,,0.24,1,0,0,0.0,0.0,0.0,73807.55706794064,0,1,-73807.55706794064,SHORT,0.0,73807.55706794064,0.0,1.0,0.0,1.0,0.05,0.5422065879126242
XLI,0.0,79926.37738350774,0,3,79926.37738350774,3,61.0,74.28,,74.28,3,0,1,0.0,45664.84575239571,0.0,45664.84575239571,0,3,-79926.37738350774,SHORT,0.0,26642.125794502583,0.0,0.57,0.0,1.0,0.05,0.8595836330481356
XLU,0.0,20596.89737342741,0,2,20596.89737342741,2,43.0,0.66,,0.66,2,0,2,0.0,20596.89737342741,0.0,20341.874609111637,0,2,-20596.89737342741,SHORT,0.0,10298.448686713706,0.0,0.99,0.0,1.0,0.05,0.6398892661348865
