ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score
ALAB,0.0,637.2506161801984,0,2,637.2506161801984,2,44.0,1.65,,1.65,2,0,0,0.0,0.0,0.0,496.31092755139,0,2,-637.2506161801984,SHORT,0.0,318.6253080900992,0.0,0.78,0.0,1.0,0.05,0.41036429556969223
AMAT,174121.181509118,0.0,1,0,174121.181509118,1,90.0,0.54,0.54,,1,0,0,0.0,0.0,174121.181509118,0.0,1,0,174121.181509118,LONG,174121.181509118,0.0,1.0,0.0,inf,1.0,0.5695112926243223,0.05
BMNR,39557.1401105374,0.0,1,0,39557.1401105374,1,90.0,0.42,0.42,,1,0,0,0.0,0.0,39557.1401105374,0.0,1,0,39557.1401105374,LONG,39557.1401105374,0.0,1.0,0.0,inf,1.0,0.5148827511679993,0.05
CIA,0.0,108343.93478246554,0,1,108343.93478246554,1,56.0,0.22,,0.22,1,0,0,0.0,0.0,0.0,108343.93478246554,0,1,-108343.93478246554,SHORT,0.0,108343.93478246554,0.0,1.0,0.0,1.0,0.05,0.5549120750249437
CMG,0.0,117098.87829184996,0,3,117098.87829184996,3,54.0,37.62,,37.62,3,0,2,0.0,116690.07240017569,0.0,96365.77608105053,0,3,-117098.87829184996,SHORT,0.0,39032.959430616655,0.0,0.82,0.0,1.0,0.05,0.8360852973218937
CRM,2610.428468247889,547.5283881763726,1,3,3157.956856424262,4,44.0,6.82,0.93,8.79,4,0,0,0.0,0.0,2610.428468247889,232.42179576143172,1,3,2062.9000800715166,LONG,2610.428468247889,182.50946272545752,1.0,0.42,4.767658672351807,1.0,0.42357890647037155,0.45144497103908104
GLNG,217489.7410800846,0.0,5,0,217489.7410800846,5,83.6,16.44,16.44,,5,1,0,77397.50068684471,0.0,77397.50068684471,0.0,5,0,217489.7410800846,LONG,43497.94821601692,0.0,0.36,0.0,inf,1.0,0.889258348253786,0.05
HIMS,0.0,42952.81429504807,0,1,42952.81429504807,1,119.0,0.63,,0.63,1,0,0,0.0,0.0,0.0,42952.81429504807,0,1,-42952.81429504807,SHORT,0.0,42952.81429504807,0.0,1.0,0.0,0.7,0.0,0.47374895141013784
HOOD,6.9101133092200016,50294.79623035954,1,3,50301.70634366876,4,54.25,0.43,0.96,0.26,4,0,0,0.0,0.0,6.9101133092200016,49321.52759011239,1,3,-50287.88611705032,SHORT,6.9101133092200016,16764.932076786514,1.0,0.98,0.0001373922120604763,1.0,0.21587684713754002,0.6140193369341266
HPQ,0.0,1.250943863490787,0,1,1.250943863490787,1,32.0,1.0,,1.0,1,0,0,0.0,0.0,0.0,1.250943863490787,0,1,-1.250943863490787,SHORT,0.0,1.250943863490787,0.0,1.0,0.0,1.0,0.05,0.1809891183074418
