ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier
AAL,48.846702912138475,166.70634748083475,1,2,215.55305039297323,3,71.666667,1.116903,2.115489,0.61761,3,0,0,0.0,0.0,48.846702912138475,116.4852239437793,1,2,117408.0,473902.0,18.75676330011713,89.45618257352167,0,0,-117.85964456869627,SHORT,48.846702912138475,83.35317374041738,0.0,0.301255,0.2930104561120811,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,8438692443.0,1.4e-05,5.6e-05,0.0,0.0,0.383992,0.536609,0.0,0.0,5.788420805957612e-05,9.877498712440914e-05,0.190196679867826,0.13926493769662765,0.2034,0.0,1.0985,0.0,0.0,0.6,0.0,0.4134,0.0,0.08,0.1556,0.0,0.6,0.1438,0.22124781004796013,0.2824627509474446,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
AAPL,1316.311463920762,933.2810194307634,4,6,2814.2662025991776,10,73.6,0.390602,0.149233,0.551515,10,1,2,257.8675362682538,409.44586880193475,369.76401443558416,326.88740431789387,4,6,2217364.0,1966274.0,701.1824882176206,336.6827608120896,3,1,383.03044448999856,LONG,329.0778659801905,155.5468365717939,0.719091,0.649744,1.4104127658394043,1.0,0.75,0.16666666666666666,0.4423076923076923,-0.14102564102564105,31-90,0.25,0,0.0,3967284462200.0,1e-06,0.0,0.0,0.0,0.532687,0.346708,0.0,0.0,8.294788768378489e-07,3.9207381788181044e-07,0.1905882980632105,0.21904877326709968,0.247,0.0,0.0,0.4667,0.15,0.6,0.4422,0.085,0.0,0.035,0.7778,0.3,0.6,0.3927,0.1658874523809524,0.21054822634920634,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
ACMR,6.630106945647916e-08,8.318336408684843e-08,1,3,2.3266779763017603e-07,4,36.0,0.740043,0.120273,0.946634,4,1,0,6.630106945647916e-08,0.0,6.630106945647916e-08,8.259188718397286e-08,1,3,51870.0,123032.5,2.041906807783875e-09,1.9326484414687233e-09,0,0,-1.6882294630369264e-08,SHORT,6.630106945647916e-08,2.7727788028949476e-08,0.0,0.007111,0.7970472243375113,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,3072319678.0,1.7e-05,4e-05,0.0,0.0,0.030797,0.023234,0.0,0.0,2.15801337117495e-13,9.02503350400032e-14,0.16133956965709767,0.23237497528528156,0.8634,0.0,0.0,0.0,0.15,0.6,0.0,1.1089,0.0,0.3037,0.3111,0.0,0.6,0.0,0.1374205032937244,0.26008261729233983,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
AFL,0.0,1.8384585100999276e-18,0,1,3.676917020199855e-18,1,44.0,0.791258,,0.791258,1,0,0,0.0,0.0,0.0,1.8384585100999276e-18,0,1,0.0,59780.5,0.0,6.947367805644979e-19,0,0,-1.8384585100999276e-18,SHORT,0.0,1.8384585100999276e-18,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,59134629643.0,0.0,1e-06,0.0,0.0,0.0,0.377891,0.0,0.0,0.0,3.108937218680211e-25,0.09176355163090111,0.13659022673979798,0.3176,0.0,0.0,0.0,0.0,0.6,0.0,0.5678,0.0,0.1981,0.0,0.0,0.6,0.0,0.06,0.079805544,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
AG,147.9136954936104,1.2324280211438496,4,1,149.23479017704332,5,92.0,0.151906,0.166912,0.091883,5,0,0,0.0,0.0,143.28960707765034,1.2324280211438496,4,1,612876.0,54858.0,24.045085581251783,0.41707831770522025,0,0,146.68126747246654,LONG,36.9784238734026,1.2324280211438496,0.031262,0.0,99.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,10558516313.0,5.8e-05,5e-06,0.0,0.0,0.162917,0.33842,0.0,0.0,3.50223675156646e-05,1.167235987149485e-06,0.15389733146302575,0.06761310296606884,0.7294,0.0,0.0,0.4667,0.0,0.3429,0.0,0.3333,0.0,0.0,0.0,0.0,0.3429,0.0,0.2708941374893884,0.050772253511635425,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
AI,0.1857327222108702,1.1085124926893825e-17,1,2,0.18573272221087023,3,34.666667,26.384663,2.625199,38.264394,3,0,0,0.0,0.0,0.1857327222108702,1.1019435951159846e-17,1,2,90758.0,68209.0,0.04218392769385113,1.391762877354496e-18,0,0,0.1857327222108702,LONG,0.1857327222108702,5.542562463446913e-18,0.0,0.005926,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,1310150965.0,6.9e-05,5.2e-05,0.0,0.0,0.227122,0.125552,0.0,0.0,1.4176436698718166e-06,4.230476190541075e-23,0.2810477675414789,0.319266370329761,0.7653,0.0,1.4451,0.0,0.0,0.6,0.0,0.7371,0.0,1.7,0.1556,0.0,0.6,0.0,0.42302402060631944,0.4190639685588233,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
ALB,16.280978094688912,0.9045836664537723,2,4,18.072728532418306,6,56.666667,2.740778,2.17699,3.022672,6,1,1,4.004965559668735,0.004066952825469663,12.276012535020175,0.8830998184501542,2,4,486498.0,267130.0,3.651018806821859,0.2198408569815312,0,0,15.37639442823514,LONG,8.140489047344456,0.22614591661344308,0.24599,0.02375,17.99831093403999,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.5,0,0.0,23304287755.0,2.1e-05,1.1e-05,0.0,0.0,0.224251,0.241316,0.0,0.0,3.4931293043263644e-06,9.704047555150997e-08,0.27396563681152525,0.3162078784221824,0.5895,0.0,1.1404,0.1556,0.15,0.6,0.1043,0.2454,0.0,1.7,0.4667,0.15,0.6,0.0,0.2917086477083793,0.3317412198622244,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
ALK,0.0,0.0957970461242994,0,1,0.1915940922485988,1,30.0,0.780612,,0.780612,1,0,0,0.0,0.0,0.0,0.0957970461242994,0,1,0.0,69315.0,0.0,0.0486490742497798,0,0,-0.0957970461242994,SHORT,0.0,0.0957970461242994,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,5204721830.0,0.0,1.3e-05,0.0,0.0,0.0,0.507835,0.0,0.0,0.0,1.840579559355613e-07,0.13336523820372634,0.14350490183370052,0.7337,0.0,0.0,0.0,0.0,0.6,0.0,0.6442,0.0,0.1908,0.0,0.0,0.6,0.0,0.06,0.12673628179154595,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
ALLY,0.0,3.3175241572217935,0,2,3.3175241572217935,2,63.5,0.389078,,0.389078,2,0,1,0.0,0.2881645714940422,0.0,3.0293595857277515,0,2,0.0,203174.0,0.0,0.7459006968668849,0,0,-3.3175241572217935,SHORT,0.0,1.6587620786108968,0.0,0.086861,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.5,0,0.0,14020399512.0,0.0,1.4e-05,0.0,0.0,0.0,0.224837,0.0,0.0,0.0,1.1831061427252264e-06,0.12314762713375982,0.24492842825190636,0.6315,0.0,0.0,0.0,0.0,0.6,0.0,1.5437,0.0,0.0,0.1556,0.15,0.6,0.0,0.06,0.14195011360351567,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
AMD,36.47971612680903,144.04626768424887,1,3,246.90969861159135,4,69.25,0.557355,1.221374,0.336016,4,0,0,0.0,0.0,36.47971612680903,60.726076783032575,1,3,61717.5,277512.5,21.70384451180117,41.65448194407021,1,1,-107.56655155743985,SHORT,36.47971612680903,48.015422561416294,0.0,0.578427,0.25324999191768716,1.0,1.0,0.3333333333333333,0.6923076923076923,0.025641025641025605,31-90,0.0,0,0.0,453890074583.0,0.0,1e-06,0.0,0.0,0.594957,0.309094,0.0,0.0,8.037125764497901e-07,1.0578645634745207e-06,0.11755397891789332,0.1337850151718616,0.085,0.0,0.4905,0.0,0.0,0.6,0.0,0.085,0.0,0.0,0.3111,0.0,0.6,0.3417,0.10905343199999999,0.12528446825396827,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
