ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_z,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_z,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium
AAOI,0.0,3922137.115424932,0,3,3922137.115424932,3,35.0,6.858127,,6.858127,3,0,1,0.0,2652623.753226943,0.0,2652623.753226943,0,3,0.0,5654850.0,0.0,3235576.452674591,0,3,-3922137.115424932,SHORT,0.0,1307379.0384749772,0.0,0.323679,0.0,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,0.3333,0,0.0,11000766349.0,0.0,0.000514,,,,,0.0,0.000294,0.0,0.824952,0.0,0.0,0.0,1.1884436020167102,0.11577268350820845,0.5253008151368077,0.3769,0.0,0.1808,0.0,0.0,0.6,0.0,0.682,1.7,1.6502,0.3111,0.15,0.6,0.1598,0.06,0.7520881825396826,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-1.923351656287746,1,0.0,2908800.0,0.0,5654850.0,0.0,1545698.0
ABVX,1.3470437504064971e-48,7.945955814601358e-49,3,1,2.9362349133267685e-48,4,52.0,10.226644,10.020761,10.844291,4,1,0,2.711922088044158e-49,0.0,7.524867935841991e-49,7.945955814601358e-49,3,1,2775788.0,1553160.0,7.526438361888455e-49,4.379767018647501e-49,3,1,5.524481689463614e-49,LONG,4.490145834688324e-49,7.945955814601358e-49,0.441379,0.0,1.6952570362034882,1.0,1.0,0.0,0.6923076923076923,-0.3076923076923077,31-90,0.3333,0,0.0,9538247237.0,0.000291,0.000163,,,,,0.0,0.0,0.558737,0.551194,0.0,0.0,4.7075167199173785e-55,8.330624712450362e-55,0.4201384721984219,0.3197433930539579,1.2463,0.0,1.6502,0.3111,0.15,0.6,0.2438,0.9473,0.0,1.6502,0.0,0.0,0.6,0.0,0.5904953253968253,0.52,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-1.4963985979022765,1,0.0,0.0,2775788.0,3106320.0,5098600.0,0.0
ADBE,0.0012025981391359155,0.028531707355975103,3,3,0.030544910656120028,6,82.0,18.10576,1.8774,34.334119,6,0,1,0.0,0.001751903164667243,0.0008106051610090066,0.024392698977081403,3,3,2036498.0,9354815.0,0.0002523908499780234,0.003463319003211413,1,3,-0.02732910921683919,SHORT,0.0004008660463786385,0.009510569118658368,0.325955,0.145067,0.042149532943533,1.0,0.3333333333333333,1.0,0.025641025641025605,0.6923076923076923,31-90,0.3333,1,0.1667,107519775000.0,1.9e-05,8.7e-05,,,,,0.0,0.0,0.182471,0.121385,0.0,0.0,3.7283006440316534e-11,8.845413895870194e-10,0.3318378374876771,0.3697987240093223,0.5957,0.0,1.6502,0.3111,0.0,0.6,0.1614,0.9545,0.0,1.6502,0.3111,0.15,0.6,0.0322,0.2705291214544493,0.5408017468194862,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-1.8370004080822322,1,0.0,870138.0,2302588.0,9354815.0,0.0,911573.0
AMAT,1580584.265747362,0.0,1,0,3161168.531494724,1,35.0,2.635701,2.635701,,1,1,0,1580584.265747362,0.0,1580584.265747362,0.0,1,0,2005540.0,0.0,632120.786528511,0.0,1,0,1580584.265747362,LONG,1580584.265747362,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,424403073712.0,5e-06,0.0,88123906.0,86165297.0,0.022758183233503062,0.0,1e-06,0.0,0.399929,0.0,0.0,0.0,0.03724252635408448,0.0,0.2934719700484111,0.10302337481957495,0.4005,0.134,1.6502,0.0,0.15,0.6,0.0,0.284,0.0,0.1463,0.0,0.0,0.6,0.0,0.25011895229319214,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.5,1,0.0,0.0,4011080.0,0.0,0.0,0.0
AMD,3816516.6849643914,0.0,2,0,7226889.531881801,2,38.5,5.792393,5.792393,,2,0,0,0.0,0.0,3410372.846917409,0.0,2,0,4944724.5,0.0,2730649.6495808307,0.0,2,0,3816516.6849643914,LONG,1908258.3424821957,0.0,0.106417,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,788501770036.0,6e-06,0.0,,,,,3e-06,0.0,0.727309,0.0,0.0,0.0,0.024201066059687755,0.0,0.25756504960567345,0.0734836261456239,0.085,0.0803,1.6502,0.1556,0.0,0.6,0.0046,0.085,0.0,0.0498,0.0,0.0,0.6,0.0,0.27455761122045885,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.5,1,0.0,0.0,9341449.0,0.0,0.0,0.0
AMKR,0.0,4.908549307705327e-25,0,1,4.908549307705327e-25,1,32.0,1.820363,,1.820363,1,0,0,0.0,0.0,0.0,4.908549307705327e-25,0,1,0.0,771320.0,0.0,3.717096825931461e-27,0,1,-4.908549307705327e-25,SHORT,0.0,4.908549307705327e-25,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,14348130258.0,0.0,5.4e-05,,,,,0.0,0.0,0.0,0.007573,0.0,0.0,0.0,3.4210375982393223e-31,0.1503070977337692,0.31066592509457297,0.6274,0.0,0.2757,0.0,0.0,0.6,0.0,0.8565,0.0,1.6502,0.0,0.0,0.6,0.0,0.06,0.32884186915606567,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.321420259931933,1,-1.2460756761063203,1,0.0,0.0,0.0,771320.0,0.0,0.0
ANET,0.0,1216719.0579529179,0,1,2433438.1159058358,1,98.0,11.75,,11.75,1,0,1,0.0,1216719.0579529179,0.0,1216719.0579529179,0,1,0.0,1574659.0,0.0,534756.1345660173,0,1,-1216719.0579529179,SHORT,0.0,1216719.0579529179,0.0,0.0,0.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,1.0,0,0.0,256810562826.0,0.0,6e-06,,,,,0.0,2e-06,0.0,0.439507,0.0,0.0,0.0,0.04737807684247382,0.08062383303134912,0.25438544506297756,0.3758,0.0,0.0875,0.0,0.0,0.3429,0.0,0.2255,0.1753,1.6502,0.0,0.15,0.3429,0.0,0.03428571428571428,0.25732834392513904,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.6337012127382304,1,0.0,0.0,0.0,3149318.0,0.0,0.0
APLD,3.2343303613033856e-08,0.0,1,0,3.2343303613033856e-08,1,46.0,2.620968,2.620968,,1,1,0,3.2343303613033856e-08,0.0,3.2343303613033856e-08,0.0,1,0,789900.0,0.0,6.1888407024898415e-09,0.0,1,0,3.2343303613033856e-08,LONG,3.2343303613033856e-08,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,8924784209.0,8.9e-05,0.0,,,,,0.0,0.0,0.191348,0.0,0.0,0.0,3.6239871862019894e-14,0.0,0.2642689930819527,0.09292350361525263,0.2425,0.0,1.6502,0.0,0.15,0.6,0.0,0.2525,0.0,0.0767,0.0,0.0,0.6,0.0,0.48521312262604693,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.12961305877126,1,0.0,0.0,789900.0,0.0,0.0,0.0
APP,9.750577548711814,4.3448943973261186e-05,3,1,9.75067513571193,4,96.75,33.494171,41.653047,9.017544,4,1,0,4.546840456963084e-06,0.0,9.750566859599644,4.3448943973261186e-05,3,1,1786782.5,267120.0,1.6871331056967898,1.5249467369791423e-06,1,0,9.75053409976784,LONG,3.2501925162372713,4.3448943973261186e-05,1e-06,0.0,99.0,0.7,0.3333333333333333,0.0,0.025641025641025605,-0.3076923076923077,31-90,0.3333,0,0.0,95190192810.0,1.9e-05,3e-06,,,,,0.0,0.0,0.173029,0.035097,0.0,0.0,3.4144195113930156e-07,4.564434916103747e-12,0.28122279533144656,0.22587937964934474,0.3581,0.0,1.6502,0.3111,0.15,0.3429,0.0,0.2658,0.0,1.6502,0.0,0.0,0.3429,0.0,0.32001199288302073,0.21260902067254805,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.5,1,0.0,0.0,2750877.0,534240.0,0.0,0.0
ARM,0.0,416673.5393350505,0,1,833347.078670101,1,63.0,2.739437,,2.739437,1,0,0,0.0,0.0,0.0,416673.5393350505,0,1,0.0,570863.5,0.0,171582.31445670698,0,1,-416673.5393350505,SHORT,0.0,416673.5393350505,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,296498995970.0,0.0,2e-06,,,,,0.0,1e-06,0.0,0.411791,0.0,0.0,0.0,0.014053118054309022,0.10852298313934909,0.27044875157956705,0.3588,0.0,0.1265,0.0,0.0,0.6,0.0,0.4163,0.0381,1.6502,0.0,0.0,0.6,0.0,0.06,0.22027051729815905,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.052068005591421,1,0.0,0.0,0.0,1141727.0,0.0,0.0
