ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium
AMZN,10.379407240918749,1.2528950301478112,1,1,11.63230227106656,2,77.0,1.230225,1.240876,1.219573,2,0,0,0.0,0.0,10.379407240918749,1.2528950301478112,1,1,1262404.0,3392080.0,2.9355172813859753,0.5828746850722655,0,0,9.126512210770937,LONG,10.379407240918749,1.2528950301478112,0.0,0.0,8.28433906365981,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,2665266153604.0,0.0,1e-06,0.0,0.0,0.282821,0.465222,0.0,0.0,3.894322984173122e-08,4.7008252007163855e-09,0.134635361216531,0.14478671767403545,0.2426,0.0,0.5038,0.0,0.0,0.6,0.0,0.3586,0.0,0.4893,0.0,0.0,0.6,0.0,0.11037956800000001,0.108930964,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,512469.0,3044947.0,1262404.0,3392080.0,2042237.0,670000.0
APLD,0.0,686775.7445891937,0,2,686775.7445891937,2,58.0,3.667143,,3.667143,2,0,0,0.0,0.0,0.0,395297.40751520277,0,2,0.0,1222290.0,0.0,208729.96099098466,0,0,-686775.7445891937,SHORT,0.0,343387.87229459686,0.0,0.424416,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,9198921460.0,0.0,0.000133,0.0,2.3e-05,0.0,0.303927,0.0,0.0,0.0,0.37329144920713003,0.09014274375016745,0.4404734458838522,0.3014,0.0,0.0,0.0,0.0,0.6,0.0,0.3921,1.3254,1.7,0.1556,0.0,0.6,0.2317,0.06,0.6912645942010182,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,1222290.0,0.0,0.0
ARKG,0.0,0.0023941512597231147,0,1,0.0047883025194462294,1,31.0,45.70235,,45.70235,1,0,0,0.0,0.0,0.0,0.0023941512597231147,0,1,0.0,1610000.0,0.0,0.0015148499827305228,0,0,-0.0023941512597231147,SHORT,0.0,0.0023941512597231147,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,1374919000.0,0.0,0.001171,0.0,0.0,0.0,0.632729,0.0,0.0,0.0,1.741303494768139e-08,0.1291267601197818,0.5114994530821066,0.6913,0.0,0.0,0.0,0.0,0.6,0.0,2.815,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.52,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,3220000.0,0.0,0.0
AVGO,0.0,0.039730264937795634,0,1,0.039730264937795634,1,30.0,2.076212,,2.076212,1,0,1,0.0,0.039730264937795634,0.0,0.039730264937795634,0,1,0.0,1664050.0,0.0,0.020820528576768974,0,0,-0.039730264937795634,SHORT,0.0,0.039730264937795634,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,1.0,0,0.0,1892115446372.0,0.0,1e-06,0.0,0.0,0.0,0.524047,0.0,0.0,0.0,2.0997801700723736e-10,0.07538190173398195,0.20038017930238866,0.1538,0.0,0.0,0.0,0.0,0.6,0.0,0.182,0.0,1.0718,0.0,0.15,0.6,0.0,0.06,0.182182416,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,2333481.0,0.0,1664050.0,25126980.0,0.0
BE,0.0020363738611683764,648535.8989845766,1,1,648535.9010209504,2,31.0,6.282973,3.644377,8.921569,2,0,0,0.0,0.0,0.0020363738611683764,648535.8989845766,1,1,1240016.0,1471680.0,0.000653356536970769,355721.1714451528,0,0,-648535.8969482027,SHORT,0.0020363738611683764,648535.8989845766,0.0,0.0,3.1399554972311645e-09,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,61235258888.0,2e-05,2.4e-05,0.0,6e-06,0.320843,0.548499,0.0,0.0,3.3254923685273016e-10,0.105908901303211,0.2637630500135177,0.29120203827057517,0.3376,0.0,1.7,0.0,0.0,0.6,0.0,0.2059,0.4062,1.7,0.0,0.0,0.6,0.0,0.3031672804760186,0.35770124577788925,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,1353892.0,1240016.0,1471680.0,0.0,1832985.0
BIDU,0.0,9.198286696897416e-10,0,1,9.198286696897416e-10,1,99.0,2.751269,,2.751269,1,0,0,0.0,0.0,0.0,9.198286696897416e-10,0,1,0.0,632375.0,0.0,2.632865180145348e-10,0,0,-9.198286696897416e-10,SHORT,0.0,9.198286696897416e-10,0.0,0.0,0.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,35099212855.0,0.0,1.8e-05,0.0,0.0,0.0,0.286234,0.0,0.0,0.0,2.6206532707433893e-16,0.05840396498510957,0.245359136849952,0.2412,0.0,0.0,0.0,0.0,0.3429,0.0,0.5799,0.0,1.5309,0.0,0.0,0.3429,0.0,0.03428571428571428,0.2534050847907454,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,632375.0,826000.0,0.0
CAR,196501.46418907415,0.0,1,0,393002.9283781483,1,58.0,,,,1,0,0,0.0,0.0,196501.46418907415,0.0,1,0,368850.0,0.0,143192.0323609194,0.0,0,0,196501.46418907415,LONG,196501.46418907415,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,21465467338.0,1.7e-05,0.0,7e-06,0.0,0.728707,0.0,0.0,0.0,0.09154306360766276,0.0,0.19386910506635488,0.15714941331486326,0.988,0.3507,0.0,0.0,0.0,0.6,0.0,0.9715,0.0,0.0,0.0,0.0,0.6,0.0,0.15748568193527482,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,3589306.0,4493817.0,737700.0,0.0,0.0,0.0
CAT,0.0008133591448016026,0.0,2,0,0.0008133591449053828,2,38.5,1.835526,1.835526,,2,0,0,0.0,0.0,0.0008133591446978225,0.0,2,0,851146.0,0.0,0.0002609092866526721,0.0,0,0,0.0008133591448016026,LONG,0.0004066795724008013,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,371485405869.0,2e-06,0.0,0.0,0.0,0.32078,0.0,0.0,0.0,1.0947390287095481e-11,0.0,0.2051217772289174,0.10559116581129104,0.3875,0.0,0.9082,0.1556,0.0,0.6,0.0,0.4559,0.0,0.0,0.0,0.0,0.6,0.0,0.17055337733654072,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,825645.0,1759097.0,1173267.0,0.0,2025250.0,590275.0
CAVA,0.0,5.262603903880289e-11,0,1,5.262603903880289e-11,1,37.0,4.495536,,4.495536,1,0,0,0.0,0.0,0.0,5.262603903880289e-11,0,1,0.0,590000.0,0.0,1.9852012226093095e-11,0,0,-5.262603903880289e-11,SHORT,0.0,5.262603903880289e-11,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,11334030533.0,0.0,5.2e-05,0.0,0.0,0.0,0.377228,0.0,0.0,0.0,4.643188394947206e-17,0.11176850526868921,0.31108198808153376,0.5177,0.0,0.0,0.0,0.0,0.6,0.0,0.8108,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.40350841300326773,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,590000.0,0.0,0.0
CRCL,0.00098105318724376,6.965522872890922e-05,1,1,0.002031761603216429,2,63.0,5.785767,6.093117,5.478417,2,0,0,0.0,0.0,0.00098105318724376,6.965522872890922e-05,1,1,723947.0,540000.0,0.0008363129263855154,3.806132618125418e-05,0,0,0.0009113979585148507,LONG,0.00098105318724376,6.965522872890922e-05,0.0,0.0,14.08441555854931,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,24260817574.0,3e-05,2.2e-05,0.0,0.0,0.852464,0.546425,0.0,0.0,4.043776283512975e-10,2.8710998100722628e-11,0.29322728477195026,0.28818786046235195,0.6323,0.0,1.7,0.0,0.0,0.6,0.0,0.5819,0.0,1.7,0.0,0.0,0.6,0.0,0.337143410833306,0.31018355633839767,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,1447894.0,540000.0,0.0,0.0
