ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score
IWM,0.0,146385.6808176947,0,1,146385.6808176947,1,56.0,0.52,,0.52,1,0,1,0.0,146385.6808176947,0.0,146385.6808176947,0,1,-146385.6808176947,SHORT,0.0,146385.6808176947,0.0,1.0,0.0,1.0,0.05,0.6191653318734865
LEU,0.0,68600.8367309966,0,1,68600.8367309966,1,90.0,0.77,,0.77,1,0,0,0.0,0.0,0.0,68600.8367309966,0,1,-68600.8367309966,SHORT,0.0,68600.8367309966,0.0,1.0,0.0,1.0,0.05,0.5432168380807996
NEM,253905.8626023178,0.0,2,0,253905.8626023178,2,90.0,0.47,0.47,,2,0,0,0.0,0.0,127044.78088550158,0.0,2,0,253905.8626023178,LONG,126952.9313011589,0.0,0.5,0.0,inf,1.0,0.5819269750301884,0.05
NFLX,196172.7021605113,0.0,1,0,196172.7021605113,1,90.0,0.26,0.26,,1,0,0,0.0,0.0,196172.7021605113,0.0,1,0,196172.7021605113,LONG,196172.7021605113,0.0,1.0,0.0,inf,1.0,0.5735810568029525,0.05
NOW,284.98205543456163,0.0,1,0,284.98205543456163,1,58.0,0.42,0.42,,1,0,0,0.0,0.0,284.98205543456163,0.0,1,0,284.98205543456163,LONG,284.98205543456163,0.0,1.0,0.0,inf,1.0,0.3395095145276409,0.05
ORCL,56548.48991616609,94952.72456856484,1,1,151501.2144847309,2,49.0,0.32,0.59,0.05,2,0,0,0.0,0.0,56548.48991616609,94952.72456856484,1,1,-38404.23465239875,SHORT,56548.48991616609,94952.72456856484,1.0,1.0,0.5955436262951331,1.0,0.5326428308456886,0.5526960019810735
PLTR,0.0,46478.961522880214,0,1,46478.961522880214,1,56.0,0.11,,0.11,1,0,0,0.0,0.0,0.0,46478.961522880214,0,1,-46478.961522880214,SHORT,0.0,46478.961522880214,0.0,1.0,0.0,1.0,0.05,0.5277660703865624
QCOM,0.0,38534.4670262753,0,1,38534.4670262753,1,56.0,0.12,,0.12,1,0,0,0.0,0.0,0.0,38534.4670262753,0,1,-38534.4670262753,SHORT,0.0,38534.4670262753,0.0,1.0,0.0,1.0,0.05,0.5212092721013425
QQQ,0.0,465690.16596466105,0,2,465690.16596466105,2,90.0,0.14,,0.14,2,0,0,0.0,0.0,0.0,306810.3812070632,0,2,-465690.16596466105,SHORT,0.0,232845.08298233052,0.0,0.66,0.0,1.0,0.05,0.6333769520732364
RDDT,0.0,0.40113495968023494,0,1,0.40113495968023494,1,32.0,0.34,,0.34,1,0,0,0.0,0.0,0.0,0.40113495968023494,0,1,-0.40113495968023494,SHORT,0.0,0.40113495968023494,0.0,1.0,0.0,1.0,0.05,0.1627621724248775
SLV,221343.3723090068,0.0,2,0,221343.3723090068,2,90.0,0.07,0.07,,2,0,0,0.0,0.0,112690.45993390004,0.0,2,0,221343.3723090068,LONG,110671.6861545034,0.0,0.51,0.0,inf,1.0,0.5726007946685346,0.05
SOXS,21731.362871116915,0.0,1,0,21731.362871116915,1,56.0,1.33,1.33,,1,1,0,21731.362871116915,0.0,21731.362871116915,0.0,1,0,21731.362871116915,LONG,21731.362871116915,0.0,1.0,0.0,inf,1.0,0.5570849762343337,0.05
SPY,293266.8742061766,329096.84745410166,2,3,622363.7216602783,5,51.8,0.84,0.77,0.88,5,1,2,116870.10023218644,197448.72450337585,176396.77397399014,131648.1229507258,2,3,-35829.97324792505,SHORT,146633.4371030883,109698.94915136723,0.6,0.4,0.8911263552808047,1.0,0.6457849275540744,0.755254107015998
TLT,0.0,35449.81970493971,0,1,35449.81970493971,1,119.0,0.14,,0.14,1,0,1,0.0,35449.81970493971,0.0,35449.81970493971,0,1,-35449.81970493971,SHORT,0.0,35449.81970493971,0.0,1.0,0.0,0.7,0.0,0.5183326326546548
TQQQ,158060.9761311116,0.0,1,0,158060.9761311116,1,90.0,0.28,0.28,,1,0,0,0.0,0.0,158060.9761311116,0.0,1,0,158060.9761311116,LONG,158060.9761311116,0.0,1.0,0.0,inf,1.0,0.5660178459731404,0.05
TSM,77528.54102792927,0.0,1,0,77528.54102792927,1,90.0,0.13,0.13,,1,0,0,0.0,0.0,77528.54102792927,0.0,1,0,77528.54102792927,LONG,77528.54102792927,0.0,1.0,0.0,inf,1.0,0.5384501496493773,0.05
U,0.0,129.67533504524357,0,1,129.67533504524357,1,30.0,0.7,,0.7,1,0,0,0.0,0.0,0.0,129.67533504524357,0,1,-129.67533504524357,SHORT,0.0,129.67533504524357,0.0,1.0,0.0,1.0,0.05,0.32303408480411067
USAR,224.5593746486319,0.0,3,0,224.5593746486319,3,31.33,1.26,1.26,,3,2,0,0.9550267470662119,0.0,223.6043479015657,0.0,3,0,224.5593746486319,LONG,74.8531248828773,0.0,1.0,0.0,inf,1.0,0.48773748990166166,0.05
WFC,0.0,68790.8979037069,0,1,68790.8979037069,1,90.0,0.24,,0.24,1,0,0,0.0,0.0,0.0,68790.8979037069,0,1,-68790.8979037069,SHORT,0.0,68790.8979037069,0.0,1.0,0.0,1.0,0.05,0.5418869816414754
XLI,0.0,74493.82535911426,0,3,74493.82535911426,3,61.0,74.28,,74.28,3,0,1,0.0,42561.03123762725,0.0,42561.03123762725,0,3,-74493.82535911426,SHORT,0.0,24831.27511970475,0.0,0.57,0.0,1.0,0.05,0.8592038220382351
XLU,0.0,19196.93755809207,0,2,19196.93755809207,2,43.0,0.66,,0.66,2,0,2,0.0,19196.93755809207,0.0,18959.248551165332,0,2,-19196.93755809207,SHORT,0.0,9598.468779046036,0.0,0.99,0.0,1.0,0.05,0.6392770370203574
