ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score
ALAB,0.0,581.7872185313356,0,2,581.7872185313356,2,44.0,1.65,,1.65,2,0,0,0.0,0.0,0.0,453.114279900798,0,2,-581.7872185313356,SHORT,0.0,290.8936092656678,0.0,0.78,0.0,1.0,0.05,0.4087136597725629
AMAT,158966.4651637374,0.0,1,0,158966.4651637374,1,90.0,0.54,0.54,,1,0,0,0.0,0.0,158966.4651637374,0.0,1,0,158966.4651637374,LONG,158966.4651637374,0.0,1.0,0.0,inf,1.0,0.5693873020145624,0.05
BMNR,36114.26640261762,0.0,1,0,36114.26640261762,1,90.0,0.42,0.42,,1,0,0,0.0,0.0,36114.26640261762,0.0,1,0,36114.26640261762,LONG,36114.26640261762,0.0,1.0,0.0,inf,1.0,0.5143699260257173,0.05
CIA,0.0,98914.17106767764,0,1,98914.17106767764,1,56.0,0.22,,0.22,1,0,0,0.0,0.0,0.0,98914.17106767764,0,1,-98914.17106767764,SHORT,0.0,98914.17106767764,0.0,1.0,0.0,1.0,0.05,0.5545893518414117
CMG,0.0,106907.12408081906,0,3,106907.12408081906,3,54.0,37.62,,37.62,3,0,2,0.0,106533.898796139,0.0,87978.53686492848,0,3,-106907.12408081906,SHORT,0.0,35635.70802693969,0.0,0.82,0.0,1.0,0.05,0.8356843331113256
CRM,2383.2286374557234,499.8740055105749,1,3,2883.1026429662984,4,44.0,6.82,0.93,8.79,4,0,0,0.0,0.0,2383.2286374557234,212.19285889849195,1,3,1883.3546319451484,LONG,2383.2286374557234,166.62466850352496,1.0,0.42,4.767658672351799,1.0,0.42235409056052686,0.4497241914298848
GLNG,198560.4223979325,0.0,5,0,198560.4223979325,5,83.6,16.44,16.44,,5,1,0,70661.17395976523,0.0,70661.17395976523,0.0,5,0,198560.4223979325,LONG,39712.0844795865,0.0,0.36,0.0,inf,1.0,0.8890458213106176,0.05
HIMS,0.0,39214.39653773934,0,1,39214.39653773934,1,119.0,0.63,,0.63,1,0,0,0.0,0.0,0.0,39214.39653773934,0,1,-39214.39653773934,SHORT,0.0,39214.39653773934,0.0,1.0,0.0,0.7,0.0,0.4731967876419264
HOOD,6.308688449774135,45917.36573101559,1,3,45923.674419465366,4,54.25,0.43,0.96,0.26,4,0,0,0.0,0.0,6.308688449774135,45028.80597019922,1,3,-45911.057042565815,SHORT,6.308688449774135,15305.788577005196,1.0,0.98,0.00013739221206047618,1.0,0.2135617526158431,0.6134088167622174
HPQ,0.0,1.142067394523082,0,1,1.142067394523082,1,32.0,1.0,,1.0,1,0,0,0.0,0.0,0.0,1.142067394523082,0,1,-1.142067394523082,SHORT,0.0,1.142067394523082,0.0,1.0,0.0,1.0,0.05,0.17944898274991733
