ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score
AAOI,227495.89988643385,17305.069705456375,3,1,277353.28546331933,4,63.0,0.116351,0.106916,0.144654,4,0,0,0.0,0.0,174957.69909397126,17305.069705456375,3,1,3.260116032278215,283786.0,30275.0,210190.83018097747,LONG,75831.96662881128,17305.069705456375,0.230941,0.0,13.14619956802042,1.0,10719591363.0,2.6e-05,3e-06,0.07074147144316967,0.016143404276759067,0.3206815642939803,0.1913054369052292
ABT,26037.354439312752,1.1352364352645567e-15,3,1,52074.708878625504,4,68.75,1.853288,2.428686,0.127092,4,0,0,0.0,0.0,23510.9491450945,1.1352364352645567e-15,3,1,30229648.604007736,114108.0,48175.0,26037.354439312752,LONG,8679.118146437584,1.1352364352645567e-15,0.09703,0.0,99.0,1.0,176479074004.0,1e-06,0.0,0.0004917930465932107,6.432697143678496e-23,0.32238782666666665,0.18
ADBE,16326.042379421287,60734.02852062967,9,6,79934.39619772133,15,41.666667,0.313783,0.427864,0.142662,15,0,2,0.0,308.429351363853,9180.593446369629,56451.41918198649,9,6,83.75681018999403,660050.5,529978.0,-44407.986141208385,SHORT,1814.0047088245874,10122.338086771611,0.437672,0.070514,0.2688121103950116,1.0,98891572000.0,7e-06,5e-06,0.00018343370139010302,0.0010235794499021222,0.33190311211449575,0.28587920048211596
AEHR,91086.0784099454,0.0,3,0,182172.1568198908,3,64.0,2.648199,2.648199,,3,0,0,0.0,0.0,58458.20594519871,0.0,3,0,15137.122331412296,215665.0,0.0,91086.0784099454,LONG,30362.026136648466,0.0,0.358209,0.0,99.0,1.0,2303007258.0,9.4e-05,0.0,0.13183643269546513,0.0,0.6373733434736076,0.18
AKAM,31313.939747483495,0.0,11,0,62445.81608315466,11,30.545455,0.458485,0.458485,,11,8,0,30896.229069423447,0.0,12291.660247355954,0.0,11,0,11.13988726467071,1215841.0,0.0,31313.939747483495,LONG,2846.7217952257724,0.0,0.60747,0.0,99.0,1.0,13094987743.0,9.3e-05,0.0,0.002173901840227001,0.0,0.6732109199634623,0.18
ALB,366534.0567107904,20364.91413295659,3,4,406871.7779910046,7,58.857143,2.353362,1.460949,3.022672,7,2,1,90163.88727045967,91.55940809562193,276370.1694403307,19881.247739162012,3,4,1036.6550074030422,587868.0,267130.0,346169.1425778338,LONG,122178.01890359679,5091.2285332391475,0.24599,0.02375,17.998310934079875,1.0,21846517644.0,2.7e-05,1.2e-05,0.055925626635122856,0.0023304531258497483,0.4020872732666816,0.4203289048384094
ALLY,0.0,74687.50221932492,0,3,74687.50221932492,3,57.666667,4.090803,,4.090803,3,0,1,0.0,6487.456022329474,0.0,68200.04619699545,0,3,2.0742043177133716e+20,0.0,303713.0,-74687.50221932492,SHORT,0.0,24895.834073108304,0.0,0.086861,0.0,1.0,13056033408.0,0.0,2.3e-05,0.0,0.019068451569565947,0.18,0.4464843989828586
AMZN,720458.6110645697,2047144.9271660205,4,7,3121793.7587729734,11,67.272727,0.319007,0.450548,0.243841,11,0,2,0.0,96842.79625241792,449754.8750594762,1633679.1559261149,4,7,0.33615828061192654,1323971.0,4075563.5,-1326686.316101451,SHORT,180114.65276614242,292449.2753094315,0.375738,0.201972,0.3519333690077046,1.0,2667627836195.0,0.0,2e-06,0.0006751865845838935,0.0010962896373377545,0.12426243025508824,0.18045579188894245
ARM,207833.9567980746,156612.1069952943,8,8,458739.33655187493,16,61.6875,0.649129,0.458589,0.839668,16,3,4,41885.09836835553,97062.77344828028,112988.04667216023,63694.554006806975,8,8,95.28261664836342,867437.0,736656.5,51221.849802780285,LONG,25979.244599759324,19576.51337441179,0.456354,0.593297,1.327061877817143,1.0,168344899013.0,5e-06,4e-06,0.0015432154316569549,0.0011628812924649437,0.3504997242916397,0.3896597290787059
ASML,45421.622223650884,522441.00706727454,1,1,613284.2515145763,2,63.0,0.153176,0.047323,0.259029,2,0,0,0.0,0.0,45421.622223650884,522441.00706727454,1,1,5.751016602784844,100335.0,587220.0,-477019.3848436237,SHORT,45421.622223650884,522441.00706727454,0.0,0.0,0.08694115050161436,1.0,571100333467.0,0.0,1e-06,0.0007953352425467545,0.009147972369332591,0.18,0.18154272371853392
ASTS,23621.319716195718,132938.68321151874,1,4,313120.0058554289,5,80.4,0.16214,0.170068,0.160158,5,0,0,0.0,0.0,23621.319716195718,57860.24508178879,1,4,0.9971655467462406,32535.0,272992.5,-109317.36349532302,SHORT,23621.319716195718,33234.670802879686,0.0,0.56476,0.1776858258676433,1.0,25433085059.0,1e-06,1.1e-05,0.009287634457793332,0.013067494850027617,0.09480506378591101,0.20394934444853374
BA,357614.5186944916,66385.58652937692,4,10,791364.3782499328,14,43.0,0.433955,0.710168,0.32347,14,1,2,356812.02703447046,3759.9224728405547,356812.02703447046,55877.42766649886,4,10,926.2517535796386,945649.0,613215.0,291228.9321651147,LONG,89403.6296736229,6638.5586529376915,0.002244,0.15829,5.3869301664788365,1.0,175862775207.0,5e-06,3e-06,0.005083715389364804,0.0003774851525641938,0.2593538123516511,0.33633883555515226
BILI,1.8032936759254912e-23,0.0,1,0,1.8032936759254912e-23,1,86.0,1.591549,1.591549,,1,0,0,0.0,0.0,1.8032936759254912e-23,0.0,1,0,0.0,101835.0,0.0,1.8032936759254912e-23,LONG,1.8032936759254912e-23,0.0,0.0,0.0,99.0,1.0,10347216894.0,1e-05,0.0,1.7427813627557764e-29,0.0,0.1467283917544221,0.05
BK,0.0,24875.437079937554,0,2,24875.437079937554,2,71.5,0.360361,,0.360361,2,0,2,0.0,24875.437079937554,0.0,24875.437079937554,0,2,2.3287016085296703e+20,0.0,83050.0,-24875.437079937554,SHORT,0.0,12437.718539968777,0.0,0.0,0.0,1.0,90644300240.0,0.0,1e-06,0.0,0.0013721456845093712,0.18,0.21833333333333332
BMNR,3014.455017933121,0.0,1,0,3014.455017933121,1,37.0,2.336449,2.336449,,1,0,0,0.0,0.0,3014.455017933121,0.0,1,0,0.0,57400.0,0.0,3014.455017933121,LONG,3014.455017933121,0.0,0.0,0.0,99.0,1.0,12010627816.0,5e-06,0.0,0.0025098230201733534,0.0,0.17439947381544926,0.05
BTU,1.0421747527840513e-15,0.0,1,0,2.0843495055681026e-15,1,108.0,19.055556,19.055556,,1,1,0,1.0421747527840513e-15,0.0,1.0421747527840513e-15,0.0,1,0,0.0,27701.5,0.0,1.0421747527840513e-15,LONG,1.0421747527840513e-15,0.0,0.0,0.0,99.0,0.7,3412592880.0,8e-06,0.0,3.05390882953507e-21,0.0,0.21559243972352946,0.02857142857142857
CAR,42559.42212803862,0.0,1,0,85118.84425607724,1,36.0,0.225806,0.225806,,1,0,0,0.0,0.0,42559.42212803862,0.0,1,0,0.0,50430.0,0.0,42559.42212803862,LONG,42559.42212803862,0.0,0.0,0.0,99.0,1.0,13954316702.0,4e-06,0.0,0.030499108653552914,0.0,0.07009550428792274,0.05
CCL,0.0,73709.33524981816,0,2,96460.32413811776,2,36.0,6.203931,,6.203931,2,0,0,0.0,0.0,0.0,50958.34636151855,0,2,0.8929249284070228,0.0,122273.0,-73709.33524981816,SHORT,0.0,36854.66762490908,0.0,0.308658,0.0,1.0,15207733306.0,0.0,8e-06,0.0,0.024234162240580972,0.08869341356430432,0.2985525357271411
CHTR,71516.44659312599,360.19875060295436,6,6,101351.9339920454,12,67.166667,1.16759,0.711177,1.624003,12,2,2,789.8447242363192,314.7914194929703,41566.104640066194,314.7902974530495,6,6,3221.799215426141,992732.0,1963875.0,71156.24784252304,LONG,11919.407765520999,60.03312510049239,0.41879,0.126065,99.0,1.0,27895663929.0,3.6e-05,7e-05,0.004272853227604927,2.1520593757255108e-05,0.4159837843457368,0.5314986093679925
COIN,41414.243783605314,0.0,1,0,82828.48756721063,1,63.0,0.047737,0.047737,,1,1,0,41414.243783605314,0.0,41414.243783605314,0.0,1,0,0.0,45390.0,0.0,41414.243783605314,LONG,41414.243783605314,0.0,0.0,0.0,99.0,1.0,43693786360.0,1e-06,0.0,0.009478291362160017,0.0,0.06416530402179278,0.05
COP,81643.39340560324,23044.33915634828,14,7,104923.80139342081,21,59.095238,1.502461,2.101702,0.303977,21,1,0,6.653967990380376e-14,0.0,80457.79738374591,22902.107001765497,14,7,1261117655.069985,1277323.5,741988.5,58599.054249254965,LONG,5831.670957543089,3292.048450906897,0.014522,0.006172,3.5428828247874504,1.0,145360571956.0,9e-06,5e-06,0.0004011865720580895,0.00022647464897863675,0.43649575176242705,0.27421253381544924
CORZ,17873.97069483526,1353.9178896997753,7,1,24163.01976002398,8,44.625,577.94936,660.504908,0.060521,8,2,1,3914.3505086039804,1353.9178896997753,6234.738149558984,1353.9178896997753,7,1,1.2537623987903248,688485.5,29492.0,16520.052805135485,LONG,2553.4243849764657,1353.9178896997753,0.651183,0.0,13.201665204969503,1.0,6016547057.0,0.000114,5e-06,0.004244003014994562,0.002250323776865584,0.6486999182332951,0.13104223776303
CRCL,161033.94876007616,0.0,1,0,161033.94876007616,1,63.0,0.342541,0.342541,,1,0,0,0.0,0.0,161033.94876007616,0.0,1,0,0.0,177970.0,0.0,161033.94876007616,LONG,161033.94876007616,0.0,0.0,0.0,99.0,1.0,24069212772.0,7e-06,0.0,0.06690453496983867,0.0,0.09350552048504637,0.05
CRWD,12077.712741620742,22988.433574262654,8,2,60596.07580627278,10,54.2,0.147347,0.163248,0.083745,10,2,1,2381.873988216477,22983.9622326935,6813.57564904644,22983.9622326935,8,2,160.35836633791956,696159.0,66222.5,-10910.720832641911,SHORT,1509.7140927025928,11494.216787131327,0.435855,0.000195,0.525382153708058,1.0,104275969244.0,7e-06,1e-06,0.00014478063389369657,0.0011022881753547163,0.34343999306687667,0.20583333333333334
CRWV,253387.3217936435,0.0,1,0,253387.3217936435,1,63.0,0.272011,0.272011,,1,1,0,253387.3217936435,0.0,253387.3217936435,0.0,1,0,0.0,334110.0,0.0,253387.3217936435,LONG,253387.3217936435,0.0,0.0,0.0,99.0,1.0,49734442934.0,7e-06,0.0,0.050948056687776855,0.0,0.10036144782808196,0.05
CSX,0.00032166713253518783,2.6165315583244045e-07,2,1,0.0006438575713820405,3,37.0,6.000829,11.788508,0.21315,3,0,0,0.0,0.0,0.00032166713253518783,2.6165315583244045e-07,2,1,1.2618615656936887e+26,554000.0,41750.0,0.0003214054793793554,LONG,0.00016083356626759391,2.6165315583244045e-07,0.0,0.0,99.0,1.0,78287341238.0,7e-06,1e-06,2.0544006696899637e-11,3.342215378562841e-14,0.3644503502097339,0.18
CVI,6520.227593654254,0.00020802399167616395,4,3,6520.228009702237,7,37.714286,1.423742,0.511243,2.640408,7,0,0,0.0,0.0,6498.45302722776,0.00019376290792871877,4,3,228602120.871359,521214.0,208380.0,6520.227385630262,LONG,1630.0568984135634,6.934133055872132e-05,0.00334,0.068555,99.0,1.0,3180788152.0,0.000164,6.6e-05,0.005124694951434048,2.1800046795043935e-10,0.470721049599901,0.5169081704602245
CVNA,109884.64467188985,529401.8788348419,5,9,1220831.2580089201,14,69.642857,2.909231,2.093746,3.362278,14,1,1,41442.665400656435,51328.205157262884,41442.665400656435,191862.9007387492,5,9,8.435329978731751,541533.0,835525.0,-419517.23416295205,SHORT,21976.92893437797,58822.4309816491,0.622853,0.637586,0.20756376028308485,1.0,52966547983.0,1e-05,1.6e-05,0.004149209221909578,0.011105581394605626,0.41004018794489827,0.5405040250928347
CVX,43208.83222109864,26033.552335036253,10,12,128994.88410637125,22,56.181818,3.616548,7.414959,0.163447,22,4,4,2936.247274379813,67.20429804177459,22148.843270211055,16248.277132770529,10,12,882.3659128340365,681822.5,849609.5,17175.279886062384,LONG,4320.883222109864,2169.4626945863542,0.4874,0.375872,1.6597363150839655,1.0,368966740016.0,2e-06,2e-06,0.0001171076618429751,5.8798326767672256e-05,0.5312766473481398,0.3733103616338542
DAL,2254.297298271884,16377.45480653292,2,4,33458.57523269762,6,36.0,0.198915,0.2003,0.198223,6,0,0,0.0,0.0,2187.242625382013,8977.271694554405,2,4,15.48804168496573,89939.0,458102.0,-14123.157508261036,SHORT,1127.148649135942,4094.36370163323,0.029745,0.451852,0.13764637575874433,1.0,47297006123.0,2e-06,1e-05,0.00023831289578978707,0.0008656707976368482,0.19693855211004468,0.2763677374687078
DDOG,3563.0438266633055,1196.928738457481,1,1,5956.901303578267,2,30.0,0.30753,0.311927,0.303134,2,0,0,0.0,0.0,3563.0438266633055,1196.928738457481,1,1,0.671857432401202,129405.0,26705.0,2366.1150882058246,LONG,3563.0438266633055,1196.928738457481,0.0,0.0,2.9768220213804124,1.0,39740928887.0,3e-06,1e-06,0.0008965678272882152,0.00030118287920769226,0.08628908619729961,0.07911382207071876
DELL,649556.367729524,114776.78547714099,6,5,877225.1465253059,11,58.727273,1.21672,0.964487,1.519399,11,2,2,69564.62685713598,113072.44495719591,290138.62638791493,112746.03137352364,6,5,370.07547456435464,981177.0,1068733.0,534779.582252383,LONG,108259.39462158734,22955.357095428197,0.553328,0.017693,5.659300920732703,1.0,56438530173.0,1.7e-05,1.9e-05,0.01918182388693359,0.004067320149030026,0.39097570698402634,0.3795103487524672
DLO,4.4668132766020765e-14,99.05447523226034,1,3,198.10895046452075,4,52.25,0.504574,0.524579,0.497905,4,0,1,0.0,8.036464277739325,4.4668132766020765e-14,91.01801093676316,1,3,5578056543.321434,80520.0,131563.0,-99.0544752322603,SHORT,4.4668132766020765e-14,33.01815841075345,0.0,0.081132,4.509451255108272e-16,1.0,3990429365.0,2e-05,3.3e-05,1.119381617371913e-19,8.27433726815346e-05,0.24454998178967124,0.31988017679871
DOCN,96132.65856476733,0.0,1,0,96132.65856476733,1,63.0,,,,1,0,0,0.0,0.0,96132.65856476733,0.0,1,0,0.0,135000.0,0.0,96132.65856476733,LONG,96132.65856476733,0.0,0.0,0.0,99.0,1.0,7149016465.0,1.9e-05,0.0,0.13446976802391142,0.0,0.15540057485882613,0.05
DOW,14563.78609073585,18675.651398768903,1,2,66478.8749790095,3,62.0,1.031959,2.77193,0.161973,3,0,0,0.0,0.0,14563.78609073585,14278.576276341097,1,2,0.0,27775.0,410757.5,-4111.865308033053,SHORT,14563.78609073585,9337.825699384452,0.0,0.235444,0.779827475881023,1.0,27869023356.0,1e-06,1.5e-05,0.00522579708111672,0.0033506110279153665,0.1863999427195675,0.12050944534193844
DVN,149844.82354021916,0.001231497813820155,4,1,149844.82600321478,5,63.0,0.713777,0.736471,0.623001,5,0,1,0.0,0.001231497813820155,91751.25206172593,0.001231497813820155,4,1,757.5494076918351,415994.0,430000.0,149844.82230872134,LONG,37461.20588505479,0.001231497813820155,0.387692,0.0,99.0,1.0,28042600000.0,1.5e-05,1.5e-05,0.013358677827681738,4.391525086190849e-10,0.30534153623351035,0.2473816005800337
EA,169.48280830231278,1.0179666396377044e-30,3,1,338.96561660462555,4,76.75,37.1086,37.1086,,4,0,0,0.0,0.0,169.48280830231278,1.0179666396377044e-30,3,1,1.254944977162991e+32,1193220.0,181000.0,169.48280830231278,LONG,56.49426943410426,1.0179666396377044e-30,0.0,0.0,99.0,1.0,50861564630.0,2.3e-05,4e-06,1.1107458027506665e-05,2.0014457813931872e-37,0.42877759582849473,0.1907108157453726
EEM,131038.98902901926,346474.9274219254,5,13,700602.4881737018,18,64.111111,32.502872,116.787666,0.085644,18,3,1,121780.30262562259,16932.631387331538,109268.98518419541,128867.25440966098,5,13,8.907160631488766,579384.5,3054574.0,-215435.93839290616,SHORT,26207.79780580385,26651.917493994264,0.166134,0.628062,0.3782062673454129,1.0,27564655568.0,2.1e-05,0.000111,0.009507754501466967,0.009668873760546698,0.49334542192287195,0.6019547245693303
EL,847.8740955078092,13.018319185580195,3,3,1721.784828465746,6,76.666667,2.89202,5.475464,0.308576,6,1,0,788.7682181208336,0.0,788.7682181208336,9.286235212689023,3,3,1869406453.4501038,871242.5,168276.0,834.8557763222291,LONG,282.62469850260305,4.339439728526732,0.069711,0.286679,65.1293061278572,1.0,18937028943.0,4.6e-05,9e-06,0.00014924447723731985,2.2915103217027024e-06,0.5040055879179972,0.247894512714808
ERIC,6195.563146044666,0.0,1,0,6195.563146044666,1,30.0,10.091518,10.091518,,1,1,0,6195.563146044666,0.0,6195.563146044666,0.0,1,0,0.0,121095.0,0.0,6195.563146044666,LONG,6195.563146044666,0.0,0.0,0.0,99.0,1.0,36910901576.0,3e-06,0.0,0.0016785185084921116,0.0,0.21967526412658084,0.05
ETHU,0.0,84.41736955371844,0,1,168.8347391074369,1,38.0,0.306087,,0.306087,1,0,0,0.0,0.0,0.0,84.41736955371844,0,1,0.0,0.0,25231.0,-84.41736955371844,SHORT,0.0,84.41736955371844,0.0,0.0,0.0,1.0,106418400.0,0.0,0.000237,0.0,0.0079325915023829,0.05,0.3010913541614412
