ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium
AAPL,0.0,0.597183579490365,0,1,1.19436715898073,1,91.0,1.863986,,1.863986,1,0,1,0.0,0.597183579490365,0.0,0.597183579490365,0,1,0.0,752095.5,0.0,0.16870294689515483,0,0,-0.597183579490365,SHORT,0.0,0.597183579490365,0.0,0.0,0.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,1.0,0,0.0,3907679033800.0,0.0,0.0,0.0,0.0,0.0,0.282498,0.0,0.0,0.0,1.5282308867359489e-09,0.05708853514045109,0.15053730920360758,0.228,0.0,0.0,0.0,0.0,0.3429,0.0,0.085,0.0,0.9275,0.0,0.15,0.3429,0.0,0.03428571428571428,0.14203676228571427,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,1303930.0,698022.0,0.0,1504191.0,29927824.0,0.0
ALAB,1.860244454959819e-05,0.0,1,0,3.720488909919638e-05,1,32.0,23.857143,23.857143,,1,1,0,1.860244454959819e-05,0.0,1.860244454959819e-05,0.0,1,0,1616352.5,0.0,1.1765750680791728e-05,0.0,0,0,1.860244454959819e-05,LONG,1.860244454959819e-05,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,32676078141.0,4.9e-05,0.0,0.0,0.0,0.632484,0.0,0.0,0.0,5.692985697159583e-12,0.0,0.3126543520530927,0.10873321450928898,0.6765,0.0,1.7,0.0,0.15,0.6,0.0,0.4873,0.0,0.0,0.0,0.0,0.6,0.0,0.41004683663077984,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,3232705.0,0.0,0.0,0.0
AMZN,1.0982481057306979,0.13256918835544615,1,1,1.230817294086144,2,77.0,1.230225,1.240876,1.219573,2,0,0,0.0,0.0,1.0982481057306979,0.13256918835544615,1,1,1262404.0,3392080.0,0.31060793923878305,0.061674140333887656,0,0,0.9656789173752517,LONG,1.0982481057306979,0.13256918835544615,0.0,0.0,8.28433906365981,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,2682764074622.0,0.0,1e-06,0.0,0.0,0.282821,0.465222,0.0,0.0,4.093718549908047e-09,4.941514969933578e-10,0.13463536121653097,0.14479481676172348,0.2426,0.0,0.5038,0.0,0.0,0.6,0.0,0.3586,0.0,0.4893,0.0,0.0,0.6,0.0,0.11037956800000001,0.108930964,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,512469.0,3044947.0,1262404.0,3392080.0,2042237.0,670000.0
ANET,42271.029349848366,0.0,4,0,42271.029349848366,4,43.75,2.430199,2.430199,,4,1,0,7.418088666754697e-13,0.0,42271.02934984826,0.0,4,0,3368262.0,0.0,8532.760757845921,0.0,0,0,42271.029349848366,LONG,10567.757337462092,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.25,0,0.0,217205142431.0,1.6e-05,0.0,0.0,0.0,0.201858,0.0,0.0,0.0,0.00048653347794558647,0.0,0.3522725273817182,0.09276100891209774,0.9935,0.0,1.3125,0.4667,0.15,0.6,0.0,0.3276,0.0,0.0,0.0,0.0,0.6,0.0,0.31169711714062515,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,3368262.0,0.0,0.0,0.0
APH,0.0,595564.4900544503,0,1,595564.4900544503,1,86.0,13.848485,,13.848485,1,0,0,0.0,0.0,0.0,595564.4900544503,0,1,0.0,717320.0,0.0,316625.61941519333,0,1,-595564.4900544503,SHORT,0.0,595564.4900544503,0.0,0.0,0.0,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,0.0,0,0.0,186754624315.0,0.0,4e-06,0.0,2e-06,0.0,0.53164,0.0,0.0,0.0,0.0318902138160664,0.12216033217528378,0.333261096776552,0.6216,0.0,0.0,0.0,0.0,0.6,0.0,0.9205,0.1121,1.7,0.0,0.0,0.6,0.0,0.06,0.2536331777141651,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,717320.0,0.0,0.0
AXTI,262529.8663846017,0.0,1,0,525059.7327692034,1,86.0,,,,1,0,0,0.0,0.0,262529.8663846017,0.0,1,0,332772.5,0.0,46164.49626777222,0.0,1,0,262529.8663846017,LONG,262529.8663846017,0.0,0.0,0.0,99.0,1.0,1.0,0.0,0.6923076923076923,-0.3076923076923077,31-90,0.0,0,0.0,4166352717.0,8e-05,0.0,1.1e-05,0.0,0.175845,0.0,0.0,0.0,0.6301191574909132,0.0,0.28543300478095207,0.0900190880671088,0.5543,1.7,0.0,0.0,0.0,0.6,0.0,0.3002,0.0,0.0,0.0,0.0,0.6,0.0,0.47527709246041844,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,665545.0,0.0,0.0,0.0
BE,0.0,68621.77251801516,0,1,68621.77251801516,1,31.0,8.921569,,8.921569,1,0,0,0.0,0.0,0.0,68621.77251801516,0,1,0.0,1471680.0,0.0,37638.96084236914,0,0,-68621.77251801516,SHORT,0.0,68621.77251801516,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,61975906176.0,0.0,2.4e-05,0.0,1e-06,0.0,0.548499,0.0,0.0,0.0,0.011072330644612464,0.09138130172881848,0.25630337733038855,0.3138,0.0,0.0,0.0,0.0,0.6,0.0,0.2375,0.0256,1.7,0.0,0.0,0.6,0.0,0.06,0.3196428626997531,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,1353892.0,0.0,1471680.0,0.0,1832985.0
CAR,1495487.0642155446,569312.6497968341,1,1,4129599.4280247577,2,57.0,8.893985,14.314286,3.473684,2,0,0,0.0,0.0,1495487.0642155446,569312.6497968341,1,1,1742500.0,625000.0,87558.08633630785,7101.594500859699,1,1,926174.4144187105,LONG,1495487.0642155446,569312.6497968341,0.0,0.0,2.6268291504663153,1.0,1.0,1.0,0.6923076923076923,0.6923076923076923,31-90,0.0,1,0.5,25173619768.0,6.9e-05,2.5e-05,3e-06,0.0,0.058548,0.012474,0.0,0.0,0.5940691398368406,0.22615446449243998,0.5042363356894084,0.41489052630001405,1.0424,1.7,1.7,0.0,0.0,0.6,0.0,1.0046,0.8443,1.7,0.0,0.0,0.6,0.0,0.6185104886063195,0.40492488906711566,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,507005.0,996670.0,3485000.0,1250000.0,0.0,0.0
CIEN,0.0005542552133813145,2.5342463337273896e-09,2,1,0.0011085129610089628,3,32.333333,17.44329,22.028571,8.272727,3,1,0,0.0002966521663066597,0.0,0.0002966521663066597,2.5342463337273896e-09,2,1,2399167.5,752400.0,0.00033977068808806453,1.1264582712370966e-09,0,0,0.0005542526791349808,LONG,0.00027712760669065724,2.5342463337273896e-09,0.464773,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.5,0,0.0,71537706172.0,3.4e-05,1.1e-05,0.0,0.0,0.613022,0.444494,0.0,0.0,3.8738676639191086e-11,3.5425322802973775e-16,0.3327095903771712,0.2684692922017762,0.461,0.0,1.7,0.1556,0.15,0.6,0.2606,0.3847,0.0,1.7,0.0,0.0,0.6,0.0,0.40661804466548473,0.2700745531955577,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,4798335.0,752400.0,1500000.0,0.0
CORZ,0.0,2.5496832036865932e-14,0,1,2.5496832036865932e-14,1,39.0,13.419811,,13.419811,1,0,0,0.0,0.0,0.0,2.5496832036865932e-14,0,1,0.0,617594.0,0.0,1.496469550010454e-14,0,0,-2.5496832036865932e-14,SHORT,0.0,2.5496832036865932e-14,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,6549459244.0,0.0,9.4e-05,0.0,0.0,0.0,0.586924,0.0,0.0,0.0,3.892967508763985e-20,0.12429088141583951,0.2918674062695031,0.6429,0.0,0.0,0.0,0.0,0.6,0.0,0.6187,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.5070708271351712,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,617594.0,0.0,900351.0
