ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score
NFLX,227638.9723243908,0.0,1,0,227638.9723243908,1,90.0,0.26,0.26,,1,0,0,0.0,0.0,227638.9723243908,0.0,1,0,227638.9723243908,LONG,227638.9723243908,0.0,1.0,0.0,inf,1.0,0.5736929609281535,0.05
NOW,330.69342225268525,0.0,1,0,330.69342225268525,1,58.0,0.42,0.42,,1,0,0,0.0,0.0,330.69342225268525,0.0,1,0,330.69342225268525,LONG,330.69342225268525,0.0,1.0,0.0,inf,1.0,0.3423912797233944,0.05
ORCL,65618.91633872507,110183.22326265037,1,1,175802.13960137544,2,49.0,0.32,0.59,0.05,2,0,0,0.0,0.0,65618.91633872507,110183.22326265037,1,1,-44564.306923925295,SHORT,65618.91633872507,110183.22326265037,1.0,1.0,0.5955436262951331,1.0,0.5332855140439551,0.5532374012251721
PLTR,0.0,53934.22692988294,0,1,53934.22692988294,1,56.0,0.11,,0.11,1,0,0,0.0,0.0,0.0,53934.22692988294,0,1,-53934.22692988294,SHORT,0.0,53934.22692988294,0.0,1.0,0.0,1.0,0.05,0.5285956148938333
QCOM,0.0,44715.42868259061,0,1,44715.42868259061,1,56.0,0.12,,0.12,1,0,0,0.0,0.0,0.0,44715.42868259061,0,1,-44715.42868259061,SHORT,0.0,44715.42868259061,0.0,1.0,0.0,1.0,0.05,0.5221144152357959
QQQ,0.0,540387.269147326,0,2,540387.269147326,2,90.0,0.14,,0.14,2,0,0,0.0,0.0,0.0,356023.0302546617,0,2,-540387.269147326,SHORT,0.0,270193.634573663,0.0,0.66,0.0,1.0,0.05,0.6333769520732364
RDDT,0.0,0.4654773522479208,0,1,0.4654773522479208,1,32.0,0.34,,0.34,1,0,0,0.0,0.0,0.0,0.4654773522479208,0,1,-0.4654773522479208,SHORT,0.0,0.4654773522479208,0.0,1.0,0.0,1.0,0.05,0.16418500200157077
SLV,256847.03961517784,0.0,2,0,256847.03961517784,2,90.0,0.07,0.07,,2,0,0,0.0,0.0,130766.1066376427,0.0,2,0,256847.03961517784,LONG,128423.51980758892,0.0,0.51,0.0,inf,1.0,0.5727640647088368,0.05
SOXS,25217.09216780757,0.0,1,0,25217.09216780757,1,56.0,1.33,1.33,,1,1,0,25217.09216780757,0.0,25217.09216780757,0.0,1,0,25217.09216780757,LONG,25217.09216780757,0.0,1.0,0.0,inf,1.0,0.5581356368644242,0.05
SPY,340307.13308142783,381884.264857359,2,3,722191.3979387868,5,51.8,0.84,0.77,0.88,5,1,2,135616.1648348787,229119.6697486174,204690.96824654914,152764.5951087416,2,3,-41577.131775931164,SHORT,170153.56654071392,127294.754952453,0.6,0.4,0.8911263552808047,1.0,0.6458281287804741,0.7554526922980945
TLT,0.0,41136.0012776631,0,1,41136.0012776631,1,119.0,0.14,,0.14,1,0,1,0.0,41136.0012776631,0.0,41136.0012776631,0,1,-41136.0012776631,SHORT,0.0,41136.0012776631,0.0,1.0,0.0,0.7,0.0,0.5192714242313037
TQQQ,183414.09265819393,0.0,1,0,183414.09265819393,1,90.0,0.28,0.28,,1,0,0,0.0,0.0,183414.09265819393,0.0,1,0,183414.09265819393,LONG,183414.09265819393,0.0,1.0,0.0,inf,1.0,0.5662219300599816,0.05
TSM,89964.18569474011,0.0,1,0,89964.18569474011,1,90.0,0.13,0.13,,1,0,0,0.0,0.0,89964.18569474011,0.0,1,0,89964.18569474011,LONG,89964.18569474011,0.0,1.0,0.0,inf,1.0,0.538958195114018,0.05
U,0.0,150.47537032633272,0,1,150.47537032633272,1,30.0,0.7,,0.7,1,0,0,0.0,0.0,0.0,150.47537032633272,0,1,-150.47537032633272,SHORT,0.0,150.47537032633272,0.0,1.0,0.0,1.0,0.05,0.3261967606782643
USAR,260.57889149631313,0.0,3,0,260.57889149631313,3,31.33,1.26,1.26,,3,2,0,1.1082138587588874,0.0,259.4706776375542,0.0,3,0,260.57889149631313,LONG,86.85963049877104,0.0,1.0,0.0,inf,1.0,0.49086295873787755,0.05
WFC,0.0,79825.0170977362,0,1,79825.0170977362,1,90.0,0.24,,0.24,1,0,0,0.0,0.0,0.0,79825.0170977362,0,1,-79825.0170977362,SHORT,0.0,79825.0170977362,0.0,1.0,0.0,1.0,0.05,0.5425583887940455
XLI,0.0,86442.69902234603,0,3,86442.69902234603,3,61.0,74.28,,74.28,3,0,1,0.0,49387.857256879965,0.0,49387.857256879965,0,3,-86442.69902234603,SHORT,0.0,28814.233007448678,0.0,0.57,0.0,1.0,0.05,0.8600016666319411
XLU,0.0,22276.142854595568,0,2,22276.142854595568,2,43.0,0.66,,0.66,2,0,2,0.0,22276.142854595568,0.0,22000.328326510327,0,2,-22276.142854595568,SHORT,0.0,11138.071427297784,0.0,0.99,0.0,1.0,0.05,0.6405631340953984
